Date,MFSL
2014-01-01,215.8
2014-01-02,216.7
2014-01-03,215.0
2014-01-06,207.5
2014-01-07,208.55
2014-01-08,207.9
2014-01-09,203.2
2014-01-10,199.2
2014-01-13,197.45
2014-01-14,192.15
2014-01-15,211.3
2014-01-16,202.1
2014-01-17,197.6
2014-01-20,198.25
2014-01-21,197.7
2014-01-22,198.95
2014-01-23,197.25
2014-01-24,195.0
2014-01-27,192.95
2014-01-28,191.45
2014-01-29,191.2
2014-01-30,190.05
2014-01-31,189.95
2014-02-03,187.9
2014-02-04,188.95
2014-02-05,187.9
2014-02-06,187.75
2014-02-07,187.55
2014-02-10,183.65
2014-02-11,184.35
2014-02-12,186.65
2014-02-13,186.0
2014-02-14,184.9
2014-02-17,183.2
2014-02-18,182.45
2014-02-19,179.8
2014-02-20,179.75
2014-02-21,181.8
2014-02-24,179.9
2014-02-25,182.4
2014-02-26,191.5
2014-02-28,192.45
2014-03-03,190.0
2014-03-04,190.05
2014-03-05,188.8
2014-03-06,196.0
2014-03-07,193.8
2014-03-10,190.5
2014-03-11,192.0
2014-03-12,190.85
2014-03-13,196.8
2014-03-14,198.65
2014-03-18,203.95
2014-03-19,198.75
2014-03-20,199.35
2014-03-21,200.5
2014-03-22,200.95
2014-03-24,199.9
2014-03-25,200.75
2014-03-26,208.1
2014-03-27,205.7
2014-03-28,205.0
2014-03-31,208.05
2014-04-01,206.45
2014-04-02,205.7
2014-04-03,203.5
2014-04-04,200.55
2014-04-07,200.9
2014-04-09,200.65
2014-04-10,210.7
2014-04-11,212.45
2014-04-15,208.65
2014-04-16,203.05
2014-04-17,210.05
2014-04-21,212.95
2014-04-22,210.35
2014-04-23,210.0
2014-04-25,215.65
2014-04-28,212.05
2014-04-29,210.05
2014-04-30,213.7
2014-05-02,214.9
2014-05-05,224.6
2014-05-06,226.15
2014-05-07,237.9
2014-05-08,229.25
2014-05-09,229.1
2014-05-12,220.0
2014-05-13,222.15
2014-05-14,222.6
2014-05-15,225.75
2014-05-16,237.8
2014-05-19,244.7
2014-05-20,261.4
2014-05-21,259.25
2014-05-22,258.6
2014-05-23,253.65
2014-05-26,248.25
2014-05-27,240.4
2014-05-28,247.45
2014-05-29,242.8
2014-05-30,263.65
2014-06-02,290.6
2014-06-03,299.75
2014-06-04,325.85
2014-06-05,304.9
2014-06-06,314.45
2014-06-09,308.5
2014-06-10,312.95
2014-06-11,307.65
2014-06-12,308.65
2014-06-13,300.45
2014-06-16,298.35
2014-06-17,305.5
2014-06-18,295.9
2014-06-19,310.55
2014-06-20,303.85
2014-06-23,302.15
2014-06-24,298.2
2014-06-25,293.85
2014-06-26,291.25
2014-06-27,289.85
2014-06-30,288.25
2014-07-01,295.5
2014-07-02,294.25
2014-07-03,294.6
2014-07-04,294.05
2014-07-07,308.05
2014-07-08,299.75
2014-07-09,294.65
2014-07-10,297.1
2014-07-11,305.0
2014-07-14,304.25
2014-07-15,304.95
2014-07-16,309.25
2014-07-17,321.25
2014-07-18,316.6
2014-07-21,320.8
2014-07-22,316.85
2014-07-23,319.9
2014-07-24,322.1
2014-07-25,321.2
2014-07-28,315.7
2014-07-30,316.8
2014-07-31,306.9
2014-08-01,302.75
2014-08-04,299.45
2014-08-05,304.9
2014-08-06,306.8
2014-08-07,305.65
2014-08-08,303.7
2014-08-11,301.45
2014-08-12,303.75
2014-08-13,299.45
2014-08-14,313.45
2014-08-18,315.0
2014-08-19,312.45
2014-08-20,311.7
2014-08-21,309.5
2014-08-22,313.7
2014-08-25,324.4
2014-08-26,329.65
2014-08-27,329.95
2014-08-28,325.5
2014-09-01,330.55
2014-09-02,340.45
2014-09-03,336.3
2014-09-04,338.25
2014-09-05,338.85
2014-09-08,362.9
2014-09-09,361.85
2014-09-10,362.2
2014-09-11,359.4
2014-09-12,358.25
2014-09-15,357.85
2014-09-16,345.95
2014-09-17,339.2
2014-09-18,353.4
2014-09-19,356.35
2014-09-22,354.65
2014-09-23,350.3
2014-09-24,334.0
2014-09-25,334.2
2014-09-26,328.3
2014-09-29,328.1
2014-09-30,319.95
2014-10-01,316.65
2014-10-07,318.05
2014-10-08,318.1
2014-10-09,319.35
2014-10-10,319.5
2014-10-13,314.3
2014-10-14,316.4
2014-10-16,315.0
2014-10-17,321.15
2014-10-20,323.7
2014-10-21,324.8
2014-10-22,321.2
2014-10-23,325.55
2014-10-27,325.45
2014-10-28,327.9
2014-10-29,351.7
2014-10-30,347.4
2014-10-31,355.0
2014-11-03,364.95
2014-11-05,397.05
2014-11-07,403.9
2014-11-10,396.15
2014-11-11,421.05
2014-11-12,437.9
2014-11-13,404.5
2014-11-14,411.25
2014-11-17,404.4
2014-11-18,405.5
2014-11-19,406.4
2014-11-20,402.95
2014-11-21,397.9
2014-11-24,398.05
2014-11-25,379.0
2014-11-26,375.25
2014-11-27,380.45
2014-11-28,365.4
2014-12-01,375.65
2014-12-02,373.45
2014-12-03,398.35
2014-12-04,399.9
2014-12-05,395.85
2014-12-08,384.8
2014-12-09,388.3
2014-12-10,407.0
2014-12-11,399.45
2014-12-12,385.5
2014-12-15,392.2
2014-12-16,368.35
2014-12-17,361.7
2014-12-18,367.7
2014-12-19,370.05
2014-12-22,378.65
2014-12-23,380.45
2014-12-24,387.45
2014-12-26,382.3
2014-12-29,385.15
2014-12-30,387.55
2014-12-31,396.0
