Date,JUNIORBEES
2014-01-01,130.09
2014-01-02,130.97
2014-01-03,128.09
2014-01-06,129.93
2014-01-07,128.46
2014-01-08,128.7
2014-01-09,128.87
2014-01-10,128.54
2014-01-13,129.55
2014-01-14,128.44
2014-01-15,129.07
2014-01-16,127.5
2014-01-17,123.86
2014-01-20,125.28
2014-01-21,125.09
2014-01-22,126.04
2014-01-23,126.58
2014-01-24,125.73
2014-01-27,122.01
2014-01-28,121.35
2014-01-29,121.05
2014-01-30,119.88
2014-01-31,120.94
2014-02-03,120.45
2014-02-04,119.89
2014-02-05,120.5
2014-02-06,121.37
2014-02-07,121.9
2014-02-10,120.56
2014-02-11,120.78
2014-02-12,120.92
2014-02-13,119.05
2014-02-14,118.94
2014-02-17,118.9
2014-02-18,120.71
2014-02-19,121.9
2014-02-20,121.2
2014-02-21,122.65
2014-02-24,120.65
2014-02-25,122.15
2014-02-26,121.77
2014-02-28,122.28
2014-03-03,123.28
2014-03-04,124.9
2014-03-05,126.47
2014-03-06,126.82
2014-03-07,127.14
2014-03-10,127.85
2014-03-11,126.22
2014-03-12,127.78
2014-03-13,126.81
2014-03-14,125.41
2014-03-18,126.5
2014-03-19,128.13
2014-03-20,127.48
2014-03-21,127.11
2014-03-22,128.12
2014-03-24,129.44
2014-03-25,128.4
2014-03-26,129.87
2014-03-27,129.95
2014-03-28,130.22
2014-03-31,132.92
2014-04-01,133.53
2014-04-02,135.95
2014-04-03,134.25
2014-04-04,135.34
2014-04-07,134.6
2014-04-09,137.26
2014-04-10,140.83
2014-04-11,139.66
2014-04-15,137.47
2014-04-16,136.56
2014-04-17,136.26
2014-04-21,137.96
2014-04-22,139.0
2014-04-23,139.82
2014-04-25,139.4
2014-04-28,139.62
2014-04-29,138.24
2014-04-30,135.84
2014-05-02,137.24
2014-05-05,137.48
2014-05-06,136.72
2014-05-07,137.04
2014-05-08,136.25
2014-05-09,139.41
2014-05-12,139.77
2014-05-13,143.12
2014-05-14,145.0
2014-05-15,146.47
2014-05-16,148.62
2014-05-19,155.78
2014-05-20,157.4
2014-05-21,156.31
2014-05-22,159.77
2014-05-23,162.18
2014-05-26,158.13
2014-05-27,156.31
2014-05-28,156.59
2014-05-29,155.24
2014-05-30,155.17
2014-06-02,159.59
2014-06-03,160.27
2014-06-04,161.81
2014-06-05,165.56
2014-06-06,164.94
2014-06-09,167.52
2014-06-10,167.53
2014-06-11,165.51
2014-06-12,163.45
2014-06-13,160.17
2014-06-16,160.12
2014-06-17,161.76
2014-06-18,160.5
2014-06-19,159.94
2014-06-20,159.53
2014-06-23,159.73
2014-06-24,161.11
2014-06-25,160.45
2014-06-26,161.44
2014-06-27,161.66
2014-06-30,164.58
2014-07-01,167.58
2014-07-02,169.36
2014-07-03,169.32
2014-07-04,170.84
2014-07-07,169.34
2014-07-08,165.5
2014-07-09,162.11
2014-07-10,162.08
2014-07-11,156.98
2014-07-14,159.35
2014-07-15,162.36
2014-07-16,164.62
2014-07-17,166.69
2014-07-18,164.75
2014-07-21,165.72
2014-07-22,165.94
2014-07-23,164.95
2014-07-24,165.24
2014-07-25,162.04
2014-07-28,162.53
2014-07-30,163.15
2014-07-31,163.6
2014-08-01,162.22
2014-08-04,164.21
2014-08-05,164.43
2014-08-06,163.76
2014-08-07,163.91
2014-08-08,164.83
2014-08-11,163.35
2014-08-12,164.48
2014-08-13,162.97
2014-08-14,164.0
2014-08-18,168.98
2014-08-19,167.76
2014-08-20,168.98
2014-08-21,169.27
2014-08-22,169.9
2014-08-25,168.45
2014-08-26,169.35
2014-08-27,167.79
2014-08-28,169.73
2014-09-01,171.14
2014-09-02,175.0
2014-09-03,174.0
2014-09-04,172.88
2014-09-05,174.63
2014-09-08,177.09
2014-09-09,177.75
2014-09-10,176.1
2014-09-11,176.32
2014-09-12,176.91
2014-09-15,175.62
2014-09-16,169.87
2014-09-17,171.87
2014-09-18,174.29
2014-09-19,175.49
2014-09-22,175.71
2014-09-23,173.53
2014-09-24,169.74
2014-09-25,167.38
2014-09-26,169.35
2014-09-29,171.17
2014-09-30,170.85
2014-10-01,171.45
2014-10-07,168.41
2014-10-08,167.96
2014-10-09,169.96
2014-10-10,166.29
2014-10-13,168.64
2014-10-14,168.21
2014-10-16,165.05
2014-10-17,166.22
2014-10-20,167.96
2014-10-21,171.45
2014-10-22,172.21
2014-10-23,172.35
2014-10-27,171.89
2014-10-28,172.55
2014-10-29,173.56
2014-10-30,174.05
2014-10-31,179.91
2014-11-03,179.74
2014-11-05,178.76
2014-11-07,178.48
2014-11-10,179.51
2014-11-11,181.08
2014-11-12,182.96
2014-11-13,184.51
2014-11-14,184.4
2014-11-17,186.01
2014-11-18,188.21
2014-11-19,184.31
2014-11-20,185.01
2014-11-21,185.58
2014-11-24,185.99
2014-11-25,182.9
2014-11-26,184.81
2014-11-27,186.13
2014-11-28,186.04
2014-12-01,185.83
2014-12-02,188.72
2014-12-03,189.9
2014-12-04,190.99
2014-12-05,190.51
2014-12-08,186.23
2014-12-09,183.52
2014-12-10,186.96
2014-12-11,185.19
2014-12-12,183.13
2014-12-15,181.98
2014-12-16,178.33
2014-12-17,178.2
2014-12-18,183.09
2014-12-19,182.72
2014-12-22,184.84
2014-12-23,183.07
2014-12-24,183.76
2014-12-26,183.69
2014-12-29,184.46
2014-12-30,184.89
2014-12-31,186.49
