Date,BERGEPAINT
2014-01-01,226.35
2014-01-02,224.4
2014-01-03,224.6
2014-01-06,223.05
2014-01-07,221.85
2014-01-08,222.7
2014-01-09,216.15
2014-01-10,210.5
2014-01-13,209.0
2014-01-14,206.95
2014-01-15,207.45
2014-01-16,215.4
2014-01-17,215.35
2014-01-20,222.55
2014-01-21,224.25
2014-01-22,216.9
2014-01-23,215.35
2014-01-24,216.95
2014-01-27,210.5
2014-01-28,209.2
2014-01-29,208.0
2014-01-30,203.2
2014-01-31,203.3
2014-02-03,206.85
2014-02-04,202.8
2014-02-05,209.6
2014-02-06,210.7
2014-02-07,210.15
2014-02-10,210.05
2014-02-11,210.5
2014-02-12,208.8
2014-02-13,206.1
2014-02-14,209.85
2014-02-17,206.8
2014-02-18,206.05
2014-02-19,207.2
2014-02-20,205.25
2014-02-21,213.95
2014-02-24,211.3
2014-02-25,210.05
2014-02-26,210.2
2014-02-28,212.0
2014-03-03,206.7
2014-03-04,209.0
2014-03-05,208.2
2014-03-06,208.55
2014-03-07,210.0
2014-03-10,211.85
2014-03-11,210.75
2014-03-12,209.6
2014-03-13,208.7
2014-03-14,209.05
2014-03-18,211.2
2014-03-19,209.55
2014-03-20,208.2
2014-03-21,211.4
2014-03-22,209.4
2014-03-24,213.75
2014-03-25,222.6
2014-03-26,224.95
2014-03-27,223.75
2014-03-28,225.55
2014-03-31,229.85
2014-04-01,230.0
2014-04-02,227.9
2014-04-03,234.25
2014-04-04,233.15
2014-04-07,230.95
2014-04-09,233.35
2014-04-10,231.9
2014-04-11,234.15
2014-04-15,235.05
2014-04-16,238.35
2014-04-17,245.55
2014-04-21,243.4
2014-04-22,245.1
2014-04-23,245.35
2014-04-25,245.4
2014-04-28,243.05
2014-04-29,241.3
2014-04-30,243.2
2014-05-02,242.45
2014-05-05,239.0
2014-05-06,242.55
2014-05-07,241.95
2014-05-08,240.6
2014-05-09,241.05
2014-05-12,238.6
2014-05-13,239.0
2014-05-14,242.05
2014-05-15,242.45
2014-05-16,237.3
2014-05-19,235.1
2014-05-20,238.65
2014-05-21,246.15
2014-05-22,252.4
2014-05-23,247.05
2014-05-26,243.35
2014-05-27,241.5
2014-05-28,242.0
2014-05-29,242.55
2014-05-30,247.5
2014-06-02,245.1
2014-06-03,242.4
2014-06-04,242.75
2014-06-05,245.9
2014-06-06,255.45
2014-06-09,269.95
2014-06-10,270.05
2014-06-11,274.1
2014-06-12,271.75
2014-06-13,262.0
2014-06-16,256.05
2014-06-17,269.45
2014-06-18,271.05
2014-06-19,278.45
2014-06-20,272.55
2014-06-23,279.35
2014-06-24,274.2
2014-06-25,273.7
2014-06-26,277.55
2014-06-27,284.1
2014-06-30,290.2
2014-07-01,295.25
2014-07-02,287.5
2014-07-03,284.7
2014-07-04,293.2
2014-07-07,293.95
2014-07-08,302.95
2014-07-09,303.35
2014-07-10,295.95
2014-07-11,284.65
2014-07-14,291.95
2014-07-15,291.85
2014-07-16,290.55
2014-07-17,292.55
2014-07-18,292.25
2014-07-21,290.15
2014-07-22,292.4
2014-07-23,305.35
2014-07-24,301.8
2014-07-25,300.35
2014-07-28,298.75
2014-07-30,297.55
2014-07-31,300.15
2014-08-01,296.35
2014-08-04,303.85
2014-08-05,308.2
2014-08-06,320.6
2014-08-07,320.65
2014-08-08,306.45
2014-08-11,306.65
2014-08-12,300.05
2014-08-13,296.5
2014-08-14,298.95
2014-08-18,312.2
2014-08-19,336.1
2014-08-20,344.45
2014-08-21,339.4
2014-08-22,343.2
2014-08-25,343.35
2014-08-26,342.7
2014-08-27,343.4
2014-08-28,344.85
2014-09-01,345.25
2014-09-02,343.45
2014-09-03,350.35
2014-09-04,366.45
2014-09-05,356.35
2014-09-08,351.85
2014-09-09,351.85
2014-09-10,351.85
2014-09-11,354.75
2014-09-12,353.1
2014-09-15,350.0
2014-09-16,348.95
2014-09-17,358.1
2014-09-18,359.0
2014-09-19,353.1
2014-09-22,351.85
2014-09-23,352.25
2014-09-24,348.1
2014-09-25,352.25
2014-09-26,357.8
2014-09-29,362.7
2014-09-30,379.0
2014-10-01,399.85
2014-10-07,403.25
2014-10-08,395.55
2014-10-09,413.95
2014-10-10,403.5
2014-10-13,393.95
2014-10-14,383.4
2014-10-16,374.55
2014-10-17,362.85
2014-10-20,352.85
2014-10-21,351.85
2014-10-22,361.1
2014-10-23,365.4
2014-10-27,371.75
2014-10-28,386.55
2014-10-29,400.7
2014-10-30,397.5
2014-10-31,397.4
2014-11-03,392.8
2014-11-05,383.65
2014-11-07,370.35
2014-11-10,362.35
2014-11-11,366.85
2014-11-12,367.0
2014-11-13,362.6
2014-11-14,358.65
2014-11-17,366.1
2014-11-18,362.45
2014-11-19,361.6
2014-11-20,365.65
2014-11-21,360.45
2014-11-24,355.3
2014-11-25,354.55
2014-11-26,372.25
2014-11-27,379.2
2014-11-28,393.7
2014-12-01,440.8
2014-12-02,423.65
2014-12-03,436.35
2014-12-04,423.8
2014-12-05,413.05
2014-12-08,409.7
2014-12-09,404.4
2014-12-10,402.45
2014-12-11,396.4
2014-12-12,402.4
2014-12-15,388.3
2014-12-16,384.55
2014-12-17,373.3
2014-12-18,376.35
2014-12-19,393.75
2014-12-22,404.1
2014-12-23,400.9
2014-12-24,404.35
2014-12-26,406.95
2014-12-29,404.7
2014-12-30,399.1
2014-12-31,402.75
