Date,L&TFH
2014-01-01,75.2
2014-01-02,71.7
2014-01-03,73.05
2014-01-06,73.45
2014-01-07,72.75
2014-01-08,72.35
2014-01-09,72.25
2014-01-10,71.6
2014-01-13,71.85
2014-01-14,73.8
2014-01-15,73.4
2014-01-16,71.85
2014-01-17,70.55
2014-01-20,71.5
2014-01-21,72.25
2014-01-22,73.1
2014-01-23,73.6
2014-01-24,70.5
2014-01-27,68.65
2014-01-28,68.65
2014-01-29,68.65
2014-01-30,67.25
2014-01-31,68.65
2014-02-03,67.7
2014-02-04,67.8
2014-02-05,68.5
2014-02-06,69.25
2014-02-07,74.15
2014-02-10,73.3
2014-02-11,71.7
2014-02-12,70.75
2014-02-13,69.6
2014-02-14,69.8
2014-02-17,71.9
2014-02-18,72.6
2014-02-19,73.7
2014-02-20,73.0
2014-02-21,72.45
2014-02-24,75.1
2014-02-25,78.05
2014-02-26,75.9
2014-02-28,77.0
2014-03-03,76.95
2014-03-04,77.85
2014-03-05,78.35
2014-03-06,78.1
2014-03-07,77.7
2014-03-10,80.5
2014-03-11,81.2
2014-03-12,85.25
2014-03-13,79.15
2014-03-14,74.2
2014-03-18,73.6
2014-03-19,71.45
2014-03-20,70.95
2014-03-21,71.9
2014-03-22,73.2
2014-03-24,72.75
2014-03-25,72.2
2014-03-26,71.2
2014-03-27,74.1
2014-03-28,74.3
2014-03-31,73.55
2014-04-01,75.3
2014-04-02,77.3
2014-04-03,69.8
2014-04-04,69.3
2014-04-07,67.3
2014-04-09,68.15
2014-04-10,68.5
2014-04-11,67.2
2014-04-15,67.7
2014-04-16,66.3
2014-04-17,67.45
2014-04-21,68.25
2014-04-22,68.5
2014-04-23,68.75
2014-04-25,67.7
2014-04-28,68.05
2014-04-29,67.4
2014-04-30,64.2
2014-05-02,63.75
2014-05-05,62.95
2014-05-06,63.25
2014-05-07,62.95
2014-05-08,62.4
2014-05-09,65.0
2014-05-12,65.0
2014-05-13,65.8
2014-05-14,66.75
2014-05-15,65.75
2014-05-16,67.35
2014-05-19,71.2
2014-05-20,73.05
2014-05-21,73.25
2014-05-22,76.25
2014-05-23,77.2
2014-05-26,73.35
2014-05-27,72.25
2014-05-28,71.4
2014-05-29,72.2
2014-05-30,72.5
2014-06-02,74.3
2014-06-03,74.2
2014-06-04,75.3
2014-06-05,77.35
2014-06-06,76.15
2014-06-09,80.7
2014-06-10,81.9
2014-06-11,77.8
2014-06-12,76.35
2014-06-13,72.6
2014-06-16,72.75
2014-06-17,73.45
2014-06-18,72.35
2014-06-19,71.9
2014-06-20,71.65
2014-06-23,71.65
2014-06-24,73.05
2014-06-25,73.35
2014-06-26,72.65
2014-06-27,73.0
2014-06-30,74.5
2014-07-01,75.35
2014-07-02,75.25
2014-07-03,74.5
2014-07-04,74.3
2014-07-07,74.55
2014-07-08,71.7
2014-07-09,69.5
2014-07-10,70.55
2014-07-11,68.25
2014-07-14,68.4
2014-07-15,69.55
2014-07-16,71.55
2014-07-17,71.95
2014-07-18,73.8
2014-07-21,72.9
2014-07-22,72.95
2014-07-23,72.5
2014-07-24,71.25
2014-07-25,69.6
2014-07-28,69.3
2014-07-30,69.25
2014-07-31,68.35
2014-08-01,67.8
2014-08-04,68.2
2014-08-05,68.6
2014-08-06,67.9
2014-08-07,67.2
2014-08-08,65.8
2014-08-11,66.2
2014-08-12,66.95
2014-08-13,65.55
2014-08-14,66.25
2014-08-18,67.95
2014-08-19,69.6
2014-08-20,68.95
2014-08-21,68.4
2014-08-22,68.35
2014-08-25,67.1
2014-08-26,66.65
2014-08-27,66.9
2014-08-28,65.8
2014-09-01,67.05
2014-09-02,67.25
2014-09-03,66.8
2014-09-04,66.7
2014-09-05,66.75
2014-09-08,67.45
2014-09-09,70.15
2014-09-10,70.7
2014-09-11,71.3
2014-09-12,71.35
2014-09-15,70.65
2014-09-16,67.7
2014-09-17,67.6
2014-09-18,69.45
2014-09-19,68.65
2014-09-22,69.2
2014-09-23,70.0
2014-09-24,69.0
2014-09-25,66.35
2014-09-26,66.65
2014-09-29,66.6
2014-09-30,66.0
2014-10-01,65.45
2014-10-07,65.05
2014-10-08,65.15
2014-10-09,66.3
2014-10-10,65.8
2014-10-13,65.65
2014-10-14,65.8
2014-10-16,65.2
2014-10-17,64.7
2014-10-20,65.25
2014-10-21,66.5
2014-10-22,67.85
2014-10-23,68.8
2014-10-27,68.6
2014-10-28,68.55
2014-10-29,68.25
2014-10-30,67.8
2014-10-31,69.3
2014-11-03,71.9
2014-11-05,71.15
2014-11-07,70.25
2014-11-10,70.15
2014-11-11,72.15
2014-11-12,73.65
2014-11-13,73.9
2014-11-14,73.9
2014-11-17,74.35
2014-11-18,76.45
2014-11-19,73.95
2014-11-20,72.35
2014-11-21,72.4
2014-11-24,72.25
2014-11-25,70.1
2014-11-26,70.25
2014-11-27,70.05
2014-11-28,70.65
2014-12-01,69.85
2014-12-02,70.8
2014-12-03,70.7
2014-12-04,72.35
2014-12-05,71.5
2014-12-08,73.25
2014-12-09,70.75
2014-12-10,72.05
2014-12-11,71.05
2014-12-12,70.2
2014-12-15,69.75
2014-12-16,66.05
2014-12-17,64.95
2014-12-18,66.55
2014-12-19,66.35
2014-12-22,66.7
2014-12-23,66.3
2014-12-24,65.85
2014-12-26,66.3
2014-12-29,67.15
2014-12-30,67.2
2014-12-31,67.7
