Date,THERMAX
2014-01-01,702.3
2014-01-02,701.75
2014-01-03,705.0
2014-01-06,695.9
2014-01-07,691.4
2014-01-08,691.9
2014-01-09,692.65
2014-01-10,697.95
2014-01-13,687.8
2014-01-14,672.6
2014-01-15,683.3
2014-01-16,674.25
2014-01-17,675.9
2014-01-20,675.5
2014-01-21,669.85
2014-01-22,648.55
2014-01-23,651.75
2014-01-24,643.4
2014-01-27,663.15
2014-01-28,655.6
2014-01-29,638.7
2014-01-30,626.55
2014-01-31,633.7
2014-02-03,628.65
2014-02-04,626.4
2014-02-05,631.6
2014-02-06,627.7
2014-02-07,628.1
2014-02-10,625.25
2014-02-11,625.0
2014-02-12,626.5
2014-02-13,628.9
2014-02-14,625.15
2014-02-17,639.1
2014-02-18,640.95
2014-02-19,671.15
2014-02-20,657.95
2014-02-21,659.15
2014-02-24,676.55
2014-02-25,684.95
2014-02-26,691.25
2014-02-28,699.9
2014-03-03,695.65
2014-03-04,714.55
2014-03-05,754.55
2014-03-06,753.45
2014-03-07,731.45
2014-03-10,731.65
2014-03-11,764.6
2014-03-12,771.4
2014-03-13,772.6
2014-03-14,739.55
2014-03-18,762.5
2014-03-19,763.85
2014-03-20,740.75
2014-03-21,781.25
2014-03-22,761.65
2014-03-24,766.1
2014-03-25,762.1
2014-03-26,752.5
2014-03-27,750.55
2014-03-28,753.0
2014-03-31,748.2
2014-04-01,726.65
2014-04-02,718.0
2014-04-03,757.2
2014-04-04,742.2
2014-04-07,742.8
2014-04-09,749.8
2014-04-10,759.2
2014-04-11,739.45
2014-04-15,729.35
2014-04-16,725.1
2014-04-17,757.35
2014-04-21,749.25
2014-04-22,754.05
2014-04-23,751.95
2014-04-25,740.95
2014-04-28,735.0
2014-04-29,730.3
2014-04-30,734.25
2014-05-02,720.8
2014-05-05,718.5
2014-05-06,735.75
2014-05-07,747.15
2014-05-08,734.1
2014-05-09,766.75
2014-05-12,763.25
2014-05-13,760.1
2014-05-14,809.9
2014-05-15,782.8
2014-05-16,815.2
2014-05-19,853.2
2014-05-20,858.35
2014-05-21,870.3
2014-05-22,900.6
2014-05-23,912.2
2014-05-26,904.9
2014-05-27,910.75
2014-05-28,897.9
2014-05-29,888.95
2014-05-30,884.9
2014-06-02,898.5
2014-06-03,905.05
2014-06-04,909.65
2014-06-05,899.35
2014-06-06,898.8
2014-06-09,904.9
2014-06-10,925.5
2014-06-11,944.6
2014-06-12,928.65
2014-06-13,940.1
2014-06-16,939.0
2014-06-17,958.35
2014-06-18,963.1
2014-06-19,945.05
2014-06-20,934.15
2014-06-23,951.25
2014-06-24,958.3
2014-06-25,936.95
2014-06-26,945.3
2014-06-27,934.45
2014-06-30,939.0
2014-07-01,968.5
2014-07-02,980.0
2014-07-03,964.5
2014-07-04,951.7
2014-07-07,968.2
2014-07-08,941.85
2014-07-09,923.2
2014-07-10,910.1
2014-07-11,913.1
2014-07-14,909.45
2014-07-15,920.35
2014-07-16,924.45
2014-07-17,918.9
2014-07-18,911.35
2014-07-21,948.35
2014-07-22,868.65
2014-07-23,908.95
2014-07-24,900.85
2014-07-25,911.25
2014-07-28,894.35
2014-07-30,857.85
2014-07-31,874.45
2014-08-01,864.35
2014-08-04,858.1
2014-08-05,856.15
2014-08-06,851.1
2014-08-07,853.3
2014-08-08,843.9
2014-08-11,840.2
2014-08-12,840.2
2014-08-13,830.1
2014-08-14,852.2
2014-08-18,857.8
2014-08-19,866.55
2014-08-20,851.25
2014-08-21,885.8
2014-08-22,890.75
2014-08-25,870.45
2014-08-26,861.05
2014-08-27,863.05
2014-08-28,858.9
2014-09-01,854.95
2014-09-02,870.45
2014-09-03,861.95
2014-09-04,854.65
2014-09-05,849.05
2014-09-08,849.0
2014-09-09,843.5
2014-09-10,843.7
2014-09-11,841.85
2014-09-12,852.7
2014-09-15,844.6
2014-09-16,839.25
2014-09-17,840.55
2014-09-18,866.45
2014-09-19,900.3
2014-09-22,914.05
2014-09-23,890.7
2014-09-24,914.55
2014-09-25,890.65
2014-09-26,878.4
2014-09-29,909.25
2014-09-30,918.05
2014-10-01,903.9
2014-10-07,858.05
2014-10-08,837.95
2014-10-09,861.55
2014-10-10,845.7
2014-10-13,865.45
2014-10-14,845.15
2014-10-16,846.0
2014-10-17,851.15
2014-10-20,857.3
2014-10-21,889.55
2014-10-22,884.95
2014-10-23,876.75
2014-10-27,896.95
2014-10-28,880.4
2014-10-29,895.65
2014-10-30,884.4
2014-10-31,893.9
2014-11-03,913.9
2014-11-05,945.55
2014-11-07,996.95
2014-11-10,1013.05
2014-11-11,1020.25
2014-11-12,1031.75
2014-11-13,1055.4
2014-11-14,1049.15
2014-11-17,1062.1
2014-11-18,1068.15
2014-11-19,1013.55
2014-11-20,1050.2
2014-11-21,1059.9
2014-11-24,1064.3
2014-11-25,1061.45
2014-11-26,1062.55
2014-11-27,1065.3
2014-11-28,1072.6
2014-12-01,1033.4
2014-12-02,1011.95
2014-12-03,1046.1
2014-12-04,1063.75
2014-12-05,1067.55
2014-12-08,1074.55
2014-12-09,1017.85
2014-12-10,1003.75
2014-12-11,998.8
2014-12-12,1014.75
2014-12-15,1011.65
2014-12-16,963.1
2014-12-17,996.75
2014-12-18,988.55
2014-12-19,974.85
2014-12-22,1015.75
2014-12-23,1034.4
2014-12-24,1062.85
2014-12-26,1030.75
2014-12-29,1063.1
2014-12-30,1069.95
2014-12-31,1068.15
