Date,GLAXO
2014-01-01,2990.45
2014-01-02,2986.05
2014-01-03,2986.15
2014-01-06,2985.05
2014-01-07,2979.05
2014-01-08,2974.2
2014-01-09,2961.85
2014-01-10,2965.15
2014-01-13,2984.7
2014-01-14,2978.15
2014-01-15,2978.05
2014-01-16,2971.3
2014-01-17,2977.25
2014-01-20,2977.9
2014-01-21,2977.85
2014-01-22,2974.7
2014-01-23,2978.3
2014-01-24,2983.05
2014-01-27,2977.4
2014-01-28,2978.7
2014-01-29,2973.65
2014-01-30,2978.35
2014-01-31,2984.1
2014-02-03,2986.35
2014-02-04,2984.85
2014-02-05,2982.6
2014-02-06,2969.9
2014-02-07,2972.0
2014-02-10,2981.9
2014-02-11,2982.85
2014-02-12,2983.0
2014-02-13,3003.7
2014-02-14,3008.65
2014-02-17,3013.4
2014-02-18,3017.6
2014-02-19,3009.25
2014-02-20,3017.45
2014-02-21,3028.05
2014-02-24,3030.9
2014-02-25,3036.5
2014-02-26,3045.75
2014-02-28,3045.15
2014-03-03,3053.05
2014-03-04,2966.45
2014-03-05,2744.8
2014-03-06,2676.45
2014-03-07,2648.35
2014-03-10,2508.8
2014-03-11,2441.9
2014-03-12,2477.75
2014-03-13,2533.75
2014-03-14,2605.75
2014-03-18,2651.9
2014-03-19,2650.5
2014-03-20,2637.5
2014-03-21,2568.9
2014-03-22,2596.4
2014-03-24,2552.9
2014-03-25,2550.15
2014-03-26,2550.15
2014-03-27,2573.0
2014-03-28,2588.75
2014-03-31,2573.2
2014-04-01,2580.9
2014-04-02,2589.95
2014-04-03,2571.1
2014-04-04,2562.85
2014-04-07,2548.55
2014-04-09,2545.25
2014-04-10,2534.95
2014-04-11,2536.4
2014-04-15,2500.95
2014-04-16,2503.85
2014-04-17,2491.55
2014-04-21,2489.25
2014-04-22,2482.35
2014-04-23,2457.1
2014-04-25,2442.0
2014-04-28,2419.0
2014-04-29,2430.45
2014-04-30,2466.3
2014-05-02,2449.4
2014-05-05,2420.65
2014-05-06,2380.55
2014-05-07,2376.45
2014-05-08,2402.95
2014-05-09,2386.95
2014-05-12,2383.2
2014-05-13,2435.55
2014-05-14,2437.75
2014-05-15,2459.45
2014-05-16,2501.25
2014-05-19,2504.05
2014-05-20,2525.0
2014-05-21,2549.55
2014-05-22,2556.2
2014-05-23,2516.1
2014-05-26,2484.45
2014-05-27,2453.0
2014-05-28,2428.6
2014-05-29,2453.25
2014-05-30,2434.75
2014-06-02,2461.65
2014-06-03,2449.4
2014-06-04,2446.25
2014-06-05,2456.3
2014-06-06,2490.8
2014-06-09,2475.35
2014-06-10,2494.85
2014-06-11,2481.35
2014-06-12,2514.7
2014-06-13,2488.25
2014-06-16,2478.55
2014-06-17,2477.85
2014-06-18,2477.05
2014-06-19,2462.55
2014-06-20,2477.9
2014-06-23,2485.3
2014-06-24,2486.75
2014-06-25,2473.75
2014-06-26,2463.9
2014-06-27,2490.7
2014-06-30,2501.6
2014-07-01,2499.7
2014-07-02,2533.45
2014-07-03,2551.95
2014-07-04,2549.1
2014-07-07,2551.45
2014-07-08,2508.55
2014-07-09,2508.5
2014-07-10,2481.5
2014-07-11,2500.4
2014-07-14,2488.2
2014-07-15,2506.7
2014-07-16,2499.95
2014-07-17,2505.25
2014-07-18,2491.25
2014-07-21,2487.65
2014-07-22,2472.75
2014-07-23,2487.2
2014-07-24,2482.25
2014-07-25,2482.3
2014-07-28,2491.45
2014-07-30,2492.75
2014-07-31,2495.55
2014-08-01,2482.7
2014-08-04,2480.9
2014-08-05,2488.95
2014-08-06,2491.85
2014-08-07,2506.1
2014-08-08,2500.6
2014-08-11,2497.4
2014-08-12,2518.7
2014-08-13,2494.25
2014-08-14,2491.75
2014-08-18,2489.3
2014-08-19,2492.05
2014-08-20,2505.15
2014-08-21,2501.7
2014-08-22,2488.65
2014-08-25,2479.95
2014-08-26,2481.0
2014-08-27,2497.4
2014-08-28,2488.65
2014-09-01,2493.95
2014-09-02,2499.95
2014-09-03,2494.2
2014-09-04,2488.65
2014-09-05,2503.2
2014-09-08,2537.65
2014-09-09,2521.8
2014-09-10,2509.0
2014-09-11,2512.25
2014-09-12,2504.6
2014-09-15,2524.65
2014-09-16,2497.1
2014-09-17,2504.1
2014-09-18,2510.3
2014-09-19,2500.85
2014-09-22,2510.75
2014-09-23,2539.9
2014-09-24,2665.1
2014-09-25,2685.5
2014-09-26,2705.3
2014-09-29,2764.05
2014-09-30,2826.75
2014-10-01,2803.1
2014-10-07,2886.9
2014-10-08,2807.6
2014-10-09,2775.85
2014-10-10,2718.8
2014-10-13,2739.9
2014-10-14,2744.3
2014-10-16,2687.85
2014-10-17,2702.25
2014-10-20,2707.2
2014-10-21,2716.45
2014-10-22,2709.55
2014-10-23,2704.1
2014-10-27,2700.15
2014-10-28,2701.45
2014-10-29,2679.5
2014-10-30,2705.8
2014-10-31,2720.0
2014-11-03,2732.8
2014-11-05,2760.25
2014-11-07,2790.85
2014-11-10,2799.55
2014-11-11,2766.05
2014-11-12,2843.5
2014-11-13,2840.35
2014-11-14,2849.25
2014-11-17,2853.1
2014-11-18,2849.75
2014-11-19,2899.4
2014-11-20,2926.3
2014-11-21,2944.3
2014-11-24,2939.8
2014-11-25,2873.15
2014-11-26,2907.75
2014-11-27,2933.7
2014-11-28,2933.8
2014-12-01,2972.8
2014-12-02,3172.1
