Date,HBLPOWER
2014-01-01,12.65
2014-01-02,12.25
2014-01-03,12.3
2014-01-06,12.2
2014-01-07,12.0
2014-01-08,12.3
2014-01-09,12.35
2014-01-10,12.1
2014-01-13,12.3
2014-01-14,12.15
2014-01-15,12.2
2014-01-16,12.3
2014-01-17,11.9
2014-01-20,11.95
2014-01-21,12.05
2014-01-22,11.85
2014-01-23,11.9
2014-01-24,11.95
2014-01-27,11.25
2014-01-28,11.15
2014-01-29,11.65
2014-01-30,11.1
2014-01-31,11.0
2014-02-03,11.35
2014-02-04,11.1
2014-02-05,11.4
2014-02-06,11.6
2014-02-07,11.2
2014-02-10,11.25
2014-02-11,11.25
2014-02-12,11.2
2014-02-13,11.2
2014-02-14,11.4
2014-02-17,10.35
2014-02-18,10.0
2014-02-19,10.0
2014-02-20,9.9
2014-02-21,9.85
2014-02-24,9.5
2014-02-25,9.5
2014-02-26,11.4
2014-02-28,11.45
2014-03-03,10.7
2014-03-04,10.25
2014-03-05,10.1
2014-03-06,9.7
2014-03-07,9.7
2014-03-10,9.4
2014-03-11,9.45
2014-03-12,9.7
2014-03-13,9.35
2014-03-14,8.9
2014-03-18,9.1
2014-03-19,10.0
2014-03-20,9.25
2014-03-21,9.3
2014-03-22,9.5
2014-03-24,9.8
2014-03-25,9.5
2014-03-26,9.65
2014-03-27,9.55
2014-03-28,9.3
2014-03-31,9.85
2014-04-01,10.15
2014-04-02,10.4
2014-04-03,10.6
2014-04-04,10.9
2014-04-07,11.1
2014-04-09,11.35
2014-04-10,11.7
2014-04-11,12.2
2014-04-15,12.6
2014-04-16,13.45
2014-04-17,13.95
2014-04-21,13.85
2014-04-22,15.05
2014-04-23,15.05
2014-04-25,14.45
2014-04-28,14.9
2014-04-29,16.05
2014-04-30,15.15
2014-05-02,15.05
2014-05-05,15.0
2014-05-06,14.55
2014-05-07,14.35
2014-05-08,14.3
2014-05-09,14.4
2014-05-12,14.4
2014-05-13,14.35
2014-05-14,14.6
2014-05-15,14.05
2014-05-16,14.05
2014-05-19,15.45
2014-05-20,16.95
2014-05-21,17.2
2014-05-22,18.8
2014-05-23,19.7
2014-05-26,18.75
2014-05-27,17.85
2014-05-28,17.0
2014-05-29,16.6
2014-05-30,17.4
2014-06-02,18.25
2014-06-03,19.15
2014-06-04,19.2
2014-06-05,18.95
2014-06-06,18.9
2014-06-09,19.55
2014-06-10,19.4
2014-06-11,20.05
2014-06-12,19.05
2014-06-13,18.4
2014-06-16,17.7
2014-06-17,17.7
2014-06-18,17.6
2014-06-19,17.15
2014-06-20,17.2
2014-06-23,17.0
2014-06-24,17.8
2014-06-25,18.15
2014-06-26,17.85
2014-06-27,17.95
2014-06-30,18.8
2014-07-01,19.7
2014-07-02,20.65
2014-07-03,20.65
2014-07-04,21.65
2014-07-07,23.05
2014-07-08,20.7
2014-07-09,21.45
2014-07-10,20.9
2014-07-11,19.55
2014-07-14,18.6
2014-07-15,20.1
2014-07-16,20.1
2014-07-17,20.3
2014-07-18,19.95
2014-07-21,20.45
2014-07-22,20.8
2014-07-23,20.15
2014-07-24,18.9
2014-07-25,18.5
2014-07-28,18.7
2014-07-30,18.95
2014-07-31,18.8
2014-08-01,18.65
2014-08-04,18.55
2014-08-05,18.65
2014-08-06,18.95
2014-08-07,18.8
2014-08-08,17.6
2014-08-11,17.25
2014-08-12,17.15
2014-08-13,16.75
2014-08-14,16.7
2014-08-18,15.65
2014-08-19,17.1
2014-08-20,17.7
2014-08-21,17.8
2014-08-22,17.1
2014-08-25,16.35
2014-08-26,15.95
2014-08-27,16.05
2014-08-28,17.2
2014-09-01,17.75
2014-09-02,17.45
2014-09-03,17.2
2014-09-04,17.15
2014-09-05,16.95
2014-09-08,16.3
2014-09-09,16.25
2014-09-10,16.95
2014-09-11,16.7
2014-09-12,20.0
2014-09-15,20.05
2014-09-16,17.8
2014-09-17,18.85
2014-09-18,20.0
2014-09-19,18.95
2014-09-22,19.65
2014-09-23,18.7
2014-09-24,18.65
2014-09-25,17.95
2014-09-26,17.95
2014-09-29,17.9
2014-09-30,18.0
2014-10-01,17.75
2014-10-07,17.9
2014-10-08,18.4
2014-10-09,18.15
2014-10-10,17.8
2014-10-13,18.0
2014-10-14,17.75
2014-10-16,17.2
2014-10-17,17.4
2014-10-20,17.55
2014-10-21,17.75
2014-10-22,18.05
2014-10-23,18.05
2014-10-27,18.25
2014-10-28,19.45
2014-10-29,19.55
2014-10-30,20.75
2014-10-31,20.75
2014-11-03,20.8
2014-11-05,19.9
2014-11-07,19.35
2014-11-10,20.05
2014-11-11,19.8
2014-11-12,20.3
2014-11-13,20.9
2014-11-14,20.85
2014-11-17,20.1
2014-11-18,23.15
2014-11-19,22.6
2014-11-20,21.7
2014-11-21,22.45
2014-11-24,26.75
2014-11-25,26.85
2014-11-26,26.95
2014-11-27,28.05
2014-11-28,26.8
2014-12-01,26.05
2014-12-02,26.95
2014-12-03,26.85
2014-12-04,26.95
2014-12-05,29.25
2014-12-08,33.6
2014-12-09,33.65
2014-12-10,33.25
2014-12-11,32.5
2014-12-12,29.8
2014-12-15,30.65
2014-12-16,28.1
2014-12-17,27.55
2014-12-18,29.3
2014-12-19,32.15
2014-12-22,32.15
2014-12-23,32.3
2014-12-24,32.2
2014-12-26,31.95
2014-12-29,31.0
2014-12-30,31.05
2014-12-31,32.1
