Date,MARICO
2014-01-01,221.0
2014-01-02,215.9
2014-01-03,215.55
2014-01-06,219.75
2014-01-07,222.35
2014-01-08,220.3
2014-01-09,215.45
2014-01-10,215.2
2014-01-13,214.65
2014-01-14,215.9
2014-01-15,213.7
2014-01-16,214.65
2014-01-17,214.95
2014-01-20,216.35
2014-01-21,219.95
2014-01-22,218.85
2014-01-23,216.35
2014-01-24,211.7
2014-01-27,210.4
2014-01-28,210.85
2014-01-29,210.8
2014-01-30,212.3
2014-01-31,214.0
2014-02-03,212.45
2014-02-04,216.05
2014-02-05,219.0
2014-02-06,215.0
2014-02-07,215.95
2014-02-10,216.0
2014-02-11,217.5
2014-02-12,216.3
2014-02-13,213.95
2014-02-14,215.45
2014-02-17,216.4
2014-02-18,215.8
2014-02-19,215.9
2014-02-20,215.1
2014-02-21,215.5
2014-02-24,213.7
2014-02-25,214.95
2014-02-26,211.35
2014-02-28,211.0
2014-03-03,209.85
2014-03-04,208.35
2014-03-05,207.85
2014-03-06,205.6
2014-03-07,206.55
2014-03-10,203.1
2014-03-11,203.1
2014-03-12,204.45
2014-03-13,202.8
2014-03-14,201.65
2014-03-18,201.35
2014-03-19,205.9
2014-03-20,205.1
2014-03-21,207.6
2014-03-22,208.7
2014-03-24,206.4
2014-03-25,207.25
2014-03-26,206.7
2014-03-27,207.25
2014-03-28,210.2
2014-03-31,209.15
2014-04-01,208.9
2014-04-02,213.65
2014-04-03,214.0
2014-04-04,209.85
2014-04-07,211.15
2014-04-09,212.9
2014-04-10,212.15
2014-04-11,213.05
2014-04-15,210.25
2014-04-16,208.95
2014-04-17,206.5
2014-04-21,205.45
2014-04-22,206.0
2014-04-23,206.25
2014-04-25,202.8
2014-04-28,203.95
2014-04-29,202.95
2014-04-30,204.0
2014-05-02,217.4
2014-05-05,226.8
2014-05-06,224.3
2014-05-07,231.15
2014-05-08,240.35
2014-05-09,237.5
2014-05-12,233.5
2014-05-13,233.3
2014-05-14,231.25
2014-05-15,225.8
2014-05-16,228.0
2014-05-19,222.95
2014-05-20,226.65
2014-05-21,226.9
2014-05-22,234.45
2014-05-23,236.25
2014-05-26,243.2
2014-05-27,237.0
2014-05-28,231.55
2014-05-29,236.3
2014-05-30,243.95
2014-06-02,243.85
2014-06-03,244.65
2014-06-04,244.4
2014-06-05,251.6
2014-06-06,249.05
2014-06-09,250.8
2014-06-10,248.3
2014-06-11,245.9
2014-06-12,248.1
2014-06-13,244.15
2014-06-16,246.8
2014-06-17,242.85
2014-06-18,242.35
2014-06-19,242.25
2014-06-20,242.45
2014-06-23,240.75
2014-06-24,235.05
2014-06-25,238.35
2014-06-26,236.6
2014-06-27,242.1
2014-06-30,244.05
2014-07-01,249.4
2014-07-02,246.05
2014-07-03,249.0
2014-07-04,249.1
2014-07-07,252.0
2014-07-08,247.95
2014-07-09,242.15
2014-07-10,240.7
2014-07-11,241.25
2014-07-14,239.55
2014-07-15,236.25
2014-07-16,237.8
2014-07-17,237.8
2014-07-18,236.6
2014-07-21,239.9
2014-07-22,240.6
2014-07-23,241.85
2014-07-24,242.85
2014-07-25,247.9
2014-07-28,250.25
2014-07-30,254.2
2014-07-31,255.65
2014-08-01,261.75
2014-08-04,255.8
2014-08-05,264.25
2014-08-06,266.25
2014-08-07,269.2
2014-08-08,268.05
2014-08-11,264.4
2014-08-12,268.55
2014-08-13,268.1
2014-08-14,266.05
2014-08-18,265.95
2014-08-19,266.15
2014-08-20,264.95
2014-08-21,264.5
2014-08-22,269.9
2014-08-25,265.9
2014-08-26,270.15
2014-08-27,271.0
2014-08-28,272.25
2014-09-01,269.6
2014-09-02,271.8
2014-09-03,276.7
2014-09-04,277.1
2014-09-05,281.3
2014-09-08,289.5
2014-09-09,290.0
2014-09-10,285.7
2014-09-11,286.95
2014-09-12,290.0
2014-09-15,288.5
2014-09-16,289.6
2014-09-17,290.25
2014-09-18,290.7
2014-09-19,288.5
2014-09-22,284.95
2014-09-23,283.35
2014-09-24,279.4
2014-09-25,280.5
2014-09-26,291.8
2014-09-29,296.55
2014-09-30,310.0
2014-10-01,311.25
2014-10-07,304.7
2014-10-08,305.25
2014-10-09,301.75
2014-10-10,302.4
2014-10-13,295.9
2014-10-14,299.55
2014-10-16,299.75
2014-10-17,300.85
2014-10-20,300.1
2014-10-21,299.95
2014-10-22,299.85
2014-10-23,303.9
2014-10-27,300.15
2014-10-28,295.25
2014-10-29,309.85
2014-10-30,307.9
2014-10-31,311.25
2014-11-03,310.45
2014-11-05,301.1
2014-11-07,307.5
2014-11-10,317.2
2014-11-11,334.55
2014-11-12,328.9
2014-11-13,329.25
2014-11-14,329.9
2014-11-17,330.4
2014-11-18,328.75
2014-11-19,328.4
2014-11-20,323.15
2014-11-21,323.05
2014-11-24,322.5
2014-11-25,321.85
2014-11-26,325.9
2014-11-27,324.35
2014-11-28,323.15
2014-12-01,323.8
2014-12-02,330.0
2014-12-03,328.55
2014-12-04,329.0
2014-12-05,328.1
2014-12-08,322.5
2014-12-09,322.7
2014-12-10,327.2
2014-12-11,322.25
2014-12-12,322.5
2014-12-15,320.1
2014-12-16,320.8
2014-12-17,318.05
2014-12-18,328.3
2014-12-19,328.55
2014-12-22,328.9
2014-12-23,328.05
2014-12-24,323.25
2014-12-26,323.15
2014-12-29,327.95
2014-12-30,327.85
2014-12-31,325.15
