Date,HEXAWARE
2014-01-01,131.9
2014-01-02,128.8
2014-01-03,135.05
2014-01-06,138.55
2014-01-07,136.8
2014-01-08,138.25
2014-01-09,139.25
2014-01-10,139.5
2014-01-13,140.65
2014-01-14,143.3
2014-01-15,142.25
2014-01-16,142.5
2014-01-17,134.0
2014-01-20,140.0
2014-01-21,137.4
2014-01-22,138.25
2014-01-23,136.65
2014-01-24,135.2
2014-01-27,130.45
2014-01-28,132.45
2014-01-29,132.05
2014-01-30,128.35
2014-01-31,134.9
2014-02-03,131.5
2014-02-04,125.4
2014-02-05,129.4
2014-02-06,133.85
2014-02-07,140.35
2014-02-10,142.1
2014-02-11,140.0
2014-02-12,144.25
2014-02-13,140.05
2014-02-14,142.6
2014-02-17,143.55
2014-02-18,158.95
2014-02-19,161.0
2014-02-20,156.6
2014-02-21,157.45
2014-02-24,163.15
2014-02-25,162.25
2014-02-26,165.9
2014-02-28,159.8
2014-03-03,156.4
2014-03-04,160.35
2014-03-05,161.5
2014-03-06,163.15
2014-03-07,156.7
2014-03-10,154.4
2014-03-11,158.35
2014-03-12,155.95
2014-03-13,150.15
2014-03-14,147.7
2014-03-18,146.2
2014-03-19,145.85
2014-03-20,150.6
2014-03-21,149.45
2014-03-22,149.4
2014-03-24,145.9
2014-03-25,146.55
2014-03-26,144.75
2014-03-27,147.0
2014-03-28,150.5
2014-03-31,150.5
2014-04-01,159.2
2014-04-02,160.95
2014-04-03,159.5
2014-04-04,161.1
2014-04-07,158.4
2014-04-09,159.95
2014-04-10,166.4
2014-04-11,170.4
2014-04-15,167.55
2014-04-16,162.45
2014-04-17,169.35
2014-04-21,172.35
2014-04-22,170.1
2014-04-23,172.75
2014-04-25,170.5
2014-04-28,171.5
2014-04-29,153.2
2014-04-30,151.65
2014-05-02,151.5
2014-05-05,148.05
2014-05-06,148.25
2014-05-07,146.3
2014-05-08,144.0
2014-05-09,139.05
2014-05-12,136.1
2014-05-13,141.25
2014-05-14,142.25
2014-05-15,137.25
2014-05-16,137.75
2014-05-19,134.75
2014-05-20,142.5
2014-05-21,143.35
2014-05-22,142.05
2014-05-23,144.65
2014-05-26,146.1
2014-05-27,147.75
2014-05-28,144.8
2014-05-29,142.4
2014-05-30,143.65
2014-06-02,144.95
2014-06-03,141.6
2014-06-04,143.4
2014-06-05,148.35
2014-06-06,153.15
2014-06-09,156.95
2014-06-10,157.1
2014-06-11,153.45
2014-06-12,151.65
2014-06-13,146.85
2014-06-16,151.95
2014-06-17,152.7
2014-06-18,147.6
2014-06-19,147.4
2014-06-20,143.65
2014-06-23,145.2
2014-06-24,145.25
2014-06-25,145.35
2014-06-26,148.35
2014-06-27,156.75
2014-06-30,158.25
2014-07-01,154.95
2014-07-02,156.05
2014-07-03,152.1
2014-07-04,155.1
2014-07-07,158.75
2014-07-08,150.8
2014-07-09,146.7
2014-07-10,152.3
2014-07-11,150.75
2014-07-14,145.6
2014-07-15,146.6
2014-07-16,147.45
2014-07-17,150.25
2014-07-18,152.35
2014-07-21,150.15
2014-07-22,154.0
2014-07-23,150.45
2014-07-24,149.35
2014-07-25,143.65
2014-07-28,141.35
2014-07-30,145.6
2014-07-31,142.15
2014-08-01,138.45
2014-08-04,141.0
2014-08-05,140.5
2014-08-06,140.95
2014-08-07,141.8
2014-08-08,145.35
2014-08-11,148.1
2014-08-12,150.05
2014-08-13,148.15
2014-08-14,146.85
2014-08-18,150.5
2014-08-19,152.9
2014-08-20,156.65
2014-08-21,156.4
2014-08-22,156.55
2014-08-25,157.3
2014-08-26,158.4
2014-08-27,162.05
2014-08-28,159.9
2014-09-01,158.35
2014-09-02,161.4
2014-09-03,164.7
2014-09-04,162.4
2014-09-05,169.55
2014-09-08,176.35
2014-09-09,175.6
2014-09-10,178.1
2014-09-11,180.85
2014-09-12,178.8
2014-09-15,178.1
2014-09-16,167.65
2014-09-17,174.65
2014-09-18,192.35
2014-09-19,195.6
2014-09-22,195.95
2014-09-23,192.45
2014-09-24,189.4
2014-09-25,194.95
2014-09-26,191.4
2014-09-29,196.05
2014-09-30,201.15
2014-10-01,204.2
2014-10-07,198.75
2014-10-08,189.0
2014-10-09,191.1
2014-10-10,190.6
2014-10-13,189.2
2014-10-14,181.5
2014-10-16,175.55
2014-10-17,170.6
2014-10-20,178.7
2014-10-21,188.35
2014-10-22,185.35
2014-10-23,186.7
2014-10-27,189.5
2014-10-28,188.15
2014-10-29,190.65
2014-10-30,195.75
2014-10-31,197.65
2014-11-03,196.85
2014-11-05,216.25
2014-11-07,210.1
2014-11-10,209.95
2014-11-11,214.85
2014-11-12,212.5
2014-11-13,222.85
2014-11-14,221.0
2014-11-17,219.35
2014-11-18,219.4
2014-11-19,215.55
2014-11-20,223.4
2014-11-21,220.15
2014-11-24,218.05
2014-11-25,213.85
2014-11-26,213.4
2014-11-27,217.9
2014-11-28,218.9
2014-12-01,216.7
2014-12-02,218.45
2014-12-03,220.95
2014-12-04,228.2
2014-12-05,221.8
2014-12-08,213.75
2014-12-09,211.45
2014-12-10,213.8
2014-12-11,208.1
2014-12-12,210.1
2014-12-15,202.05
2014-12-16,204.5
2014-12-17,199.05
2014-12-18,201.9
2014-12-19,201.55
2014-12-22,200.3
2014-12-23,198.85
2014-12-24,194.6
2014-12-26,195.85
2014-12-29,195.8
2014-12-30,199.55
2014-12-31,199.7
