Date,SKFINDIA
2014-01-01,670.05
2014-01-02,668.3
2014-01-03,665.5
2014-01-06,661.0
2014-01-07,654.05
2014-01-08,651.95
2014-01-09,664.95
2014-01-10,646.15
2014-01-13,649.9
2014-01-14,646.65
2014-01-15,649.4
2014-01-16,650.25
2014-01-17,635.15
2014-01-20,631.25
2014-01-21,631.0
2014-01-22,634.95
2014-01-23,641.3
2014-01-24,642.9
2014-01-27,629.35
2014-01-28,637.5
2014-01-29,640.2
2014-01-30,638.3
2014-01-31,639.25
2014-02-03,641.75
2014-02-04,640.0
2014-02-05,639.7
2014-02-06,644.8
2014-02-07,639.75
2014-02-10,640.0
2014-02-11,642.95
2014-02-12,640.0
2014-02-13,646.8
2014-02-14,640.1
2014-02-17,634.45
2014-02-18,638.35
2014-02-19,638.15
2014-02-20,639.85
2014-02-21,656.2
2014-02-24,700.5
2014-02-25,708.65
2014-02-26,704.4
2014-02-28,670.0
2014-03-03,700.1
2014-03-04,739.5
2014-03-05,738.15
2014-03-06,755.6
2014-03-07,747.5
2014-03-10,770.0
2014-03-11,756.95
2014-03-12,762.05
2014-03-13,766.25
2014-03-14,754.1
2014-03-18,764.15
2014-03-19,796.95
2014-03-20,779.2
2014-03-21,794.45
2014-03-22,795.1
2014-03-24,803.5
2014-03-25,807.0
2014-03-26,807.0
2014-03-27,815.45
2014-03-28,803.9
2014-03-31,809.8
2014-04-01,828.35
2014-04-02,816.55
2014-04-03,819.0
2014-04-04,818.2
2014-04-07,808.45
2014-04-09,810.55
2014-04-10,816.65
2014-04-11,822.1
2014-04-15,804.75
2014-04-16,794.65
2014-04-17,807.4
2014-04-21,802.85
2014-04-22,831.95
2014-04-23,815.35
2014-04-25,816.2
2014-04-28,817.4
2014-04-29,810.5
2014-04-30,811.0
2014-05-02,800.4
2014-05-05,801.5
2014-05-06,805.7
2014-05-07,822.5
2014-05-08,821.95
2014-05-09,839.0
2014-05-12,829.9
2014-05-13,825.0
2014-05-14,824.8
2014-05-15,830.0
