Date,VIPCLOTHNG
2014-01-01,17.4
2014-01-02,16.6
2014-01-03,16.25
2014-01-06,17.05
2014-01-07,16.95
2014-01-08,17.05
2014-01-09,17.15
2014-01-10,17.15
2014-01-13,16.55
2014-01-14,16.35
2014-01-15,16.65
2014-01-16,16.1
2014-01-17,15.9
2014-01-20,15.95
2014-01-21,16.0
2014-01-22,15.8
2014-01-23,15.6
2014-01-24,15.1
2014-01-27,14.85
2014-01-28,14.65
2014-01-29,14.8
2014-01-30,13.95
2014-01-31,13.75
2014-02-03,14.1
2014-02-04,13.8
2014-02-05,14.15
2014-02-06,14.15
2014-02-07,14.25
2014-02-10,14.2
2014-02-11,13.7
2014-02-12,15.1
2014-02-13,15.2
2014-02-14,14.25
2014-02-17,13.9
2014-02-18,14.95
2014-02-19,15.4
2014-02-20,15.95
2014-02-21,16.95
2014-02-24,17.1
2014-02-25,15.95
2014-02-26,15.25
2014-02-28,15.0
2014-03-03,14.75
2014-03-04,14.85
2014-03-05,14.9
2014-03-06,15.0
2014-03-07,14.7
2014-03-10,14.85
2014-03-11,14.7
2014-03-12,14.45
2014-03-13,14.45
2014-03-14,14.25
2014-03-18,14.3
2014-03-19,14.7
2014-03-20,14.85
2014-03-21,14.8
2014-03-22,14.55
2014-03-24,14.55
2014-03-25,14.25
2014-03-26,14.3
2014-03-27,14.6
2014-03-28,14.85
2014-03-31,15.05
2014-04-01,15.0
2014-04-02,15.3
2014-04-03,14.95
2014-04-04,15.3
2014-04-07,15.45
2014-04-09,15.2
2014-04-10,15.15
2014-04-11,18.1
2014-04-15,17.15
2014-04-16,15.95
2014-04-17,15.95
2014-04-21,16.45
2014-04-22,19.7
2014-04-23,19.6
2014-04-25,21.3
2014-04-28,23.15
2014-04-29,22.0
2014-04-30,19.8
2014-05-02,19.0
2014-05-05,19.9
2014-05-06,19.9
2014-05-07,19.1
2014-05-08,18.6
2014-05-09,18.95
2014-05-12,18.6
2014-05-13,18.1
2014-05-14,19.05
2014-05-15,18.05
2014-05-16,17.75
2014-05-19,19.1
2014-05-20,20.75
2014-05-21,20.5
2014-05-22,21.05
2014-05-23,21.2
2014-05-26,19.35
2014-05-27,19.0
2014-05-28,19.3
2014-05-29,18.8
2014-05-30,18.95
2014-06-02,19.35
2014-06-03,19.6
2014-06-04,19.55
2014-06-05,20.4
2014-06-06,21.8
2014-06-09,21.55
2014-06-10,20.75
2014-06-11,20.1
2014-06-12,21.35
2014-06-13,21.55
2014-06-16,20.3
2014-06-17,20.35
2014-06-18,20.05
2014-06-19,19.6
2014-06-20,20.25
2014-06-23,20.45
2014-06-24,20.5
2014-06-25,20.2
2014-06-26,20.0
2014-06-27,20.25
2014-06-30,20.55
2014-07-01,21.05
2014-07-02,21.6
2014-07-03,21.75
2014-07-04,21.35
2014-07-07,23.6
2014-07-08,21.0
2014-07-09,20.45
2014-07-10,21.05
2014-07-11,19.7
2014-07-14,19.5
2014-07-15,20.0
2014-07-16,20.65
2014-07-17,20.7
2014-07-18,21.25
2014-07-21,21.6
2014-07-22,21.5
2014-07-23,20.7
2014-07-24,21.05
2014-07-25,20.3
2014-07-28,21.0
2014-07-30,19.95
2014-07-31,19.95
2014-08-01,19.85
2014-08-04,20.9
2014-08-05,24.85
2014-08-06,26.2
2014-08-07,25.1
2014-08-08,24.45
2014-08-11,24.2
2014-08-12,23.95
2014-08-13,25.6
2014-08-14,25.5
2014-08-18,26.65
2014-08-19,26.0
2014-08-20,25.35
2014-08-21,24.5
2014-08-22,24.55
2014-08-25,23.4
2014-08-26,24.2
2014-08-27,24.15
2014-08-28,23.75
2014-09-01,24.2
2014-09-02,24.4
2014-09-03,23.95
2014-09-04,25.55
2014-09-05,24.8
2014-09-08,24.65
2014-09-09,24.95
2014-09-10,26.1
2014-09-11,30.65
2014-09-12,29.0
2014-09-15,30.1
2014-09-16,27.0
2014-09-17,27.3
2014-09-18,28.2
2014-09-19,27.75
2014-09-22,29.1
2014-09-23,27.3
2014-09-24,26.5
2014-09-25,24.4
2014-09-26,26.15
2014-09-29,25.65
2014-09-30,25.45
2014-10-01,25.1
2014-10-07,26.05
2014-10-08,25.7
2014-10-09,26.1
2014-10-10,24.9
2014-10-13,25.55
2014-10-14,24.85
2014-10-16,24.05
2014-10-17,24.2
2014-10-20,24.9
2014-10-21,25.25
2014-10-22,26.3
2014-10-23,26.65
2014-10-27,27.95
2014-10-28,27.55
2014-10-29,27.2
2014-10-30,27.7
2014-10-31,27.3
2014-11-03,27.2
2014-11-05,27.9
2014-11-07,30.1
2014-11-10,33.95
2014-11-11,33.8
2014-11-12,38.2
2014-11-13,38.05
2014-11-14,36.65
2014-11-17,33.35
2014-11-18,36.8
2014-11-19,38.7
2014-11-20,38.65
2014-11-21,37.55
2014-11-24,35.1
2014-11-25,34.05
2014-11-26,35.5
2014-11-27,35.2
2014-11-28,35.7
2014-12-01,34.8
2014-12-02,35.35
2014-12-03,36.65
2014-12-04,36.0
2014-12-05,35.4
2014-12-08,34.5
2014-12-09,34.25
2014-12-10,34.25
2014-12-11,33.7
2014-12-12,32.45
2014-12-15,31.15
2014-12-16,28.85
2014-12-17,29.4
2014-12-18,31.0
2014-12-19,31.6
2014-12-22,36.2
2014-12-23,40.75
2014-12-24,41.1
2014-12-26,40.4
2014-12-29,38.9
2014-12-30,38.4
2014-12-31,39.25
