Date,RKDL
2014-01-01,4.5
2014-01-02,4.45
2014-01-03,4.4
2014-01-06,4.3
2014-01-07,4.35
2014-01-08,4.35
2014-01-09,4.35
2014-01-10,4.3
2014-01-13,4.3
2014-01-14,4.25
2014-01-15,4.35
2014-01-16,4.35
2014-01-17,4.3
2014-01-20,4.1
2014-01-21,4.2
2014-01-22,4.15
2014-01-23,4.2
2014-01-24,4.25
2014-01-27,4.05
2014-01-28,3.9
2014-01-29,3.7
2014-01-30,3.45
2014-01-31,3.55
2014-02-03,3.8
2014-02-04,3.85
2014-02-05,4.3
2014-02-06,4.25
2014-02-07,4.1
2014-02-10,3.95
2014-02-11,4.0
2014-02-12,4.0
2014-02-13,3.9
2014-02-14,3.95
2014-02-17,3.95
2014-02-18,4.1
2014-02-19,4.45
2014-02-20,4.2
2014-02-21,4.15
2014-02-24,4.3
2014-02-25,4.15
2014-02-26,4.15
2014-02-28,4.15
2014-03-03,4.15
2014-03-04,4.25
2014-03-05,4.25
2014-03-06,4.1
2014-03-07,4.9
2014-03-10,5.85
2014-03-11,6.4
2014-03-12,5.85
2014-03-13,5.35
2014-03-14,4.95
2014-03-18,5.25
2014-03-19,5.15
2014-03-20,4.9
2014-03-21,4.9
2014-03-22,4.8
2014-03-24,4.9
2014-03-25,4.7
2014-03-26,4.6
2014-03-27,4.45
2014-03-28,4.4
2014-03-31,4.4
2014-04-01,4.55
2014-04-02,4.75
2014-04-03,4.9
2014-04-04,5.05
2014-04-07,5.3
2014-04-09,5.55
2014-04-10,5.6
2014-04-11,5.55
2014-04-15,5.5
2014-04-16,5.65
2014-04-17,5.7
2014-04-21,5.95
2014-04-22,6.15
2014-04-23,6.45
2014-04-25,6.7
2014-04-28,6.65
2014-04-29,6.65
2014-04-30,6.4
2014-05-02,6.45
2014-05-05,6.25
2014-05-06,6.45
2014-05-07,6.7
2014-05-08,6.8
2014-05-09,6.95
2014-05-12,7.15
2014-05-13,7.0
2014-05-14,7.05
2014-05-15,7.3
2014-05-16,6.95
2014-05-19,7.25
2014-05-20,7.5
2014-05-21,7.85
2014-05-22,8.2
2014-05-23,8.6
2014-05-26,8.35
2014-05-27,7.95
2014-05-28,7.6
2014-05-29,7.25
2014-05-30,6.9
2014-06-02,7.15
2014-06-03,7.1
2014-06-04,7.1
2014-06-05,7.45
2014-06-06,7.8
2014-06-09,8.15
2014-06-10,8.55
2014-06-11,8.9
2014-06-12,8.55
2014-06-13,8.15
2014-06-16,7.75
2014-06-17,7.4
2014-06-18,7.4
2014-06-19,7.3
2014-06-20,6.95
2014-06-23,7.0
2014-06-24,7.25
2014-06-25,7.6
2014-06-26,7.95
2014-06-27,7.8
2014-06-30,7.6
2014-07-01,7.55
2014-07-02,7.9
2014-07-03,7.85
2014-07-04,7.8
2014-07-07,7.45
2014-07-08,7.05
2014-07-09,6.95
2014-07-10,6.85
2014-07-11,6.7
2014-07-14,6.7
2014-07-15,7.35
2014-07-16,7.8
2014-07-17,7.6
2014-07-18,7.25
2014-07-21,7.05
2014-07-22,7.05
2014-07-23,6.8
2014-07-24,6.25
2014-07-25,6.05
2014-07-28,6.15
2014-07-30,6.1
2014-07-31,6.15
2014-08-01,6.1
2014-08-04,6.1
2014-08-05,6.1
2014-08-06,6.2
2014-08-07,6.2
2014-08-08,6.1
2014-08-11,6.6
2014-08-12,6.6
2014-08-13,6.6
2014-08-14,6.2
2014-08-18,6.25
2014-08-19,6.15
2014-08-20,6.05
2014-08-21,6.25
2014-08-22,6.0
2014-08-25,5.95
2014-08-26,5.85
2014-08-27,5.8
2014-08-28,5.95
2014-09-01,6.0
2014-09-02,6.05
2014-09-03,6.15
2014-09-04,5.95
2014-09-05,6.0
2014-09-08,6.15
2014-09-09,6.6
2014-09-10,6.85
2014-09-11,6.8
2014-09-12,6.6
2014-09-15,6.75
2014-09-16,6.6
2014-09-17,6.3
2014-09-18,6.4
2014-09-19,6.5
2014-09-22,7.05
2014-09-23,7.8
2014-09-24,8.95
2014-09-25,8.1
2014-09-26,7.35
2014-09-29,7.5
2014-09-30,7.05
2014-10-01,6.7
2014-10-07,6.4
2014-10-08,6.4
2014-10-09,6.6
2014-10-10,6.4
2014-10-13,6.3
2014-10-14,6.15
2014-10-16,6.1
2014-10-17,5.95
2014-10-20,6.2
2014-10-21,6.1
2014-10-22,6.3
2014-10-23,6.35
2014-10-27,6.45
2014-10-28,6.45
2014-10-29,6.35
2014-10-30,6.4
2014-10-31,6.2
2014-11-03,6.2
2014-11-05,6.5
2014-11-07,6.4
2014-11-10,6.35
2014-11-11,6.35
2014-11-12,6.1
2014-11-13,6.0
2014-11-14,6.45
2014-11-17,6.05
2014-11-18,6.0
2014-11-19,6.2
2014-11-20,6.1
2014-11-21,5.7
2014-11-24,6.0
2014-11-25,6.55
2014-11-26,6.2
2014-11-27,6.35
2014-11-28,6.45
2014-12-01,6.3
2014-12-02,6.0
2014-12-03,6.55
2014-12-04,6.35
2014-12-05,6.35
2014-12-08,6.4
2014-12-09,6.1
2014-12-10,6.05
2014-12-11,6.15
2014-12-12,6.05
2014-12-15,5.85
2014-12-16,6.2
2014-12-17,5.8
2014-12-18,6.35
2014-12-19,6.25
2014-12-22,6.3
2014-12-23,6.1
2014-12-24,6.15
2014-12-26,6.1
2014-12-29,6.0
2014-12-30,6.15
2014-12-31,6.15
