Date,NEULANDLAB
2014-01-01,318.9
2014-01-02,300.9
2014-01-03,314.9
2014-01-06,335.2
2014-01-07,329.8
2014-01-08,338.4
2014-01-09,317.25
2014-01-10,330.55
2014-01-13,322.35
2014-01-14,333.35
2014-01-15,329.9
2014-01-16,322.55
2014-01-17,317.2
2014-01-20,312.7
2014-01-21,313.55
2014-01-22,309.65
2014-01-23,311.1
2014-01-24,305.8
2014-01-27,291.4
2014-01-28,291.85
2014-01-29,306.75
2014-01-30,315.9
2014-01-31,329.9
2014-02-03,281.95
2014-02-04,311.05
2014-02-05,295.0
2014-02-06,296.55
2014-02-07,280.85
2014-02-10,281.0
2014-02-11,283.2
2014-02-12,273.75
2014-02-13,272.9
2014-02-14,270.5
2014-02-17,268.4
2014-02-18,266.8
2014-02-19,267.25
2014-02-20,260.9
2014-02-21,253.5
2014-02-24,249.95
2014-02-25,250.45
2014-02-26,259.4
2014-02-28,258.65
2014-03-03,257.4
2014-03-04,256.5
2014-03-05,258.05
2014-03-06,272.8
2014-03-07,263.15
2014-03-10,268.5
2014-03-11,268.55
2014-03-12,267.9
2014-03-13,263.55
2014-03-14,263.45
2014-03-18,266.4
2014-03-19,265.6
2014-03-20,269.7
2014-03-21,267.55
2014-03-22,266.5
2014-03-24,263.2
2014-03-25,259.25
2014-03-26,253.5
2014-03-27,256.15
2014-03-28,258.65
2014-03-31,260.65
2014-04-01,262.0
2014-04-02,263.15
2014-04-03,261.4
2014-04-04,254.4
2014-04-07,256.0
2014-04-09,250.55
2014-04-10,252.05
2014-04-11,267.8
2014-04-15,259.8
2014-04-16,257.1
2014-04-17,260.0
2014-04-21,261.6
2014-04-22,271.3
2014-04-23,278.8
2014-04-25,270.9
2014-04-28,275.1
2014-04-29,277.6
2014-04-30,269.05
2014-05-02,269.55
2014-05-05,276.8
2014-05-06,293.25
2014-05-07,349.05
2014-05-08,332.75
2014-05-09,337.75
2014-05-12,300.65
2014-05-13,295.55
2014-05-14,297.4
2014-05-15,286.9
2014-05-16,278.15
2014-05-19,269.6
2014-05-20,298.5
2014-05-21,289.2
2014-05-22,294.55
2014-05-23,294.5
2014-05-26,285.7
2014-05-27,281.6
2014-05-28,284.35
2014-05-29,282.4
2014-05-30,278.25
2014-06-02,284.05
2014-06-03,281.9
2014-06-04,281.5
2014-06-05,282.7
2014-06-06,288.35
2014-06-09,314.7
2014-06-10,309.55
2014-06-11,305.7
2014-06-12,305.95
2014-06-13,294.75
2014-06-16,299.0
2014-06-17,307.3
2014-06-18,322.45
2014-06-19,321.55
2014-06-20,331.2
2014-06-23,331.95
2014-06-24,328.35
2014-06-25,338.45
2014-06-26,380.6
2014-06-27,361.95
2014-06-30,364.85
2014-07-01,357.0
2014-07-02,371.15
2014-07-03,380.95
2014-07-04,391.0
2014-07-07,375.4
2014-07-08,349.25
2014-07-09,341.1
2014-07-10,338.35
2014-07-11,338.75
2014-07-14,334.45
2014-07-15,360.05
2014-07-16,366.25
2014-07-17,366.45
2014-07-18,360.45
2014-07-21,361.3
2014-07-22,379.0
2014-07-23,366.45
2014-07-24,364.95
2014-07-25,352.0
2014-07-28,355.9
2014-07-30,367.85
2014-07-31,364.95
2014-08-01,324.6
2014-08-04,313.25
2014-08-05,310.15
2014-08-06,314.7
2014-08-07,313.6
2014-08-08,288.45
2014-08-11,274.0
2014-08-12,300.65
2014-08-13,295.75
2014-08-14,302.55
2014-08-18,333.75
2014-08-19,341.85
2014-08-20,345.3
2014-08-21,328.05
2014-08-22,320.75
2014-08-25,327.0
2014-08-26,329.1
2014-08-27,336.4
2014-08-28,339.4
2014-09-01,347.65
2014-09-02,362.7
2014-09-03,350.4
2014-09-04,363.25
2014-09-05,385.85
2014-09-08,411.6
2014-09-09,402.55
2014-09-10,449.45
2014-09-11,451.95
2014-09-12,447.1
2014-09-15,440.15
2014-09-16,408.55
2014-09-17,413.2
2014-09-18,480.5
2014-09-19,503.1
2014-09-22,487.0
2014-09-23,491.2
2014-09-24,476.6
2014-09-25,455.15
2014-09-26,460.4
2014-09-29,472.6
2014-09-30,473.15
2014-10-01,466.05
2014-10-07,461.05
2014-10-08,458.75
2014-10-09,474.9
2014-10-10,463.15
2014-10-13,450.75
2014-10-14,460.9
2014-10-16,447.7
2014-10-17,438.2
2014-10-20,442.0
2014-10-21,433.0
2014-10-22,451.5
2014-10-23,464.8
2014-10-27,459.7
2014-10-28,463.25
2014-10-29,507.0
2014-10-30,476.15
2014-10-31,471.4
2014-11-03,451.75
2014-11-05,437.2
2014-11-07,429.55
2014-11-10,443.15
2014-11-11,426.15
2014-11-12,442.4
2014-11-13,434.45
2014-11-14,441.7
2014-11-17,436.7
2014-11-18,432.0
2014-11-19,426.35
2014-11-20,427.3
2014-11-21,421.75
2014-11-24,415.8
2014-11-25,403.15
2014-11-26,421.75
2014-11-27,427.6
2014-11-28,434.65
2014-12-01,427.6
2014-12-02,440.35
2014-12-03,442.3
2014-12-04,447.35
2014-12-05,455.0
2014-12-08,462.5
2014-12-09,448.95
2014-12-10,455.35
2014-12-11,451.25
2014-12-12,437.35
2014-12-15,448.65
2014-12-16,436.2
2014-12-17,431.4
2014-12-18,453.1
2014-12-19,455.3
2014-12-22,457.0
2014-12-23,455.1
2014-12-24,454.9
2014-12-26,457.8
2014-12-29,476.75
2014-12-30,488.3
2014-12-31,492.75
