Date,LAOPALA
2014-01-01,601.3
2014-01-02,594.6
2014-01-03,592.55
2014-01-06,593.1
2014-01-07,594.0
2014-01-08,613.9
2014-01-09,620.5
2014-01-10,619.85
2014-01-13,603.4
2014-01-14,600.05
2014-01-15,601.1
2014-01-16,620.45
2014-01-17,632.9
2014-01-20,651.4
2014-01-21,665.9
2014-01-22,644.55
2014-01-23,634.6
2014-01-24,599.6
2014-01-27,598.6
2014-01-28,614.0
2014-01-29,617.3
2014-01-30,611.05
2014-01-31,615.4
2014-02-03,604.4
2014-02-04,617.7
2014-02-05,617.95
2014-02-06,620.1
2014-02-07,634.8
2014-02-10,644.95
2014-02-11,632.5
2014-02-12,638.15
2014-02-13,644.45
2014-02-14,646.15
2014-02-17,647.35
2014-02-18,646.2
2014-02-19,663.75
2014-02-20,664.05
2014-02-21,660.85
2014-02-24,665.15
2014-02-25,708.2
2014-02-26,705.45
2014-02-28,709.25
2014-03-03,701.25
2014-03-04,700.55
2014-03-05,700.35
2014-03-06,702.65
2014-03-07,700.0
2014-03-10,700.05
2014-03-11,700.3
2014-03-12,700.2
2014-03-13,706.85
2014-03-14,700.15
2014-03-18,701.85
2014-03-19,700.25
2014-03-20,719.4
2014-03-21,717.85
2014-03-22,710.45
2014-03-24,711.75
2014-03-25,709.35
2014-03-26,703.4
2014-03-27,701.35
2014-03-28,706.2
2014-03-31,711.6
2014-04-01,720.4
2014-04-02,720.05
2014-04-03,722.1
2014-04-04,728.9
2014-04-07,743.4
2014-04-09,761.55
2014-04-10,756.9
2014-04-11,749.75
2014-04-15,755.6
2014-04-16,746.4
2014-04-17,754.35
2014-04-21,767.85
2014-04-22,779.65
2014-04-23,819.4
2014-04-25,810.95
2014-04-28,823.8
2014-04-29,818.5
2014-04-30,819.25
2014-05-02,863.7
2014-05-05,861.15
2014-05-06,859.35
2014-05-07,826.55
2014-05-08,850.2
2014-05-09,865.2
2014-05-12,875.25
2014-05-13,880.6
2014-05-14,951.4
2014-05-15,897.05
2014-05-16,883.0
2014-05-19,886.25
2014-05-20,883.7
2014-05-21,862.35
2014-05-22,902.45
2014-05-23,930.6
2014-05-26,911.0
2014-05-27,915.0
2014-05-28,914.9
2014-05-29,902.55
2014-05-30,910.4
2014-06-02,909.05
2014-06-03,911.65
2014-06-04,927.35
2014-06-05,915.25
2014-06-06,938.0
2014-06-09,926.35
2014-06-10,921.4
2014-06-11,919.85
2014-06-12,906.9
2014-06-13,877.3
2014-06-16,894.7
2014-06-17,897.4
2014-06-18,891.55
2014-06-19,892.2
2014-06-20,898.05
2014-06-23,899.9
2014-06-24,896.1
2014-06-25,897.85
2014-06-26,905.6
2014-06-27,903.85
2014-06-30,902.5
2014-07-01,896.8
2014-07-02,901.4
2014-07-03,907.25
2014-07-04,954.6
2014-07-07,943.6
2014-07-08,925.05
2014-07-09,940.4
2014-07-10,937.1
2014-07-11,939.05
2014-07-14,952.75
2014-07-15,1013.7
2014-07-16,1088.0
2014-07-17,1041.3
2014-07-18,1056.7
2014-07-21,1102.2
2014-07-22,1120.55
2014-07-23,1143.35
2014-07-24,1169.05
2014-07-25,1136.25
2014-07-28,1114.0
2014-07-30,1136.65
2014-07-31,1166.0
2014-08-01,1236.7
2014-08-04,1347.05
2014-08-05,1368.85
2014-08-06,1282.5
2014-08-07,1330.25
2014-08-08,1283.45
2014-08-11,1281.95
2014-08-12,1244.15
2014-08-13,1213.4
2014-08-14,1323.65
2014-08-18,1317.45
2014-08-19,1329.05
2014-08-20,1299.05
2014-08-21,1286.05
2014-08-22,1281.85
2014-08-25,1287.3
2014-08-26,1355.75
2014-08-27,1370.4
2014-08-28,1343.65
2014-09-01,1329.65
2014-09-02,1351.2
2014-09-03,1358.55
2014-09-04,1386.7
2014-09-05,1389.05
2014-09-08,1468.05
2014-09-09,1532.4
2014-09-10,1516.45
2014-09-11,1478.4
2014-09-12,1511.8
2014-09-15,1541.65
2014-09-16,1524.15
2014-09-17,1537.75
2014-09-18,1542.8
2014-09-19,1562.1
2014-09-22,1642.65
2014-09-23,1602.0
2014-09-24,298.35
2014-09-25,282.95
2014-09-26,289.8
2014-09-29,326.2
2014-09-30,336.7
2014-10-01,322.4
2014-10-07,337.95
2014-10-08,337.2
2014-10-09,340.25
2014-10-10,342.3
2014-10-13,354.05
2014-10-14,354.1
2014-10-16,343.15
2014-10-17,345.85
2014-10-20,344.65
2014-10-21,348.7
2014-10-22,349.6
2014-10-23,353.7
2014-10-27,349.05
2014-10-28,348.45
2014-10-29,348.25
2014-10-30,348.15
2014-10-31,350.7
2014-11-03,362.15
2014-11-05,424.3
2014-11-07,461.15
2014-11-10,443.05
2014-11-11,452.55
2014-11-12,463.75
2014-11-13,452.2
2014-11-14,448.6
2014-11-17,446.6
2014-11-18,471.15
2014-11-19,465.75
2014-11-20,459.25
2014-11-21,461.7
2014-11-24,460.55
2014-11-25,447.3
2014-11-26,448.1
2014-11-27,450.65
2014-11-28,438.45
2014-12-01,428.7
2014-12-02,424.2
2014-12-03,436.55
2014-12-04,439.35
2014-12-05,438.4
2014-12-08,426.75
2014-12-09,412.95
2014-12-10,411.9
2014-12-11,402.4
2014-12-12,404.3
2014-12-15,396.25
2014-12-16,386.6
2014-12-17,392.7
2014-12-18,400.5
2014-12-19,404.1
2014-12-22,457.35
2014-12-23,455.05
2014-12-24,451.1
2014-12-26,445.4
2014-12-29,437.75
2014-12-30,453.6
2014-12-31,454.35
