Date,GOACARBON
2014-01-01,68.5
2014-01-02,71.45
2014-01-03,76.0
2014-01-06,73.85
2014-01-07,74.0
2014-01-08,77.55
2014-01-09,74.0
2014-01-10,71.05
2014-01-13,72.0
2014-01-14,70.25
2014-01-15,68.15
2014-01-16,67.45
2014-01-17,65.2
2014-01-20,64.9
2014-01-21,64.75
2014-01-22,64.8
2014-01-23,67.5
2014-01-24,65.05
2014-01-27,61.95
2014-01-28,62.8
2014-01-29,63.8
2014-01-30,61.45
2014-01-31,62.0
2014-02-03,61.7
2014-02-04,61.2
2014-02-05,61.05
2014-02-06,61.85
2014-02-07,61.4
2014-02-10,62.85
2014-02-11,63.7
2014-02-12,61.95
2014-02-13,61.1
2014-02-14,60.4
2014-02-17,59.8
2014-02-18,61.35
2014-02-19,61.15
2014-02-20,60.15
2014-02-21,62.65
2014-02-24,63.0
2014-02-25,61.75
2014-02-26,61.2
2014-02-28,60.85
2014-03-03,62.4
2014-03-04,63.0
2014-03-05,62.3
2014-03-06,65.3
2014-03-07,67.7
2014-03-10,68.55
2014-03-11,67.85
2014-03-12,70.25
2014-03-13,66.8
2014-03-14,65.2
2014-03-18,64.95
2014-03-19,65.75
2014-03-20,67.65
2014-03-21,66.1
2014-03-22,66.95
2014-03-24,67.35
2014-03-25,67.15
2014-03-26,66.5
2014-03-27,66.05
2014-03-28,66.6
2014-03-31,68.65
2014-04-01,70.4
2014-04-02,70.8
2014-04-03,69.1
2014-04-04,71.2
2014-04-07,71.75
2014-04-09,75.6
2014-04-10,73.65
2014-04-11,72.75
2014-04-15,70.75
2014-04-16,69.9
2014-04-17,72.4
2014-04-21,74.0
2014-04-22,71.95
2014-04-23,71.3
2014-04-25,70.6
2014-04-28,70.05
2014-04-29,69.65
2014-04-30,67.05
2014-05-02,66.9
2014-05-05,66.35
2014-05-06,65.95
2014-05-07,64.85
2014-05-08,65.05
2014-05-09,66.0
2014-05-12,66.95
2014-05-13,67.4
2014-05-14,68.5
2014-05-15,67.15
2014-05-16,66.25
2014-05-19,70.55
2014-05-20,74.85
2014-05-21,77.75
2014-05-22,77.4
2014-05-23,77.45
2014-05-26,74.25
2014-05-27,77.65
2014-05-28,77.3
2014-05-29,77.75
2014-05-30,75.6
2014-06-02,78.75
2014-06-03,78.2
2014-06-04,81.45
2014-06-05,85.15
2014-06-06,83.55
2014-06-09,84.85
2014-06-10,86.8
2014-06-11,84.3
2014-06-12,82.3
2014-06-13,77.55
2014-06-16,78.15
2014-06-17,79.55
2014-06-18,78.4
2014-06-19,77.25
2014-06-20,77.65
2014-06-23,79.0
2014-06-24,82.6
2014-06-25,83.15
2014-06-26,83.25
2014-06-27,81.8
2014-06-30,85.4
2014-07-01,88.6
2014-07-02,92.7
2014-07-03,98.95
2014-07-04,104.05
2014-07-07,103.55
2014-07-08,93.8
2014-07-09,90.45
2014-07-10,87.6
2014-07-11,85.25
2014-07-14,82.7
2014-07-15,87.0
2014-07-16,89.2
2014-07-17,89.6
2014-07-18,87.25
2014-07-21,87.3
2014-07-22,88.05
2014-07-23,86.7
2014-07-24,101.15
2014-07-25,92.3
2014-07-28,93.5
2014-07-30,92.75
2014-07-31,91.7
2014-08-01,87.8
2014-08-04,86.75
2014-08-05,87.55
2014-08-06,89.25
2014-08-07,86.95
2014-08-08,84.75
2014-08-11,87.05
2014-08-12,89.35
2014-08-13,85.45
2014-08-14,86.05
2014-08-18,88.1
2014-08-19,88.25
2014-08-20,88.1
2014-08-21,89.75
2014-08-22,91.65
2014-08-25,88.25
2014-08-26,86.0
2014-08-27,87.85
2014-08-28,86.15
2014-09-01,94.15
2014-09-02,94.95
2014-09-03,92.2
2014-09-04,90.05
2014-09-05,91.65
2014-09-08,94.7
2014-09-09,95.8
2014-09-10,98.35
2014-09-11,104.35
2014-09-12,105.0
2014-09-15,102.35
2014-09-16,96.55
2014-09-17,95.85
2014-09-18,100.9
2014-09-19,97.85
2014-09-22,97.65
2014-09-23,93.25
2014-09-24,89.75
2014-09-25,87.25
2014-09-26,88.45
2014-09-29,88.8
2014-09-30,89.45
2014-10-01,88.9
2014-10-07,87.6
2014-10-08,86.55
2014-10-09,88.0
2014-10-10,95.9
2014-10-13,93.0
2014-10-14,92.25
2014-10-16,90.15
2014-10-17,81.2
2014-10-20,78.45
2014-10-21,81.95
2014-10-22,82.5
2014-10-23,83.25
2014-10-27,81.65
2014-10-28,82.4
2014-10-29,82.2
2014-10-30,81.2
2014-10-31,82.4
2014-11-03,84.55
2014-11-05,85.95
2014-11-07,84.55
2014-11-10,88.85
2014-11-11,86.6
2014-11-12,86.55
2014-11-13,86.25
2014-11-14,85.45
2014-11-17,92.75
2014-11-18,88.9
2014-11-19,90.65
2014-11-20,88.85
2014-11-21,87.85
2014-11-24,87.9
2014-11-25,84.4
2014-11-26,85.15
2014-11-27,87.15
2014-11-28,85.7
2014-12-01,85.45
2014-12-02,85.75
2014-12-03,86.2
2014-12-04,85.85
2014-12-05,85.65
2014-12-08,84.75
2014-12-09,82.8
2014-12-10,83.4
2014-12-11,82.9
2014-12-12,81.05
2014-12-15,80.05
2014-12-16,75.9
2014-12-17,73.7
2014-12-18,76.65
2014-12-19,77.95
2014-12-22,75.45
2014-12-23,74.85
2014-12-24,75.05
2014-12-26,87.8
2014-12-29,87.85
2014-12-30,87.7
2014-12-31,86.15
