Date,GRANULES
2014-01-01,197.4
2014-01-02,191.2
2014-01-03,193.2
2014-01-06,194.35
2014-01-07,194.8
2014-01-08,198.6
2014-01-09,194.5
2014-01-10,192.15
2014-01-13,194.65
2014-01-14,194.1
2014-01-15,196.9
2014-01-16,195.15
2014-01-17,195.05
2014-01-20,206.3
2014-01-21,216.9
2014-01-22,218.8
2014-01-23,223.5
2014-01-24,216.2
2014-01-27,210.15
2014-01-28,227.2
2014-01-29,233.55
2014-01-30,227.15
2014-01-31,228.6
2014-02-03,222.7
2014-02-04,262.1
2014-02-05,257.95
2014-02-06,264.05
2014-02-07,278.45
2014-02-10,280.6
2014-02-11,287.2
2014-02-12,287.0
2014-02-13,273.6
2014-02-14,270.9
2014-02-17,273.65
2014-02-18,273.3
2014-02-19,271.7
2014-02-20,275.6
2014-02-21,277.05
2014-02-24,277.5
2014-02-25,272.55
2014-02-26,269.3
2014-02-28,268.25
2014-03-03,271.5
2014-03-04,274.6
2014-03-05,276.8
2014-03-06,280.3
2014-03-07,268.45
2014-03-10,268.4
2014-03-11,259.8
2014-03-12,271.05
2014-03-13,273.95
2014-03-14,273.35
2014-03-18,273.05
2014-03-19,273.4
2014-03-20,262.7
2014-03-21,264.05
2014-03-22,265.9
2014-03-24,263.55
2014-03-25,259.3
2014-03-26,255.95
2014-03-27,255.35
2014-03-28,251.65
2014-03-31,255.15
2014-04-01,263.7
2014-04-02,272.8
2014-04-03,268.7
2014-04-04,269.35
2014-04-07,267.5
2014-04-09,269.65
2014-04-10,271.8
2014-04-11,279.15
2014-04-15,276.4
2014-04-16,273.1
2014-04-17,276.55
2014-04-21,298.05
2014-04-22,296.0
2014-04-23,309.25
2014-04-25,315.25
2014-04-28,346.45
2014-04-29,366.35
2014-04-30,352.85
2014-05-02,357.75
2014-05-05,358.1
2014-05-06,394.85
2014-05-07,396.75
2014-05-08,380.1
2014-05-09,370.45
2014-05-12,374.5
2014-05-13,375.3
2014-05-14,387.4
2014-05-15,373.9
2014-05-16,370.75
2014-05-19,343.35
2014-05-20,361.2
2014-05-21,368.75
2014-05-22,370.85
2014-05-23,361.8
2014-05-26,352.75
2014-05-27,355.95
2014-05-28,374.95
2014-05-29,369.4
2014-05-30,371.55
2014-06-02,371.95
2014-06-03,374.2
2014-06-04,390.1
2014-06-05,398.6
2014-06-06,409.25
2014-06-09,407.85
2014-06-10,422.1
2014-06-11,417.55
2014-06-12,413.4
2014-06-13,396.45
2014-06-16,407.55
2014-06-17,419.95
2014-06-18,427.6
2014-06-19,435.95
2014-06-20,449.0
2014-06-23,477.65
2014-06-24,484.5
2014-06-25,482.65
2014-06-26,470.4
2014-06-27,482.2
2014-06-30,479.9
2014-07-01,488.95
2014-07-02,537.45
2014-07-03,550.3
2014-07-04,544.95
2014-07-07,579.05
2014-07-08,565.55
2014-07-09,567.85
2014-07-10,564.35
2014-07-11,547.8
2014-07-14,537.2
2014-07-15,570.75
2014-07-16,588.85
2014-07-17,604.65
2014-07-18,607.1
2014-07-21,678.2
2014-07-22,682.05
2014-07-23,633.0
2014-07-24,630.65
2014-07-25,626.1
2014-07-28,603.3
2014-07-30,585.8
2014-07-31,630.3
2014-08-01,640.55
2014-08-04,658.6
2014-08-05,663.85
2014-08-06,659.9
2014-08-07,640.8
2014-08-08,643.4
2014-08-11,659.55
2014-08-12,648.1
2014-08-13,634.05
2014-08-14,639.25
2014-08-18,637.45
2014-08-19,665.4
2014-08-20,704.7
2014-08-21,710.05
2014-08-22,734.6
2014-08-25,715.9
2014-08-26,733.85
2014-08-27,745.05
2014-08-28,732.75
2014-09-01,771.05
2014-09-02,774.9
2014-09-03,793.1
2014-09-04,781.85
2014-09-05,794.3
2014-09-08,808.75
2014-09-09,793.1
2014-09-10,782.75
2014-09-11,779.75
2014-09-12,766.55
2014-09-15,779.45
2014-09-16,734.9
2014-09-17,727.1
2014-09-18,782.5
2014-09-19,929.45
2014-09-22,896.3
2014-09-23,849.3
2014-09-24,815.65
2014-09-25,834.9
2014-09-26,818.8
2014-09-29,879.25
2014-09-30,879.55
2014-10-01,871.4
2014-10-07,875.45
2014-10-08,865.3
2014-10-09,866.95
2014-10-10,834.95
2014-10-13,829.05
2014-10-14,814.2
2014-10-16,789.65
2014-10-17,767.1
2014-10-20,788.75
2014-10-21,782.25
2014-10-22,784.7
2014-10-23,790.15
2014-10-27,786.75
2014-10-28,804.75
2014-10-29,825.8
2014-10-30,832.9
2014-10-31,806.9
2014-11-03,810.75
2014-11-05,792.35
2014-11-07,775.05
2014-11-10,758.85
2014-11-11,747.0
2014-11-12,746.4
2014-11-13,811.05
2014-11-14,783.45
2014-11-17,799.9
2014-11-18,788.25
2014-11-19,784.2
2014-11-20,774.2
2014-11-21,780.45
2014-11-24,780.75
2014-11-25,759.45
2014-11-26,773.1
2014-11-27,785.05
2014-11-28,779.45
2014-12-01,776.5
2014-12-02,764.8
2014-12-03,768.3
2014-12-04,774.55
2014-12-05,768.5
2014-12-08,763.65
2014-12-09,747.65
2014-12-10,751.75
2014-12-11,740.45
2014-12-12,732.8
2014-12-15,741.2
2014-12-16,720.4
2014-12-17,726.15
2014-12-18,742.6
2014-12-19,736.9
2014-12-22,761.95
2014-12-23,807.5
2014-12-24,798.2
2014-12-26,791.8
2014-12-29,792.25
2014-12-30,808.1
2014-12-31,826.65
