Date,TIRUMALCHM
2014-01-01,104.55
2014-01-02,100.4
2014-01-03,100.15
2014-01-06,100.25
2014-01-07,101.95
2014-01-08,100.55
2014-01-09,99.65
2014-01-10,105.45
2014-01-13,111.2
2014-01-14,105.6
2014-01-15,108.1
2014-01-16,108.2
2014-01-17,102.25
2014-01-20,101.35
2014-01-21,103.1
2014-01-22,102.15
2014-01-23,103.4
2014-01-24,99.5
2014-01-27,97.35
2014-01-28,98.8
2014-01-29,96.65
2014-01-30,95.25
2014-01-31,94.55
2014-02-03,94.4
2014-02-04,93.85
2014-02-05,96.35
2014-02-06,94.9
2014-02-07,98.2
2014-02-10,103.0
2014-02-11,94.05
2014-02-12,94.15
2014-02-13,91.5
2014-02-14,89.8
2014-02-17,89.55
2014-02-18,88.6
2014-02-19,90.65
2014-02-20,88.7
2014-02-21,88.45
2014-02-24,89.5
2014-02-25,89.55
2014-02-26,89.2
2014-02-28,88.3
2014-03-03,88.55
2014-03-04,88.15
2014-03-05,87.15
2014-03-06,90.5
2014-03-07,92.4
2014-03-10,97.1
2014-03-11,92.3
2014-03-12,90.9
2014-03-13,90.85
2014-03-14,91.15
2014-03-18,90.0
2014-03-19,89.05
2014-03-20,88.25
2014-03-21,87.85
2014-03-22,88.3
2014-03-24,88.4
2014-03-25,87.55
2014-03-26,87.7
2014-03-27,88.25
2014-03-28,88.9
2014-03-31,88.7
2014-04-01,88.9
2014-04-02,91.1
2014-04-03,89.1
2014-04-04,93.4
2014-04-07,92.2
2014-04-09,94.45
2014-04-10,95.15
2014-04-11,94.4
2014-04-15,94.2
2014-04-16,91.35
2014-04-17,92.85
2014-04-21,94.9
2014-04-22,96.55
2014-04-23,97.4
2014-04-25,97.9
2014-04-28,98.05
2014-04-29,97.15
2014-04-30,92.3
2014-05-02,92.65
2014-05-05,90.8
2014-05-06,92.1
2014-05-07,92.0
2014-05-08,93.5
2014-05-09,94.15
2014-05-12,91.95
2014-05-13,86.2
2014-05-14,85.05
2014-05-15,83.35
2014-05-16,83.4
2014-05-19,85.55
2014-05-20,89.05
2014-05-21,93.15
2014-05-22,94.9
2014-05-23,96.4
2014-05-26,91.75
2014-05-27,89.9
2014-05-28,91.0
2014-05-29,90.2
2014-05-30,88.6
2014-06-02,90.3
2014-06-03,91.15
2014-06-04,94.35
2014-06-05,94.35
2014-06-06,95.45
2014-06-09,96.65
2014-06-10,99.6
2014-06-11,96.1
2014-06-12,97.35
2014-06-13,91.65
2014-06-16,90.65
2014-06-17,92.65
2014-06-18,92.45
2014-06-19,91.35
2014-06-20,92.6
2014-06-23,93.6
2014-06-24,93.9
2014-06-25,93.15
2014-06-26,91.65
2014-06-27,94.15
2014-06-30,100.55
2014-07-01,98.55
2014-07-02,97.95
2014-07-03,99.4
2014-07-04,100.25
2014-07-07,99.55
2014-07-08,101.2
2014-07-09,94.5
2014-07-10,97.45
2014-07-11,94.5
2014-07-14,93.7
2014-07-15,96.2
2014-07-16,96.7
2014-07-17,97.45
2014-07-18,100.8
2014-07-21,96.85
2014-07-22,97.0
2014-07-23,96.05
2014-07-24,96.3
2014-07-25,93.9
2014-07-28,91.5
2014-07-30,91.05
2014-07-31,92.4
2014-08-01,90.6
2014-08-04,93.85
2014-08-05,94.25
2014-08-06,91.9
2014-08-07,89.1
2014-08-08,86.15
2014-08-11,85.8
2014-08-12,87.6
2014-08-13,93.75
2014-08-14,90.9
2014-08-18,91.95
2014-08-19,91.7
2014-08-20,91.95
2014-08-21,92.9
2014-08-22,92.7
2014-08-25,95.95
2014-08-26,95.75
2014-08-27,96.7
2014-08-28,94.6
2014-09-01,96.25
2014-09-02,103.5
2014-09-03,102.35
2014-09-04,101.5
2014-09-05,105.85
2014-09-08,108.5
2014-09-09,107.8
2014-09-10,105.95
2014-09-11,114.65
2014-09-12,113.0
2014-09-15,116.55
2014-09-16,107.45
2014-09-17,106.35
2014-09-18,111.45
2014-09-19,110.85
2014-09-22,114.5
2014-09-23,109.7
2014-09-24,107.45
2014-09-25,102.75
2014-09-26,103.0
2014-09-29,107.6
2014-09-30,106.55
2014-10-01,103.55
2014-10-07,99.95
2014-10-08,100.3
2014-10-09,103.75
2014-10-10,106.4
2014-10-13,104.3
2014-10-14,102.25
2014-10-16,98.85
2014-10-17,97.95
2014-10-20,98.1
2014-10-21,99.15
2014-10-22,99.8
2014-10-23,101.5
2014-10-27,102.2
2014-10-28,100.35
2014-10-29,103.9
2014-10-30,104.9
2014-10-31,105.5
2014-11-03,107.15
2014-11-05,107.75
2014-11-07,103.2
2014-11-10,111.4
2014-11-11,110.55
2014-11-12,106.85
2014-11-13,104.65
2014-11-14,104.8
2014-11-17,106.35
2014-11-18,104.25
2014-11-19,105.6
2014-11-20,104.75
2014-11-21,102.7
2014-11-24,101.5
2014-11-25,98.45
2014-11-26,100.05
2014-11-27,98.45
2014-11-28,98.95
2014-12-01,100.05
2014-12-02,98.6
2014-12-03,100.05
2014-12-04,102.75
2014-12-05,101.3
2014-12-08,101.0
2014-12-09,99.6
2014-12-10,101.8
2014-12-11,102.6
2014-12-12,101.25
2014-12-15,99.05
2014-12-16,96.8
2014-12-17,93.2
2014-12-18,96.45
2014-12-19,97.4
2014-12-22,100.35
2014-12-23,98.6
2014-12-24,97.8
2014-12-26,96.95
2014-12-29,97.7
2014-12-30,96.5
2014-12-31,96.6
