Date,ATUL
2014-01-01,467.5
2014-01-02,444.35
2014-01-03,455.1
2014-01-06,470.5
2014-01-07,466.0
2014-01-08,459.8
2014-01-09,448.05
2014-01-10,449.1
2014-01-13,444.0
2014-01-14,440.3
2014-01-15,441.3
2014-01-16,434.65
2014-01-17,421.55
2014-01-20,422.65
2014-01-21,442.1
2014-01-22,451.25
2014-01-23,445.85
2014-01-24,420.4
2014-01-27,410.95
2014-01-28,413.0
2014-01-29,415.95
2014-01-30,411.45
2014-01-31,411.15
2014-02-03,400.9
2014-02-04,401.75
2014-02-05,409.75
2014-02-06,414.55
2014-02-07,408.15
2014-02-10,405.35
2014-02-11,408.65
2014-02-12,421.8
2014-02-13,408.9
2014-02-14,406.75
2014-02-17,407.9
2014-02-18,408.75
2014-02-19,408.05
2014-02-20,417.7
2014-02-21,436.6
2014-02-24,448.9
2014-02-25,440.55
2014-02-26,435.4
2014-02-28,420.6
2014-03-03,421.15
2014-03-04,427.75
2014-03-05,422.65
2014-03-06,427.2
2014-03-07,426.4
2014-03-10,420.8
2014-03-11,422.85
2014-03-12,417.3
2014-03-13,416.65
2014-03-14,413.75
2014-03-18,409.8
2014-03-19,415.0
2014-03-20,420.7
2014-03-21,433.1
2014-03-22,426.9
2014-03-24,431.15
2014-03-25,441.45
2014-03-26,440.05
2014-03-27,447.35
2014-03-28,442.8
2014-03-31,433.75
2014-04-01,434.7
2014-04-02,444.2
2014-04-03,446.05
2014-04-04,438.85
2014-04-07,434.65
2014-04-09,434.45
2014-04-10,456.3
2014-04-11,485.25
2014-04-15,483.05
2014-04-16,493.7
2014-04-17,497.1
2014-04-21,504.1
2014-04-22,508.2
2014-04-23,524.25
2014-04-25,514.75
2014-04-28,530.35
2014-04-29,540.45
2014-04-30,541.55
2014-05-02,549.35
2014-05-05,650.55
2014-05-06,736.05
2014-05-07,710.35
2014-05-08,727.25
2014-05-09,740.5
2014-05-12,730.3
2014-05-13,732.3
2014-05-14,732.1
2014-05-15,716.9
2014-05-16,719.8
2014-05-19,724.9
2014-05-20,724.95
2014-05-21,777.35
2014-05-22,826.5
2014-05-23,829.65
2014-05-26,801.05
2014-05-27,821.55
2014-05-28,833.0
2014-05-29,842.05
2014-05-30,815.4
2014-06-02,832.35
2014-06-03,885.4
2014-06-04,896.05
2014-06-05,885.65
2014-06-06,894.15
2014-06-09,901.05
2014-06-10,906.15
2014-06-11,920.3
2014-06-12,914.55
2014-06-13,869.4
2014-06-16,902.7
2014-06-17,912.35
2014-06-18,904.95
2014-06-19,898.0
2014-06-20,883.1
2014-06-23,888.2
2014-06-24,907.1
2014-06-25,894.75
2014-06-26,885.35
2014-06-27,896.7
2014-06-30,890.55
2014-07-01,889.75
2014-07-02,922.1
2014-07-03,965.65
2014-07-04,1003.35
2014-07-07,1021.3
2014-07-08,996.9
2014-07-09,978.45
2014-07-10,996.45
2014-07-11,1020.95
2014-07-14,1003.1
2014-07-15,1009.55
2014-07-16,1001.85
2014-07-17,1066.1
2014-07-18,1046.15
2014-07-21,1079.15
2014-07-22,1080.35
2014-07-23,1218.3
2014-07-24,1313.35
2014-07-25,1234.8
2014-07-28,1199.15
2014-07-30,1179.05
2014-07-31,1192.75
2014-08-01,1166.5
2014-08-04,1179.15
2014-08-05,1228.8
2014-08-06,1227.95
2014-08-07,1227.1
2014-08-08,1179.9
2014-08-11,1181.25
2014-08-12,1183.95
2014-08-13,1167.05
2014-08-14,1172.15
2014-08-18,1176.7
2014-08-19,1313.25
2014-08-20,1426.65
2014-08-21,1393.7
2014-08-22,1357.4
2014-08-25,1333.8
2014-08-26,1307.35
2014-08-27,1405.3
2014-08-28,1356.6
2014-09-01,1361.7
2014-09-02,1401.35
2014-09-03,1379.8
2014-09-04,1367.45
2014-09-05,1340.75
2014-09-08,1373.5
2014-09-09,1348.9
2014-09-10,1349.15
2014-09-11,1349.7
2014-09-12,1357.5
2014-09-15,1397.7
2014-09-16,1329.05
2014-09-17,1339.1
2014-09-18,1348.65
2014-09-19,1385.45
2014-09-22,1442.05
2014-09-23,1403.9
2014-09-24,1453.0
2014-09-25,1387.1
2014-09-26,1347.3
2014-09-29,1369.05
2014-09-30,1389.6
2014-10-01,1381.65
2014-10-07,1392.05
2014-10-08,1375.4
2014-10-09,1384.95
2014-10-10,1367.5
2014-10-13,1382.9
2014-10-14,1445.55
2014-10-16,1435.1
2014-10-17,1285.6
2014-10-20,1264.5
2014-10-21,1282.7
2014-10-22,1277.05
2014-10-23,1275.6
2014-10-27,1251.7
2014-10-28,1211.45
2014-10-29,1210.85
2014-10-30,1261.8
2014-10-31,1275.75
2014-11-03,1329.05
2014-11-05,1337.0
2014-11-07,1327.6
2014-11-10,1328.2
2014-11-11,1337.05
2014-11-12,1345.45
2014-11-13,1335.95
2014-11-14,1344.9
2014-11-17,1354.85
2014-11-18,1349.35
2014-11-19,1350.3
2014-11-20,1350.65
2014-11-21,1350.05
2014-11-24,1311.1
2014-11-25,1296.55
2014-11-26,1274.1
2014-11-27,1265.8
2014-11-28,1279.2
2014-12-01,1270.35
2014-12-02,1262.6
2014-12-03,1250.6
2014-12-04,1263.15
2014-12-05,1281.65
2014-12-08,1278.0
2014-12-09,1246.9
2014-12-10,1225.5
2014-12-11,1215.3
2014-12-12,1222.0
2014-12-15,1307.8
2014-12-16,1312.55
2014-12-17,1225.55
2014-12-18,1238.45
2014-12-19,1342.2
2014-12-22,1335.45
2014-12-23,1385.45
2014-12-24,1364.85
2014-12-26,1352.2
2014-12-29,1352.45
2014-12-30,1395.15
2014-12-31,1388.0
