Date,PFIZER
2014-01-01,1156.7
2014-01-02,1158.4
2014-01-03,1154.1
2014-01-06,1140.4
2014-01-07,1134.25
2014-01-08,1136.1
2014-01-09,1130.55
2014-01-10,1110.4
2014-01-13,1114.45
2014-01-14,1110.2
2014-01-15,1107.65
2014-01-16,1103.15
2014-01-17,1090.2
2014-01-20,1077.75
2014-01-21,1071.6
2014-01-22,1077.7
2014-01-23,1102.45
2014-01-24,1091.05
2014-01-27,1069.3
2014-01-28,1064.95
2014-01-29,1057.65
2014-01-30,1048.85
2014-01-31,1042.85
2014-02-03,1031.75
2014-02-04,1037.0
2014-02-05,1036.8
2014-02-06,1041.35
2014-02-07,1056.1
2014-02-10,1066.65
2014-02-11,1059.45
2014-02-12,1055.6
2014-02-13,1051.15
2014-02-14,1058.4
2014-02-17,1064.35
2014-02-18,1062.35
2014-02-19,1059.85
2014-02-20,1048.55
2014-02-21,1040.45
2014-02-24,1141.0
2014-02-25,1136.3
2014-02-26,1136.05
2014-02-28,1125.35
2014-03-03,1130.0
2014-03-04,1197.75
2014-03-05,1171.75
2014-03-06,1168.05
2014-03-07,1148.9
2014-03-10,1168.3
2014-03-11,1157.4
2014-03-12,1161.45
2014-03-13,1175.35
2014-03-14,1168.3
2014-03-18,1177.55
2014-03-19,1174.95
2014-03-20,1174.45
2014-03-21,1174.95
2014-03-22,1173.15
2014-03-24,1192.95
2014-03-25,1200.85
2014-03-26,1208.7
2014-03-27,1218.45
2014-03-28,1231.1
2014-03-31,1273.15
2014-04-01,1308.3
2014-04-02,1317.05
2014-04-03,1287.9
2014-04-04,1287.85
2014-04-07,1262.85
2014-04-09,1255.5
2014-04-10,1239.05
2014-04-11,1244.95
2014-04-15,1231.95
2014-04-16,1230.85
2014-04-17,1234.8
2014-04-21,1272.65
2014-04-22,1292.3
2014-04-23,1308.15
2014-04-25,1301.8
2014-04-28,1292.05
2014-04-29,1281.35
2014-04-30,1274.7
2014-05-02,1283.2
2014-05-05,1256.35
2014-05-06,1245.0
2014-05-07,1236.1
2014-05-08,1230.65
2014-05-09,1235.15
2014-05-12,1234.1
2014-05-13,1234.75
