Date,SANGAMIND
2014-01-01,38.0
2014-01-02,40.55
2014-01-03,43.2
2014-01-06,44.1
2014-01-07,42.75
2014-01-08,42.0
2014-01-09,39.5
2014-01-10,37.85
2014-01-13,36.7
2014-01-14,38.9
2014-01-15,37.8
2014-01-16,38.4
2014-01-17,35.9
2014-01-20,35.95
2014-01-21,36.0
2014-01-22,36.1
2014-01-23,36.0
2014-01-24,35.55
2014-01-27,34.95
2014-01-28,34.35
2014-01-29,34.95
2014-01-30,34.55
2014-01-31,34.85
2014-02-03,33.5
2014-02-04,33.7
2014-02-05,35.8
2014-02-06,35.25
2014-02-07,34.85
2014-02-10,33.75
2014-02-11,33.25
2014-02-12,32.75
2014-02-13,32.6
2014-02-14,32.55
2014-02-17,33.0
2014-02-18,33.2
2014-02-19,33.7
2014-02-20,33.1
2014-02-21,33.2
2014-02-24,33.25
2014-02-25,34.85
2014-02-26,33.55
2014-02-28,33.3
2014-03-03,34.45
2014-03-04,34.2
2014-03-05,32.95
2014-03-06,33.6
2014-03-07,33.95
2014-03-10,34.05
2014-03-11,34.15
2014-03-12,33.95
2014-03-13,33.4
2014-03-14,33.55
2014-03-18,36.9
2014-03-19,35.85
2014-03-20,34.5
2014-03-21,35.05
2014-03-22,35.55
2014-03-24,35.45
2014-03-25,35.6
2014-03-26,35.1
2014-03-27,34.4
2014-03-28,34.85
2014-03-31,35.15
2014-04-01,35.65
2014-04-02,35.95
2014-04-03,35.75
2014-04-04,35.95
2014-04-07,35.95
2014-04-09,37.3
2014-04-10,37.3
2014-04-11,38.8
2014-04-15,38.15
2014-04-16,36.9
2014-04-17,37.25
2014-04-21,37.7
2014-04-22,37.3
2014-04-23,39.25
2014-04-25,40.45
2014-04-28,40.3
2014-04-29,39.55
2014-04-30,38.3
2014-05-02,37.65
2014-05-05,37.15
2014-05-06,36.95
2014-05-07,36.85
2014-05-08,37.25
2014-05-09,36.85
2014-05-12,36.3
2014-05-13,37.3
2014-05-14,37.05
2014-05-15,36.6
2014-05-16,36.7
2014-05-19,39.45
2014-05-20,40.35
2014-05-21,43.1
2014-05-22,42.55
2014-05-23,43.2
2014-05-26,40.1
2014-05-27,38.7
2014-05-28,39.6
2014-05-29,39.35
2014-05-30,38.2
2014-06-02,39.3
2014-06-03,42.15
2014-06-04,45.35
2014-06-05,48.6
2014-06-06,47.4
2014-06-09,49.6
2014-06-10,49.3
2014-06-11,51.25
2014-06-12,50.15
2014-06-13,47.2
2014-06-16,50.85
2014-06-17,52.2
2014-06-18,52.75
2014-06-19,52.65
2014-06-20,51.0
2014-06-23,50.05
2014-06-24,50.4
2014-06-25,51.4
2014-06-26,50.45
2014-06-27,51.3
2014-06-30,54.45
2014-07-01,59.3
2014-07-02,62.15
2014-07-03,60.65
2014-07-04,60.9
2014-07-07,58.9
2014-07-08,56.5
2014-07-09,55.7
2014-07-10,60.1
2014-07-11,59.55
2014-07-14,61.25
2014-07-15,59.0
2014-07-16,60.95
2014-07-17,72.05
2014-07-18,76.1
2014-07-21,80.4
2014-07-22,84.0
2014-07-23,85.4
2014-07-24,87.15
2014-07-25,84.65
2014-07-28,80.55
2014-07-30,80.0
2014-07-31,79.55
2014-08-01,77.35
2014-08-04,77.35
2014-08-05,77.05
2014-08-06,75.45
2014-08-07,73.7
2014-08-08,73.05
2014-08-11,74.15
2014-08-12,75.9
2014-08-13,74.05
2014-08-14,73.25
2014-08-18,72.75
2014-08-19,73.3
2014-08-20,74.05
2014-08-21,73.5
2014-08-22,73.25
2014-08-25,72.8
2014-08-26,72.0
2014-08-27,72.55
2014-08-28,71.85
2014-09-01,72.1
2014-09-02,78.15
2014-09-03,77.9
2014-09-04,75.65
2014-09-05,75.8
2014-09-08,76.9
2014-09-09,81.85
2014-09-10,84.15
2014-09-11,82.9
2014-09-12,85.35
2014-09-15,84.8
2014-09-16,78.7
2014-09-17,79.65
2014-09-18,80.65
2014-09-19,85.05
2014-09-22,84.5
2014-09-23,82.9
2014-09-24,82.8
2014-09-25,81.95
2014-09-26,82.15
2014-09-29,81.4
2014-09-30,83.75
2014-10-01,84.0
2014-10-07,80.65
2014-10-08,80.3
2014-10-09,84.35
2014-10-10,82.55
2014-10-13,80.65
2014-10-14,79.9
2014-10-16,78.0
2014-10-17,80.4
2014-10-20,83.1
2014-10-21,81.7
2014-10-22,81.85
2014-10-23,82.2
2014-10-27,82.25
2014-10-28,82.4
2014-10-29,83.05
2014-10-30,82.15
2014-10-31,83.35
2014-11-03,83.1
2014-11-05,81.45
2014-11-07,80.6
2014-11-10,82.9
2014-11-11,83.5
2014-11-12,83.95
2014-11-13,82.6
2014-11-14,81.35
2014-11-17,82.55
2014-11-18,81.85
2014-11-19,80.5
2014-11-20,80.6
2014-11-21,81.35
2014-11-24,79.75
2014-11-25,77.35
2014-11-26,79.45
2014-11-27,80.9
2014-11-28,83.0
2014-12-01,82.55
2014-12-02,80.2
2014-12-03,81.35
2014-12-04,84.15
2014-12-05,85.0
2014-12-08,87.0
2014-12-09,85.35
2014-12-10,84.85
2014-12-11,82.7
2014-12-12,81.1
2014-12-15,79.1
2014-12-16,75.5
2014-12-17,73.6
2014-12-18,79.65
2014-12-19,81.2
2014-12-22,79.95
2014-12-23,78.25
2014-12-24,76.8
2014-12-26,77.35
2014-12-29,76.55
2014-12-30,75.8
2014-12-31,77.95
