Date,JKCEMENT
2014-01-01,195.15
2014-01-02,192.6
2014-01-03,195.8
2014-01-06,195.85
2014-01-07,193.3
2014-01-08,190.4
2014-01-09,188.5
2014-01-10,189.95
2014-01-13,188.0
2014-01-14,189.8
2014-01-15,187.25
2014-01-16,189.9
2014-01-17,188.0
2014-01-20,187.65
2014-01-21,182.9
2014-01-22,181.75
2014-01-23,181.9
2014-01-24,178.75
2014-01-27,181.05
2014-01-28,179.5
2014-01-29,172.45
2014-01-30,166.75
2014-01-31,168.55
2014-02-03,162.9
2014-02-04,157.55
2014-02-05,159.9
2014-02-06,162.05
2014-02-07,162.4
2014-02-10,159.75
2014-02-11,162.2
2014-02-12,158.7
2014-02-13,159.0
2014-02-14,158.1
2014-02-17,154.65
2014-02-18,154.9
2014-02-19,155.3
2014-02-20,156.95
2014-02-21,161.5
2014-02-24,162.55
2014-02-25,162.5
2014-02-26,164.7
2014-02-28,168.45
2014-03-03,174.95
2014-03-04,182.6
2014-03-05,187.2
2014-03-06,204.35
2014-03-07,218.1
2014-03-10,212.9
2014-03-11,215.1
2014-03-12,215.55
2014-03-13,217.2
2014-03-14,213.35
2014-03-18,207.6
2014-03-19,209.7
2014-03-20,209.4
2014-03-21,212.45
2014-03-22,210.55
2014-03-24,221.2
2014-03-25,223.3
2014-03-26,221.55
2014-03-27,225.4
2014-03-28,243.2
2014-03-31,240.0
2014-04-01,247.25
2014-04-02,249.15
2014-04-03,249.65
2014-04-04,249.8
2014-04-07,248.9
2014-04-09,252.05
2014-04-10,248.9
2014-04-11,255.95
2014-04-15,253.1
2014-04-16,249.1
2014-04-17,248.6
2014-04-21,251.8
2014-04-22,251.25
2014-04-23,246.45
2014-04-25,239.15
2014-04-28,236.15
2014-04-29,232.0
2014-04-30,227.05
2014-05-02,224.8
2014-05-05,225.5
2014-05-06,226.15
2014-05-07,230.05
2014-05-08,227.35
2014-05-09,237.65
2014-05-12,247.65
2014-05-13,253.45
2014-05-14,245.95
2014-05-15,241.95
2014-05-16,253.2
2014-05-19,299.6
2014-05-20,317.8
2014-05-21,318.5
2014-05-22,323.8
2014-05-23,329.0
2014-05-26,336.5
2014-05-27,335.5
2014-05-28,345.3
2014-05-29,337.45
2014-05-30,333.65
2014-06-02,347.95
2014-06-03,359.3
2014-06-04,360.0
2014-06-05,362.85
2014-06-06,368.55
2014-06-09,380.95
2014-06-10,374.0
2014-06-11,386.25
2014-06-12,382.6
2014-06-13,373.75
2014-06-16,374.95
2014-06-17,390.95
2014-06-18,406.4
2014-06-19,403.65
2014-06-20,392.75
2014-06-23,403.95
2014-06-24,394.9
2014-06-25,400.5
2014-06-26,390.55
2014-06-27,381.25
2014-06-30,386.9
2014-07-01,385.75
2014-07-02,384.65
2014-07-03,387.75
2014-07-04,395.6
2014-07-07,392.3
2014-07-08,385.2
2014-07-09,387.4
2014-07-10,395.5
2014-07-11,381.1
2014-07-14,372.75
2014-07-15,379.6
2014-07-16,383.75
2014-07-17,400.3
2014-07-18,396.45
2014-07-21,395.05
2014-07-22,394.55
2014-07-23,387.45
2014-07-24,382.35
2014-07-25,383.7
2014-07-28,371.4
2014-07-30,380.6
2014-07-31,390.0
2014-08-01,400.75
2014-08-04,403.2
2014-08-05,420.15
2014-08-06,428.65
2014-08-07,428.15
2014-08-08,421.65
2014-08-11,424.3
2014-08-12,466.1
2014-08-13,485.95
2014-08-14,484.7
2014-08-18,485.0
2014-08-19,477.85
2014-08-20,475.55
2014-08-21,477.1
2014-08-22,484.5
2014-08-25,478.0
2014-08-26,474.7
2014-08-27,469.95
2014-08-28,469.95
2014-09-01,476.35
2014-09-02,483.15
2014-09-03,487.0
2014-09-04,498.15
2014-09-05,488.55
2014-09-08,501.95
2014-09-09,494.8
2014-09-10,494.75
2014-09-11,503.65
2014-09-12,507.7
2014-09-15,528.3
2014-09-16,517.9
2014-09-17,538.75
2014-09-18,537.8
2014-09-19,586.2
2014-09-22,564.6
2014-09-23,547.25
2014-09-24,539.35
2014-09-25,528.9
2014-09-26,512.55
2014-09-29,544.05
2014-09-30,556.45
2014-10-01,548.35
2014-10-07,516.45
2014-10-08,507.0
2014-10-09,521.0
2014-10-10,510.25
2014-10-13,524.1
2014-10-14,524.25
2014-10-16,517.2
2014-10-17,541.1
2014-10-20,553.5
2014-10-21,558.85
2014-10-22,572.05
2014-10-23,567.3
2014-10-27,552.95
2014-10-28,556.95
2014-10-29,563.1
2014-10-30,570.0
2014-10-31,604.2
2014-11-03,663.1
2014-11-05,633.6
2014-11-07,629.8
2014-11-10,630.8
2014-11-11,630.3
2014-11-12,631.65
2014-11-13,655.35
2014-11-14,659.55
2014-11-17,668.7
2014-11-18,650.95
2014-11-19,651.2
2014-11-20,649.6
2014-11-21,641.85
2014-11-24,653.1
2014-11-25,649.25
2014-11-26,620.75
2014-11-27,609.7
2014-11-28,619.7
2014-12-01,615.35
2014-12-02,605.85
2014-12-03,607.1
2014-12-04,606.65
2014-12-05,604.25
2014-12-08,601.0
2014-12-09,610.65
2014-12-10,638.7
2014-12-11,634.4
2014-12-12,630.35
2014-12-15,618.15
2014-12-16,602.45
2014-12-17,600.25
2014-12-18,599.85
2014-12-19,623.25
2014-12-22,619.1
2014-12-23,639.2
2014-12-24,636.4
2014-12-26,639.45
2014-12-29,632.75
2014-12-30,641.4
2014-12-31,638.75
