Date,TATAGLOBAL
2014-01-01,160.5
2014-01-02,154.95
2014-01-03,156.35
2014-01-06,156.8
2014-01-07,156.5
2014-01-08,157.1
2014-01-09,157.25
2014-01-10,155.95
2014-01-13,152.9
2014-01-14,152.05
2014-01-15,152.05
2014-01-16,149.05
2014-01-17,146.2
2014-01-20,148.3
2014-01-21,147.85
2014-01-22,149.85
2014-01-23,148.2
2014-01-24,144.25
2014-01-27,141.35
2014-01-28,138.95
2014-01-29,142.15
2014-01-30,140.45
2014-01-31,141.0
2014-02-03,140.7
2014-02-04,143.15
2014-02-05,143.05
2014-02-06,141.15
2014-02-07,143.35
2014-02-10,143.6
2014-02-11,144.85
2014-02-12,144.05
2014-02-13,141.75
2014-02-14,140.55
2014-02-17,138.9
2014-02-18,140.2
2014-02-19,140.35
2014-02-20,141.1
2014-02-21,142.0
2014-02-24,142.7
2014-02-25,141.2
2014-02-26,139.8
2014-02-28,139.7
2014-03-03,135.95
2014-03-04,140.4
2014-03-05,140.9
2014-03-06,142.55
2014-03-07,143.3
2014-03-10,143.8
2014-03-11,145.15
2014-03-12,145.65
2014-03-13,142.55
2014-03-14,142.7
2014-03-18,143.15
2014-03-19,141.3
2014-03-20,141.4
2014-03-21,143.4
2014-03-22,143.65
2014-03-24,142.85
2014-03-25,142.9
2014-03-26,142.75
2014-03-27,141.8
2014-03-28,148.0
2014-03-31,150.05
2014-04-01,154.25
2014-04-02,153.5
2014-04-03,151.55
2014-04-04,152.2
2014-04-07,151.45
2014-04-09,154.4
2014-04-10,153.1
2014-04-11,152.75
2014-04-15,153.05
2014-04-16,150.5
2014-04-17,157.45
2014-04-21,156.15
2014-04-22,157.85
2014-04-23,156.1
2014-04-25,152.95
2014-04-28,152.85
2014-04-29,151.3
2014-04-30,149.45
2014-05-02,148.35
2014-05-05,146.7
2014-05-06,145.1
2014-05-07,144.6
2014-05-08,142.45
2014-05-09,145.0
2014-05-12,144.55
2014-05-13,146.4
2014-05-14,147.3
2014-05-15,144.2
2014-05-16,144.75
2014-05-19,150.7
2014-05-20,153.45
2014-05-21,153.1
2014-05-22,155.55
2014-05-23,157.55
2014-05-26,156.45
2014-05-27,156.4
2014-05-28,156.25
2014-05-29,148.9
2014-05-30,149.1
2014-06-02,147.5
2014-06-03,150.3
2014-06-04,153.0
2014-06-05,154.05
2014-06-06,171.1
2014-06-09,171.2
2014-06-10,174.85
2014-06-11,169.35
2014-06-12,168.65
2014-06-13,163.7
2014-06-16,166.0
2014-06-17,167.05
2014-06-18,163.55
2014-06-19,162.9
2014-06-20,162.35
2014-06-23,167.95
2014-06-24,167.3
2014-06-25,169.5
2014-06-26,167.8
2014-06-27,171.1
2014-06-30,172.75
2014-07-01,174.8
2014-07-02,174.35
2014-07-03,169.2
2014-07-04,167.85
2014-07-07,167.05
2014-07-08,158.7
2014-07-09,154.95
2014-07-10,155.45
2014-07-11,149.8
2014-07-14,151.8
2014-07-15,153.75
2014-07-16,157.2
2014-07-17,160.35
2014-07-18,160.65
2014-07-21,159.2
2014-07-22,158.7
2014-07-23,156.8
2014-07-24,156.55
2014-07-25,153.5
2014-07-28,155.2
2014-07-30,152.9
2014-07-31,153.5
2014-08-01,154.3
2014-08-04,155.5
2014-08-05,154.9
2014-08-06,153.8
2014-08-07,154.15
2014-08-08,150.65
2014-08-11,151.9
2014-08-12,154.45
2014-08-13,151.15
2014-08-14,152.1
2014-08-18,154.4
2014-08-19,156.5
2014-08-20,158.5
2014-08-21,157.1
2014-08-22,155.45
2014-08-25,155.45
2014-08-26,152.95
2014-08-27,153.1
2014-08-28,150.5
2014-09-01,153.9
2014-09-02,155.4
2014-09-03,154.25
2014-09-04,162.2
2014-09-05,162.25
2014-09-08,164.6
2014-09-09,165.2
2014-09-10,162.55
2014-09-11,167.4
2014-09-12,169.55
2014-09-15,167.2
2014-09-16,159.45
2014-09-17,161.6
2014-09-18,164.85
2014-09-19,168.6
2014-09-22,170.6
2014-09-23,164.45
2014-09-24,164.75
2014-09-25,160.3
2014-09-26,159.65
2014-09-29,159.0
2014-09-30,159.35
2014-10-01,158.85
2014-10-07,158.8
2014-10-08,160.25
2014-10-09,161.25
2014-10-10,160.25
2014-10-13,157.5
2014-10-14,156.4
2014-10-16,152.35
2014-10-17,153.35
2014-10-20,154.7
2014-10-21,155.55
2014-10-22,156.5
2014-10-23,158.35
2014-10-27,156.3
2014-10-28,156.35
2014-10-29,157.3
2014-10-30,157.45
2014-10-31,160.1
2014-11-03,163.75
2014-11-05,161.65
2014-11-07,160.9
2014-11-10,157.75
2014-11-11,158.25
2014-11-12,155.85
2014-11-13,154.2
2014-11-14,155.25
2014-11-17,159.9
2014-11-18,159.4
2014-11-19,157.85
2014-11-20,156.95
2014-11-21,156.75
2014-11-24,156.95
2014-11-25,154.2
2014-11-26,155.3
2014-11-27,161.0
2014-11-28,161.3
2014-12-01,159.55
2014-12-02,163.35
2014-12-03,163.25
2014-12-04,163.4
2014-12-05,161.1
2014-12-08,158.3
2014-12-09,154.85
2014-12-10,156.0
2014-12-11,155.65
2014-12-12,152.95
2014-12-15,151.6
2014-12-16,144.25
2014-12-17,145.0
2014-12-18,147.5
2014-12-19,147.4
2014-12-22,147.5
2014-12-23,148.3
2014-12-24,146.9
2014-12-26,146.85
2014-12-29,148.65
2014-12-30,149.05
2014-12-31,150.95
