Date,SBIN
2014-01-01,1765.05
2014-01-02,1742.6
2014-01-03,1719.65
2014-01-06,1688.15
2014-01-07,1661.4
2014-01-08,1657.15
2014-01-09,1639.8
2014-01-10,1608.15
2014-01-13,1641.25
2014-01-14,1627.5
2014-01-15,1640.7
2014-01-16,1636.2
2014-01-17,1621.55
2014-01-20,1641.85
2014-01-21,1659.5
2014-01-22,1646.85
2014-01-23,1658.3
2014-01-24,1621.2
2014-01-27,1594.5
2014-01-28,1596.3
2014-01-29,1573.65
2014-01-30,1516.6
2014-01-31,1523.85
2014-02-03,1488.35
2014-02-04,1515.4
2014-02-05,1521.7
2014-02-06,1504.85
2014-02-07,1527.6
2014-02-10,1514.1
2014-02-11,1519.7
2014-02-12,1532.5
2014-02-13,1500.55
2014-02-14,1475.1
2014-02-17,1473.6
2014-02-18,1500.95
2014-02-19,1508.05
2014-02-20,1480.6
2014-02-21,1502.1
2014-02-24,1510.5
2014-02-25,1506.0
2014-02-26,1520.4
2014-02-28,1533.25
2014-03-03,1518.35
2014-03-04,1550.35
2014-03-05,1576.6
2014-03-06,1577.4
2014-03-07,1649.65
2014-03-10,1692.15
2014-03-11,1674.8
2014-03-12,1645.1
2014-03-13,1652.1
2014-03-14,1654.15
2014-03-18,1701.3
2014-03-19,1708.85
2014-03-20,1677.95
2014-03-21,1702.15
2014-03-22,1703.5
2014-03-24,1725.6
2014-03-25,1743.4
2014-03-26,1767.5
2014-03-27,1837.0
2014-03-28,1901.95
2014-03-31,1917.7
2014-04-01,1893.65
2014-04-02,1934.9
2014-04-03,1896.2
2014-04-04,1902.8
2014-04-07,1922.4
2014-04-09,1985.0
2014-04-10,2028.05
2014-04-11,1994.15
2014-04-15,1964.05
2014-04-16,1959.4
2014-04-17,2017.3
2014-04-21,2072.1
2014-04-22,2048.55
2014-04-23,2065.2
2014-04-25,2085.25
2014-04-28,2106.2
2014-04-29,2065.8
2014-04-30,2078.6
2014-05-02,2048.2
2014-05-05,2044.55
2014-05-06,2052.2
2014-05-07,2075.8
2014-05-08,2091.75
2014-05-09,2173.25
2014-05-12,2242.7
2014-05-13,2276.1
2014-05-14,2282.55
2014-05-15,2279.25
2014-05-16,2417.2
2014-05-19,2568.1
2014-05-20,2526.65
2014-05-21,2459.3
2014-05-22,2511.65
2014-05-23,2753.5
2014-05-26,2701.9
2014-05-27,2629.35
2014-05-28,2610.2
2014-05-29,2601.45
2014-05-30,2542.25
2014-06-02,2644.7
2014-06-03,2645.2
2014-06-04,2682.65
2014-06-05,2697.9
2014-06-06,2739.8
2014-06-09,2707.85
2014-06-10,2665.8
2014-06-11,2697.35
2014-06-12,2701.3
2014-06-13,2607.9
2014-06-16,2580.65
2014-06-17,2653.3
2014-06-18,2641.55
2014-06-19,2605.45
2014-06-20,2583.1
2014-06-23,2600.2
2014-06-24,2663.2
2014-06-25,2691.9
2014-06-26,2652.55
2014-06-27,2638.95
2014-06-30,2686.25
2014-07-01,2680.2
2014-07-02,2702.25
2014-07-03,2696.2
2014-07-04,2698.1
2014-07-07,2684.7
2014-07-08,2575.2
2014-07-09,2582.25
2014-07-10,2545.7
2014-07-11,2425.25
2014-07-14,2411.05
2014-07-15,2517.6
2014-07-16,2573.55
2014-07-17,2602.25
2014-07-18,2562.5
2014-07-21,2523.2
2014-07-22,2524.2
2014-07-23,2540.35
2014-07-24,2557.1
2014-07-25,2500.55
2014-07-28,2489.65
2014-07-30,2469.5
2014-07-31,2439.25
2014-08-01,2437.2
2014-08-04,2461.4
2014-08-05,2473.9
2014-08-06,2426.25
2014-08-07,2436.1
2014-08-08,2417.95
2014-08-11,2414.45
2014-08-12,2429.15
2014-08-13,2368.95
2014-08-14,2362.5
2014-08-18,2421.2
