Date,TIDEWATER
2014-01-01,7488.05
2014-01-02,7423.1
2014-01-03,7398.1
2014-01-06,7482.8
2014-01-07,7431.5
2014-01-08,7415.05
2014-01-09,7365.6
2014-01-10,7264.1
2014-01-13,7231.65
2014-01-14,7191.65
2014-01-15,7209.55
2014-01-16,7198.65
2014-01-17,7101.7
2014-01-20,7092.4
2014-01-21,7143.0
2014-01-22,7199.45
2014-01-23,7262.75
2014-01-24,7217.5
2014-01-27,7104.5
2014-01-28,7130.2
2014-01-29,7224.3
2014-01-30,7323.35
2014-01-31,7351.9
2014-02-03,7225.7
2014-02-04,7257.6
2014-02-05,7258.15
2014-02-06,7276.5
2014-02-07,7283.55
2014-02-10,7400.95
2014-02-11,7366.55
2014-02-12,7312.7
2014-02-13,7230.55
2014-02-14,7264.3
2014-02-17,7323.9
2014-02-18,7342.2
2014-02-19,7382.95
2014-02-20,7606.15
2014-02-21,7698.35
2014-02-24,7695.6
2014-02-25,7707.2
2014-02-26,7524.45
2014-02-28,7593.0
2014-03-03,7743.4
2014-03-04,7655.6
2014-03-05,7640.75
2014-03-06,7695.55
2014-03-07,7714.4
2014-03-10,7667.45
2014-03-11,7669.25
2014-03-12,7661.85
2014-03-13,7649.8
2014-03-14,7589.6
2014-03-18,7598.6
2014-03-19,7600.55
2014-03-20,7600.6
2014-03-21,7612.6
2014-03-22,7642.55
2014-03-24,7711.85
2014-03-25,8026.25
2014-03-26,8008.85
2014-03-27,7956.15
2014-03-28,8165.8
2014-03-31,8168.4
2014-04-01,8410.6
2014-04-02,8389.3
2014-04-03,8190.85
2014-04-04,8186.5
2014-04-07,8167.55
2014-04-09,8317.4
2014-04-10,8356.95
2014-04-11,8276.35
2014-04-15,8282.45
2014-04-16,8179.3
2014-04-17,8192.5
2014-04-21,8433.1
2014-04-22,8490.4
2014-04-23,8471.15
2014-04-25,8327.6
2014-04-28,8416.05
2014-04-29,8408.8
2014-04-30,8266.95
2014-05-02,8221.65
2014-05-05,8192.25
2014-05-06,8305.25
2014-05-07,8222.6
2014-05-08,7982.1
2014-05-09,7943.55
2014-05-12,8080.45
2014-05-13,8312.0
2014-05-14,8298.95
2014-05-15,8127.85
2014-05-16,8241.8
2014-05-19,8515.05
2014-05-20,9085.95
2014-05-21,9499.05
2014-05-22,9979.45
2014-05-23,9806.95
2014-05-26,9797.85
2014-05-27,9916.2
2014-05-28,9655.85
2014-05-29,9451.6
2014-05-30,9206.75
2014-06-02,9245.7
2014-06-03,9307.0
2014-06-04,9460.15
2014-06-05,9662.3
2014-06-06,10623.2
2014-06-09,10653.55
2014-06-10,10412.9
2014-06-11,10467.3
2014-06-12,10408.4
2014-06-13,10112.2
2014-06-16,10054.5
2014-06-17,10210.0
2014-06-18,10051.0
2014-06-19,10082.05
2014-06-20,10474.05
2014-06-23,10940.05
2014-06-24,11129.45
2014-06-25,11189.75
2014-06-26,11188.35
2014-06-27,11329.5
2014-06-30,11355.9
2014-07-01,11270.3
2014-07-02,11506.6
2014-07-03,11274.55
2014-07-04,11254.75
2014-07-07,11165.3
2014-07-08,10761.95
2014-07-09,10480.95
2014-07-10,10331.15
2014-07-11,10341.75
2014-07-14,10171.75
2014-07-15,10274.95
2014-07-16,10359.7
2014-07-17,10369.05
2014-07-18,10851.05
2014-07-21,12079.25
2014-07-22,11928.6
2014-07-23,11882.6
2014-07-24,11782.75
2014-07-25,11497.45
2014-07-28,11416.5
2014-07-30,11313.25
2014-07-31,11287.85
2014-08-01,11144.85
2014-08-04,11498.1
2014-08-05,11591.45
2014-08-06,11691.85
2014-08-07,12076.3
2014-08-08,11897.95
2014-08-11,12274.6
2014-08-12,11780.15
2014-08-13,11479.1
2014-08-14,11584.0
2014-08-18,11823.25
2014-08-19,12150.0
2014-08-20,12250.2
2014-08-21,11923.45
2014-08-22,11804.5
2014-08-25,12248.5
2014-08-26,11986.9
2014-08-27,12030.55
2014-08-28,12131.75
2014-09-01,12038.25
2014-09-02,12036.5
2014-09-03,12505.8
2014-09-04,13400.15
2014-09-05,13829.0
2014-09-08,14111.7
2014-09-09,14244.45
2014-09-10,14913.15
2014-09-11,14777.9
2014-09-12,14579.05
2014-09-15,14650.35
2014-09-16,13871.05
2014-09-17,13986.35
2014-09-18,14324.2
2014-09-19,14376.95
2014-09-22,14773.75
2014-09-23,14437.25
2014-09-24,14882.0
2014-09-25,14776.1
2014-09-26,14537.25
2014-09-29,14561.4
2014-09-30,14517.45
2014-10-01,14401.65
2014-10-07,14823.75
2014-10-08,14654.05
2014-10-09,14995.35
2014-10-10,15174.35
2014-10-13,15237.65
2014-10-14,15117.2
2014-10-16,14841.2
2014-10-17,14855.05
2014-10-20,14887.5
2014-10-21,15011.8
2014-10-22,15021.75
2014-10-23,15023.2
2014-10-27,15032.25
2014-10-28,15121.4
2014-10-29,15345.95
2014-10-30,15498.1
2014-10-31,15698.45
2014-11-03,15852.65
2014-11-05,15506.5
2014-11-07,15368.6
2014-11-10,15158.7
2014-11-11,15239.25
2014-11-12,15163.0
2014-11-13,15174.15
2014-11-14,15869.45
2014-11-17,16011.45
2014-11-18,16235.3
2014-11-19,16506.95
2014-11-20,16384.8
2014-11-21,16377.95
2014-11-24,16358.3
2014-11-25,15960.9
2014-11-26,15976.1
2014-11-27,17514.35
2014-11-28,17564.55
2014-12-01,17703.85
2014-12-02,17486.5
2014-12-03,17606.7
2014-12-04,18218.35
2014-12-05,19055.55
2014-12-08,18662.7
2014-12-09,17937.7
2014-12-10,18080.95
2014-12-11,17772.45
2014-12-12,18234.8
2014-12-15,18277.85
2014-12-16,17702.65
2014-12-17,17392.2
2014-12-18,17924.0
2014-12-19,18000.95
2014-12-22,18263.7
2014-12-23,18028.6
2014-12-24,18232.3
2014-12-26,18681.65
2014-12-29,18688.2
2014-12-30,18331.45
2014-12-31,18472.9
