Date,SUVEN
2014-01-01,72.35
2014-01-02,71.45
2014-01-03,73.9
2014-01-06,76.05
2014-01-07,76.15
2014-01-08,75.15
2014-01-09,77.55
2014-01-10,75.6
2014-01-13,74.4
2014-01-14,75.25
2014-01-15,75.25
2014-01-16,74.5
2014-01-17,73.25
2014-01-20,73.25
2014-01-21,74.5
2014-01-22,78.3
2014-01-23,78.35
2014-01-24,74.6
2014-01-27,68.55
2014-01-28,72.35
2014-01-29,73.7
2014-01-30,74.05
2014-01-31,77.0
2014-02-03,78.7
2014-02-04,77.9
2014-02-05,76.55
2014-02-06,74.75
2014-02-07,74.65
2014-02-10,73.15
2014-02-11,72.2
2014-02-12,72.6
2014-02-13,71.3
2014-02-14,72.0
2014-02-17,71.5
2014-02-18,71.6
2014-02-19,71.4
2014-02-20,72.25
2014-02-21,72.2
2014-02-24,71.75
2014-02-25,71.7
2014-02-26,74.95
2014-02-28,75.3
2014-03-03,73.2
2014-03-04,74.4
2014-03-05,74.45
2014-03-06,74.7
2014-03-07,74.1
2014-03-10,73.4
2014-03-11,73.3
2014-03-12,72.85
2014-03-13,73.45
2014-03-14,72.95
2014-03-18,72.7
2014-03-19,72.4
2014-03-20,71.85
2014-03-21,71.35
2014-03-22,71.45
2014-03-24,70.7
2014-03-25,71.35
2014-03-26,70.75
2014-03-27,71.0
2014-03-28,70.95
2014-03-31,71.95
2014-04-01,73.75
2014-04-02,76.2
2014-04-03,74.55
2014-04-04,74.45
2014-04-07,74.35
2014-04-09,75.3
2014-04-10,77.15
2014-04-11,77.6
2014-04-15,76.75
2014-04-16,74.65
2014-04-17,75.15
2014-04-21,83.95
2014-04-22,85.85
2014-04-23,85.95
2014-04-25,84.05
2014-04-28,89.15
2014-04-29,91.65
2014-04-30,88.45
2014-05-02,89.4
2014-05-05,90.15
2014-05-06,91.45
2014-05-07,88.8
2014-05-08,90.5
2014-05-09,89.55
2014-05-12,86.4
2014-05-13,86.05
2014-05-14,87.65
2014-05-15,85.15
2014-05-16,83.4
2014-05-19,86.45
2014-05-20,91.65
2014-05-21,94.8
2014-05-22,93.9
2014-05-23,90.5
2014-05-26,84.95
2014-05-27,84.05
2014-05-28,87.45
2014-05-29,84.95
2014-05-30,85.45
2014-06-02,86.2
2014-06-03,85.55
2014-06-04,92.2
2014-06-05,89.9
2014-06-06,90.7
2014-06-09,90.6
2014-06-10,90.85
2014-06-11,90.55
2014-06-12,89.45
2014-06-13,87.05
2014-06-16,87.05
2014-06-17,89.9
2014-06-18,89.7
2014-06-19,89.7
2014-06-20,97.5
2014-06-23,97.1
2014-06-24,98.6
2014-06-25,99.05
2014-06-26,97.5
2014-06-27,95.65
2014-06-30,96.95
2014-07-01,98.3
2014-07-02,98.95
2014-07-03,109.55
2014-07-04,109.6
2014-07-07,114.2
2014-07-08,107.6
2014-07-09,104.1
2014-07-10,102.85
2014-07-11,102.55
2014-07-14,103.5
2014-07-15,105.6
2014-07-16,110.25
2014-07-17,111.45
2014-07-18,109.85
2014-07-21,114.15
2014-07-22,115.6
2014-07-23,114.6
2014-07-24,111.5
2014-07-25,108.0
2014-07-28,105.45
2014-07-30,112.25
2014-07-31,116.75
2014-08-01,116.15
2014-08-04,118.0
2014-08-05,121.45
2014-08-06,124.05
2014-08-07,123.4
2014-08-08,120.1
2014-08-11,123.65
2014-08-12,121.5
2014-08-13,116.75
2014-08-14,119.35
2014-08-18,122.2
2014-08-19,122.3
2014-08-20,129.85
2014-08-21,131.9
2014-08-22,131.65
2014-08-25,136.8
2014-08-26,144.85
2014-08-27,158.7
2014-08-28,164.1
2014-09-01,160.7
2014-09-02,161.65
2014-09-03,162.45
2014-09-04,174.3
2014-09-05,209.15
2014-09-08,217.9
2014-09-09,200.7
2014-09-10,204.4
2014-09-11,206.4
2014-09-12,202.45
2014-09-15,195.65
2014-09-16,182.4
2014-09-17,176.05
2014-09-18,193.65
2014-09-19,201.35
2014-09-22,205.05
2014-09-23,193.8
2014-09-24,188.25
2014-09-25,170.65
2014-09-26,185.7
2014-09-29,188.25
2014-09-30,184.85
2014-10-01,181.65
2014-10-07,179.4
2014-10-08,183.6
2014-10-09,187.85
2014-10-10,182.85
2014-10-13,190.35
2014-10-14,186.7
2014-10-16,180.4
2014-10-17,181.4
2014-10-20,182.95
2014-10-21,183.75
2014-10-22,186.4
2014-10-23,193.05
2014-10-27,208.45
2014-10-28,209.95
2014-10-29,210.65
2014-10-30,211.25
2014-10-31,212.85
2014-11-03,224.95
2014-11-05,222.9
2014-11-07,228.8
2014-11-10,231.95
2014-11-11,230.8
2014-11-12,227.15
2014-11-13,218.8
2014-11-14,211.5
2014-11-17,190.3
2014-11-18,203.95
2014-11-19,203.6
2014-11-20,205.35
2014-11-21,203.95
2014-11-24,203.55
2014-11-25,191.05
2014-11-26,205.0
2014-11-27,203.0
2014-11-28,209.5
2014-12-01,203.15
2014-12-02,209.0
2014-12-03,220.1
2014-12-04,227.9
2014-12-05,221.05
2014-12-08,218.2
2014-12-09,209.75
2014-12-10,209.5
2014-12-11,210.1
2014-12-12,218.75
2014-12-15,220.2
2014-12-16,221.1
2014-12-17,212.0
2014-12-18,217.8
2014-12-19,211.95
2014-12-22,215.45
2014-12-23,211.9
2014-12-24,212.6
2014-12-26,211.0
2014-12-29,207.5
2014-12-30,209.1
2014-12-31,210.65
