Date,NOIDATOLL
2014-01-01,22.1
2014-01-02,21.75
2014-01-03,21.85
2014-01-06,21.75
2014-01-07,21.55
2014-01-08,21.75
2014-01-09,21.55
2014-01-10,21.4
2014-01-13,21.65
2014-01-14,21.65
2014-01-15,21.7
2014-01-16,21.75
2014-01-17,21.6
2014-01-20,21.1
2014-01-21,21.45
2014-01-22,21.4
2014-01-23,21.05
2014-01-24,21.05
2014-01-27,21.0
2014-01-28,20.9
2014-01-29,20.85
2014-01-30,21.0
2014-01-31,21.1
2014-02-03,21.0
2014-02-04,20.8
2014-02-05,20.7
2014-02-06,20.7
2014-02-07,20.75
2014-02-10,20.85
2014-02-11,20.8
2014-02-12,21.2
2014-02-13,21.45
2014-02-14,21.15
2014-02-17,21.25
2014-02-18,21.35
2014-02-19,21.15
2014-02-20,21.1
2014-02-21,21.0
2014-02-24,21.15
2014-02-25,22.45
2014-02-26,22.0
2014-02-28,22.25
2014-03-03,23.6
2014-03-04,24.45
2014-03-05,24.2
2014-03-06,23.8
2014-03-07,23.9
2014-03-10,26.15
2014-03-11,25.9
2014-03-12,26.25
2014-03-13,24.35
2014-03-14,24.5
2014-03-18,23.75
2014-03-19,23.45
2014-03-20,23.35
2014-03-21,23.25
2014-03-22,23.45
2014-03-24,23.3
2014-03-25,23.4
2014-03-26,23.65
2014-03-27,23.55
2014-03-28,24.0
2014-03-31,24.0
2014-04-01,24.1
2014-04-02,24.15
2014-04-03,25.4
2014-04-04,26.8
2014-04-07,26.0
2014-04-09,26.9
2014-04-10,26.15
2014-04-11,26.3
2014-04-15,26.15
2014-04-16,26.75
2014-04-17,27.9
2014-04-21,27.7
2014-04-22,29.2
2014-04-23,28.5
2014-04-25,27.2
2014-04-28,27.15
2014-04-29,29.25
2014-04-30,28.35
2014-05-02,28.6
2014-05-05,28.3
2014-05-06,28.15
2014-05-07,28.25
2014-05-08,28.15
2014-05-09,28.6
2014-05-12,28.4
2014-05-13,28.2
2014-05-14,28.5
2014-05-15,28.15
2014-05-16,28.1
2014-05-19,30.4
2014-05-20,30.5
2014-05-21,31.65
2014-05-22,34.45
2014-05-23,33.9
2014-05-26,31.7
2014-05-27,32.5
2014-05-28,33.05
2014-05-29,32.15
2014-05-30,31.45
2014-06-02,33.0
2014-06-03,33.35
2014-06-04,32.85
2014-06-05,34.1
2014-06-06,35.65
2014-06-09,34.8
2014-06-10,34.5
2014-06-11,33.1
2014-06-12,32.85
2014-06-13,31.55
2014-06-16,31.45
2014-06-17,32.0
2014-06-18,31.75
2014-06-19,31.35
2014-06-20,31.05
2014-06-23,31.35
2014-06-24,31.4
2014-06-25,31.45
2014-06-26,31.45
2014-06-27,32.75
2014-06-30,32.5
2014-07-01,33.0
2014-07-02,33.05
2014-07-03,33.2
2014-07-04,32.9
2014-07-07,33.45
2014-07-08,32.0
2014-07-09,31.3
2014-07-10,31.4
2014-07-11,30.5
2014-07-14,30.5
2014-07-15,31.05
2014-07-16,31.65
2014-07-17,33.55
2014-07-18,32.5
2014-07-21,33.1
2014-07-22,33.1
2014-07-23,33.0
2014-07-24,34.05
2014-07-25,32.95
2014-07-28,33.2
2014-07-30,32.7
2014-07-31,32.25
2014-08-01,31.85
2014-08-04,31.95
2014-08-05,31.9
2014-08-06,32.6
2014-08-07,32.25
2014-08-08,31.35
2014-08-11,31.6
2014-08-12,31.55
2014-08-13,30.4
2014-08-14,30.6
2014-08-18,31.5
2014-08-19,32.6
2014-08-20,32.8
2014-08-21,33.25
2014-08-22,34.05
2014-08-25,32.5
2014-08-26,32.65
2014-08-27,32.75
2014-08-28,32.75
2014-09-01,33.45
2014-09-02,35.9
2014-09-03,35.4
2014-09-04,35.4
2014-09-05,35.25
2014-09-08,35.05
2014-09-09,35.05
2014-09-10,35.0
2014-09-11,35.05
2014-09-12,35.8
2014-09-15,35.85
2014-09-16,33.85
2014-09-17,34.55
2014-09-18,35.25
2014-09-19,35.15
2014-09-22,34.35
2014-09-23,33.5
2014-09-24,32.45
2014-09-25,30.9
2014-09-26,32.1
2014-09-29,32.55
2014-09-30,32.1
2014-10-01,32.05
2014-10-07,32.15
2014-10-08,32.05
2014-10-09,32.3
2014-10-10,32.0
2014-10-13,32.05
2014-10-14,32.2
2014-10-16,32.0
2014-10-17,32.65
2014-10-20,32.35
2014-10-21,32.6
2014-10-22,32.7
2014-10-23,32.8
2014-10-27,33.05
2014-10-28,33.05
2014-10-29,33.1
2014-10-30,34.5
2014-10-31,35.85
2014-11-03,36.35
2014-11-05,36.45
2014-11-07,36.6
2014-11-10,36.55
2014-11-11,35.7
2014-11-12,35.55
2014-11-13,36.95
2014-11-14,36.65
2014-11-17,35.75
2014-11-18,35.7
2014-11-19,36.25
2014-11-20,35.8
2014-11-21,35.65
2014-11-24,34.75
2014-11-25,33.6
2014-11-26,33.65
2014-11-27,33.55
2014-11-28,33.4
2014-12-01,33.5
2014-12-02,33.45
2014-12-03,33.8
2014-12-04,33.45
2014-12-05,33.85
2014-12-08,34.05
2014-12-09,33.45
2014-12-10,33.35
2014-12-11,33.15
2014-12-12,32.45
2014-12-15,31.85
2014-12-16,31.9
2014-12-17,31.8
2014-12-18,32.4
2014-12-19,33.65
2014-12-22,33.9
2014-12-23,34.0
2014-12-24,33.85
2014-12-26,33.5
2014-12-29,33.0
2014-12-30,33.5
2014-12-31,35.0
