Date,ATFL
2014-01-01,544.25
2014-01-02,530.05
2014-01-03,545.1
2014-01-06,554.65
2014-01-07,580.0
2014-01-08,578.35
2014-01-09,570.6
2014-01-10,559.3
2014-01-13,555.55
2014-01-14,553.35
2014-01-15,559.3
2014-01-16,535.2
2014-01-17,530.45
2014-01-20,533.9
2014-01-21,517.25
2014-01-22,517.1
2014-01-23,516.4
2014-01-24,510.75
2014-01-27,487.75
2014-01-28,495.4
2014-01-29,489.95
2014-01-30,488.75
2014-01-31,491.7
2014-02-03,485.15
2014-02-04,479.0
2014-02-05,479.15
2014-02-06,485.35
2014-02-07,489.25
2014-02-10,484.85
2014-02-11,485.4
2014-02-12,481.75
2014-02-13,478.95
2014-02-14,476.95
2014-02-17,477.35
2014-02-18,478.4
2014-02-19,480.4
2014-02-20,476.1
2014-02-21,476.75
2014-02-24,477.9
2014-02-25,479.35
2014-02-26,479.3
2014-02-28,477.95
2014-03-03,475.65
2014-03-04,471.7
2014-03-05,472.3
2014-03-06,478.7
2014-03-07,478.2
2014-03-10,472.1
2014-03-11,464.5
2014-03-12,465.25
2014-03-13,468.85
2014-03-14,464.5
2014-03-18,478.6
2014-03-19,468.1
2014-03-20,466.35
2014-03-21,467.7
2014-03-22,474.6
2014-03-24,472.5
2014-03-25,480.0
2014-03-26,479.75
2014-03-27,488.4
2014-03-28,501.25
2014-03-31,505.75
2014-04-01,506.2
2014-04-02,511.7
2014-04-03,520.6
2014-04-04,515.3
2014-04-07,510.85
2014-04-09,514.85
2014-04-10,507.9
2014-04-11,509.25
2014-04-15,510.6
2014-04-16,510.1
2014-04-17,515.5
2014-04-21,519.95
2014-04-22,513.25
2014-04-23,492.95
2014-04-25,501.25
2014-04-28,492.95
2014-04-29,490.0
2014-04-30,487.85
2014-05-02,484.55
2014-05-05,479.5
2014-05-06,482.65
2014-05-07,483.3
2014-05-08,484.35
2014-05-09,480.05
2014-05-12,480.65
2014-05-13,489.8
2014-05-14,496.8
2014-05-15,495.35
2014-05-16,495.5
2014-05-19,489.8
2014-05-20,497.7
2014-05-21,505.65
2014-05-22,506.55
2014-05-23,516.7
2014-05-26,504.95
2014-05-27,515.15
2014-05-28,520.15
2014-05-29,519.85
2014-05-30,538.35
2014-06-02,530.85
2014-06-03,514.7
2014-06-04,519.15
2014-06-05,533.45
2014-06-06,549.7
2014-06-09,533.2
2014-06-10,530.0
2014-06-11,530.0
2014-06-12,544.95
2014-06-13,535.15
2014-06-16,545.1
2014-06-17,573.05
2014-06-18,600.4
2014-06-19,585.25
2014-06-20,579.6
2014-06-23,591.1
2014-06-24,584.6
2014-06-25,581.95
2014-06-26,584.45
2014-06-27,579.9
2014-06-30,586.8
2014-07-01,595.4
2014-07-02,597.3
2014-07-03,589.65
2014-07-04,590.95
2014-07-07,591.35
2014-07-08,586.75
2014-07-09,580.8
2014-07-10,580.1
2014-07-11,564.9
2014-07-14,586.05
2014-07-15,584.65
2014-07-16,597.55
2014-07-17,595.75
2014-07-18,571.0
2014-07-21,568.55
2014-07-22,573.15
2014-07-23,564.35
2014-07-24,564.6
2014-07-25,558.35
2014-07-28,544.0
2014-07-30,562.5
2014-07-31,565.05
2014-08-01,561.9
2014-08-04,572.85
2014-08-05,574.35
2014-08-06,562.2
2014-08-07,559.1
2014-08-08,547.85
2014-08-11,549.3
2014-08-12,537.75
2014-08-13,537.3
2014-08-14,534.55
2014-08-18,541.95
2014-08-19,560.0
2014-08-20,558.3
2014-08-21,565.2
2014-08-22,562.8
2014-08-25,546.6
2014-08-26,543.0
2014-08-27,545.6
2014-08-28,551.3
2014-09-01,553.75
2014-09-02,575.6
2014-09-03,624.65
2014-09-04,664.45
2014-09-05,660.75
2014-09-08,651.05
2014-09-09,657.25
2014-09-10,655.9
2014-09-11,653.75
2014-09-12,669.2
2014-09-15,656.95
2014-09-16,626.45
2014-09-17,620.85
2014-09-18,626.95
2014-09-19,636.65
2014-09-22,643.25
2014-09-23,632.7
2014-09-24,627.05
2014-09-25,604.15
2014-09-26,612.65
2014-09-29,613.0
2014-09-30,610.2
2014-10-01,636.8
2014-10-07,615.8
2014-10-08,609.55
2014-10-09,615.3
2014-10-10,608.15
2014-10-13,601.45
2014-10-14,604.3
2014-10-16,599.05
2014-10-17,589.8
2014-10-20,585.45
2014-10-21,584.05
2014-10-22,576.5
2014-10-23,585.25
2014-10-27,582.2
2014-10-28,589.65
2014-10-29,589.85
2014-10-30,615.65
2014-10-31,616.55
2014-11-03,631.6
2014-11-05,618.1
2014-11-07,621.45
2014-11-10,614.0
2014-11-11,609.4
2014-11-12,604.45
2014-11-13,591.8
2014-11-14,608.6
2014-11-17,625.8
2014-11-18,638.35
2014-11-19,633.15
2014-11-20,626.6
2014-11-21,622.25
2014-11-24,615.4
2014-11-25,599.65
2014-11-26,610.35
2014-11-27,608.25
2014-11-28,601.0
2014-12-01,600.1
2014-12-02,601.45
2014-12-03,578.85
2014-12-04,582.7
2014-12-05,590.0
2014-12-08,596.7
2014-12-09,600.95
2014-12-10,605.55
2014-12-11,602.9
2014-12-12,603.4
2014-12-15,587.3
2014-12-16,568.15
2014-12-17,589.4
2014-12-18,592.4
2014-12-19,604.85
2014-12-22,593.15
2014-12-23,594.1
2014-12-24,599.7
2014-12-26,588.3
2014-12-29,607.05
2014-12-30,600.65
2014-12-31,597.45
