Date,BLUEDART
2014-01-01,3332.2
2014-01-02,3284.6
2014-01-03,3284.35
2014-01-06,3403.1
2014-01-07,3369.55
2014-01-08,3439.55
2014-01-09,3418.25
2014-01-10,3354.15
2014-01-13,3397.2
2014-01-14,3521.4
2014-01-15,3500.05
2014-01-16,3597.7
2014-01-17,3620.7
2014-01-20,3740.75
2014-01-21,3932.25
2014-01-22,3960.6
2014-01-23,3966.0
2014-01-24,3919.3
2014-01-27,3774.5
2014-01-28,3699.6
2014-01-29,3577.75
2014-01-30,3461.75
2014-01-31,3310.9
2014-02-03,3253.8
2014-02-04,3238.8
2014-02-05,3400.1
2014-02-06,3380.85
2014-02-07,3356.95
2014-02-10,3271.55
2014-02-11,3273.05
2014-02-12,3206.75
2014-02-13,3193.25
2014-02-14,3147.95
2014-02-17,3111.7
2014-02-18,3099.45
2014-02-19,3026.55
2014-02-20,2999.95
2014-02-21,3113.25
2014-02-24,3341.0
2014-02-25,3323.8
2014-02-26,3328.2
2014-02-28,3297.75
2014-03-03,3271.45
2014-03-04,3301.7
2014-03-05,3363.65
2014-03-06,3387.8
2014-03-07,3405.6
2014-03-10,3342.1
2014-03-11,3239.05
2014-03-12,3208.5
2014-03-13,3215.8
2014-03-14,3215.45
2014-03-18,3202.05
2014-03-19,3299.4
2014-03-20,3382.65
2014-03-21,3410.2
2014-03-22,3424.5
2014-03-24,3519.5
2014-03-25,3659.2
2014-03-26,3507.6
2014-03-27,3551.8
2014-03-28,3609.75
2014-03-31,3720.8
2014-04-01,3636.25
2014-04-02,3601.5
2014-04-03,3718.3
2014-04-04,3684.5
2014-04-07,3600.15
2014-04-09,3635.5
2014-04-10,3622.6
2014-04-11,3535.95
2014-04-15,3508.4
2014-04-16,3447.1
2014-04-17,3450.9
2014-04-21,3479.65
2014-04-22,3538.75
2014-04-23,3475.0
2014-04-25,3393.8
2014-04-28,3307.95
2014-04-29,3223.15
2014-04-30,3304.0
2014-05-02,3257.3
2014-05-05,3132.2
2014-05-06,3084.75
2014-05-07,3115.8
2014-05-08,3161.3
2014-05-09,3245.2
2014-05-12,3224.0
2014-05-13,3303.9
2014-05-14,3264.75
2014-05-15,3314.15
2014-05-16,3443.9
2014-05-19,3644.0
2014-05-20,3704.7
2014-05-21,3691.2
2014-05-22,3807.4
2014-05-23,3854.85
2014-05-26,3726.05
2014-05-27,3793.9
2014-05-28,3814.5
2014-05-29,3796.05
2014-05-30,3887.9
2014-06-02,3917.1
2014-06-03,4001.05
2014-06-04,4250.25
2014-06-05,4232.15
2014-06-06,4119.25
2014-06-09,3929.5
2014-06-10,3972.75
2014-06-11,3924.4
2014-06-12,3869.25
2014-06-13,3866.65
2014-06-16,3906.65
2014-06-17,3999.95
2014-06-18,3997.1
2014-06-19,3927.4
2014-06-20,3974.65
2014-06-23,4033.7
2014-06-24,4027.4
2014-06-25,4071.8
2014-06-26,4196.2
2014-06-27,4124.55
2014-06-30,4202.9
2014-07-01,4114.8
2014-07-02,4231.25
2014-07-03,4294.25
2014-07-04,4255.8
2014-07-07,4284.65
2014-07-08,4058.6
2014-07-09,4015.45
2014-07-10,4044.35
2014-07-11,4103.85
2014-07-14,4108.1
2014-07-15,4135.6
2014-07-16,4068.8
2014-07-17,4100.65
2014-07-18,4075.3
2014-07-21,4096.9
2014-07-22,4038.15
2014-07-23,3993.15
2014-07-24,3979.7
2014-07-25,3988.9
2014-07-28,3930.85
2014-07-30,3877.1
2014-07-31,3871.2
2014-08-01,3825.55
2014-08-04,3766.55
2014-08-05,3739.6
2014-08-06,3805.4
2014-08-07,3836.9
2014-08-08,3830.6
2014-08-11,3851.85
2014-08-12,3890.75
2014-08-13,4423.75
2014-08-14,4320.6
2014-08-18,4283.0
2014-08-19,4173.7
2014-08-20,4418.45
2014-08-21,4421.0
2014-08-22,4467.7
2014-08-25,4506.45
2014-08-26,4600.45
2014-08-27,4723.15
2014-08-28,4720.1
2014-09-01,4737.55
2014-09-02,4733.4
2014-09-03,4705.1
2014-09-04,4756.95
2014-09-05,4724.25
2014-09-08,4738.35
2014-09-09,4747.85
2014-09-10,4741.2
2014-09-11,4742.8
2014-09-12,4736.35
2014-09-15,4792.35
2014-09-16,4791.1
2014-09-17,4736.5
2014-09-18,5192.45
2014-09-19,5195.85
2014-09-22,5467.25
2014-09-23,5330.55
2014-09-24,5234.85
2014-09-25,5087.75
2014-09-26,5048.3
2014-09-29,5168.3
2014-09-30,5287.4
2014-10-01,5231.8
2014-10-07,5282.7
2014-10-08,5232.95
2014-10-09,5210.8
2014-10-10,5251.5
2014-10-13,5240.4
2014-10-14,5074.9
2014-10-16,4932.55
2014-10-17,5077.55
2014-10-20,5148.45
2014-10-21,5257.85
2014-10-22,5287.35
2014-10-23,5367.1
2014-10-27,5294.15
2014-10-28,5324.8
2014-10-29,5259.0
2014-10-30,5197.75
2014-10-31,5330.35
2014-11-03,5443.05
2014-11-05,5355.2
2014-11-07,5510.9
2014-11-10,5580.85
2014-11-11,5873.0
2014-11-12,5914.95
2014-11-13,6258.65
2014-11-14,6511.5
2014-11-17,6496.55
2014-11-18,6422.05
2014-11-19,6237.85
2014-11-20,5849.15
2014-11-21,5902.15
2014-11-24,5886.05
2014-11-25,5813.75
2014-11-26,5780.1
2014-11-27,5834.55
2014-11-28,5797.7
2014-12-01,5870.7
2014-12-02,5744.2
2014-12-03,5834.5
2014-12-04,5769.7
2014-12-05,5790.35
2014-12-08,5794.05
2014-12-09,5764.7
2014-12-10,5772.6
2014-12-11,5835.15
2014-12-12,5833.5
2014-12-15,5957.5
2014-12-16,5849.2
2014-12-17,5710.55
2014-12-18,5924.95
2014-12-19,5886.5
2014-12-22,6047.75
2014-12-23,6137.6
2014-12-24,6240.75
2014-12-26,6103.4
2014-12-29,6232.45
2014-12-30,6206.7
2014-12-31,6342.9
