Date,SRTRANSFIN
2014-01-01,672.2
2014-01-02,658.75
2014-01-03,674.45
2014-01-06,657.55
2014-01-07,634.65
2014-01-08,627.7
2014-01-09,609.5
2014-01-10,604.75
2014-01-13,608.75
2014-01-14,605.65
2014-01-15,620.05
2014-01-16,605.15
2014-01-17,599.65
2014-01-20,610.45
2014-01-21,617.2
2014-01-22,624.35
2014-01-23,617.75
2014-01-24,619.2
2014-01-27,603.45
2014-01-28,608.2
2014-01-29,615.65
2014-01-30,606.1
2014-01-31,625.2
2014-02-03,619.6
2014-02-04,615.4
2014-02-05,610.45
2014-02-06,598.0
2014-02-07,591.4
2014-02-10,590.75
2014-02-11,585.05
2014-02-12,583.3
2014-02-13,577.9
2014-02-14,556.9
2014-02-17,554.25
2014-02-18,559.2
2014-02-19,555.8
2014-02-20,573.3
2014-02-21,588.4
2014-02-24,576.95
2014-02-25,590.5
2014-02-26,590.4
2014-02-28,591.25
2014-03-03,579.15
2014-03-04,579.1
2014-03-05,593.3
2014-03-06,619.9
2014-03-07,622.0
2014-03-10,664.4
2014-03-11,649.3
2014-03-12,645.05
2014-03-13,643.9
2014-03-14,629.25
2014-03-18,655.0
2014-03-19,678.55
2014-03-20,654.45
2014-03-21,667.15
2014-03-22,666.6
2014-03-24,690.1
2014-03-25,704.55
2014-03-26,710.15
2014-03-27,716.3
2014-03-28,738.6
2014-03-31,767.5
2014-04-01,754.85
2014-04-02,765.05
2014-04-03,732.0
2014-04-04,731.45
2014-04-07,740.05
2014-04-09,786.85
2014-04-10,781.65
2014-04-11,769.6
2014-04-15,733.05
2014-04-16,725.95
2014-04-17,747.8
2014-04-21,761.1
2014-04-22,782.45
2014-04-23,811.3
2014-04-25,804.9
2014-04-28,775.35
2014-04-29,745.15
2014-04-30,734.8
2014-05-02,740.75
2014-05-05,731.6
2014-05-06,721.95
2014-05-07,703.35
2014-05-08,713.8
2014-05-09,771.1
2014-05-12,775.65
2014-05-13,788.3
2014-05-14,804.1
2014-05-15,814.8
2014-05-16,851.75
2014-05-19,912.35
2014-05-20,880.5
2014-05-21,873.1
2014-05-22,942.75
2014-05-23,915.75
2014-05-26,936.4
2014-05-27,914.8
2014-05-28,929.8
2014-05-29,913.1
2014-05-30,947.2
2014-06-02,941.4
2014-06-03,957.55
2014-06-04,922.5
2014-06-05,950.05
2014-06-06,983.05
2014-06-09,1007.25
2014-06-10,1007.75
2014-06-11,995.5
2014-06-12,996.7
2014-06-13,932.5
2014-06-16,910.35
2014-06-17,912.05
2014-06-18,879.9
2014-06-19,875.8
2014-06-20,863.6
2014-06-23,849.55
2014-06-24,849.55
2014-06-25,850.0
2014-06-26,885.3
2014-06-27,895.5
2014-06-30,905.05
2014-07-01,904.5
2014-07-02,942.2
2014-07-03,935.75
2014-07-04,954.1
2014-07-07,959.5
2014-07-08,916.9
2014-07-09,899.65
2014-07-10,906.65
2014-07-11,862.15
2014-07-14,878.3
2014-07-15,907.85
2014-07-16,919.75
2014-07-17,910.7
2014-07-18,896.0
2014-07-21,895.5
2014-07-22,899.05
2014-07-23,878.55
2014-07-24,877.2
2014-07-25,885.35
2014-07-28,907.7
2014-07-30,914.0
2014-07-31,900.05
2014-08-01,885.4
2014-08-04,872.4
2014-08-05,888.85
2014-08-06,896.35
2014-08-07,906.55
2014-08-08,881.35
2014-08-11,894.65
2014-08-12,898.85
2014-08-13,896.2
2014-08-14,891.95
2014-08-18,886.5
2014-08-19,927.8
2014-08-20,937.05
2014-08-21,933.05
2014-08-22,936.85
2014-08-25,928.15
2014-08-26,911.95
2014-08-27,919.35
2014-08-28,904.15
2014-09-01,943.0
2014-09-02,960.65
2014-09-03,972.8
2014-09-04,974.5
2014-09-05,990.1
2014-09-08,970.15
2014-09-09,975.65
2014-09-10,976.05
2014-09-11,970.75
2014-09-12,976.4
2014-09-15,971.75
2014-09-16,929.8
2014-09-17,951.05
2014-09-18,962.45
2014-09-19,965.9
2014-09-22,978.7
2014-09-23,977.15
2014-09-24,943.45
2014-09-25,919.65
2014-09-26,947.3
2014-09-29,975.4
2014-09-30,932.3
2014-10-01,910.4
2014-10-07,887.35
2014-10-08,899.1
2014-10-09,901.45
2014-10-10,876.7
2014-10-13,874.4
2014-10-14,904.25
2014-10-16,872.55
2014-10-17,900.0
2014-10-20,924.7
2014-10-21,900.05
2014-10-22,915.4
2014-10-23,924.3
2014-10-27,897.55
2014-10-28,891.25
2014-10-29,893.75
2014-10-30,907.3
2014-10-31,950.35
2014-11-03,937.1
2014-11-05,948.25
2014-11-07,970.85
2014-11-10,967.9
2014-11-11,1015.3
2014-11-12,1039.2
2014-11-13,1049.6
2014-11-14,1043.1
2014-11-17,1051.9
2014-11-18,1049.25
2014-11-19,1064.9
2014-11-20,1049.9
2014-11-21,1059.15
2014-11-24,1050.35
2014-11-25,1024.8
2014-11-26,1037.9
2014-11-27,1037.4
2014-11-28,1079.9
2014-12-01,1116.8
2014-12-02,1110.8
2014-12-03,1162.5
2014-12-04,1204.05
2014-12-05,1178.2
2014-12-08,1178.3
2014-12-09,1145.85
2014-12-10,1188.25
2014-12-11,1148.75
2014-12-12,1123.3
2014-12-15,1123.75
2014-12-16,1084.35
2014-12-17,1060.4
2014-12-18,1121.7
2014-12-19,1096.25
2014-12-22,1115.7
2014-12-23,1101.95
2014-12-24,1096.65
2014-12-26,1091.4
2014-12-29,1099.1
2014-12-30,1106.25
2014-12-31,1108.3
