Date,INDIANB
2014-01-01,116.45
2014-01-02,117.05
2014-01-03,114.55
2014-01-06,113.45
2014-01-07,111.05
2014-01-08,111.6
2014-01-09,110.85
2014-01-10,108.0
2014-01-13,109.55
2014-01-14,107.3
2014-01-15,108.6
2014-01-16,107.75
2014-01-17,107.2
2014-01-20,106.85
2014-01-21,107.1
2014-01-22,106.75
2014-01-23,109.0
2014-01-24,107.25
2014-01-27,101.25
2014-01-28,97.9
2014-01-29,97.3
2014-01-30,92.4
2014-01-31,99.6
2014-02-03,99.05
2014-02-04,97.0
2014-02-05,97.95
2014-02-06,97.3
2014-02-07,97.75
2014-02-10,95.95
2014-02-11,95.95
2014-02-12,95.8
2014-02-13,94.7
2014-02-14,92.85
2014-02-17,90.65
2014-02-18,91.45
2014-02-19,89.75
2014-02-20,87.0
2014-02-21,89.55
2014-02-24,88.6
2014-02-25,86.85
2014-02-26,86.75
2014-02-28,88.1
2014-03-03,90.5
2014-03-04,92.6
2014-03-05,98.0
2014-03-06,102.1
2014-03-07,106.9
2014-03-10,106.8
2014-03-11,105.8
2014-03-12,102.65
2014-03-13,105.3
2014-03-14,105.6
2014-03-18,105.95
2014-03-19,107.65
2014-03-20,106.8
2014-03-21,108.35
2014-03-22,108.8
2014-03-24,109.55
2014-03-25,106.25
2014-03-26,106.0
2014-03-27,109.35
2014-03-28,112.65
2014-03-31,114.85
2014-04-01,112.9
2014-04-02,116.35
2014-04-03,115.8
2014-04-04,116.0
2014-04-07,117.7
2014-04-09,129.2
2014-04-10,133.05
2014-04-11,130.0
2014-04-15,130.15
2014-04-16,130.1
2014-04-17,131.45
2014-04-21,131.4
2014-04-22,130.4
2014-04-23,130.95
2014-04-25,132.35
2014-04-28,129.6
2014-04-29,129.55
2014-04-30,129.3
2014-05-02,127.25
2014-05-05,127.1
2014-05-06,125.55
2014-05-07,121.8
2014-05-08,116.85
2014-05-09,123.0
2014-05-12,121.5
2014-05-13,124.25
2014-05-14,139.0
2014-05-15,138.5
2014-05-16,147.1
2014-05-19,167.55
2014-05-20,169.5
2014-05-21,170.0
2014-05-22,168.85
2014-05-23,175.55
2014-05-26,175.05
2014-05-27,168.15
2014-05-28,167.4
2014-05-29,164.95
2014-05-30,170.8
2014-06-02,175.45
2014-06-03,172.65
2014-06-04,174.8
2014-06-05,178.95
2014-06-06,185.25
2014-06-09,183.7
2014-06-10,185.3
2014-06-11,179.05
2014-06-12,175.15
2014-06-13,173.35
2014-06-16,170.1
2014-06-17,175.35
2014-06-18,177.0
2014-06-19,170.65
2014-06-20,164.85
2014-06-23,181.5
2014-06-24,179.2
2014-06-25,178.65
2014-06-26,177.45
2014-06-27,179.15
2014-06-30,183.85
2014-07-01,178.8
2014-07-02,182.4
2014-07-03,180.1
2014-07-04,186.0
2014-07-07,182.25
2014-07-08,173.6
2014-07-09,170.45
2014-07-10,168.3
2014-07-11,160.85
2014-07-14,156.2
2014-07-15,158.75
2014-07-16,159.5
2014-07-17,160.25
2014-07-18,158.85
2014-07-21,161.45
2014-07-22,161.65
2014-07-23,160.85
2014-07-24,160.65
2014-07-25,157.7
2014-07-28,149.8
2014-07-30,151.2
2014-07-31,148.6
2014-08-01,146.45
2014-08-04,154.25
2014-08-05,152.4
2014-08-06,148.2
2014-08-07,145.05
2014-08-08,140.15
2014-08-11,141.75
2014-08-12,137.65
2014-08-13,133.55
2014-08-14,135.85
2014-08-18,141.6
2014-08-19,146.25
2014-08-20,144.1
2014-08-21,153.05
2014-08-22,153.35
2014-08-25,145.5
2014-08-26,144.85
2014-08-27,144.45
2014-08-28,136.4
2014-09-01,141.3
2014-09-02,145.35
2014-09-03,148.95
2014-09-04,144.85
2014-09-05,146.2
2014-09-08,143.8
2014-09-09,145.15
2014-09-10,144.95
2014-09-11,152.4
2014-09-12,156.1
2014-09-15,160.4
2014-09-16,156.3
2014-09-17,152.25
2014-09-18,151.8
2014-09-19,157.0
2014-09-22,154.55
2014-09-23,150.95
2014-09-24,150.45
2014-09-25,150.5
2014-09-26,151.95
2014-09-29,152.3
2014-09-30,153.95
2014-10-01,152.15
2014-10-07,154.8
2014-10-08,149.7
2014-10-09,151.05
2014-10-10,149.55
2014-10-13,152.1
2014-10-14,153.0
2014-10-16,153.35
2014-10-17,153.7
2014-10-20,157.9
2014-10-21,164.9
2014-10-22,164.1
2014-10-23,167.45
2014-10-27,165.7
2014-10-28,166.0
2014-10-29,167.7
2014-10-30,167.05
2014-10-31,166.8
2014-11-03,166.75
2014-11-05,169.45
2014-11-07,172.2
2014-11-10,177.8
2014-11-11,181.0
2014-11-12,177.35
2014-11-13,180.65
2014-11-14,181.25
2014-11-17,184.25
2014-11-18,188.8
2014-11-19,187.7
2014-11-20,182.3
2014-11-21,182.05
2014-11-24,186.1
2014-11-25,185.1
2014-11-26,182.15
2014-11-27,182.7
2014-11-28,189.75
2014-12-01,188.4
2014-12-02,196.05
2014-12-03,208.35
2014-12-04,203.6
2014-12-05,200.95
2014-12-08,193.95
2014-12-09,185.95
2014-12-10,188.65
2014-12-11,191.9
2014-12-12,186.5
2014-12-15,192.45
2014-12-16,185.7
2014-12-17,186.85
2014-12-18,190.8
2014-12-19,192.9
2014-12-22,197.9
2014-12-23,206.25
2014-12-24,199.85
2014-12-26,206.65
2014-12-29,217.35
2014-12-30,216.05
2014-12-31,217.95
