Date,BROOKS
2014-01-01,18.45
2014-01-02,18.3
2014-01-03,18.95
2014-01-06,22.7
2014-01-07,22.5
2014-01-08,21.7
2014-01-09,21.3
2014-01-10,20.6
2014-01-13,20.35
2014-01-14,19.7
2014-01-15,20.05
2014-01-16,20.1
2014-01-17,19.55
2014-01-20,20.05
2014-01-21,19.9
2014-01-22,19.9
2014-01-23,19.7
2014-01-24,18.95
2014-01-27,17.75
2014-01-28,18.15
2014-01-29,17.95
2014-01-30,17.5
2014-01-31,17.1
2014-02-03,17.2
2014-02-04,17.1
2014-02-05,19.8
2014-02-06,19.4
2014-02-07,18.9
2014-02-10,18.3
2014-02-11,18.35
2014-02-12,18.55
2014-02-13,18.45
2014-02-14,17.85
2014-02-17,17.7
2014-02-18,17.55
2014-02-19,17.7
2014-02-20,17.15
2014-02-21,17.35
2014-02-24,17.3
2014-02-25,17.5
2014-02-26,17.45
2014-02-28,17.3
2014-03-03,16.9
2014-03-04,17.05
2014-03-05,17.6
2014-03-06,18.4
2014-03-07,17.95
2014-03-10,17.85
2014-03-11,17.85
2014-03-12,17.6
2014-03-13,17.65
2014-03-14,17.45
2014-03-18,17.55
2014-03-19,17.55
2014-03-20,17.35
2014-03-21,17.4
2014-03-22,17.55
2014-03-24,17.3
2014-03-25,17.0
2014-03-26,17.1
2014-03-27,17.2
2014-03-28,17.5
2014-03-31,18.05
2014-04-01,21.25
2014-04-02,20.6
2014-04-03,19.7
2014-04-04,20.8
2014-04-07,20.55
2014-04-09,21.1
2014-04-10,20.65
2014-04-11,19.95
2014-04-15,19.45
2014-04-16,19.4
2014-04-17,20.05
2014-04-21,20.55
2014-04-22,20.55
2014-04-23,21.8
2014-04-25,21.7
2014-04-28,21.4
2014-04-29,22.2
2014-04-30,21.45
2014-05-02,20.9
2014-05-05,20.25
2014-05-06,20.6
2014-05-07,20.25
2014-05-08,19.85
2014-05-09,20.45
2014-05-12,20.15
2014-05-13,20.4
2014-05-14,20.45
2014-05-15,20.2
2014-05-16,20.05
2014-05-19,21.1
2014-05-20,22.0
2014-05-21,21.95
2014-05-22,22.75
2014-05-23,25.45
2014-05-26,24.0
2014-05-27,23.5
2014-05-28,24.95
2014-05-29,24.45
2014-05-30,23.65
2014-06-02,23.75
2014-06-03,23.75
2014-06-04,25.05
2014-06-05,25.45
2014-06-06,24.4
2014-06-09,27.4
2014-06-10,26.75
2014-06-11,27.9
2014-06-12,27.55
2014-06-13,25.95
2014-06-16,25.45
2014-06-17,26.25
2014-06-18,26.15
2014-06-19,25.8
2014-06-20,25.55
2014-06-23,25.2
2014-06-24,30.1
2014-06-25,32.55
2014-06-26,31.55
2014-06-27,30.85
2014-06-30,30.5
2014-07-01,29.65
2014-07-02,29.85
2014-07-03,29.5
2014-07-04,35.25
2014-07-07,36.85
2014-07-08,33.1
2014-07-09,30.4
2014-07-10,32.3
2014-07-11,29.95
2014-07-14,30.6
2014-07-15,31.55
2014-07-16,31.45
2014-07-17,31.9
2014-07-18,37.0
2014-07-21,39.4
2014-07-22,40.15
2014-07-23,38.7
2014-07-24,38.7
2014-07-25,37.15
2014-07-28,36.15
2014-07-30,42.3
2014-07-31,45.4
2014-08-01,43.4
2014-08-04,46.25
2014-08-05,51.55
2014-08-06,49.2
2014-08-07,48.5
2014-08-08,46.8
2014-08-11,48.1
2014-08-12,47.15
2014-08-13,42.45
2014-08-14,38.25
2014-08-18,39.05
2014-08-19,40.8
2014-08-20,41.55
2014-08-21,41.3
2014-08-22,39.25
2014-08-25,37.75
2014-08-26,38.95
2014-08-27,38.2
2014-08-28,38.0
2014-09-01,37.3
2014-09-02,39.15
2014-09-03,38.7
2014-09-04,37.95
2014-09-05,38.75
2014-09-08,42.6
2014-09-09,41.4
2014-09-10,45.5
2014-09-11,45.45
2014-09-12,44.95
2014-09-15,46.0
2014-09-16,41.55
2014-09-17,40.95
2014-09-18,41.65
2014-09-19,41.2
2014-09-22,41.8
2014-09-23,40.0
2014-09-24,38.8
2014-09-25,38.05
2014-09-26,38.05
2014-09-29,40.3
2014-09-30,41.1
2014-10-01,40.35
2014-10-07,39.6
2014-10-08,40.45
2014-10-09,41.55
2014-10-10,40.3
2014-10-13,39.5
2014-10-14,38.85
2014-10-16,37.35
2014-10-17,38.1
2014-10-20,37.95
2014-10-21,37.8
2014-10-22,38.3
2014-10-23,38.9
2014-10-27,39.95
2014-10-28,39.5
2014-10-29,40.3
2014-10-30,39.55
2014-10-31,39.55
2014-11-03,39.85
2014-11-05,40.2
2014-11-07,39.05
2014-11-10,39.55
2014-11-11,39.4
2014-11-12,39.4
2014-11-13,39.35
2014-11-14,39.95
2014-11-17,47.9
2014-11-18,50.45
2014-11-19,50.1
2014-11-20,46.95
2014-11-21,50.75
2014-11-24,48.95
2014-11-25,46.35
2014-11-26,46.35
2014-11-27,46.65
2014-11-28,45.15
2014-12-01,44.2
2014-12-02,44.5
2014-12-03,46.95
2014-12-04,48.2
2014-12-05,46.85
2014-12-08,45.75
2014-12-09,44.55
2014-12-10,44.75
2014-12-11,44.05
2014-12-12,43.4
2014-12-15,42.95
2014-12-16,40.95
2014-12-17,39.75
2014-12-18,41.35
2014-12-19,41.7
2014-12-22,41.05
2014-12-23,40.9
2014-12-24,40.6
2014-12-26,40.3
2014-12-29,40.1
2014-12-30,44.25
2014-12-31,44.9
