Date,JISLJALEQS
2014-01-01,71.95
2014-01-02,69.2
2014-01-03,69.4
2014-01-06,71.4
2014-01-07,70.3
2014-01-08,71.4
2014-01-09,71.5
2014-01-10,71.85
2014-01-13,71.3
2014-01-14,70.4
2014-01-15,70.55
2014-01-16,69.0
2014-01-17,67.75
2014-01-20,69.45
2014-01-21,69.95
2014-01-22,69.5
2014-01-23,66.8
2014-01-24,66.05
2014-01-27,62.3
2014-01-28,62.75
2014-01-29,61.9
2014-01-30,61.6
2014-01-31,63.25
2014-02-03,62.0
2014-02-04,63.5
2014-02-05,62.8
2014-02-06,63.0
2014-02-07,63.5
2014-02-10,63.5
2014-02-11,62.95
2014-02-12,62.15
2014-02-13,60.4
2014-02-14,58.9
2014-02-17,60.05
2014-02-18,59.2
2014-02-19,60.0
2014-02-20,59.7
2014-02-21,59.25
2014-02-24,59.25
2014-02-25,58.2
2014-02-26,57.9
2014-02-28,59.2
2014-03-03,58.85
2014-03-04,59.25
2014-03-05,59.8
2014-03-06,61.45
2014-03-07,61.35
2014-03-10,60.5
2014-03-11,59.2
2014-03-12,59.95
2014-03-13,58.3
2014-03-14,58.8
2014-03-18,58.75
2014-03-19,59.25
2014-03-20,58.25
2014-03-21,58.95
2014-03-22,59.15
2014-03-24,58.55
2014-03-25,58.55
2014-03-26,59.8
2014-03-27,62.35
2014-03-28,64.5
2014-03-31,65.45
2014-04-01,65.9
2014-04-02,67.5
2014-04-03,66.65
2014-04-04,67.25
2014-04-07,67.5
2014-04-09,68.35
2014-04-10,69.6
2014-04-11,71.35
2014-04-15,71.35
2014-04-16,68.0
2014-04-17,68.9
2014-04-21,70.75
2014-04-22,71.4
2014-04-23,73.35
2014-04-25,72.2
2014-04-28,81.85
2014-04-29,86.0
2014-04-30,81.7
2014-05-02,83.05
2014-05-05,84.05
2014-05-06,84.3
2014-05-07,81.5
2014-05-08,83.25
2014-05-09,86.5
2014-05-12,89.9
2014-05-13,91.65
2014-05-14,90.7
2014-05-15,89.2
2014-05-16,93.3
2014-05-19,99.5
2014-05-20,109.05
2014-05-21,108.8
2014-05-22,110.55
2014-05-23,122.8
2014-05-26,116.85
2014-05-27,114.85
2014-05-28,116.85
2014-05-29,109.75
2014-05-30,110.75
2014-06-02,114.05
2014-06-03,114.1
2014-06-04,122.3
2014-06-05,121.6
2014-06-06,117.6
2014-06-09,126.2
2014-06-10,128.15
2014-06-11,122.15
2014-06-12,118.05
2014-06-13,112.6
2014-06-16,114.0
2014-06-17,117.2
2014-06-18,113.8
2014-06-19,113.0
2014-06-20,114.75
2014-06-23,117.0
2014-06-24,119.15
2014-06-25,118.0
2014-06-26,115.0
2014-06-27,115.0
2014-06-30,119.65
2014-07-01,122.95
2014-07-02,123.2
2014-07-03,121.4
2014-07-04,127.35
2014-07-07,131.75
2014-07-08,120.9
2014-07-09,114.25
2014-07-10,115.65
2014-07-11,102.7
2014-07-14,103.75
2014-07-15,106.0
2014-07-16,108.0
2014-07-17,110.1
2014-07-18,106.8
2014-07-21,106.3
2014-07-22,104.15
2014-07-23,104.8
2014-07-24,105.35
2014-07-25,101.75
2014-07-28,101.3
2014-07-30,102.6
2014-07-31,102.4
2014-08-01,99.25
2014-08-04,101.35
2014-08-05,104.15
2014-08-06,101.65
2014-08-07,100.1
2014-08-08,97.15
2014-08-11,97.85
2014-08-12,94.5
2014-08-13,89.35
2014-08-14,91.45
2014-08-18,92.8
2014-08-19,93.9
2014-08-20,92.85
2014-08-21,90.35
2014-08-22,88.6
2014-08-25,88.3
2014-08-26,86.25
2014-08-27,90.75
2014-08-28,89.05
2014-09-01,92.55
2014-09-02,96.25
2014-09-03,94.6
2014-09-04,91.65
2014-09-05,89.05
2014-09-08,89.0
2014-09-09,93.4
2014-09-10,93.75
2014-09-11,93.05
2014-09-12,94.55
2014-09-15,94.95
2014-09-16,87.6
2014-09-17,88.2
2014-09-18,91.4
2014-09-19,89.85
2014-09-22,90.6
2014-09-23,88.05
2014-09-24,86.95
2014-09-25,82.6
2014-09-26,83.35
2014-09-29,81.55
2014-09-30,81.4
2014-10-01,80.0
2014-10-07,78.95
2014-10-08,77.9
2014-10-09,80.8
2014-10-10,77.8
2014-10-13,80.75
2014-10-14,80.1
2014-10-16,76.95
2014-10-17,80.7
2014-10-20,81.6
2014-10-21,82.1
2014-10-22,82.9
2014-10-23,84.4
2014-10-27,84.85
2014-10-28,84.95
2014-10-29,85.45
2014-10-30,84.6
2014-10-31,90.85
2014-11-03,91.3
2014-11-05,86.65
2014-11-07,83.75
2014-11-10,81.3
2014-11-11,87.5
2014-11-12,85.35
2014-11-13,81.85
2014-11-14,82.25
2014-11-17,83.1
2014-11-18,89.3
2014-11-19,85.0
2014-11-20,84.9
2014-11-21,83.9
2014-11-24,84.0
2014-11-25,80.6
2014-11-26,83.0
2014-11-27,83.5
2014-11-28,84.35
2014-12-01,81.95
2014-12-02,82.6
2014-12-03,84.6
2014-12-04,84.5
2014-12-05,82.75
2014-12-08,80.3
2014-12-09,78.95
2014-12-10,80.25
2014-12-11,78.3
2014-12-12,76.15
2014-12-15,74.85
2014-12-16,67.5
2014-12-17,65.9
2014-12-18,69.15
2014-12-19,67.65
2014-12-22,68.95
2014-12-23,65.8
2014-12-24,66.8
2014-12-26,67.1
2014-12-29,68.25
2014-12-30,69.65
2014-12-31,70.0
