Date,ULTRACEMCO
2014-01-01,1769.25
2014-01-02,1731.1
2014-01-03,1727.2
2014-01-06,1724.3
2014-01-07,1690.2
2014-01-08,1700.85
2014-01-09,1688.55
2014-01-10,1671.8
2014-01-13,1669.55
2014-01-14,1648.0
2014-01-15,1710.1
2014-01-16,1747.2
2014-01-17,1719.25
2014-01-20,1718.95
2014-01-21,1699.75
2014-01-22,1694.7
2014-01-23,1706.05
2014-01-24,1699.75
2014-01-27,1700.05
2014-01-28,1694.8
2014-01-29,1703.35
2014-01-30,1686.15
2014-01-31,1710.7
2014-02-03,1690.05
2014-02-04,1674.1
2014-02-05,1679.65
2014-02-06,1696.75
2014-02-07,1729.05
2014-02-10,1724.85
2014-02-11,1699.35
2014-02-12,1705.7
2014-02-13,1688.45
2014-02-14,1666.35
2014-02-17,1667.5
2014-02-18,1690.9
2014-02-19,1706.45
2014-02-20,1702.05
2014-02-21,1799.95
2014-02-24,1838.15
2014-02-25,1865.75
2014-02-26,1844.1
2014-02-28,1839.2
2014-03-03,1826.75
2014-03-04,1877.55
2014-03-05,1897.95
2014-03-06,1960.05
2014-03-07,1973.75
2014-03-10,1989.75
2014-03-11,2003.3
2014-03-12,1964.45
2014-03-13,1958.4
2014-03-14,1969.95
2014-03-18,1968.2
2014-03-19,1978.85
2014-03-20,1944.55
2014-03-21,1955.3
2014-03-22,1952.35
2014-03-24,1973.1
2014-03-25,1980.2
2014-03-26,1989.45
2014-03-27,2058.75
2014-03-28,2147.1
2014-03-31,2186.95
2014-04-01,2158.05
2014-04-02,2128.6
2014-04-03,2147.5
2014-04-04,2150.2
2014-04-07,2225.55
2014-04-09,2223.65
2014-04-10,2245.8
2014-04-11,2259.25
2014-04-15,2212.15
2014-04-16,2200.0
2014-04-17,2217.6
2014-04-21,2219.25
2014-04-22,2202.1
2014-04-23,2169.7
2014-04-25,2079.6
2014-04-28,2050.75
2014-04-29,2066.5
2014-04-30,2027.15
2014-05-02,2035.95
2014-05-05,2030.8
2014-05-06,2023.8
2014-05-07,1968.9
2014-05-08,1980.05
2014-05-09,2079.6
2014-05-12,2159.15
2014-05-13,2220.55
2014-05-14,2240.6
2014-05-15,2230.7
2014-05-16,2334.15
2014-05-19,2338.65
2014-05-20,2345.8
2014-05-21,2270.95
2014-05-22,2265.05
2014-05-23,2270.1
2014-05-26,2236.4
2014-05-27,2265.45
2014-05-28,2375.55
2014-05-29,2392.1
2014-05-30,2382.2
2014-06-02,2450.3
2014-06-03,2553.5
2014-06-04,2571.85
2014-06-05,2632.5
2014-06-06,2674.7
2014-06-09,2800.75
2014-06-10,2797.9
2014-06-11,2775.5
2014-06-12,2768.7
2014-06-13,2768.0
2014-06-16,2746.65
2014-06-17,2796.9
2014-06-18,2805.1
2014-06-19,2755.4
2014-06-20,2727.45
2014-06-23,2711.25
2014-06-24,2705.75
2014-06-25,2724.5
2014-06-26,2685.05
2014-06-27,2595.9
2014-06-30,2591.95
2014-07-01,2630.05
2014-07-02,2643.3
2014-07-03,2628.35
2014-07-04,2601.0
2014-07-07,2559.9
2014-07-08,2499.95
2014-07-09,2494.0
2014-07-10,2511.4
2014-07-11,2488.4
2014-07-14,2513.2
2014-07-15,2519.3
2014-07-16,2513.2
2014-07-17,2592.95
2014-07-18,2551.95
2014-07-21,2522.55
2014-07-22,2520.65
2014-07-23,2451.8
2014-07-24,2484.4
2014-07-25,2475.5
2014-07-28,2410.35
2014-07-30,2467.3
2014-07-31,2420.85
2014-08-01,2471.6
2014-08-04,2470.6
2014-08-05,2603.3
2014-08-06,2546.65
2014-08-07,2544.25
2014-08-08,2474.55
2014-08-11,2532.65
2014-08-12,2613.1
2014-08-13,2608.1
2014-08-14,2632.55
2014-08-18,2665.15
2014-08-19,2718.6
2014-08-20,2684.35
2014-08-21,2644.9
2014-08-22,2651.35
2014-08-25,2629.25
2014-08-26,2610.85
2014-08-27,2594.5
2014-08-28,2550.05
2014-09-01,2643.5
2014-09-02,2719.25
2014-09-03,2713.15
2014-09-04,2710.6
2014-09-05,2670.75
2014-09-08,2718.05
2014-09-09,2694.9
2014-09-10,2680.4
2014-09-11,2686.55
2014-09-12,2639.35
2014-09-15,2589.15
2014-09-16,2551.2
2014-09-17,2599.85
2014-09-18,2645.95
2014-09-19,2641.55
2014-09-22,2617.25
2014-09-23,2601.3
2014-09-24,2630.65
2014-09-25,2574.0
2014-09-26,2646.0
2014-09-29,2646.65
2014-09-30,2631.65
2014-10-01,2648.75
2014-10-07,2556.7
2014-10-08,2549.1
2014-10-09,2570.8
2014-10-10,2481.35
2014-10-13,2481.9
2014-10-14,2467.0
2014-10-16,2317.6
2014-10-17,2317.75
2014-10-20,2450.25
2014-10-21,2400.0
2014-10-22,2401.2
2014-10-23,2433.25
2014-10-27,2430.6
2014-10-28,2464.85
2014-10-29,2479.3
2014-10-30,2512.15
2014-10-31,2548.45
2014-11-03,2559.95
2014-11-05,2535.3
2014-11-07,2561.9
2014-11-10,2581.1
2014-11-11,2646.6
2014-11-12,2624.6
2014-11-13,2577.2
2014-11-14,2616.0
2014-11-17,2561.45
2014-11-18,2530.1
2014-11-19,2494.75
2014-11-20,2466.35
2014-11-21,2490.7
2014-11-24,2522.1
2014-11-25,2467.2
2014-11-26,2476.45
2014-11-27,2475.2
2014-11-28,2484.25
2014-12-01,2478.2
2014-12-02,2473.0
2014-12-03,2474.1
2014-12-04,2464.65
2014-12-05,2485.25
2014-12-08,2512.1
2014-12-09,2481.75
2014-12-10,2515.75
2014-12-11,2484.45
2014-12-12,2511.5
2014-12-15,2536.7
2014-12-16,2484.85
2014-12-17,2439.3
2014-12-18,2446.55
2014-12-19,2498.35
2014-12-22,2517.0
2014-12-23,2544.5
2014-12-24,2620.55
2014-12-26,2602.95
2014-12-29,2645.4
2014-12-30,2629.8
2014-12-31,2676.05
