Date,TTML
2014-01-01,7.85
2014-01-02,7.65
2014-01-03,8.35
2014-01-06,8.0
2014-01-07,7.9
2014-01-08,7.9
2014-01-09,7.8
2014-01-10,7.6
2014-01-13,7.45
2014-01-14,7.85
2014-01-15,7.85
2014-01-16,7.6
2014-01-17,7.45
2014-01-20,7.6
2014-01-21,7.55
2014-01-22,7.65
2014-01-23,7.55
2014-01-24,7.4
2014-01-27,7.2
2014-01-28,7.2
2014-01-29,7.4
2014-01-30,7.2
2014-01-31,7.2
2014-02-03,7.1
2014-02-04,7.3
2014-02-05,7.25
2014-02-06,7.15
2014-02-07,7.25
2014-02-10,7.15
2014-02-11,7.1
2014-02-12,7.1
2014-02-13,7.0
2014-02-14,6.9
2014-02-17,6.9
2014-02-18,6.95
2014-02-19,7.15
2014-02-20,7.15
2014-02-21,7.05
2014-02-24,7.45
2014-02-25,7.75
2014-02-26,7.6
2014-02-28,7.4
2014-03-03,7.15
2014-03-04,7.4
2014-03-05,7.3
2014-03-06,7.3
2014-03-07,7.4
2014-03-10,7.35
2014-03-11,7.3
2014-03-12,7.15
2014-03-13,7.05
2014-03-14,7.0
2014-03-18,7.05
2014-03-19,7.05
2014-03-20,6.95
2014-03-21,7.0
2014-03-22,6.95
2014-03-24,6.95
2014-03-25,6.9
2014-03-26,7.05
2014-03-27,7.1
2014-03-28,7.3
2014-03-31,7.4
2014-04-01,7.3
2014-04-02,7.55
2014-04-03,7.3
2014-04-04,7.6
2014-04-07,7.45
2014-04-09,7.7
2014-04-10,7.85
2014-04-11,8.45
2014-04-15,8.15
2014-04-16,7.9
2014-04-17,7.95
2014-04-21,8.05
2014-04-22,8.0
2014-04-23,8.05
2014-04-25,9.0
2014-04-28,9.4
2014-04-29,9.15
2014-04-30,8.95
2014-05-02,8.8
2014-05-05,8.55
2014-05-06,8.35
2014-05-07,8.75
2014-05-08,8.55
2014-05-09,8.7
2014-05-12,8.5
2014-05-13,8.7
2014-05-14,8.75
2014-05-15,8.45
2014-05-16,8.4
2014-05-19,9.15
2014-05-20,10.3
2014-05-21,10.4
2014-05-22,10.85
2014-05-23,12.0
2014-05-26,11.7
2014-05-27,11.5
2014-05-28,11.3
2014-05-29,10.95
2014-05-30,11.0
2014-06-02,11.3
2014-06-03,11.1
2014-06-04,11.3
2014-06-05,12.4
2014-06-06,12.3
2014-06-09,12.8
2014-06-10,12.5
2014-06-11,12.25
2014-06-12,12.55
2014-06-13,11.75
2014-06-16,11.4
2014-06-17,12.45
2014-06-18,11.85
2014-06-19,11.7
2014-06-20,11.6
2014-06-23,11.35
2014-06-24,11.6
2014-06-25,11.45
2014-06-26,11.65
2014-06-27,11.5
2014-06-30,11.85
2014-07-01,12.55
2014-07-02,12.65
2014-07-03,12.35
2014-07-04,12.4
2014-07-07,13.7
2014-07-08,12.55
2014-07-09,12.0
2014-07-10,12.15
2014-07-11,11.55
2014-07-14,11.55
2014-07-15,11.85
2014-07-16,12.1
2014-07-17,12.5
2014-07-18,12.7
2014-07-21,12.65
2014-07-22,12.65
2014-07-23,12.45
2014-07-24,12.2
2014-07-25,11.95
2014-07-28,11.85
2014-07-30,11.65
2014-07-31,11.75
2014-08-01,11.9
2014-08-04,11.95
2014-08-05,12.2
2014-08-06,11.85
2014-08-07,11.6
2014-08-08,11.15
2014-08-11,11.15
2014-08-12,11.25
2014-08-13,10.6
2014-08-14,10.5
2014-08-18,11.0
2014-08-19,12.15
2014-08-20,12.1
2014-08-21,11.7
2014-08-22,11.7
2014-08-25,11.35
2014-08-26,11.15
2014-08-27,11.15
2014-08-28,11.05
2014-09-01,11.25
2014-09-02,11.25
2014-09-03,11.15
2014-09-04,11.1
2014-09-05,11.05
2014-09-08,11.35
2014-09-09,11.05
2014-09-10,11.1
2014-09-11,11.1
2014-09-12,11.35
2014-09-15,11.95
2014-09-16,11.15
2014-09-17,11.15
2014-09-18,11.35
2014-09-19,11.7
2014-09-22,11.25
2014-09-23,10.9
2014-09-24,10.75
2014-09-25,10.2
2014-09-26,10.35
2014-09-29,10.25
2014-09-30,10.05
2014-10-01,9.95
2014-10-07,9.75
2014-10-08,9.7
2014-10-09,9.8
2014-10-10,9.65
2014-10-13,9.7
2014-10-14,9.5
2014-10-16,9.15
2014-10-17,9.1
2014-10-20,8.9
2014-10-21,8.85
2014-10-22,9.05
2014-10-23,9.25
2014-10-27,9.05
2014-10-28,8.95
2014-10-29,9.0
2014-10-30,8.95
2014-10-31,9.25
2014-11-03,9.4
2014-11-05,9.7
2014-11-07,9.65
2014-11-10,9.5
2014-11-11,9.6
2014-11-12,9.45
2014-11-13,9.25
2014-11-14,9.1
2014-11-17,9.05
2014-11-18,9.4
2014-11-19,9.1
2014-11-20,9.0
2014-11-21,9.0
2014-11-24,8.95
2014-11-25,8.8
2014-11-26,8.75
2014-11-27,8.75
2014-11-28,8.65
2014-12-01,8.55
2014-12-02,8.45
2014-12-03,8.55
2014-12-04,8.7
2014-12-05,8.55
2014-12-08,8.3
2014-12-09,8.15
2014-12-10,8.1
2014-12-11,7.95
2014-12-12,7.75
2014-12-15,7.5
2014-12-16,7.65
2014-12-17,7.45
2014-12-18,7.75
2014-12-19,7.7
2014-12-22,7.55
2014-12-23,7.5
2014-12-24,7.6
2014-12-26,7.55
2014-12-29,7.6
2014-12-30,7.55
2014-12-31,7.6
