Date,MUNJALSHOW
2014-01-01,70.05
2014-01-02,70.1
2014-01-03,69.9
2014-01-06,70.1
2014-01-07,69.4
2014-01-08,69.25
2014-01-09,68.3
2014-01-10,68.55
2014-01-13,67.9
2014-01-14,66.5
2014-01-15,68.65
2014-01-16,67.75
2014-01-17,67.45
2014-01-20,66.8
2014-01-21,66.7
2014-01-22,67.5
2014-01-23,66.65
2014-01-24,66.25
2014-01-27,67.0
2014-01-28,66.75
2014-01-29,66.85
2014-01-30,65.8
2014-01-31,65.4
2014-02-03,66.05
2014-02-04,67.0
2014-02-05,72.7
2014-02-06,75.25
2014-02-07,74.9
2014-02-10,74.55
2014-02-11,76.8
2014-02-12,73.55
2014-02-13,72.0
2014-02-14,73.45
2014-02-17,74.95
2014-02-18,73.35
2014-02-19,72.45
2014-02-20,73.7
2014-02-21,72.3
2014-02-24,73.8
2014-02-25,74.65
2014-02-26,74.6
2014-02-28,74.35
2014-03-03,75.55
2014-03-04,76.15
2014-03-05,74.65
2014-03-06,74.6
2014-03-07,74.9
2014-03-10,75.35
2014-03-11,75.45
2014-03-12,75.05
2014-03-13,74.35
2014-03-14,74.25
2014-03-18,75.15
2014-03-19,75.8
2014-03-20,74.5
2014-03-21,78.4
2014-03-22,80.15
2014-03-24,82.6
2014-03-25,82.15
2014-03-26,83.5
2014-03-27,83.1
2014-03-28,83.1
2014-03-31,84.45
2014-04-01,84.45
2014-04-02,87.25
2014-04-03,86.25
2014-04-04,89.9
2014-04-07,90.5
2014-04-09,94.0
2014-04-10,92.45
2014-04-11,91.3
2014-04-15,88.85
2014-04-16,90.85
2014-04-17,91.6
2014-04-21,91.25
2014-04-22,91.95
2014-04-23,92.35
2014-04-25,90.2
2014-04-28,90.05
2014-04-29,90.1
2014-04-30,89.3
2014-05-02,89.55
2014-05-05,88.15
2014-05-06,88.1
2014-05-07,88.0
2014-05-08,87.4
2014-05-09,88.3
2014-05-12,90.0
2014-05-13,92.05
2014-05-14,91.1
2014-05-15,93.9
2014-05-16,96.5
2014-05-19,104.35
2014-05-20,111.9
2014-05-21,112.65
2014-05-22,112.25
2014-05-23,105.05
2014-05-26,107.05
2014-05-27,104.9
2014-05-28,110.1
2014-05-29,112.1
2014-05-30,113.95
2014-06-02,117.95
2014-06-03,127.6
2014-06-04,134.8
2014-06-05,138.15
2014-06-06,130.15
2014-06-09,135.55
2014-06-10,138.85
2014-06-11,135.6
2014-06-12,140.7
2014-06-13,133.15
2014-06-16,131.65
2014-06-17,133.2
2014-06-18,133.25
2014-06-19,134.9
2014-06-20,134.9
2014-06-23,134.7
2014-06-24,144.3
2014-06-25,144.95
2014-06-26,140.1
2014-06-27,138.95
2014-06-30,142.25
2014-07-01,144.65
2014-07-02,144.1
2014-07-03,141.8
2014-07-04,141.8
2014-07-07,140.55
2014-07-08,134.75
2014-07-09,132.85
2014-07-10,134.55
2014-07-11,127.2
2014-07-14,125.55
2014-07-15,127.7
2014-07-16,129.05
2014-07-17,131.8
2014-07-18,134.05
2014-07-21,136.45
2014-07-22,136.4
2014-07-23,135.0
2014-07-24,137.75
2014-07-25,137.95
2014-07-28,139.15
2014-07-30,138.85
2014-07-31,142.05
2014-08-01,139.85
2014-08-04,138.6
2014-08-05,143.7
2014-08-06,152.45
2014-08-07,148.95
2014-08-08,143.45
2014-08-11,146.25
2014-08-12,144.9
2014-08-13,141.75
2014-08-14,145.05
2014-08-18,147.75
2014-08-19,145.3
2014-08-20,145.55
2014-08-21,149.7
2014-08-22,149.7
2014-08-25,149.05
2014-08-26,145.8
2014-08-27,148.55
2014-08-28,156.0
2014-09-01,172.5
2014-09-02,173.95
2014-09-03,169.15
2014-09-04,166.75
2014-09-05,177.95
2014-09-08,186.05
2014-09-09,183.55
2014-09-10,192.15
2014-09-11,195.7
2014-09-12,199.75
2014-09-15,213.1
2014-09-16,193.45
2014-09-17,192.45
2014-09-18,204.2
2014-09-19,201.8
2014-09-22,200.7
2014-09-23,196.35
2014-09-24,193.8
2014-09-25,184.2
2014-09-26,186.8
2014-09-29,196.1
2014-09-30,198.75
2014-10-01,198.1
2014-10-07,194.0
2014-10-08,189.45
2014-10-09,196.1
2014-10-10,191.15
2014-10-13,191.55
2014-10-14,187.9
2014-10-16,181.5
2014-10-17,181.0
2014-10-20,174.8
2014-10-21,174.15
2014-10-22,177.85
2014-10-23,183.55
2014-10-27,188.75
2014-10-28,202.75
2014-10-29,214.85
2014-10-30,222.2
2014-10-31,220.65
2014-11-03,231.75
2014-11-05,234.4
2014-11-07,231.95
2014-11-10,228.05
2014-11-11,228.65
2014-11-12,229.45
2014-11-13,227.05
2014-11-14,229.85
2014-11-17,234.7
2014-11-18,233.0
2014-11-19,229.85
2014-11-20,226.85
2014-11-21,223.65
2014-11-24,222.9
2014-11-25,206.65
2014-11-26,209.7
2014-11-27,211.0
2014-11-28,208.35
2014-12-01,209.75
2014-12-02,207.9
2014-12-03,225.0
2014-12-04,223.75
2014-12-05,216.85
2014-12-08,215.9
2014-12-09,201.6
2014-12-10,206.35
2014-12-11,200.15
2014-12-12,200.9
2014-12-15,196.1
2014-12-16,193.45
2014-12-17,187.5
2014-12-18,193.0
2014-12-19,194.7
2014-12-22,193.2
2014-12-23,190.45
2014-12-24,190.0
2014-12-26,188.65
2014-12-29,188.1
2014-12-30,187.5
2014-12-31,204.45
