Date,BAJAJCORP
2014-01-01,218.0
2014-01-02,214.9
2014-01-03,214.75
2014-01-06,217.1
2014-01-07,215.5
2014-01-08,214.75
2014-01-09,213.95
2014-01-10,210.3
2014-01-13,213.0
2014-01-14,210.05
2014-01-15,214.1
2014-01-16,209.85
2014-01-17,204.95
2014-01-20,210.5
2014-01-21,214.55
2014-01-22,210.8
2014-01-23,208.8
2014-01-24,208.65
2014-01-27,207.95
2014-01-28,211.55
2014-01-29,212.9
2014-01-30,210.25
2014-01-31,213.3
2014-02-03,211.45
2014-02-04,210.55
2014-02-05,219.25
2014-02-06,210.2
2014-02-07,208.2
2014-02-10,207.05
2014-02-11,205.6
2014-02-12,207.75
2014-02-13,204.1
2014-02-14,203.05
2014-02-17,206.55
2014-02-18,212.35
2014-02-19,212.2
2014-02-20,208.2
2014-02-21,206.05
2014-02-24,206.45
2014-02-25,206.9
2014-02-26,204.35
2014-02-28,206.0
2014-03-03,209.65
2014-03-04,209.85
2014-03-05,208.15
2014-03-06,212.1
2014-03-07,208.45
2014-03-10,204.95
2014-03-11,206.2
2014-03-12,208.05
2014-03-13,209.0
2014-03-14,212.85
2014-03-18,213.35
2014-03-19,218.5
2014-03-20,222.65
2014-03-21,227.85
2014-03-22,232.55
2014-03-24,227.55
2014-03-25,219.75
2014-03-26,218.5
2014-03-27,217.75
2014-03-28,216.0
2014-03-31,217.2
2014-04-01,218.4
2014-04-02,220.05
2014-04-03,220.5
2014-04-04,220.8
2014-04-07,219.95
2014-04-09,218.9
2014-04-10,219.9
2014-04-11,219.85
2014-04-15,218.35
2014-04-16,218.15
2014-04-17,222.1
2014-04-21,226.6
2014-04-22,231.35
2014-04-23,230.05
2014-04-25,228.6
2014-04-28,220.6
2014-04-29,215.25
2014-04-30,210.35
2014-05-02,207.3
2014-05-05,205.2
2014-05-06,207.1
2014-05-07,209.6
2014-05-08,209.65
2014-05-09,208.85
2014-05-12,210.05
2014-05-13,212.0
2014-05-14,211.45
2014-05-15,214.6
2014-05-16,213.05
2014-05-19,206.3
2014-05-20,210.35
2014-05-21,213.85
2014-05-22,221.95
2014-05-23,217.8
2014-05-26,214.9
2014-05-27,219.55
2014-05-28,217.1
2014-05-29,215.95
2014-05-30,227.65
2014-06-02,224.25
2014-06-03,216.7
2014-06-04,220.0
2014-06-05,220.15
2014-06-06,219.65
2014-06-09,216.9
2014-06-10,219.9
2014-06-11,227.45
2014-06-12,247.05
2014-06-13,233.65
2014-06-16,233.1
2014-06-17,240.95
2014-06-18,240.8
2014-06-19,236.65
2014-06-20,247.15
2014-06-23,243.35
2014-06-24,238.6
2014-06-25,234.65
2014-06-26,233.15
2014-06-27,235.65
2014-06-30,234.45
2014-07-01,239.65
2014-07-02,240.55
2014-07-03,241.25
2014-07-04,243.8
2014-07-07,247.7
2014-07-08,239.45
2014-07-09,238.55
2014-07-10,227.8
2014-07-11,226.4
2014-07-14,230.15
2014-07-15,232.05
2014-07-16,225.45
2014-07-17,228.6
2014-07-18,228.2
2014-07-21,230.2
2014-07-22,234.8
2014-07-23,233.1
2014-07-24,232.3
2014-07-25,231.55
2014-07-28,230.15
2014-07-30,233.0
2014-07-31,230.15
2014-08-01,229.1
2014-08-04,229.45
2014-08-05,239.5
2014-08-06,243.8
2014-08-07,240.75
2014-08-08,241.65
2014-08-11,241.3
2014-08-12,243.1
2014-08-13,239.35
2014-08-14,249.15
2014-08-18,257.4
2014-08-19,263.2
2014-08-20,262.65
2014-08-21,265.55
2014-08-22,269.45
2014-08-25,267.5
2014-08-26,263.95
2014-08-27,265.35
2014-08-28,269.25
2014-09-01,277.4
2014-09-02,277.7
2014-09-03,284.8
2014-09-04,281.1
2014-09-05,279.5
2014-09-08,283.1
2014-09-09,294.6
2014-09-10,283.45
2014-09-11,282.6
2014-09-12,282.0
2014-09-15,282.1
2014-09-16,269.25
2014-09-17,265.75
2014-09-18,274.3
2014-09-19,283.9
2014-09-22,276.05
2014-09-23,266.15
2014-09-24,260.8
2014-09-25,253.9
2014-09-26,260.45
2014-09-29,259.75
2014-09-30,258.0
2014-10-01,265.45
2014-10-07,267.55
2014-10-08,264.75
2014-10-09,268.55
2014-10-10,269.0
2014-10-13,275.35
2014-10-14,283.95
2014-10-16,281.35
2014-10-17,289.35
2014-10-20,287.25
2014-10-21,284.3
2014-10-22,284.65
2014-10-23,287.8
2014-10-27,288.55
2014-10-28,291.6
2014-10-29,291.35
2014-10-30,281.15
2014-10-31,284.45
2014-11-03,283.55
2014-11-05,274.3
2014-11-07,270.2
2014-11-10,273.45
2014-11-11,274.75
2014-11-12,277.3
2014-11-13,289.4
2014-11-14,284.65
2014-11-17,289.5
2014-11-18,282.9
2014-11-19,289.3
2014-11-20,307.9
2014-11-21,305.3
2014-11-24,308.35
2014-11-25,304.6
2014-11-26,311.35
2014-11-27,314.8
2014-11-28,323.3
2014-12-01,334.35
2014-12-02,353.3
2014-12-03,349.35
2014-12-04,344.35
2014-12-05,360.5
2014-12-08,341.25
2014-12-09,329.45
2014-12-10,341.5
2014-12-11,343.7
2014-12-12,340.25
2014-12-15,354.95
2014-12-16,351.25
2014-12-17,342.6
2014-12-18,341.65
2014-12-19,343.35
2014-12-22,349.75
2014-12-23,340.4
2014-12-24,341.25
2014-12-26,339.55
2014-12-29,341.8
2014-12-30,351.4
2014-12-31,354.25
