Date,DPSCLTD
2014-01-01,15.9
2014-01-02,15.45
2014-01-03,15.7
2014-01-06,15.15
2014-01-07,15.65
2014-01-08,15.25
2014-01-09,15.0
2014-01-10,15.15
2014-01-13,15.2
2014-01-14,15.5
2014-01-15,15.55
2014-01-16,15.25
2014-01-17,14.75
2014-01-20,15.15
2014-01-21,14.5
2014-01-22,15.05
2014-01-23,15.0
2014-01-24,14.45
2014-01-27,14.25
2014-01-28,14.45
2014-01-29,14.15
2014-01-30,14.25
2014-01-31,14.15
2014-02-03,14.2
2014-02-04,14.0
2014-02-05,13.9
2014-02-06,13.85
2014-02-07,13.7
2014-02-10,13.75
2014-02-11,13.8
2014-02-12,13.65
2014-02-13,13.8
2014-02-14,14.1
2014-02-17,13.45
2014-02-18,14.05
2014-02-19,13.65
2014-02-20,13.9
2014-02-21,13.75
2014-02-24,14.1
2014-02-25,13.65
2014-02-26,13.65
2014-02-28,13.95
2014-03-03,13.7
2014-03-04,13.6
2014-03-05,13.9
2014-03-06,14.0
2014-03-07,13.75
2014-03-10,13.85
2014-03-11,13.9
2014-03-12,13.9
2014-03-13,13.9
2014-03-14,13.95
2014-03-18,13.2
2014-03-19,13.45
2014-03-20,13.7
2014-03-21,13.5
2014-03-22,13.65
2014-03-24,13.6
2014-03-25,13.3
2014-03-26,13.5
2014-03-27,13.7
2014-03-28,13.9
2014-03-31,13.9
2014-04-01,14.0
2014-04-02,14.4
2014-04-03,14.3
2014-04-04,14.0
2014-04-07,14.0
2014-04-09,14.1
2014-04-10,14.05
2014-04-11,13.95
2014-04-15,13.45
2014-04-16,13.55
2014-04-17,13.4
2014-04-21,13.85
2014-04-22,14.1
2014-04-23,14.0
2014-04-25,13.75
2014-04-28,13.6
2014-04-29,13.8
2014-04-30,13.9
2014-05-02,13.8
2014-05-05,13.15
2014-05-06,13.25
2014-05-07,13.05
2014-05-08,12.95
2014-05-09,12.95
2014-05-12,12.8
2014-05-13,12.75
2014-05-14,13.4
2014-05-15,13.85
2014-05-16,13.55
2014-05-19,13.7
2014-05-20,14.5
2014-05-21,16.55
2014-05-22,18.55
2014-05-23,18.55
2014-05-26,15.45
2014-05-27,16.45
2014-05-28,17.25
2014-05-29,16.85
2014-05-30,16.4
2014-06-02,16.2
2014-06-03,17.4
2014-06-04,17.85
2014-06-05,16.85
2014-06-06,17.3
2014-06-09,16.95
2014-06-10,17.05
2014-06-11,17.05
2014-06-12,16.85
2014-06-13,16.1
2014-06-16,16.2
2014-06-17,16.3
2014-06-18,16.7
2014-06-19,17.35
2014-06-20,17.5
2014-06-23,16.15
2014-06-24,16.4
2014-06-25,15.8
2014-06-26,16.8
2014-06-27,16.65
2014-06-30,17.15
2014-07-01,16.7
2014-07-02,16.35
2014-07-03,15.5
2014-07-04,16.15
2014-07-07,16.75
2014-07-08,15.45
2014-07-09,15.05
2014-07-10,15.6
2014-07-11,15.65
2014-07-14,16.75
2014-07-15,17.9
2014-07-16,20.1
2014-07-17,20.15
2014-07-18,20.2
2014-07-21,22.95
2014-07-22,21.05
2014-07-23,23.8
2014-07-24,22.65
2014-07-25,23.1
2014-07-28,21.55
2014-07-30,25.45
2014-07-31,25.9
2014-08-01,26.2
2014-08-04,28.25
2014-08-05,28.1
2014-08-06,27.85
2014-08-07,27.5
2014-08-08,26.0
2014-08-11,25.75
2014-08-12,26.2
2014-08-13,24.1
2014-08-14,22.3
2014-08-18,22.6
2014-08-19,22.5
2014-08-20,22.4
2014-08-21,23.4
2014-08-22,22.45
2014-08-25,21.35
2014-08-26,21.0
2014-08-27,21.6
2014-08-28,20.65
2014-09-01,21.0
2014-09-02,21.3
2014-09-03,21.3
2014-09-04,20.95
2014-09-05,20.9
2014-09-08,21.15
2014-09-09,21.1
2014-09-10,21.5
2014-09-11,23.05
2014-09-12,22.35
2014-09-15,23.25
2014-09-16,21.0
2014-09-17,21.6
2014-09-18,21.0
2014-09-19,21.15
2014-09-22,21.6
2014-09-23,20.3
2014-09-24,20.95
2014-09-25,20.55
2014-09-26,20.65
2014-09-29,19.8
2014-09-30,20.05
2014-10-01,18.95
2014-10-07,18.75
2014-10-08,18.15
2014-10-09,18.35
2014-10-10,18.5
2014-10-13,18.55
2014-10-14,18.25
2014-10-16,17.7
2014-10-17,17.7
2014-10-20,18.05
2014-10-21,17.75
2014-10-22,17.4
2014-10-23,17.8
2014-10-27,18.25
2014-10-28,18.9
2014-10-29,20.3
2014-10-30,20.8
2014-10-31,21.0
2014-11-03,21.0
2014-11-05,20.75
2014-11-07,20.5
2014-11-10,19.8
2014-11-11,19.2
2014-11-12,19.15
2014-11-13,19.5
2014-11-14,19.8
2014-11-17,19.05
2014-11-18,19.85
2014-11-19,19.25
2014-11-20,19.35
2014-11-21,18.9
2014-11-24,18.9
2014-11-25,18.25
2014-11-26,18.5
2014-11-27,17.75
2014-11-28,18.25
2014-12-01,18.3
2014-12-02,18.7
2014-12-03,18.2
2014-12-04,18.1
2014-12-05,18.15
2014-12-08,18.1
2014-12-09,18.15
2014-12-10,18.45
2014-12-11,18.2
2014-12-12,17.95
2014-12-15,17.55
2014-12-16,18.25
2014-12-17,17.1
2014-12-18,17.45
2014-12-19,17.35
2014-12-22,17.65
2014-12-23,16.3
2014-12-24,17.45
2014-12-26,18.0
2014-12-29,17.1
2014-12-30,17.7
2014-12-31,17.25
