Date,KOTAKBANK
2014-01-01,722.55
2014-01-02,707.4
2014-01-03,712.55
2014-01-06,714.1
2014-01-07,708.15
2014-01-08,712.9
2014-01-09,710.15
2014-01-10,700.45
2014-01-13,716.9
2014-01-14,711.3
2014-01-15,729.15
2014-01-16,731.45
2014-01-17,727.1
2014-01-20,728.15
2014-01-21,706.3
2014-01-22,710.3
2014-01-23,705.3
2014-01-24,684.75
2014-01-27,658.1
2014-01-28,659.8
2014-01-29,664.0
2014-01-30,650.05
2014-01-31,657.05
2014-02-03,654.95
2014-02-04,665.3
2014-02-05,667.5
2014-02-06,660.5
2014-02-07,658.85
2014-02-10,647.25
2014-02-11,647.25
2014-02-12,649.55
2014-02-13,636.8
2014-02-14,646.45
2014-02-17,650.75
2014-02-18,680.3
2014-02-19,685.9
2014-02-20,669.75
2014-02-21,672.05
2014-02-24,677.6
2014-02-25,675.75
2014-02-26,685.4
2014-02-28,684.5
2014-03-03,669.95
2014-03-04,676.7
2014-03-05,680.8
2014-03-06,687.35
2014-03-07,711.55
2014-03-10,752.4
2014-03-11,744.2
2014-03-12,744.85
2014-03-13,764.35
2014-03-14,755.95
2014-03-18,765.3
2014-03-19,762.4
2014-03-20,747.25
2014-03-21,744.1
2014-03-22,741.25
2014-03-24,765.55
2014-03-25,772.65
2014-03-26,771.55
2014-03-27,771.9
2014-03-28,778.0
2014-03-31,781.05
2014-04-01,763.7
2014-04-02,769.55
2014-04-03,759.8
2014-04-04,755.1
2014-04-07,769.45
2014-04-09,784.55
2014-04-10,803.25
2014-04-11,805.65
2014-04-15,790.85
2014-04-16,784.25
2014-04-17,800.8
2014-04-21,801.35
2014-04-22,801.3
2014-04-23,822.4
2014-04-25,808.5
2014-04-28,823.95
2014-04-29,807.0
2014-04-30,802.6
2014-05-02,802.7
2014-05-05,807.6
2014-05-06,806.95
2014-05-07,810.1
2014-05-08,812.0
2014-05-09,850.75
2014-05-12,850.7
2014-05-13,861.05
2014-05-14,859.45
2014-05-15,869.9
2014-05-16,905.65
2014-05-19,917.0
2014-05-20,903.05
2014-05-21,896.65
2014-05-22,893.35
2014-05-23,878.35
2014-05-26,861.15
2014-05-27,870.6
2014-05-28,858.95
2014-05-29,860.35
2014-05-30,868.65
2014-06-02,886.6
2014-06-03,873.2
2014-06-04,861.45
2014-06-05,868.7
2014-06-06,902.75
2014-06-09,900.2
2014-06-10,900.1
2014-06-11,928.55
2014-06-12,933.7
2014-06-13,916.95
2014-06-16,930.45
2014-06-17,937.25
2014-06-18,960.25
2014-06-19,923.65
2014-06-20,930.8
2014-06-23,895.05
2014-06-24,879.1
2014-06-25,883.75
2014-06-26,865.7
2014-06-27,866.0
2014-06-30,883.55
2014-07-01,884.35
2014-07-02,893.15
2014-07-03,891.2
2014-07-04,882.2
2014-07-07,870.9
2014-07-08,872.25
2014-07-09,864.25
2014-07-10,866.45
2014-07-11,858.35
2014-07-14,855.35
2014-07-15,871.55
2014-07-16,885.05
2014-07-17,914.9
2014-07-18,935.85
2014-07-21,941.2
2014-07-22,949.2
2014-07-23,932.8
2014-07-24,938.65
2014-07-25,944.7
2014-07-28,941.2
2014-07-30,974.25
2014-07-31,953.7
2014-08-01,925.3
2014-08-04,937.75
2014-08-05,937.95
2014-08-06,932.25
2014-08-07,939.85
2014-08-08,931.6
2014-08-11,950.15
2014-08-12,964.7
2014-08-13,957.1
2014-08-14,953.35
2014-08-18,966.85
2014-08-19,980.65
2014-08-20,1000.0
2014-08-21,1018.6
2014-08-22,1030.75
2014-08-25,1044.65
2014-08-26,1054.1
2014-08-27,1040.0
2014-08-28,1037.55
2014-09-01,1047.95
2014-09-02,1058.25
2014-09-03,1056.9
2014-09-04,1058.8
2014-09-05,1078.45
2014-09-08,1076.5
2014-09-09,1073.3
2014-09-10,1064.95
2014-09-11,1064.85
2014-09-12,1069.15
2014-09-15,1046.1
2014-09-16,1027.45
2014-09-17,1021.95
2014-09-18,1047.7
2014-09-19,1063.65
2014-09-22,1043.85
2014-09-23,1041.15
2014-09-24,1036.3
2014-09-25,1028.5
2014-09-26,1024.35
2014-09-29,1003.35
2014-09-30,1013.1
2014-10-01,1011.65
2014-10-07,1005.8
2014-10-08,1000.25
2014-10-09,1023.25
2014-10-10,1002.9
2014-10-13,1008.5
2014-10-14,1013.15
2014-10-16,991.6
2014-10-17,1000.05
2014-10-20,1003.85
2014-10-21,1013.75
2014-10-22,1063.0
2014-10-23,1061.55
2014-10-27,1085.0
2014-10-28,1082.8
2014-10-29,1079.95
2014-10-30,1094.0
2014-10-31,1118.25
2014-11-03,1110.45
2014-11-05,1128.2
2014-11-07,1122.9
2014-11-10,1108.7
2014-11-11,1107.45
2014-11-12,1126.35
2014-11-13,1111.75
2014-11-14,1093.5
2014-11-17,1108.1
2014-11-18,1085.05
2014-11-19,1077.55
2014-11-20,1156.7
2014-11-21,1199.15
2014-11-24,1199.75
2014-11-25,1160.55
2014-11-26,1160.45
2014-11-27,1157.6
2014-11-28,1202.5
2014-12-01,1201.75
2014-12-02,1215.4
2014-12-03,1220.7
2014-12-04,1223.85
2014-12-05,1240.4
2014-12-08,1245.95
2014-12-09,1231.95
2014-12-10,1235.25
2014-12-11,1246.2
2014-12-12,1247.3
2014-12-15,1308.85
2014-12-16,1283.5
2014-12-17,1244.65
2014-12-18,1252.05
2014-12-19,1236.3
2014-12-22,1257.95
2014-12-23,1244.5
2014-12-24,1245.35
2014-12-26,1253.05
2014-12-29,1243.55
2014-12-30,1246.65
2014-12-31,1263.9
