Date,ANDHRABANK
2014-01-01,64.0
2014-01-02,63.15
2014-01-03,63.65
2014-01-06,62.75
2014-01-07,62.1
2014-01-08,63.95
2014-01-09,62.8
2014-01-10,61.65
2014-01-13,62.2
2014-01-14,62.5
2014-01-15,63.1
2014-01-16,62.15
2014-01-17,60.85
2014-01-20,62.2
2014-01-21,62.2
2014-01-22,61.75
2014-01-23,61.45
2014-01-24,59.7
2014-01-27,56.4
2014-01-28,56.3
2014-01-29,55.6
2014-01-30,54.1
2014-01-31,57.85
2014-02-03,54.7
2014-02-04,56.35
2014-02-05,56.0
2014-02-06,55.35
2014-02-07,54.75
2014-02-10,54.75
2014-02-11,54.9
2014-02-12,54.7
2014-02-13,53.85
2014-02-14,54.9
2014-02-17,54.45
2014-02-18,54.95
2014-02-19,55.0
2014-02-20,54.45
2014-02-21,55.05
2014-02-24,55.3
2014-02-25,54.5
2014-02-26,55.65
2014-02-28,56.15
2014-03-03,55.5
2014-03-04,56.5
2014-03-05,57.6
2014-03-06,57.95
2014-03-07,58.65
2014-03-10,59.95
2014-03-11,58.85
2014-03-12,58.45
2014-03-13,58.05
2014-03-14,57.75
2014-03-18,58.65
2014-03-19,58.7
2014-03-20,57.4
2014-03-21,58.4
2014-03-22,58.25
2014-03-24,58.55
2014-03-25,58.65
2014-03-26,59.35
2014-03-27,60.4
2014-03-28,63.3
2014-03-31,63.95
2014-04-01,62.9
2014-04-02,65.85
2014-04-03,64.65
2014-04-04,64.95
2014-04-07,64.35
2014-04-09,66.4
2014-04-10,66.0
2014-04-11,65.5
2014-04-15,63.9
2014-04-16,63.2
2014-04-17,64.75
2014-04-21,65.6
2014-04-22,65.1
2014-04-23,64.8
2014-04-25,65.35
2014-04-28,67.25
2014-04-29,66.2
2014-04-30,66.9
2014-05-02,66.45
2014-05-05,67.5
2014-05-06,67.7
2014-05-07,65.95
2014-05-08,63.2
2014-05-09,64.8
2014-05-12,65.15
2014-05-13,68.55
2014-05-14,73.05
2014-05-15,71.9
2014-05-16,78.0
2014-05-19,82.35
2014-05-20,84.8
2014-05-21,85.45
2014-05-22,85.65
2014-05-23,93.55
2014-05-26,94.75
2014-05-27,95.9
2014-05-28,94.9
2014-05-29,95.95
2014-05-30,95.25
2014-06-02,101.15
2014-06-03,100.3
2014-06-04,106.65
2014-06-05,105.95
2014-06-06,107.2
2014-06-09,107.95
2014-06-10,107.05
2014-06-11,102.85
2014-06-12,102.25
2014-06-13,97.1
2014-06-16,96.4
2014-06-17,100.35
2014-06-18,97.5
2014-06-19,96.5
2014-06-20,94.9
2014-06-23,96.8
2014-06-24,98.35
2014-06-25,98.25
2014-06-26,97.5
2014-06-27,95.65
2014-06-30,103.0
2014-07-01,100.85
2014-07-02,101.5
2014-07-03,102.15
2014-07-04,102.1
2014-07-07,99.6
2014-07-08,92.15
2014-07-09,89.55
2014-07-10,89.6
2014-07-11,82.05
2014-07-14,83.75
2014-07-15,86.65
2014-07-16,88.7
2014-07-17,88.95
2014-07-18,87.2
2014-07-21,86.7
2014-07-22,85.55
2014-07-23,85.65
2014-07-24,87.15
2014-07-25,84.2
2014-07-28,83.1
2014-07-30,83.5
2014-07-31,82.3
2014-08-01,82.45
2014-08-04,81.15
2014-08-05,83.0
2014-08-06,80.4
2014-08-07,79.0
2014-08-08,76.0
2014-08-11,76.7
2014-08-12,77.2
2014-08-13,71.6
2014-08-14,73.05
2014-08-18,74.75
2014-08-19,74.95
2014-08-20,74.3
2014-08-21,75.8
2014-08-22,77.25
2014-08-25,74.35
2014-08-26,73.35
2014-08-27,75.15
2014-08-28,71.85
2014-09-01,76.95
2014-09-02,75.65
2014-09-03,75.1
2014-09-04,73.15
2014-09-05,72.7
2014-09-08,73.05
2014-09-09,71.85
2014-09-10,73.6
2014-09-11,76.5
2014-09-12,76.4
2014-09-15,78.5
2014-09-16,74.9
2014-09-17,77.7
2014-09-18,80.8
2014-09-19,79.7
2014-09-22,78.95
2014-09-23,74.85
2014-09-24,71.85
2014-09-25,63.15
2014-09-26,67.2
2014-09-29,66.95
2014-09-30,65.15
2014-10-01,64.55
2014-10-07,63.7
2014-10-08,65.15
2014-10-09,67.15
2014-10-10,66.2
2014-10-13,67.85
2014-10-14,69.1
2014-10-16,68.0
2014-10-17,71.9
2014-10-20,75.2
2014-10-21,75.05
2014-10-22,75.55
2014-10-23,75.6
2014-10-27,77.1
2014-10-28,77.85
2014-10-29,76.5
2014-10-30,81.5
2014-10-31,83.85
2014-11-03,87.85
2014-11-05,85.4
2014-11-07,86.0
2014-11-10,84.65
2014-11-11,88.35
2014-11-12,87.55
2014-11-13,84.95
2014-11-14,86.75
2014-11-17,89.05
2014-11-18,90.1
2014-11-19,86.25
2014-11-20,83.75
2014-11-21,84.4
2014-11-24,83.15
2014-11-25,79.55
2014-11-26,79.9
2014-11-27,82.35
2014-11-28,86.25
2014-12-01,84.85
2014-12-02,88.3
2014-12-03,86.9
2014-12-04,88.45
2014-12-05,88.2
2014-12-08,87.1
2014-12-09,84.4
2014-12-10,89.45
2014-12-11,88.75
2014-12-12,87.75
2014-12-15,87.05
2014-12-16,81.65
2014-12-17,83.65
2014-12-18,86.8
2014-12-19,84.65
2014-12-22,86.1
2014-12-23,84.8
2014-12-24,86.1
2014-12-26,90.25
2014-12-29,89.7
2014-12-30,93.95
2014-12-31,94.6
