Date,VSTIND
2014-01-01,1718.45
2014-01-02,1695.2
2014-01-03,1714.15
2014-01-06,1677.75
2014-01-07,1689.7
2014-01-08,1704.1
2014-01-09,1680.35
2014-01-10,1652.4
2014-01-13,1669.35
2014-01-14,1679.7
2014-01-15,1644.85
2014-01-16,1648.65
2014-01-17,1643.1
2014-01-20,1643.65
2014-01-21,1679.8
2014-01-22,1656.5
2014-01-23,1660.3
2014-01-24,1651.3
2014-01-27,1646.15
2014-01-28,1610.6
2014-01-29,1602.0
2014-01-30,1591.75
2014-01-31,1601.8
2014-02-03,1608.25
2014-02-04,1600.0
2014-02-05,1600.0
2014-02-06,1596.25
2014-02-07,1595.05
2014-02-10,1581.35
2014-02-11,1580.55
2014-02-12,1588.6
2014-02-13,1606.55
2014-02-14,1607.4
2014-02-17,1597.0
2014-02-18,1582.75
2014-02-19,1599.1
2014-02-20,1588.15
2014-02-21,1597.85
2014-02-24,1588.35
2014-02-25,1589.1
2014-02-26,1577.75
2014-02-28,1600.0
2014-03-03,1599.55
2014-03-04,1589.95
2014-03-05,1579.95
2014-03-06,1589.2
2014-03-07,1571.05
2014-03-10,1603.45
2014-03-11,1594.5
2014-03-12,1586.85
2014-03-13,1599.55
2014-03-14,1592.95
2014-03-18,1600.55
2014-03-19,1616.25
2014-03-20,1660.3
2014-03-21,1672.85
2014-03-22,1682.25
2014-03-24,1690.45
2014-03-25,1675.6
2014-03-26,1660.4
2014-03-27,1642.4
2014-03-28,1677.35
2014-03-31,1645.95
2014-04-01,1633.45
2014-04-02,1659.9
2014-04-03,1676.1
2014-04-04,1685.2
2014-04-07,1710.85
2014-04-09,1713.5
2014-04-10,1734.9
2014-04-11,1734.95
2014-04-15,1751.25
2014-04-16,1738.8
2014-04-17,1724.8
2014-04-21,1750.8
2014-04-22,1780.15
2014-04-23,1890.45
2014-04-25,1909.4
2014-04-28,1896.3
2014-04-29,1941.05
2014-04-30,1960.25
2014-05-02,1925.3
2014-05-05,1913.45
2014-05-06,1903.3
2014-05-07,1912.3
2014-05-08,1930.45
2014-05-09,1924.85
2014-05-12,1942.7
2014-05-13,1932.55
2014-05-14,1902.55
2014-05-15,1892.2
2014-05-16,1850.0
2014-05-19,1879.7
2014-05-20,1855.35
2014-05-21,1834.15
2014-05-22,1842.25
2014-05-23,1874.0
2014-05-26,1838.65
2014-05-27,1839.5
2014-05-28,1822.8
2014-05-29,1826.4
2014-05-30,1815.5
2014-06-02,1793.1
2014-06-03,1834.45
2014-06-04,1817.05
2014-06-05,1840.4
2014-06-06,1828.65
2014-06-09,1828.05
2014-06-10,1820.8
2014-06-11,1818.25
2014-06-12,1820.5
2014-06-13,1843.8
2014-06-16,1854.5
2014-06-17,1870.0
2014-06-18,1904.15
2014-06-19,1899.5
2014-06-20,1901.3
2014-06-23,1783.6
2014-06-24,1822.95
2014-06-25,1781.7
2014-06-26,1780.35
2014-06-27,1770.6
2014-06-30,1797.9
2014-07-01,1782.95
2014-07-02,1795.65
2014-07-03,1789.2
2014-07-04,1792.2
2014-07-07,1778.85
2014-07-08,1745.1
2014-07-09,1768.85
2014-07-10,1444.8
2014-07-11,1497.9
2014-07-14,1495.15
2014-07-15,1510.7
2014-07-16,1539.55
2014-07-17,1565.6
2014-07-18,1607.7
2014-07-21,1650.35
2014-07-22,1644.3
2014-07-23,1649.45
2014-07-24,1637.15
2014-07-25,1634.2
2014-07-28,1540.5
2014-07-30,1536.7
2014-07-31,1530.15
2014-08-01,1536.7
2014-08-04,1570.05
2014-08-05,1569.9
2014-08-06,1570.95
2014-08-07,1549.7
2014-08-08,1535.75
2014-08-11,1542.9
2014-08-12,1546.35
2014-08-13,1526.65
2014-08-14,1539.45
2014-08-18,1542.2
2014-08-19,1542.1
2014-08-20,1523.4
2014-08-21,1532.25
2014-08-22,1533.6
2014-08-25,1540.2
2014-08-26,1549.55
2014-08-27,1527.35
2014-08-28,1530.5
2014-09-01,1582.3
2014-09-02,1565.3
2014-09-03,1586.1
2014-09-04,1620.05
2014-09-05,1646.0
2014-09-08,1696.15
2014-09-09,1689.9
2014-09-10,1635.85
2014-09-11,1582.15
2014-09-12,1653.0
2014-09-15,1621.9
2014-09-16,1631.05
2014-09-17,1645.3
2014-09-18,1642.75
2014-09-19,1627.15
2014-09-22,1622.35
2014-09-23,1605.1
2014-09-24,1599.05
2014-09-25,1609.5
2014-09-26,1639.35
2014-09-29,1631.8
2014-09-30,1628.25
2014-10-01,1659.1
2014-10-07,1690.25
2014-10-08,1682.3
2014-10-09,1689.3
2014-10-10,1684.3
2014-10-13,1683.6
2014-10-14,1694.9
2014-10-16,1685.85
2014-10-17,1677.5
2014-10-20,1696.1
2014-10-21,1717.8
2014-10-22,1721.45
2014-10-23,1731.9
2014-10-27,1735.05
2014-10-28,1724.0
2014-10-29,1759.9
2014-10-30,1770.2
2014-10-31,1815.35
2014-11-03,1817.75
2014-11-05,1816.0
2014-11-07,1832.2
2014-11-10,1820.9
2014-11-11,1824.3
2014-11-12,1832.95
2014-11-13,1826.15
2014-11-14,1830.3
2014-11-17,1839.45
2014-11-18,1851.3
2014-11-19,1860.0
2014-11-20,1879.5
2014-11-21,1888.95
2014-11-24,1883.25
2014-11-25,1846.0
2014-11-26,1830.9
2014-11-27,1810.1
2014-11-28,1845.55
2014-12-01,1849.8
2014-12-02,1857.5
2014-12-03,1863.45
2014-12-04,1928.6
2014-12-05,1919.05
2014-12-08,1915.45
2014-12-09,1912.65
2014-12-10,1918.7
2014-12-11,1909.95
2014-12-12,1907.75
2014-12-15,1918.95
2014-12-16,1880.55
2014-12-17,1876.3
2014-12-18,1900.0
2014-12-19,1917.65
2014-12-22,1920.5
2014-12-23,1916.7
2014-12-24,1919.85
2014-12-26,1909.8
2014-12-29,1919.15
2014-12-30,1913.9
2014-12-31,1901.85
