Date,GLOBUSSPR
2014-01-01,90.75
2014-01-02,86.45
2014-01-03,84.95
2014-01-06,84.9
2014-01-07,84.0
2014-01-08,85.05
2014-01-09,83.95
2014-01-10,81.35
2014-01-13,81.45
2014-01-14,80.15
2014-01-15,78.7
2014-01-16,78.25
2014-01-17,76.85
2014-01-20,77.85
2014-01-21,79.1
2014-01-22,80.0
2014-01-23,78.75
2014-01-24,76.3
2014-01-27,72.45
2014-01-28,71.25
2014-01-29,70.7
2014-01-30,69.0
2014-01-31,70.45
2014-02-03,69.7
2014-02-04,68.45
2014-02-05,72.05
2014-02-06,71.35
2014-02-07,74.05
2014-02-10,74.3
2014-02-11,72.9
2014-02-12,70.75
2014-02-13,68.0
2014-02-14,67.65
2014-02-17,66.75
2014-02-18,66.9
2014-02-19,70.9
2014-02-20,68.75
2014-02-21,68.5
2014-02-24,70.1
2014-02-25,69.3
2014-02-26,68.7
2014-02-28,68.55
2014-03-03,73.4
2014-03-04,79.9
2014-03-05,76.6
2014-03-06,78.5
2014-03-07,76.85
2014-03-10,74.25
2014-03-11,72.45
2014-03-12,72.9
2014-03-13,73.95
2014-03-14,72.4
2014-03-18,74.75
2014-03-19,74.75
2014-03-20,73.6
2014-03-21,72.95
2014-03-22,73.7
2014-03-24,72.8
2014-03-25,73.6
2014-03-26,72.45
2014-03-27,73.1
2014-03-28,76.55
2014-03-31,76.75
2014-04-01,78.35
2014-04-02,78.9
2014-04-03,77.95
2014-04-04,76.55
2014-04-07,76.7
2014-04-09,76.5
2014-04-10,76.9
2014-04-11,77.05
2014-04-15,81.7
2014-04-16,78.35
2014-04-17,80.9
2014-04-21,80.25
2014-04-22,78.35
2014-04-23,77.65
2014-04-25,76.5
2014-04-28,74.3
2014-04-29,73.7
2014-04-30,73.9
2014-05-02,73.75
2014-05-05,72.75
2014-05-06,73.2
2014-05-07,72.2
2014-05-08,74.6
2014-05-09,73.2
2014-05-12,72.6
2014-05-13,73.85
2014-05-14,78.05
2014-05-15,78.6
2014-05-16,74.75
2014-05-19,75.85
2014-05-20,78.95
2014-05-21,80.65
2014-05-22,84.2
2014-05-23,82.25
2014-05-26,77.55
2014-05-27,75.95
2014-05-28,77.65
2014-05-29,76.7
2014-05-30,73.9
2014-06-02,75.3
2014-06-03,78.1
2014-06-04,77.55
2014-06-05,79.35
2014-06-06,79.8
2014-06-09,81.65
2014-06-10,81.6
2014-06-11,81.5
2014-06-12,86.65
2014-06-13,84.65
2014-06-16,86.2
2014-06-17,86.75
2014-06-18,83.4
2014-06-19,82.55
2014-06-20,80.95
2014-06-23,85.75
2014-06-24,87.95
2014-06-25,86.95
2014-06-26,84.9
2014-06-27,85.75
2014-06-30,86.7
2014-07-01,87.65
2014-07-02,88.8
2014-07-03,86.6
2014-07-04,88.65
2014-07-07,88.65
2014-07-08,83.05
2014-07-09,80.8
2014-07-10,82.1
2014-07-11,77.8
2014-07-14,83.1
2014-07-15,84.3
2014-07-16,83.5
2014-07-17,84.0
2014-07-18,82.2
2014-07-21,83.4
2014-07-22,83.25
2014-07-23,81.65
2014-07-24,82.4
2014-07-25,79.7
2014-07-28,79.2
2014-07-30,78.2
2014-07-31,78.6
2014-08-01,77.75
2014-08-04,78.1
2014-08-05,82.95
2014-08-06,83.0
2014-08-07,80.3
2014-08-08,78.4
2014-08-11,79.15
2014-08-12,78.8
2014-08-13,76.9
2014-08-14,76.8
2014-08-18,77.9
2014-08-19,79.3
2014-08-20,78.2
2014-08-21,78.75
2014-08-22,77.4
2014-08-25,77.05
2014-08-26,75.0
2014-08-27,75.5
2014-08-28,74.6
2014-09-01,75.65
2014-09-02,75.35
2014-09-03,75.1
2014-09-04,73.7
2014-09-05,74.65
2014-09-08,74.7
2014-09-09,74.85
2014-09-10,77.55
2014-09-11,78.35
2014-09-12,80.85
2014-09-15,81.0
2014-09-16,77.45
2014-09-17,76.3
2014-09-18,77.7
2014-09-19,76.15
2014-09-22,80.5
2014-09-23,76.7
2014-09-24,75.25
2014-09-25,73.1
2014-09-26,73.0
2014-09-29,83.65
2014-09-30,81.6
2014-10-01,78.35
2014-10-07,75.5
2014-10-08,74.45
2014-10-09,76.7
2014-10-10,75.1
2014-10-13,75.45
2014-10-14,74.85
2014-10-16,73.3
2014-10-17,73.9
2014-10-20,74.15
2014-10-21,73.85
2014-10-22,74.35
2014-10-23,75.25
2014-10-27,75.05
2014-10-28,74.9
2014-10-29,73.8
2014-10-30,74.3
2014-10-31,74.85
2014-11-03,76.25
2014-11-05,76.75
2014-11-07,75.4
2014-11-10,75.15
2014-11-11,75.0
2014-11-12,74.55
2014-11-13,81.85
2014-11-14,77.5
2014-11-17,75.6
2014-11-18,75.8
2014-11-19,74.55
2014-11-20,73.65
2014-11-21,73.35
2014-11-24,73.3
2014-11-25,71.55
2014-11-26,71.55
2014-11-27,71.1
2014-11-28,71.5
2014-12-01,71.15
2014-12-02,72.5
2014-12-03,73.75
2014-12-04,71.6
2014-12-05,73.2
2014-12-08,74.7
2014-12-09,72.25
2014-12-10,72.45
2014-12-11,71.65
2014-12-12,69.1
2014-12-15,68.9
2014-12-16,65.65
2014-12-17,62.6
2014-12-18,65.5
2014-12-19,67.85
2014-12-22,68.8
2014-12-23,65.7
2014-12-24,66.15
2014-12-26,66.2
2014-12-29,66.6
2014-12-30,66.8
2014-12-31,67.75
