Date,RADICO
2014-01-01,145.8
2014-01-02,141.15
2014-01-03,142.15
2014-01-06,142.4
2014-01-07,141.35
2014-01-08,141.95
2014-01-09,139.15
2014-01-10,134.75
2014-01-13,134.8
2014-01-14,135.1
2014-01-15,136.25
2014-01-16,142.5
2014-01-17,140.15
2014-01-20,144.8
2014-01-21,152.0
2014-01-22,159.6
2014-01-23,164.5
2014-01-24,163.1
2014-01-27,156.7
2014-01-28,153.3
2014-01-29,149.6
2014-01-30,150.55
2014-01-31,153.55
2014-02-03,151.05
2014-02-04,152.3
2014-02-05,159.55
2014-02-06,159.25
2014-02-07,164.05
2014-02-10,162.05
2014-02-11,162.4
2014-02-12,159.7
2014-02-13,156.8
2014-02-14,153.15
2014-02-17,151.85
2014-02-18,159.1
2014-02-19,161.65
2014-02-20,161.35
2014-02-21,160.85
2014-02-24,156.65
2014-02-25,156.95
2014-02-26,153.9
2014-02-28,152.4
2014-03-03,153.35
2014-03-04,154.65
2014-03-05,153.9
2014-03-06,153.0
2014-03-07,145.35
2014-03-10,140.65
2014-03-11,136.95
2014-03-12,137.7
2014-03-13,139.9
2014-03-14,141.15
2014-03-18,142.35
2014-03-19,141.1
2014-03-20,142.4
2014-03-21,149.25
2014-03-22,153.1
2014-03-24,150.2
2014-03-25,147.9
2014-03-26,144.75
2014-03-27,149.5
2014-03-28,147.55
2014-03-31,145.65
2014-04-01,145.45
2014-04-02,149.4
2014-04-03,146.9
2014-04-04,146.05
2014-04-07,144.0
2014-04-09,145.5
2014-04-10,142.25
2014-04-11,135.95
2014-04-15,129.2
2014-04-16,122.75
2014-04-17,116.65
2014-04-21,122.45
2014-04-22,116.35
2014-04-23,120.05
2014-04-25,114.15
2014-04-28,109.95
2014-04-29,106.85
2014-04-30,105.6
2014-05-02,105.0
2014-05-05,100.7
2014-05-06,105.4
2014-05-07,106.6
2014-05-08,104.1
2014-05-09,104.25
2014-05-12,103.0
2014-05-13,103.8
2014-05-14,102.2
2014-05-15,100.7
2014-05-16,100.05
2014-05-19,101.05
2014-05-20,106.1
2014-05-21,107.15
2014-05-22,109.8
2014-05-23,112.2
2014-05-26,110.8
2014-05-27,108.85
2014-05-28,108.4
2014-05-29,107.25
2014-05-30,103.7
2014-06-02,103.55
2014-06-03,103.5
2014-06-04,103.75
2014-06-05,108.8
2014-06-06,114.2
2014-06-09,117.6
2014-06-10,114.75
2014-06-11,111.8
2014-06-12,113.95
2014-06-13,109.25
2014-06-16,114.7
2014-06-17,119.85
2014-06-18,118.0
2014-06-19,118.8
2014-06-20,118.8
2014-06-23,118.35
2014-06-24,116.85
2014-06-25,115.65
2014-06-26,114.8
2014-06-27,114.15
2014-06-30,113.5
2014-07-01,113.2
2014-07-02,113.05
2014-07-03,112.7
2014-07-04,112.3
2014-07-07,109.5
2014-07-08,104.9
2014-07-09,100.7
2014-07-10,104.7
2014-07-11,102.45
2014-07-14,100.2
2014-07-15,102.55
2014-07-16,102.85
2014-07-17,102.1
2014-07-18,102.0
2014-07-21,101.55
2014-07-22,100.9
2014-07-23,101.55
2014-07-24,100.25
2014-07-25,99.0
2014-07-28,97.2
2014-07-30,96.75
2014-07-31,97.0
2014-08-01,95.6
2014-08-04,95.75
2014-08-05,95.25
2014-08-06,97.15
2014-08-07,97.4
2014-08-08,94.2
2014-08-11,96.5
2014-08-12,97.1
2014-08-13,92.25
2014-08-14,91.95
2014-08-18,94.65
2014-08-19,94.9
2014-08-20,95.0
2014-08-21,93.55
2014-08-22,93.9
2014-08-25,91.2
2014-08-26,86.65
2014-08-27,82.35
2014-08-28,78.25
2014-09-01,82.15
2014-09-02,86.25
2014-09-03,90.0
2014-09-04,89.7
2014-09-05,89.45
2014-09-08,87.2
2014-09-09,86.55
2014-09-10,90.1
2014-09-11,94.6
2014-09-12,94.35
2014-09-15,90.35
2014-09-16,86.15
2014-09-17,86.35
2014-09-18,86.7
2014-09-19,84.8
2014-09-22,85.9
2014-09-23,83.6
2014-09-24,83.7
2014-09-25,81.15
2014-09-26,77.1
2014-09-29,80.2
2014-09-30,77.9
2014-10-01,80.1
2014-10-07,84.1
2014-10-08,84.95
2014-10-09,87.15
2014-10-10,85.1
2014-10-13,89.3
2014-10-14,87.95
2014-10-16,85.5
2014-10-17,84.45
2014-10-20,86.6
2014-10-21,87.45
2014-10-22,87.05
2014-10-23,90.45
2014-10-27,93.45
2014-10-28,92.55
2014-10-29,91.5
2014-10-30,90.4
2014-10-31,90.95
2014-11-03,90.35
2014-11-05,89.5
2014-11-07,88.6
2014-11-10,88.05
2014-11-11,89.25
2014-11-12,85.05
2014-11-13,84.25
2014-11-14,81.4
2014-11-17,83.75
2014-11-18,81.95
2014-11-19,82.05
2014-11-20,86.15
2014-11-21,85.1
2014-11-24,84.1
2014-11-25,79.9
2014-11-26,80.2
2014-11-27,80.9
2014-11-28,80.8
2014-12-01,80.1
2014-12-02,83.0
2014-12-03,87.15
2014-12-04,91.35
2014-12-05,99.0
2014-12-08,98.05
2014-12-09,93.3
2014-12-10,93.45
2014-12-11,91.45
2014-12-12,88.85
2014-12-15,88.35
2014-12-16,85.1
2014-12-17,83.15
2014-12-18,89.2
2014-12-19,89.65
2014-12-22,91.15
2014-12-23,88.05
2014-12-24,86.8
2014-12-26,86.15
2014-12-29,87.4
2014-12-30,86.1
2014-12-31,87.05
