Date,ICICIBANK
2014-01-01,1097.7
2014-01-02,1075.6
2014-01-03,1066.8
2014-01-06,1040.8
2014-01-07,1050.0
2014-01-08,1054.3
2014-01-09,1050.85
2014-01-10,1024.5
2014-01-13,1054.9
2014-01-14,1036.45
2014-01-15,1058.35
2014-01-16,1058.9
2014-01-17,1034.55
2014-01-20,1044.0
2014-01-21,1078.05
2014-01-22,1087.95
2014-01-23,1079.45
2014-01-24,1058.2
2014-01-27,1009.8
2014-01-28,1018.65
2014-01-29,1001.4
2014-01-30,974.55
2014-01-31,987.7
2014-02-03,963.5
2014-02-04,968.65
2014-02-05,966.25
2014-02-06,958.05
2014-02-07,960.45
2014-02-10,960.55
2014-02-11,968.85
2014-02-12,999.2
2014-02-13,983.6
2014-02-14,988.45
2014-02-17,1009.15
2014-02-18,1037.8
2014-02-19,1030.9
2014-02-20,1007.85
2014-02-21,1025.3
2014-02-24,1036.2
2014-02-25,1031.1
2014-02-26,1036.45
2014-02-28,1043.85
2014-03-03,1029.8
2014-03-04,1069.1
2014-03-05,1099.4
2014-03-06,1133.95
2014-03-07,1201.9
2014-03-10,1193.6
2014-03-11,1198.15
2014-03-12,1211.65
2014-03-13,1220.0
2014-03-14,1215.0
2014-03-18,1204.5
2014-03-19,1209.95
2014-03-20,1200.75
2014-03-21,1199.55
2014-03-22,1198.1
2014-03-24,1242.2
2014-03-25,1252.55
2014-03-26,1256.5
2014-03-27,1259.0
2014-03-28,1259.2
2014-03-31,1245.05
2014-04-01,1223.95
2014-04-02,1243.05
2014-04-03,1233.75
2014-04-04,1230.45
2014-04-07,1209.15
2014-04-09,1259.8
2014-04-10,1247.35
2014-04-11,1236.05
2014-04-15,1219.45
2014-04-16,1222.55
2014-04-17,1262.85
2014-04-21,1282.0
2014-04-22,1289.9
2014-04-23,1299.55
2014-04-25,1270.5
2014-04-28,1275.5
2014-04-29,1262.8
2014-04-30,1243.4
2014-05-02,1252.4
2014-05-05,1252.45
2014-05-06,1275.6
2014-05-07,1270.65
2014-05-08,1289.0
2014-05-09,1378.6
2014-05-12,1398.7
2014-05-13,1400.8
2014-05-14,1409.4
2014-05-15,1395.1
2014-05-16,1465.3
2014-05-19,1468.4
2014-05-20,1449.9
2014-05-21,1440.55
2014-05-22,1451.5
2014-05-23,1460.8
2014-05-26,1454.55
2014-05-27,1447.1
2014-05-28,1456.2
2014-05-29,1436.95
2014-05-30,1418.05
2014-06-02,1464.2
2014-06-03,1458.35
2014-06-04,1469.4
2014-06-05,1463.15
2014-06-06,1486.3
2014-06-09,1492.2
2014-06-10,1481.25
2014-06-11,1469.9
2014-06-12,1459.4
2014-06-13,1428.35
2014-06-16,1413.95
2014-06-17,1449.5
2014-06-18,1421.5
2014-06-19,1411.75
2014-06-20,1396.85
2014-06-23,1414.2
2014-06-24,1439.3
2014-06-25,1420.5
2014-06-26,1402.65
2014-06-27,1384.65
2014-06-30,1418.15
2014-07-01,1438.05
2014-07-02,1452.0
2014-07-03,1454.05
2014-07-04,1462.85
2014-07-07,1451.35
2014-07-08,1411.2
2014-07-09,1403.05
2014-07-10,1389.0
2014-07-11,1356.6
2014-07-14,1344.25
2014-07-15,1394.6
2014-07-16,1460.85
2014-07-17,1450.6
2014-07-18,1480.45
2014-07-21,1482.6
2014-07-22,1483.25
2014-07-23,1506.0
2014-07-24,1506.4
2014-07-25,1475.65
2014-07-28,1451.0
2014-07-30,1488.45
2014-07-31,1471.25
2014-08-01,1475.65
2014-08-04,1491.4
2014-08-05,1486.55
2014-08-06,1447.1
2014-08-07,1444.85
2014-08-08,1437.15
2014-08-11,1440.9
2014-08-12,1463.3
2014-08-13,1452.2
2014-08-14,1479.65
2014-08-18,1530.7
2014-08-19,1542.9
2014-08-20,1542.75
2014-08-21,1544.95
2014-08-22,1539.55
2014-08-25,1514.3
2014-08-26,1508.05
2014-08-27,1540.3
2014-08-28,1556.8
2014-09-01,1598.3
2014-09-02,1591.1
2014-09-03,1580.8
2014-09-04,1571.65
2014-09-05,1547.05
2014-09-08,1567.8
2014-09-09,1545.75
2014-09-10,1570.1
2014-09-11,1565.85
2014-09-12,1564.4
2014-09-15,1553.35
2014-09-16,1525.75
2014-09-17,1529.75
2014-09-18,1565.0
2014-09-19,1572.2
2014-09-22,1578.85
2014-09-23,1538.5
2014-09-24,1516.4
2014-09-25,1465.3
2014-09-26,1477.95
2014-09-29,1458.5
2014-09-30,1433.55
2014-10-01,1428.85
2014-10-07,1429.65
2014-10-08,1448.55
2014-10-09,1488.4
2014-10-10,1458.95
2014-10-13,1477.9
2014-10-14,1478.05
2014-10-16,1460.55
2014-10-17,1505.2
2014-10-20,1536.9
2014-10-21,1582.1
2014-10-22,1571.0
2014-10-23,1575.35
2014-10-27,1573.05
2014-10-28,1601.25
2014-10-29,1605.85
2014-10-30,1614.05
2014-10-31,1626.65
2014-11-03,1645.7
2014-11-05,1671.35
2014-11-07,1684.7
2014-11-10,1667.0
2014-11-11,1685.55
2014-11-12,1707.95
2014-11-13,1692.5
2014-11-14,1692.3
2014-11-17,1673.85
2014-11-18,1681.2
2014-11-19,1682.9
2014-11-20,1687.95
2014-11-21,1730.7
2014-11-24,1773.3
2014-11-25,1737.25
2014-11-26,1710.4
2014-11-27,1723.2
2014-11-28,1754.4
2014-12-01,1758.15
2014-12-02,1770.5
2014-12-03,1794.1
2014-12-04,362.2
2014-12-05,359.8
2014-12-08,353.8
2014-12-09,350.4
2014-12-10,352.05
2014-12-11,347.95
2014-12-12,346.3
2014-12-15,345.25
2014-12-16,330.7
2014-12-17,332.35
2014-12-18,345.75
2014-12-19,356.0
2014-12-22,359.2
2014-12-23,353.0
2014-12-24,353.1
2014-12-26,350.95
2014-12-29,349.15
2014-12-30,350.25
2014-12-31,353.1
