Date,JUBILANT
2014-01-01,136.2
2014-01-02,131.55
2014-01-03,129.15
2014-01-06,127.1
2014-01-07,126.9
2014-01-08,127.2
2014-01-09,126.95
2014-01-10,126.7
2014-01-13,127.15
2014-01-14,129.5
2014-01-15,129.5
2014-01-16,129.85
2014-01-17,127.25
2014-01-20,127.75
2014-01-21,129.1
2014-01-22,128.5
2014-01-23,127.35
2014-01-24,122.95
2014-01-27,126.05
2014-01-28,127.85
2014-01-29,129.1
2014-01-30,127.3
2014-01-31,134.65
2014-02-03,132.9
2014-02-04,131.55
2014-02-05,131.9
2014-02-06,132.85
2014-02-07,138.7
2014-02-10,135.6
2014-02-11,131.55
2014-02-12,132.2
2014-02-13,126.9
2014-02-14,117.75
2014-02-17,113.35
2014-02-18,114.0
2014-02-19,112.9
2014-02-20,111.75
2014-02-21,113.2
2014-02-24,115.85
2014-02-25,116.85
2014-02-26,116.1
2014-02-28,124.05
2014-03-03,136.45
2014-03-04,141.05
2014-03-05,135.95
2014-03-06,141.55
2014-03-07,140.0
2014-03-10,137.85
2014-03-11,135.25
2014-03-12,141.7
2014-03-13,151.25
2014-03-14,148.25
2014-03-18,148.75
2014-03-19,146.35
2014-03-20,144.15
2014-03-21,148.6
2014-03-22,147.2
2014-03-24,148.65
2014-03-25,149.4
2014-03-26,151.2
2014-03-27,156.45
2014-03-28,162.75
2014-03-31,158.95
2014-04-01,158.55
2014-04-02,165.25
2014-04-03,160.6
2014-04-04,166.25
2014-04-07,165.65
2014-04-09,172.15
2014-04-10,172.45
2014-04-11,173.15
2014-04-15,170.8
2014-04-16,171.0
2014-04-17,170.35
2014-04-21,170.25
2014-04-22,175.2
2014-04-23,173.4
2014-04-25,168.9
2014-04-28,170.95
2014-04-29,172.2
2014-04-30,166.7
2014-05-02,165.2
2014-05-05,157.55
2014-05-06,152.25
2014-05-07,153.05
2014-05-08,177.1
2014-05-09,175.3
2014-05-12,168.05
2014-05-13,168.75
2014-05-14,171.65
2014-05-15,168.4
2014-05-16,167.35
2014-05-19,178.8
2014-05-20,183.4
2014-05-21,190.95
2014-05-22,188.45
2014-05-23,188.15
2014-05-26,186.05
2014-05-27,187.65
2014-05-28,181.25
2014-05-29,175.5
2014-05-30,174.1
2014-06-02,175.45
2014-06-03,182.45
2014-06-04,192.75
2014-06-05,201.2
2014-06-06,199.75
2014-06-09,201.45
2014-06-10,208.1
2014-06-11,205.5
2014-06-12,212.1
2014-06-13,207.95
2014-06-16,213.15
2014-06-17,212.15
2014-06-18,211.15
2014-06-19,213.55
2014-06-20,207.05
2014-06-23,205.65
2014-06-24,208.45
2014-06-25,204.2
2014-06-26,208.5
2014-06-27,207.3
2014-06-30,208.15
2014-07-01,206.0
2014-07-02,208.35
2014-07-03,203.9
2014-07-04,207.9
2014-07-07,203.25
2014-07-08,197.5
2014-07-09,193.2
2014-07-10,189.2
2014-07-11,193.3
2014-07-14,191.35
2014-07-15,192.5
2014-07-16,193.4
2014-07-17,193.2
2014-07-18,193.55
2014-07-21,194.2
2014-07-22,194.65
2014-07-23,193.45
2014-07-24,189.4
2014-07-25,183.65
2014-07-28,181.25
2014-07-30,182.9
2014-07-31,188.0
2014-08-01,190.9
2014-08-04,194.3
2014-08-05,196.65
2014-08-06,187.4
2014-08-07,181.45
2014-08-08,173.8
2014-08-11,171.2
2014-08-12,171.85
2014-08-13,157.1
2014-08-14,159.05
2014-08-18,170.5
2014-08-19,175.75
2014-08-20,180.7
2014-08-21,175.05
2014-08-22,171.5
2014-08-25,170.8
2014-08-26,171.6
2014-08-27,170.35
2014-08-28,167.3
2014-09-01,167.2
2014-09-02,168.55
2014-09-03,168.55
2014-09-04,162.8
2014-09-05,169.55
2014-09-08,173.65
2014-09-09,175.7
2014-09-10,175.4
2014-09-11,175.9
2014-09-12,173.75
2014-09-15,174.35
2014-09-16,169.5
2014-09-17,164.2
2014-09-18,171.6
2014-09-19,172.9
2014-09-22,168.85
2014-09-23,169.05
2014-09-24,164.8
2014-09-25,152.95
2014-09-26,155.6
2014-09-29,153.3
2014-09-30,155.25
2014-10-01,153.55
2014-10-07,152.55
2014-10-08,145.7
2014-10-09,147.3
2014-10-10,146.2
2014-10-13,146.05
2014-10-14,149.3
2014-10-16,153.25
2014-10-17,151.75
2014-10-20,151.3
2014-10-21,151.7
2014-10-22,155.3
2014-10-23,159.05
2014-10-27,162.4
2014-10-28,164.95
2014-10-29,146.25
2014-10-30,146.45
2014-10-31,144.55
2014-11-03,142.15
2014-11-05,139.5
2014-11-07,136.25
2014-11-10,138.95
2014-11-11,139.15
2014-11-12,137.1
2014-11-13,137.4
2014-11-14,137.3
2014-11-17,137.55
2014-11-18,139.8
2014-11-19,139.75
2014-11-20,136.7
2014-11-21,137.1
2014-11-24,135.45
2014-11-25,130.9
2014-11-26,133.6
2014-11-27,134.25
2014-11-28,134.05
2014-12-01,135.2
2014-12-02,133.45
2014-12-03,135.05
2014-12-04,133.8
2014-12-05,134.65
2014-12-08,133.5
2014-12-09,132.15
2014-12-10,130.85
2014-12-11,130.45
2014-12-12,129.25
2014-12-15,127.35
2014-12-16,124.25
2014-12-17,124.05
2014-12-18,123.4
2014-12-19,122.55
2014-12-22,122.75
2014-12-23,124.35
2014-12-24,123.1
2014-12-26,119.45
2014-12-29,118.8
2014-12-30,120.25
2014-12-31,121.3
