Date,TIMKEN
2014-01-01,172.0
2014-01-02,167.45
2014-01-03,164.5
2014-01-06,162.0
2014-01-07,165.35
2014-01-08,163.8
2014-01-09,162.9
2014-01-10,161.6
2014-01-13,163.9
2014-01-14,162.3
2014-01-15,162.6
2014-01-16,162.4
2014-01-17,159.2
2014-01-20,159.45
2014-01-21,158.95
2014-01-22,160.05
2014-01-23,169.9
2014-01-24,163.75
2014-01-27,158.9
2014-01-28,160.8
2014-01-29,160.15
2014-01-30,157.9
2014-01-31,161.75
2014-02-03,157.2
2014-02-04,157.75
2014-02-05,163.05
2014-02-06,160.3
2014-02-07,162.55
2014-02-10,163.6
2014-02-11,162.4
2014-02-12,162.95
2014-02-13,162.0
2014-02-14,161.85
2014-02-17,162.05
2014-02-18,165.65
2014-02-19,166.8
2014-02-20,170.15
2014-02-21,171.05
2014-02-24,166.8
2014-02-25,167.6
2014-02-26,170.85
2014-02-28,170.95
2014-03-03,176.9
2014-03-04,200.65
2014-03-05,198.15
2014-03-06,193.25
2014-03-07,187.4
2014-03-10,199.5
2014-03-11,190.6
2014-03-12,197.35
2014-03-13,190.3
2014-03-14,190.9
2014-03-18,191.1
2014-03-19,192.7
2014-03-20,191.1
2014-03-21,192.9
2014-03-22,192.95
2014-03-24,191.35
2014-03-25,192.55
2014-03-26,188.8
2014-03-27,184.35
2014-03-28,184.25
2014-03-31,182.8
2014-04-01,186.4
2014-04-02,193.7
2014-04-03,194.3
2014-04-04,198.45
2014-04-07,196.65
2014-04-09,197.8
2014-04-10,195.35
2014-04-11,194.6
2014-04-15,194.0
2014-04-16,192.8
2014-04-17,200.15
2014-04-21,201.4
2014-04-22,201.15
2014-04-23,207.25
2014-04-25,205.0
2014-04-28,205.5
2014-04-29,206.6
2014-04-30,203.1
2014-05-02,205.35
2014-05-05,204.85
2014-05-06,216.55
2014-05-07,217.45
2014-05-08,215.25
2014-05-09,215.2
2014-05-12,210.3
2014-05-13,213.3
2014-05-14,215.15
2014-05-15,213.95
2014-05-16,216.85
2014-05-19,223.45
2014-05-20,223.25
2014-05-21,229.7
2014-05-22,229.05
2014-05-23,226.25
2014-05-26,223.5
2014-05-27,221.55
2014-05-28,223.4
2014-05-29,223.05
2014-05-30,223.7
2014-06-02,227.4
2014-06-03,234.1
2014-06-04,238.4
2014-06-05,237.85
2014-06-06,240.0
2014-06-09,246.8
2014-06-10,252.55
2014-06-11,246.3
2014-06-12,247.65
2014-06-13,249.55
2014-06-16,248.75
2014-06-17,258.7
2014-06-18,262.5
2014-06-19,262.65
2014-06-20,257.0
2014-06-23,257.8
2014-06-24,261.75
2014-06-25,266.1
2014-06-26,261.55
2014-06-27,270.4
2014-06-30,323.6
2014-07-01,312.9
2014-07-02,314.05
2014-07-03,307.1
2014-07-04,307.05
2014-07-07,304.05
2014-07-08,282.2
2014-07-09,287.95
2014-07-10,286.95
2014-07-11,276.05
2014-07-14,275.35
2014-07-15,310.3
2014-07-16,305.85
2014-07-17,320.3
2014-07-18,321.7
2014-07-21,319.6
2014-07-22,344.8
2014-07-23,346.7
2014-07-24,359.15
2014-07-25,340.25
2014-07-28,330.45
2014-07-30,324.6
2014-07-31,337.35
2014-08-01,326.7
2014-08-04,323.5
2014-08-05,320.25
2014-08-06,311.75
2014-08-07,314.35
2014-08-08,305.05
2014-08-11,312.7
2014-08-12,332.65
2014-08-13,323.35
2014-08-14,363.15
2014-08-18,391.5
2014-08-19,393.65
2014-08-20,402.3
2014-08-21,444.4
2014-08-22,449.1
2014-08-25,440.8
2014-08-26,458.95
2014-08-27,460.8
2014-08-28,439.7
2014-09-01,429.9
2014-09-02,422.3
2014-09-03,419.7
2014-09-04,415.95
2014-09-05,426.15
2014-09-08,424.6
2014-09-09,425.25
2014-09-10,424.15
2014-09-11,426.05
2014-09-12,426.55
2014-09-15,417.45
2014-09-16,388.5
2014-09-17,389.7
2014-09-18,415.1
2014-09-19,418.9
2014-09-22,418.45
2014-09-23,399.1
2014-09-24,394.0
2014-09-25,378.15
2014-09-26,402.25
2014-09-29,406.2
2014-09-30,417.05
2014-10-01,404.1
2014-10-07,397.85
2014-10-08,395.0
2014-10-09,408.0
2014-10-10,393.6
2014-10-13,393.8
2014-10-14,391.95
2014-10-16,384.75
2014-10-17,386.5
2014-10-20,388.8
2014-10-21,391.1
2014-10-22,392.35
2014-10-23,400.2
2014-10-27,423.8
2014-10-28,417.3
2014-10-29,415.9
2014-10-30,408.9
2014-10-31,416.1
2014-11-03,415.4
2014-11-05,410.7
2014-11-07,420.75
2014-11-10,418.25
2014-11-11,411.6
2014-11-12,409.85
2014-11-13,428.85
2014-11-14,441.65
2014-11-17,451.35
2014-11-18,453.65
2014-11-19,448.5
2014-11-20,475.4
2014-11-21,492.9
2014-11-24,479.4
2014-11-25,469.85
2014-11-26,481.1
2014-11-27,477.3
2014-11-28,476.35
2014-12-01,469.2
2014-12-02,471.15
2014-12-03,481.95
2014-12-04,489.4
2014-12-05,480.6
2014-12-08,476.4
2014-12-09,469.5
2014-12-10,473.3
2014-12-11,471.15
2014-12-12,477.25
2014-12-15,489.3
2014-12-16,470.0
2014-12-17,468.9
2014-12-18,496.05
2014-12-19,498.7
2014-12-22,518.0
2014-12-23,509.1
2014-12-24,507.25
2014-12-26,504.55
2014-12-29,513.65
2014-12-30,511.0
2014-12-31,513.85
