Date,APCOTEXIND
2014-01-01,122.25
2014-01-02,118.55
2014-01-03,117.6
2014-01-06,117.4
2014-01-07,126.3
2014-01-08,128.1
2014-01-09,123.85
2014-01-10,120.7
2014-01-13,118.2
2014-01-14,120.15
2014-01-15,119.15
2014-01-16,118.55
2014-01-17,118.1
2014-01-20,117.0
2014-01-21,116.25
2014-01-22,116.05
2014-01-23,115.6
2014-01-24,115.25
2014-01-27,112.35
2014-01-28,114.2
2014-01-29,113.6
2014-01-30,113.0
2014-01-31,113.75
2014-02-03,112.55
2014-02-04,111.2
2014-02-05,112.85
2014-02-06,112.95
2014-02-07,111.85
2014-02-10,109.65
2014-02-11,108.1
2014-02-12,107.75
2014-02-13,107.35
2014-02-14,106.4
2014-02-17,103.9
2014-02-18,104.65
2014-02-19,107.9
2014-02-20,110.1
2014-02-21,110.7
2014-02-24,111.05
2014-02-25,109.9
2014-02-26,109.7
2014-02-28,108.5
2014-03-03,109.65
2014-03-04,110.45
2014-03-05,109.95
2014-03-06,111.05
2014-03-07,112.35
2014-03-10,113.2
2014-03-11,111.1
2014-03-12,110.0
2014-03-13,112.15
2014-03-14,110.3
2014-03-18,110.7
2014-03-19,111.55
2014-03-20,111.7
2014-03-21,111.55
2014-03-22,111.65
2014-03-24,118.75
2014-03-25,117.95
2014-03-26,116.7
2014-03-27,119.95
2014-03-28,120.1
2014-03-31,120.3
2014-04-01,120.2
2014-04-02,120.95
2014-04-03,124.8
2014-04-04,125.15
2014-04-07,125.25
2014-04-09,130.95
2014-04-10,127.2
2014-04-11,126.55
2014-04-15,124.65
2014-04-16,121.25
2014-04-17,125.8
2014-04-21,130.4
2014-04-22,132.75
2014-04-23,130.85
2014-04-25,129.55
2014-04-28,127.2
2014-04-29,129.9
2014-04-30,127.95
2014-05-02,126.7
2014-05-05,127.3
2014-05-06,126.85
2014-05-07,125.4
2014-05-08,126.5
2014-05-09,130.05
2014-05-12,128.35
2014-05-13,127.35
2014-05-14,129.0
2014-05-15,135.45
2014-05-16,134.3
2014-05-19,138.2
2014-05-20,141.85
2014-05-21,147.25
2014-05-22,151.9
2014-05-23,149.85
2014-05-26,150.4
2014-05-27,153.95
2014-05-28,157.3
2014-05-29,154.8
2014-05-30,155.85
2014-06-02,158.75
2014-06-03,159.3
2014-06-04,159.75
2014-06-05,169.05
2014-06-06,170.45
2014-06-09,168.3
2014-06-10,166.25
2014-06-11,163.55
2014-06-12,160.8
2014-06-13,157.45
2014-06-16,164.9
2014-06-17,173.85
2014-06-18,167.65
2014-06-19,167.45
2014-06-20,169.25
2014-06-23,174.0
2014-06-24,181.35
2014-06-25,186.65
2014-06-26,183.25
2014-06-27,184.8
2014-06-30,185.4
2014-07-01,183.25
2014-07-02,181.75
2014-07-03,180.55
2014-07-04,181.8
2014-07-07,182.1
2014-07-08,172.65
2014-07-09,172.75
2014-07-10,169.55
2014-07-11,165.65
2014-07-14,167.05
2014-07-15,172.05
2014-07-16,174.9
2014-07-17,175.25
2014-07-18,181.55
2014-07-21,181.85
2014-07-22,192.65
2014-07-23,186.25
2014-07-24,184.75
2014-07-25,184.7
2014-07-28,186.5
2014-07-30,181.25
2014-07-31,185.75
2014-08-01,222.9
2014-08-04,267.45
2014-08-05,269.5
2014-08-06,271.75
2014-08-07,298.9
2014-08-08,288.4
2014-08-11,299.15
2014-08-12,291.4
2014-08-13,279.15
2014-08-14,294.85
2014-08-18,296.9
2014-08-19,295.25
2014-08-20,288.5
2014-08-21,288.2
2014-08-22,285.2
2014-08-25,295.3
2014-08-26,291.3
2014-08-27,296.7
2014-08-28,297.7
2014-09-01,298.35
2014-09-02,299.65
2014-09-03,294.75
2014-09-04,294.25
2014-09-05,290.0
2014-09-08,313.5
2014-09-09,331.6
2014-09-10,371.6
2014-09-11,385.8
2014-09-12,376.5
2014-09-15,363.9
2014-09-16,341.25
2014-09-17,332.1
2014-09-18,350.6
2014-09-19,344.1
2014-09-22,352.9
2014-09-23,338.3
2014-09-24,332.6
2014-09-25,315.8
2014-09-26,326.7
2014-09-29,331.35
2014-09-30,329.95
2014-10-01,327.45
2014-10-07,323.9
2014-10-08,323.45
2014-10-09,328.7
2014-10-10,354.7
2014-10-13,353.0
2014-10-14,338.2
2014-10-16,328.05
2014-10-17,327.05
2014-10-20,326.1
2014-10-21,356.5
2014-10-22,350.9
2014-10-23,351.6
2014-10-27,346.6
2014-10-28,351.6
2014-10-29,351.5
2014-10-30,354.35
2014-10-31,356.8
2014-11-03,428.15
2014-11-05,445.4
2014-11-07,435.4
2014-11-10,428.9
2014-11-11,429.75
2014-11-12,425.4
2014-11-13,424.7
2014-11-14,422.6
2014-11-17,424.6
2014-11-18,423.95
2014-11-19,438.0
2014-11-20,459.1
2014-11-21,445.05
2014-11-24,441.95
2014-11-25,441.5
2014-11-26,443.7
2014-11-27,445.35
2014-11-28,452.0
2014-12-01,495.15
2014-12-02,486.6
2014-12-03,476.4
2014-12-04,481.9
2014-12-05,481.4
2014-12-08,471.6
2014-12-09,463.0
2014-12-10,464.8
2014-12-11,468.05
2014-12-12,460.95
2014-12-15,473.3
2014-12-16,461.85
2014-12-17,446.15
2014-12-18,476.3
2014-12-19,475.15
2014-12-22,485.85
2014-12-23,468.5
2014-12-24,461.65
2014-12-26,465.9
2014-12-29,465.7
2014-12-30,462.8
2014-12-31,466.4
