Date,SHILPAMED
2014-01-01,272.7
2014-01-02,259.85
2014-01-03,270.55
2014-01-06,274.4
2014-01-07,282.0
2014-01-08,281.6
2014-01-09,286.2
2014-01-10,282.25
2014-01-13,283.35
2014-01-14,273.55
2014-01-15,275.15
2014-01-16,276.75
2014-01-17,281.05
2014-01-20,271.9
2014-01-21,273.45
2014-01-22,277.65
2014-01-23,281.55
2014-01-24,273.75
2014-01-27,268.2
2014-01-28,263.4
2014-01-29,272.85
2014-01-30,268.15
2014-01-31,275.25
2014-02-03,285.1
2014-02-04,285.5
2014-02-05,300.1
2014-02-06,313.35
2014-02-07,307.75
2014-02-10,328.7
2014-02-11,328.65
2014-02-12,321.05
2014-02-13,323.3
2014-02-14,339.65
2014-02-17,349.7
2014-02-18,349.4
2014-02-19,341.35
2014-02-20,348.4
2014-02-21,352.2
2014-02-24,360.9
2014-02-25,365.8
2014-02-26,362.4
2014-02-28,363.8
2014-03-03,372.55
2014-03-04,364.2
2014-03-05,362.25
2014-03-06,353.55
2014-03-07,350.15
2014-03-10,345.5
2014-03-11,337.7
2014-03-12,355.4
2014-03-13,346.1
2014-03-14,342.1
2014-03-18,349.95
2014-03-19,346.0
2014-03-20,348.7
2014-03-21,354.4
2014-03-22,361.4
2014-03-24,348.05
2014-03-25,364.3
2014-03-26,381.5
2014-03-27,386.65
2014-03-28,404.65
2014-03-31,414.05
2014-04-01,400.85
2014-04-02,405.65
2014-04-03,412.1
2014-04-04,411.7
2014-04-07,412.1
2014-04-09,415.0
2014-04-10,433.75
2014-04-11,441.4
2014-04-15,431.2
2014-04-16,427.25
2014-04-17,425.95
2014-04-21,424.55
2014-04-22,433.4
2014-04-23,439.15
2014-04-25,441.3
2014-04-28,451.95
2014-04-29,457.75
2014-04-30,459.0
2014-05-02,462.2
2014-05-05,457.6
2014-05-06,452.85
2014-05-07,455.45
2014-05-08,455.4
2014-05-09,444.15
2014-05-12,454.55
2014-05-13,454.05
2014-05-14,458.95
2014-05-15,459.0
2014-05-16,446.1
2014-05-19,417.55
2014-05-20,419.05
2014-05-21,416.9
2014-05-22,417.6
2014-05-23,410.8
2014-05-26,415.65
2014-05-27,419.1
2014-05-28,411.5
2014-05-29,417.95
2014-05-30,425.25
2014-06-02,424.7
2014-06-03,424.9
2014-06-04,421.5
2014-06-05,419.4
2014-06-06,418.25
2014-06-09,424.25
2014-06-10,424.7
2014-06-11,422.05
2014-06-12,424.25
2014-06-13,414.85
2014-06-16,422.45
2014-06-17,419.4
2014-06-18,424.9
2014-06-19,420.6
2014-06-20,418.85
2014-06-23,417.25
2014-06-24,420.1
2014-06-25,420.15
2014-06-26,422.7
2014-06-27,418.55
2014-06-30,435.05
2014-07-01,437.3
2014-07-02,433.85
2014-07-03,433.65
2014-07-04,477.1
2014-07-07,482.0
2014-07-08,471.95
2014-07-09,464.15
2014-07-10,463.75
2014-07-11,464.75
2014-07-14,461.3
2014-07-15,462.95
2014-07-16,459.9
2014-07-17,465.35
2014-07-18,473.05
2014-07-21,490.75
2014-07-22,507.5
2014-07-23,490.5
2014-07-24,495.4
2014-07-25,490.05
2014-07-28,491.15
2014-07-30,513.05
2014-07-31,521.95
2014-08-01,516.35
2014-08-04,529.6
2014-08-05,549.75
2014-08-06,539.65
2014-08-07,544.55
2014-08-08,536.4
2014-08-11,553.3
2014-08-12,550.45
2014-08-13,549.95
2014-08-14,492.6
2014-08-18,512.65
2014-08-19,514.9
2014-08-20,517.0
2014-08-21,522.7
2014-08-22,521.2
2014-08-25,515.45
2014-08-26,501.9
2014-08-27,510.8
2014-08-28,509.95
2014-09-01,519.55
2014-09-02,527.85
2014-09-03,526.9
2014-09-04,518.6
2014-09-05,528.35
2014-09-08,539.55
2014-09-09,538.85
2014-09-10,547.05
2014-09-11,542.0
2014-09-12,543.15
2014-09-15,539.0
2014-09-16,526.95
2014-09-17,516.15
2014-09-18,529.4
2014-09-19,527.95
2014-09-22,573.4
2014-09-23,558.6
2014-09-24,537.3
2014-09-25,522.45
2014-09-26,520.7
2014-09-29,539.25
2014-09-30,555.7
2014-10-01,577.7
2014-10-07,552.7
2014-10-08,547.0
2014-10-09,551.95
2014-10-10,537.7
2014-10-13,528.2
2014-10-14,530.2
2014-10-16,519.75
2014-10-17,516.55
2014-10-20,519.95
2014-10-21,535.65
2014-10-22,536.0
2014-10-23,536.3
2014-10-27,540.0
2014-10-28,541.5
2014-10-29,541.8
2014-10-30,539.65
2014-10-31,536.35
2014-11-03,543.9
2014-11-05,542.2
2014-11-07,543.3
2014-11-10,560.05
2014-11-11,563.6
2014-11-12,561.2
2014-11-13,556.4
2014-11-14,553.45
2014-11-17,555.2
2014-11-18,556.55
2014-11-19,546.25
2014-11-20,549.0
2014-11-21,543.0
2014-11-24,543.1
2014-11-25,520.85
2014-11-26,532.3
2014-11-27,533.75
2014-11-28,526.9
2014-12-01,529.55
2014-12-02,524.75
2014-12-03,532.55
2014-12-04,526.25
2014-12-05,536.35
2014-12-08,523.3
2014-12-09,539.5
2014-12-10,536.15
2014-12-11,543.5
2014-12-12,530.85
2014-12-15,545.45
2014-12-16,545.3
2014-12-17,537.4
2014-12-18,610.55
2014-12-19,620.4
2014-12-22,611.95
2014-12-23,618.1
2014-12-24,619.05
2014-12-26,624.95
2014-12-29,627.8
2014-12-30,643.1
2014-12-31,711.8
