Date,FSL
2014-01-01,22.1
2014-01-02,21.8
2014-01-03,22.3
2014-01-06,23.0
2014-01-07,24.1
2014-01-08,24.65
2014-01-09,24.25
2014-01-10,25.55
2014-01-13,26.65
2014-01-14,27.7
2014-01-15,26.35
2014-01-16,26.65
2014-01-17,25.0
2014-01-20,25.95
2014-01-21,25.9
2014-01-22,26.0
2014-01-23,26.1
2014-01-24,25.2
2014-01-27,24.0
2014-01-28,23.65
2014-01-29,22.55
2014-01-30,23.4
2014-01-31,24.25
2014-02-03,25.25
2014-02-04,24.9
2014-02-05,25.3
2014-02-06,24.95
2014-02-07,25.95
2014-02-10,26.05
2014-02-11,27.4
2014-02-12,27.7
2014-02-13,28.0
2014-02-14,29.05
2014-02-17,29.45
2014-02-18,28.9
2014-02-19,28.35
2014-02-20,27.75
2014-02-21,28.0
2014-02-24,27.65
2014-02-25,27.15
2014-02-26,27.85
2014-02-28,28.15
2014-03-03,27.45
2014-03-04,27.95
2014-03-05,28.45
2014-03-06,28.15
2014-03-07,27.15
2014-03-10,27.55
2014-03-11,27.3
2014-03-12,26.95
2014-03-13,26.5
2014-03-14,26.1
2014-03-18,25.9
2014-03-19,27.0
2014-03-20,26.8
2014-03-21,26.75
2014-03-22,26.75
2014-03-24,26.35
2014-03-25,25.95
2014-03-26,26.25
2014-03-27,26.15
2014-03-28,25.7
2014-03-31,25.25
2014-04-01,26.55
2014-04-02,27.35
2014-04-03,28.05
2014-04-04,28.35
2014-04-07,27.6
2014-04-09,27.45
2014-04-10,26.7
2014-04-11,26.9
2014-04-15,28.0
2014-04-16,27.7
2014-04-17,28.35
2014-04-21,28.8
2014-04-22,29.95
2014-04-23,30.2
2014-04-25,30.65
2014-04-28,32.05
2014-04-29,33.7
2014-04-30,31.9
2014-05-02,32.75
2014-05-05,28.8
2014-05-06,28.9
2014-05-07,28.9
2014-05-08,29.6
2014-05-09,29.95
2014-05-12,28.7
2014-05-13,29.05
2014-05-14,28.65
2014-05-15,28.75
2014-05-16,27.8
2014-05-19,26.0
2014-05-20,27.95
2014-05-21,30.05
2014-05-22,31.35
2014-05-23,30.75
2014-05-26,29.45
2014-05-27,30.7
2014-05-28,31.8
2014-05-29,31.35
2014-05-30,31.75
2014-06-02,31.5
2014-06-03,33.45
2014-06-04,33.5
2014-06-05,33.1
2014-06-06,32.4
2014-06-09,33.55
2014-06-10,34.85
2014-06-11,35.4
2014-06-12,34.9
2014-06-13,34.55
2014-06-16,36.05
2014-06-17,36.75
2014-06-18,36.6
2014-06-19,37.45
2014-06-20,39.7
2014-06-23,39.5
2014-06-24,39.1
2014-06-25,38.85
2014-06-26,39.2
2014-06-27,39.85
2014-06-30,41.05
2014-07-01,39.85
2014-07-02,40.1
2014-07-03,39.05
2014-07-04,39.05
2014-07-07,40.65
2014-07-08,39.2
2014-07-09,38.05
2014-07-10,38.45
2014-07-11,36.25
2014-07-14,35.75
2014-07-15,38.45
2014-07-16,40.5
2014-07-17,39.95
2014-07-18,39.35
2014-07-21,39.45
2014-07-22,39.2
2014-07-23,39.1
2014-07-24,38.8
2014-07-25,37.3
2014-07-28,37.75
2014-07-30,38.6
2014-07-31,38.5
2014-08-01,37.2
2014-08-04,38.1
2014-08-05,39.2
2014-08-06,39.65
2014-08-07,38.35
2014-08-08,38.9
2014-08-11,38.05
2014-08-12,38.05
2014-08-13,36.25
2014-08-14,37.2
2014-08-18,37.9
2014-08-19,38.1
2014-08-20,38.15
2014-08-21,37.7
2014-08-22,37.4
2014-08-25,37.65
2014-08-26,37.85
2014-08-27,37.0
2014-08-28,37.3
2014-09-01,37.4
2014-09-02,37.35
2014-09-03,39.3
2014-09-04,38.75
2014-09-05,39.45
2014-09-08,40.0
2014-09-09,42.6
2014-09-10,42.85
2014-09-11,42.5
2014-09-12,42.4
2014-09-15,41.85
2014-09-16,39.55
2014-09-17,39.05
2014-09-18,41.25
2014-09-19,42.65
2014-09-22,43.3
2014-09-23,41.85
2014-09-24,40.65
2014-09-25,38.1
2014-09-26,38.8
2014-09-29,39.85
2014-09-30,40.25
2014-10-01,41.25
2014-10-07,41.15
2014-10-08,39.75
2014-10-09,40.65
2014-10-10,39.95
2014-10-13,40.55
2014-10-14,40.4
2014-10-16,39.3
2014-10-17,39.25
2014-10-20,39.75
2014-10-21,39.75
2014-10-22,39.8
2014-10-23,39.45
2014-10-27,39.15
2014-10-28,38.65
2014-10-29,37.85
2014-10-30,38.15
2014-10-31,39.0
2014-11-03,39.3
2014-11-05,39.1
2014-11-07,41.45
2014-11-10,42.25
2014-11-11,40.0
2014-11-12,39.8
2014-11-13,40.35
2014-11-14,40.0
2014-11-17,38.6
2014-11-18,38.75
2014-11-19,38.35
2014-11-20,38.3
2014-11-21,37.3
2014-11-24,36.3
2014-11-25,35.35
2014-11-26,35.05
2014-11-27,35.15
2014-11-28,35.05
2014-12-01,34.6
2014-12-02,33.65
2014-12-03,37.5
2014-12-04,37.55
2014-12-05,36.8
2014-12-08,35.2
2014-12-09,35.3
2014-12-10,34.8
2014-12-11,34.5
2014-12-12,33.95
2014-12-15,33.55
2014-12-16,33.3
2014-12-17,32.1
2014-12-18,34.25
2014-12-19,33.55
2014-12-22,33.3
2014-12-23,32.55
2014-12-24,32.85
2014-12-26,34.0
2014-12-29,33.8
2014-12-30,33.7
2014-12-31,34.7
