Date,NUCLEUS
2014-01-01,140.6
2014-01-02,136.45
2014-01-03,138.6
2014-01-06,137.15
2014-01-07,136.25
2014-01-08,135.3
2014-01-09,135.8
2014-01-10,137.9
2014-01-13,140.55
2014-01-14,139.5
2014-01-15,140.0
2014-01-16,138.95
2014-01-17,135.45
2014-01-20,162.5
2014-01-21,166.2
2014-01-22,164.75
2014-01-23,178.65
2014-01-24,192.3
2014-01-27,178.3
2014-01-28,178.7
2014-01-29,182.35
2014-01-30,181.8
2014-01-31,183.15
2014-02-03,180.15
2014-02-04,173.75
2014-02-05,171.3
2014-02-06,179.2
2014-02-07,177.45
2014-02-10,179.55
2014-02-11,178.2
2014-02-12,177.7
2014-02-13,172.55
2014-02-14,173.4
2014-02-17,172.2
2014-02-18,183.1
2014-02-19,189.25
2014-02-20,196.35
2014-02-21,206.8
2014-02-24,212.5
2014-02-25,207.9
2014-02-26,203.8
2014-02-28,208.6
2014-03-03,210.15
2014-03-04,228.05
2014-03-05,233.6
2014-03-06,236.05
2014-03-07,215.65
2014-03-10,223.4
2014-03-11,218.8
2014-03-12,214.65
2014-03-13,207.85
2014-03-14,199.75
2014-03-18,209.8
2014-03-19,216.2
2014-03-20,224.3
2014-03-21,227.45
2014-03-22,222.45
2014-03-24,216.55
2014-03-25,214.4
2014-03-26,211.1
2014-03-27,216.65
2014-03-28,217.1
2014-03-31,217.9
2014-04-01,221.15
2014-04-02,228.7
2014-04-03,224.15
2014-04-04,224.35
2014-04-07,228.15
2014-04-09,227.7
2014-04-10,225.95
2014-04-11,229.8
2014-04-15,231.45
2014-04-16,233.45
2014-04-17,243.3
2014-04-21,245.5
2014-04-22,237.15
2014-04-23,230.15
2014-04-25,225.5
2014-04-28,227.85
2014-04-29,235.35
2014-04-30,224.15
2014-05-02,229.65
2014-05-05,213.0
2014-05-06,218.2
2014-05-07,213.35
2014-05-08,210.8
2014-05-09,208.0
2014-05-12,193.05
2014-05-13,200.85
2014-05-14,200.4
2014-05-15,197.05
2014-05-16,188.15
2014-05-19,183.5
2014-05-20,191.5
2014-05-21,193.7
2014-05-22,198.9
2014-05-23,197.2
2014-05-26,192.85
2014-05-27,194.8
2014-05-28,193.8
2014-05-29,192.1
2014-05-30,190.45
2014-06-02,191.9
2014-06-03,190.55
2014-06-04,189.8
2014-06-05,188.4
2014-06-06,196.2
2014-06-09,196.65
2014-06-10,202.7
2014-06-11,207.75
2014-06-12,214.55
2014-06-13,206.5
2014-06-16,209.0
2014-06-17,209.95
2014-06-18,203.2
2014-06-19,205.3
2014-06-20,213.05
2014-06-23,209.4
2014-06-24,209.5
2014-06-25,208.75
2014-06-26,209.4
2014-06-27,206.1
2014-06-30,208.2
2014-07-01,216.7
2014-07-02,215.75
2014-07-03,211.4
2014-07-04,215.35
2014-07-07,220.4
2014-07-08,210.0
2014-07-09,201.65
2014-07-10,199.85
2014-07-11,195.2
2014-07-14,198.15
2014-07-15,214.7
2014-07-16,211.25
2014-07-17,214.8
2014-07-18,217.25
2014-07-21,213.1
2014-07-22,222.5
2014-07-23,221.55
2014-07-24,216.05
2014-07-25,210.65
2014-07-28,213.2
2014-07-30,210.55
2014-07-31,206.15
2014-08-01,202.3
2014-08-04,191.9
2014-08-05,192.65
2014-08-06,184.95
2014-08-07,181.55
2014-08-08,173.45
2014-08-11,182.7
2014-08-12,180.35
2014-08-13,177.75
2014-08-14,183.25
2014-08-18,184.55
2014-08-19,191.75
2014-08-20,194.55
2014-08-21,225.05
2014-08-22,223.3
2014-08-25,223.65
2014-08-26,222.1
2014-08-27,218.5
2014-08-28,216.35
2014-09-01,229.25
2014-09-02,237.5
2014-09-03,231.5
2014-09-04,229.2
2014-09-05,237.55
2014-09-08,234.55
2014-09-09,235.0
2014-09-10,263.6
2014-09-11,259.5
2014-09-12,260.9
2014-09-15,261.05
2014-09-16,235.5
2014-09-17,231.55
2014-09-18,252.8
2014-09-19,255.35
2014-09-22,248.6
2014-09-23,248.75
2014-09-24,239.8
2014-09-25,232.6
2014-09-26,235.9
2014-09-29,243.25
2014-09-30,233.85
2014-10-01,232.45
2014-10-07,224.6
2014-10-08,219.2
2014-10-09,224.5
2014-10-10,222.95
2014-10-13,215.0
2014-10-14,215.3
2014-10-16,211.25
2014-10-17,207.25
2014-10-20,207.8
2014-10-21,208.2
2014-10-22,217.9
2014-10-23,219.65
2014-10-27,215.25
2014-10-28,222.8
2014-10-29,220.9
2014-10-30,218.15
2014-10-31,219.35
2014-11-03,215.45
2014-11-05,210.55
2014-11-07,213.6
2014-11-10,216.25
2014-11-11,212.9
2014-11-12,213.5
2014-11-13,210.2
2014-11-14,208.95
2014-11-17,223.55
2014-11-18,227.65
2014-11-19,223.5
2014-11-20,224.0
2014-11-21,223.0
2014-11-24,216.75
2014-11-25,209.75
2014-11-26,210.1
2014-11-27,210.55
2014-11-28,209.6
2014-12-01,204.85
2014-12-02,208.95
2014-12-03,211.75
2014-12-04,216.2
2014-12-05,212.95
2014-12-08,208.4
2014-12-09,203.4
2014-12-10,204.65
2014-12-11,197.7
2014-12-12,192.85
2014-12-15,189.95
2014-12-16,185.75
2014-12-17,181.05
2014-12-18,193.25
2014-12-19,190.8
2014-12-22,190.8
2014-12-23,188.9
2014-12-24,189.15
2014-12-26,179.7
2014-12-29,181.9
2014-12-30,179.55
2014-12-31,184.45
