Date,FOSECOIND
2014-01-01,519.15
2014-01-02,527.95
2014-01-03,518.2
2014-01-06,520.55
2014-01-07,520.55
2014-01-08,528.1
2014-01-09,520.0
2014-01-10,514.15
2014-01-13,513.45
2014-01-14,522.15
2014-01-15,532.0
2014-01-16,527.6
2014-01-17,516.0
2014-01-20,525.0
2014-01-21,522.25
2014-01-22,508.35
2014-01-23,503.1
2014-01-24,506.85
2014-01-27,500.25
2014-01-28,498.15
2014-01-29,496.3
2014-01-30,496.7
2014-01-31,500.25
2014-02-03,499.0
2014-02-04,502.95
2014-02-05,503.0
2014-02-06,496.35
2014-02-07,497.05
2014-02-10,504.85
2014-02-11,499.75
2014-02-12,500.5
2014-02-13,491.55
2014-02-14,492.15
2014-02-17,494.8
2014-02-18,495.05
2014-02-19,505.75
2014-02-20,501.15
2014-02-21,505.8
2014-02-24,502.25
2014-02-25,505.1
2014-02-26,501.85
2014-02-28,504.0
2014-03-03,511.05
2014-03-04,508.0
2014-03-05,516.05
2014-03-06,542.55
2014-03-07,529.9
2014-03-10,519.8
2014-03-11,523.0
2014-03-12,529.45
2014-03-13,523.45
2014-03-14,524.25
2014-03-18,520.2
2014-03-19,524.5
2014-03-20,521.65
2014-03-21,524.1
2014-03-22,524.35
2014-03-24,525.8
2014-03-25,535.15
2014-03-26,527.4
2014-03-27,534.5
2014-03-28,538.25
2014-03-31,545.5
2014-04-01,555.05
2014-04-02,562.45
2014-04-03,565.0
2014-04-04,583.65
2014-04-07,567.95
2014-04-09,561.85
2014-04-10,542.55
2014-04-11,531.5
2014-04-15,537.15
2014-04-16,529.05
2014-04-17,535.65
2014-04-21,538.45
2014-04-22,526.0
2014-04-23,528.8
2014-04-25,529.0
2014-04-28,535.0
2014-04-29,537.8
2014-04-30,525.1
2014-05-02,527.4
2014-05-05,533.6
2014-05-06,525.1
2014-05-07,520.05
2014-05-08,532.2
2014-05-09,529.9
2014-05-12,524.3
2014-05-13,524.45
2014-05-14,526.25
2014-05-15,527.8
2014-05-16,528.0
2014-05-19,537.7
2014-05-20,543.0
2014-05-21,566.75
2014-05-22,565.35
2014-05-23,565.4
2014-05-26,561.85
2014-05-27,563.65
2014-05-28,580.3
2014-05-29,577.05
2014-05-30,564.65
2014-06-02,566.4
2014-06-03,588.15
2014-06-04,642.75
2014-06-05,644.75
2014-06-06,629.9
2014-06-09,650.8
2014-06-10,660.7
2014-06-11,660.7
2014-06-12,647.8
2014-06-13,651.2
2014-06-16,629.5
2014-06-17,631.5
2014-06-18,626.15
2014-06-19,700.6
2014-06-20,693.75
2014-06-23,674.85
2014-06-24,682.15
2014-06-25,695.75
2014-06-26,691.65
2014-06-27,707.95
2014-06-30,742.75
2014-07-01,779.7
2014-07-02,795.4
2014-07-03,764.55
2014-07-04,743.8
2014-07-07,730.0
2014-07-08,711.65
2014-07-09,693.1
2014-07-10,681.7
2014-07-11,675.0
2014-07-14,675.3
2014-07-15,682.95
2014-07-16,697.35
2014-07-17,699.4
2014-07-18,705.5
2014-07-21,708.15
2014-07-22,743.3
2014-07-23,739.2
2014-07-24,747.45
2014-07-25,726.85
2014-07-28,717.65
2014-07-30,710.0
2014-07-31,735.4
2014-08-01,733.55
2014-08-04,745.35
2014-08-05,760.75
2014-08-06,748.9
2014-08-07,770.95
2014-08-08,753.25
2014-08-11,730.25
2014-08-12,729.4
2014-08-13,725.25
2014-08-14,747.2
2014-08-18,773.6
2014-08-19,763.1
2014-08-20,753.7
2014-08-21,772.9
2014-08-22,873.55
2014-08-25,893.1
2014-08-26,886.45
2014-08-27,867.95
2014-08-28,857.8
2014-09-01,845.9
2014-09-02,848.5
2014-09-03,858.6
2014-09-04,848.15
2014-09-05,855.25
2014-09-08,867.0
2014-09-09,868.7
2014-09-10,871.0
2014-09-11,862.6
2014-09-12,883.7
2014-09-15,950.75
2014-09-16,941.4
2014-09-17,936.65
2014-09-18,987.8
2014-09-19,1024.8
2014-09-22,1034.65
2014-09-23,1007.4
2014-09-24,991.0
2014-09-25,963.8
2014-09-26,953.55
2014-09-29,964.85
2014-09-30,950.5
2014-10-01,935.1
2014-10-07,948.15
2014-10-08,940.15
2014-10-09,974.75
2014-10-10,950.05
2014-10-13,952.7
2014-10-14,951.9
2014-10-16,902.35
2014-10-17,912.0
2014-10-20,911.7
2014-10-21,925.45
2014-10-22,938.55
2014-10-23,932.3
2014-10-27,925.2
2014-10-28,920.3
2014-10-29,912.15
2014-10-30,922.55
2014-10-31,945.6
2014-11-03,958.25
2014-11-05,963.4
2014-11-07,947.25
2014-11-10,942.5
2014-11-11,945.35
2014-11-12,965.1
2014-11-13,961.2
2014-11-14,1021.15
2014-11-17,1030.1
2014-11-18,1058.95
2014-11-19,1055.25
2014-11-20,1060.35
2014-11-21,1047.6
2014-11-24,1040.5
2014-11-25,1007.0
2014-11-26,1016.85
2014-11-27,1116.8
2014-11-28,1100.05
2014-12-01,1096.95
2014-12-02,1105.3
2014-12-03,1134.55
2014-12-04,1166.0
2014-12-05,1254.0
2014-12-08,1245.45
2014-12-09,1249.0
2014-12-10,1336.85
2014-12-11,1350.2
2014-12-12,1310.55
2014-12-15,1268.25
2014-12-16,1210.0
2014-12-17,1256.05
2014-12-18,1244.45
2014-12-19,1235.4
2014-12-22,1224.0
2014-12-23,1238.9
2014-12-24,1248.45
2014-12-26,1220.6
2014-12-29,1220.65
2014-12-30,1263.25
2014-12-31,1246.1
