Date,PLASTIBLEN
2014-01-01,103.75
2014-01-02,98.6
2014-01-03,95.2
2014-01-08,96.0
2014-01-09,97.0
2014-01-10,96.0
2014-01-13,95.0
2014-01-14,98.0
2014-01-15,99.95
2014-01-16,99.25
2014-01-17,98.0
2014-01-20,99.35
2014-01-21,101.5
2014-01-22,99.75
2014-01-23,100.0
2014-01-24,100.0
2014-01-27,98.0
2014-01-28,98.55
2014-01-29,98.6
2014-01-30,97.85
2014-01-31,97.5
2014-02-03,96.15
2014-02-04,99.05
2014-02-05,102.25
2014-02-06,105.15
2014-02-07,103.5
2014-02-10,104.05
2014-02-11,105.5
2014-02-12,101.45
2014-02-13,100.0
2014-02-14,99.7
2014-02-17,99.25
2014-02-18,99.75
2014-02-19,99.5
2014-02-20,99.95
2014-02-21,103.0
2014-02-24,102.95
2014-02-25,104.0
2014-02-26,104.0
2014-02-28,104.15
2014-03-03,104.85
2014-03-04,106.05
2014-03-05,110.15
2014-03-06,112.0
2014-03-07,113.0
2014-03-10,115.7
2014-03-11,114.45
2014-03-12,112.5
2014-03-13,113.95
2014-03-14,114.4
2014-03-18,115.95
2014-03-19,117.5
2014-03-20,117.85
2014-03-21,119.55
2014-03-22,123.7
2014-03-24,122.5
2014-03-25,120.0
2014-03-26,117.95
2014-03-27,117.2
2014-03-28,117.6
2014-03-31,121.6
2014-04-01,120.2
2014-04-02,118.0
2014-04-03,118.4
2014-04-04,118.2
2014-04-07,113.0
2014-04-09,113.15
2014-04-10,110.25
2014-04-11,109.3
2014-04-15,112.3
2014-04-16,108.5
2014-04-17,112.7
2014-04-21,112.35
2014-04-22,111.1
2014-04-23,110.85
2014-04-25,111.25
2014-04-28,111.6
2014-04-29,113.0
2014-04-30,112.0
2014-05-02,112.65
2014-05-05,115.0
2014-05-06,113.15
2014-05-07,114.0
2014-05-08,113.0
2014-05-09,112.0
2014-05-12,111.75
2014-05-13,113.0
2014-05-14,117.85
2014-05-15,113.05
2014-05-16,114.8
2014-05-19,128.15
2014-05-20,128.55
2014-05-21,134.0
2014-05-22,141.85
2014-05-23,144.05
2014-05-26,134.6
2014-05-27,135.35
2014-05-28,138.4
2014-05-29,138.05
2014-05-30,141.3
2014-06-02,156.15
2014-06-03,161.65
2014-06-04,169.55
2014-06-05,166.25
2014-06-06,165.85
2014-06-09,165.65
2014-06-10,164.95
2014-06-11,160.5
2014-06-12,165.8
2014-06-13,156.75
2014-06-16,154.9
2014-06-17,158.8
2014-06-18,157.65
2014-06-19,162.55
2014-06-20,161.15
2014-06-23,159.45
2014-06-24,161.45
2014-06-25,160.95
2014-06-26,162.55
2014-06-27,165.15
2014-06-30,174.55
2014-07-01,179.7
2014-07-02,176.35
2014-07-03,176.85
2014-07-04,179.05
2014-07-07,177.95
2014-07-08,170.05
2014-07-09,167.65
2014-07-10,172.45
2014-07-11,171.45
2014-07-14,168.4
2014-07-15,174.8
2014-07-16,189.25
2014-07-17,192.65
2014-07-18,201.45
2014-07-21,210.85
2014-07-22,218.65
2014-07-23,212.15
2014-07-24,211.65
2014-07-25,208.85
2014-07-28,209.15
2014-07-30,207.5
2014-07-31,210.05
2014-08-01,213.9
2014-08-04,216.75
2014-08-05,218.25
2014-08-06,215.05
2014-08-07,213.6
2014-08-08,200.2
2014-08-11,201.1
2014-08-12,214.65
2014-08-13,196.4
2014-08-14,198.85
2014-08-18,196.65
2014-08-19,196.2
2014-08-20,197.35
2014-08-21,205.05
2014-08-22,201.9
2014-08-25,206.0
2014-08-26,199.85
2014-08-27,201.6
2014-08-28,202.35
2014-09-01,206.45
2014-09-02,214.25
2014-09-03,210.65
2014-09-04,209.75
2014-09-05,207.75
2014-09-08,209.4
2014-09-09,216.25
2014-09-10,233.25
2014-09-11,228.1
2014-09-12,235.7
2014-09-15,228.9
2014-09-16,216.45
2014-09-17,228.9
2014-09-18,251.9
2014-09-19,250.0
2014-09-22,254.45
2014-09-23,241.85
2014-09-24,233.35
2014-09-25,225.8
2014-09-26,230.3
2014-09-29,234.3
2014-09-30,249.3
2014-10-01,248.4
2014-10-07,237.9
2014-10-08,251.5
2014-10-09,254.75
2014-10-10,250.15
2014-10-13,251.75
2014-10-14,248.2
2014-10-16,237.7
2014-10-17,239.35
2014-10-20,237.25
2014-10-21,235.3
2014-10-22,234.15
2014-10-23,245.15
2014-10-27,243.45
2014-10-28,244.55
2014-10-29,254.5
2014-10-30,256.35
2014-10-31,278.15
2014-11-03,287.0
2014-11-05,297.3
2014-11-07,290.2
2014-11-10,285.25
2014-11-11,299.0
2014-11-12,296.25
2014-11-13,298.6
2014-11-14,308.1
2014-11-17,294.85
2014-11-18,299.35
2014-11-19,294.9
2014-11-20,299.65
2014-11-21,295.2
2014-11-24,297.4
2014-11-25,283.75
2014-11-26,282.1
2014-11-27,280.85
2014-11-28,280.35
2014-12-01,268.6
2014-12-02,270.25
2014-12-03,274.2
2014-12-04,280.6
2014-12-05,276.6
2014-12-08,275.65
2014-12-09,261.3
2014-12-10,263.4
2014-12-11,266.6
2014-12-12,262.6
2014-12-15,257.1
2014-12-16,251.55
2014-12-17,244.75
2014-12-18,254.7
2014-12-19,255.3
2014-12-22,253.7
2014-12-23,249.2
2014-12-24,246.45
2014-12-26,244.6
2014-12-29,242.4
2014-12-30,232.35
2014-12-31,255.3
