Date,PTC
2014-01-01,65.5
2014-01-02,61.5
2014-01-03,60.8
2014-01-06,62.0
2014-01-07,60.3
2014-01-08,60.95
2014-01-09,59.9
2014-01-10,58.85
2014-01-13,56.95
2014-01-14,57.85
2014-01-15,59.4
2014-01-16,60.75
2014-01-17,57.5
2014-01-20,60.15
2014-01-21,59.75
2014-01-22,59.75
2014-01-23,59.55
2014-01-24,57.9
2014-01-27,55.95
2014-01-28,57.0
2014-01-29,55.75
2014-01-30,54.85
2014-01-31,55.25
2014-02-03,53.9
2014-02-04,54.35
2014-02-05,55.0
2014-02-06,55.5
2014-02-07,55.8
2014-02-10,55.55
2014-02-11,55.0
2014-02-12,54.45
2014-02-13,54.15
2014-02-14,53.25
2014-02-17,54.45
2014-02-18,56.45
2014-02-19,56.55
2014-02-20,56.5
2014-02-21,57.55
2014-02-24,58.25
2014-02-25,59.2
2014-02-26,60.1
2014-02-28,62.2
2014-03-03,61.85
2014-03-04,62.85
2014-03-05,62.3
2014-03-06,63.55
2014-03-07,63.95
2014-03-10,63.0
2014-03-11,62.75
2014-03-12,63.1
2014-03-13,60.6
2014-03-14,59.5
2014-03-18,62.0
2014-03-19,61.95
2014-03-20,60.0
2014-03-21,60.4
2014-03-22,60.85
2014-03-24,61.05
2014-03-25,62.6
2014-03-26,62.6
2014-03-27,62.5
2014-03-28,66.55
2014-03-31,67.8
2014-04-01,66.4
2014-04-02,68.2
2014-04-03,68.15
2014-04-04,68.1
2014-04-07,67.75
2014-04-09,70.45
2014-04-10,72.1
2014-04-11,71.8
2014-04-15,71.4
2014-04-16,69.95
2014-04-17,70.95
2014-04-21,70.45
2014-04-22,69.05
2014-04-23,68.75
2014-04-25,67.55
2014-04-28,68.85
2014-04-29,67.4
2014-04-30,66.85
2014-05-02,67.5
2014-05-05,66.9
2014-05-06,66.55
2014-05-07,66.0
2014-05-08,66.1
2014-05-09,67.3
2014-05-12,69.45
2014-05-13,69.8
2014-05-14,71.65
2014-05-15,70.3
2014-05-16,74.5
2014-05-19,85.85
2014-05-20,85.3
2014-05-21,86.7
2014-05-22,89.8
2014-05-23,92.8
2014-05-26,88.3
2014-05-27,86.9
2014-05-28,90.35
2014-05-29,87.6
2014-05-30,85.7
2014-06-02,88.1
2014-06-03,87.75
2014-06-04,90.6
2014-06-05,92.15
2014-06-06,90.5
2014-06-09,97.0
2014-06-10,101.6
2014-06-11,99.9
2014-06-12,97.3
2014-06-13,92.5
2014-06-16,93.6
2014-06-17,94.9
2014-06-18,91.55
2014-06-19,89.8
2014-06-20,87.9
2014-06-23,88.7
2014-06-24,92.9
2014-06-25,94.35
2014-06-26,91.75
2014-06-27,93.05
2014-06-30,94.5
2014-07-01,95.35
2014-07-02,98.4
2014-07-03,97.05
2014-07-04,98.0
2014-07-07,97.85
2014-07-08,89.4
2014-07-09,86.85
2014-07-10,88.15
2014-07-11,80.9
2014-07-14,82.6
2014-07-15,84.9
2014-07-16,85.95
2014-07-17,88.55
2014-07-18,86.35
2014-07-21,85.45
2014-07-22,84.5
2014-07-23,83.4
2014-07-24,83.55
2014-07-25,81.85
2014-07-28,82.2
2014-07-30,83.5
2014-07-31,83.9
2014-08-01,82.05
2014-08-04,84.0
2014-08-05,83.95
2014-08-06,84.15
2014-08-07,84.2
2014-08-08,80.3
2014-08-11,78.1
2014-08-12,84.1
2014-08-13,81.9
2014-08-14,82.75
2014-08-18,85.7
2014-08-19,86.15
2014-08-20,88.5
2014-08-21,88.3
2014-08-22,86.35
2014-08-25,86.4
2014-08-26,85.45
2014-08-27,86.7
2014-08-28,87.2
2014-09-01,90.4
2014-09-02,91.9
2014-09-03,90.6
2014-09-04,88.75
2014-09-05,88.4
2014-09-08,90.5
2014-09-09,91.1
2014-09-10,93.15
2014-09-11,93.75
2014-09-12,92.9
2014-09-15,93.45
2014-09-16,90.0
2014-09-17,90.2
2014-09-18,92.6
2014-09-19,93.0
2014-09-22,95.85
2014-09-23,92.55
2014-09-24,89.55
2014-09-25,84.5
2014-09-26,86.3
2014-09-29,86.45
2014-09-30,85.3
2014-10-01,81.1
2014-10-07,82.4
2014-10-08,83.15
2014-10-09,84.7
2014-10-10,82.75
2014-10-13,84.15
2014-10-14,83.6
2014-10-16,81.25
2014-10-17,82.3
2014-10-20,85.2
2014-10-21,88.1
2014-10-22,86.1
2014-10-23,86.45
2014-10-27,85.9
2014-10-28,87.85
2014-10-29,87.8
2014-10-30,88.35
2014-10-31,91.6
2014-11-03,93.45
2014-11-05,91.9
2014-11-07,91.3
2014-11-10,93.2
2014-11-11,92.85
2014-11-12,92.5
2014-11-13,92.25
2014-11-14,93.15
2014-11-17,99.55
2014-11-18,102.7
2014-11-19,100.05
2014-11-20,101.1
2014-11-21,101.05
2014-11-24,100.55
2014-11-25,94.7
2014-11-26,97.05
2014-11-27,96.75
2014-11-28,98.0
2014-12-01,95.3
2014-12-02,98.7
2014-12-03,98.7
2014-12-04,97.5
2014-12-05,97.25
2014-12-08,96.6
2014-12-09,93.25
2014-12-10,95.3
2014-12-11,93.95
2014-12-12,92.15
2014-12-15,91.15
2014-12-16,86.55
2014-12-17,86.2
2014-12-18,90.75
2014-12-19,93.4
2014-12-22,92.95
2014-12-23,91.55
2014-12-24,91.0
2014-12-26,93.0
2014-12-29,93.35
2014-12-30,93.0
2014-12-31,94.5
