Date,HARRMALAYA
2014-01-01,51.0
2014-01-02,49.6
2014-01-03,49.65
2014-01-06,51.05
2014-01-07,56.1
2014-01-08,56.55
2014-01-09,55.9
2014-01-10,53.2
2014-01-13,51.95
2014-01-14,52.05
2014-01-15,51.45
2014-01-16,52.7
2014-01-17,50.35
2014-01-20,50.95
2014-01-21,49.85
2014-01-22,49.7
2014-01-23,49.95
2014-01-24,48.5
2014-01-27,45.2
2014-01-28,45.2
2014-01-29,45.35
2014-01-30,45.6
2014-01-31,45.95
2014-02-03,44.7
2014-02-04,44.05
2014-02-05,44.6
2014-02-06,45.0
2014-02-07,44.4
2014-02-10,44.8
2014-02-11,44.9
2014-02-12,45.0
2014-02-13,44.0
2014-02-14,44.25
2014-02-17,46.25
2014-02-18,45.9
2014-02-19,45.8
2014-02-20,44.65
2014-02-21,45.25
2014-02-24,45.2
2014-02-25,47.25
2014-02-26,45.95
2014-02-28,46.4
2014-03-03,45.7
2014-03-04,47.65
2014-03-05,47.35
2014-03-06,47.75
2014-03-07,47.55
2014-03-10,47.25
2014-03-11,46.5
2014-03-12,46.45
2014-03-13,49.45
2014-03-14,48.45
2014-03-18,49.0
2014-03-19,49.35
2014-03-20,48.2
2014-03-21,47.85
2014-03-22,48.5
2014-03-24,47.8
2014-03-25,47.2
2014-03-26,46.35
2014-03-27,47.1
2014-03-28,47.25
2014-03-31,47.85
2014-04-01,49.5
2014-04-02,48.9
2014-04-03,49.4
2014-04-04,52.7
2014-04-07,52.05
2014-04-09,52.65
2014-04-10,53.45
2014-04-11,52.7
2014-04-15,52.4
2014-04-16,49.65
2014-04-17,51.0
2014-04-21,51.3
2014-04-22,51.5
2014-04-23,51.45
2014-04-25,50.0
2014-04-28,49.55
2014-04-29,49.85
2014-04-30,48.5
2014-05-02,48.3
2014-05-05,48.5
2014-05-06,48.85
2014-05-07,48.25
2014-05-08,47.75
2014-05-09,47.95
2014-05-12,48.35
2014-05-13,47.75
2014-05-14,48.15
2014-05-15,47.55
2014-05-16,46.85
2014-05-19,49.9
2014-05-20,54.25
2014-05-21,54.85
2014-05-22,60.1
2014-05-23,72.1
2014-05-26,64.9
2014-05-27,60.75
2014-05-28,63.45
2014-05-29,63.55
2014-05-30,60.75
2014-06-02,63.35
2014-06-03,62.7
2014-06-04,63.6
2014-06-05,65.9
2014-06-06,69.55
2014-06-09,69.6
2014-06-10,68.1
2014-06-11,65.5
2014-06-12,65.25
2014-06-13,63.2
2014-06-16,62.0
2014-06-17,63.2
2014-06-18,63.25
2014-06-19,62.4
2014-06-20,61.75
2014-06-23,62.15
2014-06-24,63.3
2014-06-25,64.35
2014-06-26,62.95
2014-06-27,68.1
2014-06-30,67.5
2014-07-01,67.7
2014-07-02,68.0
2014-07-03,66.3
2014-07-04,65.6
2014-07-07,65.8
2014-07-08,62.4
2014-07-09,61.85
2014-07-10,61.85
2014-07-11,58.25
2014-07-14,58.0
2014-07-15,60.0
2014-07-16,62.6
2014-07-17,62.45
2014-07-18,62.2
2014-07-21,61.8
2014-07-22,61.2
2014-07-23,60.85
2014-07-24,60.1
2014-07-25,60.05
2014-07-28,59.8
2014-07-30,60.15
2014-07-31,58.95
2014-08-01,57.75
2014-08-04,59.5
2014-08-05,59.8
2014-08-06,60.1
2014-08-07,59.45
2014-08-08,57.9
2014-08-11,56.05
2014-08-12,54.45
2014-08-13,53.65
2014-08-14,54.05
2014-08-18,54.45
2014-08-19,55.45
2014-08-20,62.15
2014-08-21,63.2
2014-08-22,61.75
2014-08-25,60.25
2014-08-26,58.75
2014-08-27,59.1
2014-08-28,58.15
2014-09-01,57.85
2014-09-02,62.05
2014-09-03,60.6
2014-09-04,62.15
2014-09-05,62.55
2014-09-08,67.1
2014-09-09,66.15
2014-09-10,66.95
2014-09-11,68.5
2014-09-12,66.9
2014-09-15,66.7
2014-09-16,63.4
2014-09-17,62.95
2014-09-18,64.85
2014-09-19,65.4
2014-09-22,65.6
2014-09-23,66.85
2014-09-24,65.4
2014-09-25,60.25
2014-09-26,61.65
2014-09-29,63.05
2014-09-30,75.45
2014-10-01,72.1
2014-10-07,70.9
2014-10-08,70.1
2014-10-09,72.5
2014-10-10,71.2
2014-10-13,69.05
2014-10-14,67.7
2014-10-16,64.1
2014-10-17,64.2
2014-10-20,63.45
2014-10-21,64.05
2014-10-22,64.8
2014-10-23,66.2
2014-10-27,64.7
2014-10-28,65.7
2014-10-29,65.35
2014-10-30,66.7
2014-10-31,66.25
2014-11-03,67.05
2014-11-05,67.15
2014-11-07,66.1
2014-11-10,64.7
2014-11-11,64.65
2014-11-12,62.65
2014-11-13,62.25
2014-11-14,60.35
2014-11-17,60.3
2014-11-18,59.7
2014-11-19,59.95
2014-11-20,59.05
2014-11-21,60.95
2014-11-24,60.0
2014-11-25,57.85
2014-11-26,58.75
2014-11-27,60.55
2014-11-28,59.1
2014-12-01,58.35
2014-12-02,59.5
2014-12-03,58.8
2014-12-04,59.3
2014-12-05,58.75
2014-12-08,57.7
2014-12-09,55.7
2014-12-10,56.15
2014-12-11,55.95
2014-12-12,53.8
2014-12-15,53.1
2014-12-16,51.3
2014-12-17,50.7
2014-12-18,52.45
2014-12-19,54.25
2014-12-22,54.8
2014-12-23,53.85
2014-12-24,53.45
2014-12-26,53.75
2014-12-29,54.6
2014-12-30,53.05
2014-12-31,53.35
