Date,ICRA
2014-01-01,1599.1
2014-01-02,1563.85
2014-01-03,1524.1
2014-01-06,1551.3
2014-01-07,1542.05
2014-01-08,1591.4
2014-01-09,1584.2
2014-01-10,1592.7
2014-01-13,1621.2
2014-01-14,1591.1
2014-01-15,1612.8
2014-01-16,1585.1
2014-01-17,1577.6
2014-01-20,1583.85
2014-01-21,1565.8
2014-01-22,1574.15
2014-01-23,1571.35
2014-01-24,1556.95
2014-01-27,1542.8
2014-01-28,1550.9
2014-01-29,1529.5
2014-01-30,1525.2
2014-01-31,1559.2
2014-02-03,1554.65
2014-02-04,1560.4
2014-02-05,1567.35
2014-02-06,1569.65
2014-02-07,1573.65
2014-02-10,1561.65
2014-02-11,1573.9
2014-02-12,1563.55
2014-02-13,1565.1
2014-02-14,1552.45
2014-02-17,1537.8
2014-02-18,1522.3
2014-02-19,1524.1
2014-02-20,1516.2
2014-02-21,1588.0
2014-02-24,1905.6
2014-02-25,1900.6
2014-02-26,1883.6
2014-02-28,1877.45
2014-03-03,1875.75
2014-03-04,1877.4
2014-03-05,1872.7
2014-03-06,1870.0
2014-03-07,1864.2
2014-03-10,1852.55
2014-03-11,1854.25
2014-03-12,1854.3
2014-03-13,1860.55
2014-03-14,1879.9
2014-03-18,1889.8
2014-03-19,1890.1
2014-03-20,1884.0
2014-03-21,1885.55
2014-03-22,1890.05
2014-03-24,1891.1
2014-03-25,1881.1
2014-03-26,1881.6
2014-03-27,1890.4
2014-03-28,1884.25
2014-03-31,1898.1
2014-04-01,1887.25
2014-04-02,1900.7
2014-04-03,1899.45
2014-04-04,1900.2
2014-04-07,1898.65
2014-04-09,1895.9
2014-04-10,1899.35
2014-04-11,1892.35
2014-04-15,1884.15
2014-04-16,1881.0
2014-04-17,1881.65
2014-04-21,1876.25
2014-04-22,1885.05
2014-04-23,1889.4
2014-04-25,1886.1
2014-04-28,1888.65
2014-04-29,1875.2
2014-04-30,1872.35
2014-05-02,1877.0
2014-05-05,1866.95
2014-05-06,1873.45
2014-05-07,1870.0
2014-05-08,1877.15
2014-05-09,1907.1
2014-05-12,1899.2
2014-05-13,1899.1
2014-05-14,1904.75
2014-05-15,1884.1
2014-05-16,1887.65
2014-05-19,1909.9
2014-05-20,1931.3
2014-05-21,1962.55
2014-05-22,1989.5
2014-05-23,2000.0
2014-05-26,2000.0
2014-05-27,2000.3
2014-05-28,2351.55
2014-05-29,2351.05
2014-05-30,2350.55
2014-06-02,2350.3
2014-06-03,2349.75
2014-06-04,2350.0
2014-06-05,2350.0
2014-06-06,2350.0
2014-06-09,2336.15
2014-06-10,2361.0
2014-06-11,2350.2
2014-06-12,2358.35
2014-06-13,2350.05
2014-06-16,2300.6
2014-06-17,2345.8
2014-06-18,2349.05
2014-06-19,2365.8
2014-06-20,2624.3
2014-06-23,2666.0
2014-06-24,2675.75
2014-06-25,2645.6
2014-06-26,2634.25
2014-06-27,2629.15
2014-06-30,2638.8
2014-07-01,2600.8
2014-07-02,2629.25
2014-07-03,2703.3
2014-07-04,2888.65
2014-07-07,3060.5
2014-07-08,2973.8
2014-07-09,2885.4
2014-07-10,2856.45
2014-07-11,2714.85
2014-07-14,2727.3
2014-07-15,2727.8
2014-07-16,2759.9
2014-07-17,2783.4
2014-07-18,2846.8
2014-07-21,2779.3
2014-07-22,2751.5
2014-07-23,2735.9
2014-07-24,2736.6
2014-07-25,2722.95
2014-07-28,2694.8
2014-07-30,2649.05
2014-07-31,2638.9
2014-08-01,2622.5
2014-08-04,2645.35
2014-08-05,2647.0
2014-08-06,2638.05
2014-08-07,2612.8
2014-08-08,2602.2
2014-08-11,2599.05
2014-08-12,2603.6
