Date,GMRINFRA
2014-01-01,24.85
2014-01-02,23.6
2014-01-03,23.7
2014-01-06,23.45
2014-01-07,22.65
2014-01-08,22.8
2014-01-09,22.05
2014-01-10,21.9
2014-01-13,22.3
2014-01-14,22.45
2014-01-15,22.65
2014-01-16,22.7
2014-01-17,22.95
2014-01-20,23.45
2014-01-21,23.75
2014-01-22,23.45
2014-01-23,23.45
2014-01-24,23.0
2014-01-27,20.55
2014-01-28,20.9
2014-01-29,20.95
2014-01-30,19.55
2014-01-31,20.3
2014-02-03,19.55
2014-02-04,19.75
2014-02-05,19.9
2014-02-06,19.85
2014-02-07,20.0
2014-02-10,20.1
2014-02-11,19.7
2014-02-12,19.75
2014-02-13,19.4
2014-02-14,19.6
2014-02-17,19.5
2014-02-18,19.5
2014-02-19,19.65
2014-02-20,19.9
2014-02-21,20.35
2014-02-24,20.35
2014-02-25,20.1
2014-02-26,20.6
2014-02-28,20.8
2014-03-03,20.5
2014-03-04,20.8
2014-03-05,20.9
2014-03-06,20.75
2014-03-07,21.85
2014-03-10,22.05
2014-03-11,22.7
2014-03-12,22.5
2014-03-13,21.2
2014-03-14,21.65
2014-03-18,21.95
2014-03-19,21.85
2014-03-20,21.6
2014-03-21,21.65
2014-03-22,21.8
2014-03-24,22.0
2014-03-25,21.75
2014-03-26,21.75
2014-03-27,21.3
2014-03-28,21.6
2014-03-31,21.85
2014-04-01,22.55
2014-04-02,23.4
2014-04-03,23.1
2014-04-04,23.2
2014-04-07,24.5
2014-04-09,25.9
2014-04-10,25.7
2014-04-11,25.75
2014-04-15,25.3
2014-04-16,24.15
2014-04-17,25.4
2014-04-21,25.6
2014-04-22,25.25
2014-04-23,25.4
2014-04-25,25.7
2014-04-28,26.35
2014-04-29,25.4
2014-04-30,24.85
2014-05-02,25.15
2014-05-05,25.0
2014-05-06,25.2
2014-05-07,25.05
2014-05-08,25.05
2014-05-09,25.7
2014-05-12,26.25
2014-05-13,28.8
2014-05-14,28.55
2014-05-15,27.9
2014-05-16,28.25
2014-05-19,33.3
2014-05-20,32.8
2014-05-21,33.2
2014-05-22,34.05
2014-05-23,35.4
2014-05-26,34.1
2014-05-27,33.4
2014-05-28,33.65
2014-05-29,33.3
2014-05-30,33.35
2014-06-02,34.1
2014-06-03,35.55
2014-06-04,34.8
2014-06-05,35.4
2014-06-06,35.05
2014-06-09,36.35
2014-06-10,37.65
2014-06-11,35.65
2014-06-12,35.35
2014-06-13,33.15
2014-06-16,33.2
2014-06-17,34.25
2014-06-18,32.85
2014-06-19,32.85
2014-06-20,32.5
2014-06-23,31.9
2014-06-24,33.2
2014-06-25,33.4
2014-06-26,32.95
2014-06-27,33.85
2014-06-30,34.45
2014-07-01,34.5
2014-07-02,33.75
2014-07-03,31.15
2014-07-04,31.7
2014-07-07,31.45
2014-07-08,28.8
2014-07-09,28.25
2014-07-10,28.45
2014-07-11,26.1
2014-07-14,26.45
2014-07-15,27.2
2014-07-16,27.95
2014-07-17,27.4
2014-07-18,26.35
2014-07-21,26.3
2014-07-22,25.7
2014-07-23,26.45
2014-07-24,25.9
2014-07-25,25.35
2014-07-28,25.25
2014-07-30,25.85
2014-07-31,26.75
2014-08-01,28.7
2014-08-04,29.15
2014-08-05,28.7
2014-08-06,27.8
2014-08-07,27.25
2014-08-08,26.0
2014-08-11,25.55
2014-08-12,25.3
2014-08-13,24.9
2014-08-14,25.55
2014-08-18,26.35
2014-08-19,26.95
2014-08-20,26.25
2014-08-21,25.85
2014-08-22,25.05
2014-08-25,25.0
2014-08-26,25.15
2014-08-27,24.95
2014-08-28,25.35
2014-09-01,25.8
2014-09-02,26.7
2014-09-03,26.5
2014-09-04,24.85
2014-09-05,24.55
2014-09-08,24.95
2014-09-09,25.35
2014-09-10,25.05
2014-09-11,25.15
2014-09-12,25.2
2014-09-15,24.85
2014-09-16,22.25
2014-09-17,22.35
2014-09-18,22.95
2014-09-19,23.0
2014-09-22,22.65
2014-09-23,21.8
2014-09-24,19.3
2014-09-25,18.55
2014-09-26,19.3
2014-09-29,18.45
2014-09-30,17.55
2014-10-01,17.8
2014-10-07,19.85
2014-10-08,20.0
2014-10-09,21.05
2014-10-10,21.85
2014-10-13,21.95
2014-10-14,22.05
2014-10-16,20.3
2014-10-17,21.0
2014-10-20,21.8
2014-10-21,21.35
2014-10-22,21.35
2014-10-23,21.4
2014-10-27,20.5
2014-10-28,20.6
2014-10-29,20.85
2014-10-30,21.1
2014-10-31,21.65
2014-11-03,22.6
2014-11-05,22.5
2014-11-07,21.45
2014-11-10,20.5
2014-11-11,20.35
2014-11-12,20.05
2014-11-13,20.05
2014-11-14,20.1
2014-11-17,20.3
2014-11-18,20.5
2014-11-19,20.45
2014-11-20,20.1
2014-11-21,20.2
2014-11-24,20.05
2014-11-25,20.1
2014-11-26,20.15
2014-11-27,19.85
2014-11-28,19.4
2014-12-01,19.05
2014-12-02,18.4
2014-12-03,18.95
2014-12-04,19.25
2014-12-05,19.65
2014-12-08,19.05
2014-12-09,19.25
2014-12-10,19.25
2014-12-11,18.95
2014-12-12,18.05
2014-12-15,17.05
2014-12-16,16.4
2014-12-17,16.35
2014-12-18,17.0
2014-12-19,16.85
2014-12-22,17.0
2014-12-23,17.3
2014-12-24,16.7
2014-12-26,16.9
2014-12-29,17.0
2014-12-30,17.0
2014-12-31,17.15
