Date,KANORICHEM
2014-01-01,27.2
2014-01-02,26.65
2014-01-03,26.55
2014-01-06,27.65
2014-01-07,27.65
2014-01-08,26.9
2014-01-09,26.5
2014-01-10,26.7
2014-01-13,26.55
2014-01-14,26.95
2014-01-15,26.7
2014-01-16,26.45
2014-01-17,25.85
2014-01-20,25.95
2014-01-21,25.8
2014-01-22,26.35
2014-01-23,25.85
2014-01-24,25.5
2014-01-27,24.3
2014-01-28,24.25
2014-01-29,24.25
2014-01-30,24.0
2014-01-31,24.6
2014-02-03,23.6
2014-02-04,24.15
2014-02-05,24.0
2014-02-06,24.6
2014-02-07,24.95
2014-02-10,25.0
2014-02-11,24.45
2014-02-12,25.4
2014-02-13,25.1
2014-02-14,25.15
2014-02-17,25.15
2014-02-18,25.15
2014-02-19,25.35
2014-02-20,24.8
2014-02-21,24.95
2014-02-24,24.9
2014-02-25,25.55
2014-02-26,26.05
2014-02-28,26.0
2014-03-03,25.8
2014-03-04,25.65
2014-03-05,25.7
2014-03-06,25.7
2014-03-07,25.55
2014-03-10,26.0
2014-03-11,26.35
2014-03-12,26.65
2014-03-13,27.05
2014-03-14,26.8
2014-03-18,27.3
2014-03-19,27.0
2014-03-20,26.75
2014-03-21,27.0
2014-03-22,27.1
2014-03-24,26.95
2014-03-25,26.65
2014-03-26,27.0
2014-03-27,27.35
2014-03-28,27.95
2014-03-31,29.1
2014-04-01,30.45
2014-04-02,29.7
2014-04-03,29.0
2014-04-04,29.65
2014-04-07,30.65
2014-04-09,31.85
2014-04-10,31.5
2014-04-11,31.45
2014-04-15,31.9
2014-04-16,30.2
2014-04-17,30.85
2014-04-21,31.0
2014-04-22,30.65
2014-04-23,31.0
2014-04-25,33.0
2014-04-28,33.15
2014-04-29,32.75
2014-04-30,32.75
2014-05-02,31.95
2014-05-05,31.5
2014-05-06,31.05
2014-05-07,31.6
2014-05-08,31.45
2014-05-09,31.75
2014-05-12,31.75
2014-05-13,31.75
2014-05-14,32.35
2014-05-15,31.55
2014-05-16,32.15
2014-05-19,36.8
2014-05-20,36.8
2014-05-21,39.05
2014-05-22,39.65
2014-05-23,40.7
2014-05-26,46.8
2014-05-27,47.05
2014-05-28,47.1
2014-05-29,46.7
2014-05-30,46.6
2014-06-02,46.55
2014-06-03,49.2
2014-06-04,51.95
2014-06-05,51.05
2014-06-06,50.05
2014-06-09,49.85
2014-06-10,47.9
2014-06-11,47.05
2014-06-12,47.2
2014-06-13,44.85
2014-06-16,44.95
2014-06-17,46.9
2014-06-18,46.45
2014-06-19,45.7
2014-06-20,45.7
2014-06-23,44.95
2014-06-24,46.65
2014-06-25,46.3
2014-06-26,46.7
2014-06-27,47.3
2014-06-30,47.4
2014-07-01,48.75
2014-07-02,49.4
2014-07-03,48.1
2014-07-04,47.9
2014-07-07,47.95
2014-07-08,44.1
2014-07-09,44.15
2014-07-10,45.15
2014-07-11,42.1
2014-07-14,42.15
2014-07-15,43.35
2014-07-16,44.6
2014-07-17,45.1
2014-07-18,48.15
2014-07-21,48.5
2014-07-22,47.7
2014-07-23,46.45
2014-07-24,45.45
2014-07-25,44.15
2014-07-28,41.6
2014-07-30,41.0
2014-07-31,40.75
2014-08-01,39.65
2014-08-04,39.95
2014-08-05,39.9
2014-08-06,41.35
2014-08-07,42.5
2014-08-08,40.8
2014-08-11,41.4
2014-08-12,41.55
2014-08-13,40.7
2014-08-14,41.1
2014-08-18,42.0
2014-08-19,41.25
2014-08-20,41.15
2014-08-21,43.35
2014-08-22,43.25
2014-08-25,43.7
2014-08-26,44.2
2014-08-27,44.3
2014-08-28,45.6
2014-09-01,46.25
2014-09-02,44.85
2014-09-03,44.05
2014-09-04,43.65
2014-09-05,44.9
2014-09-08,48.55
2014-09-09,47.15
2014-09-10,50.95
2014-09-11,50.85
2014-09-12,49.65
2014-09-15,50.65
2014-09-16,46.3
2014-09-17,46.45
2014-09-18,48.65
2014-09-19,48.9
2014-09-22,51.4
2014-09-23,48.45
2014-09-24,47.5
2014-09-25,46.6
2014-09-26,46.15
2014-09-29,47.45
2014-09-30,47.85
2014-10-01,46.7
2014-10-07,45.9
2014-10-08,46.85
2014-10-09,50.95
2014-10-10,48.55
2014-10-13,48.3
2014-10-14,47.35
2014-10-16,46.45
2014-10-17,46.05
2014-10-20,45.95
2014-10-21,45.9
2014-10-22,45.75
2014-10-23,46.25
2014-10-27,45.75
2014-10-28,46.6
2014-10-29,48.0
2014-10-30,48.7
2014-10-31,49.35
2014-11-03,44.2
2014-11-05,42.7
2014-11-07,40.55
2014-11-10,41.65
2014-11-11,42.15
2014-11-12,41.35
2014-11-13,40.85
2014-11-14,40.35
2014-11-17,40.9
2014-11-18,42.15
2014-11-19,41.55
2014-11-20,41.9
2014-11-21,41.5
2014-11-24,40.85
2014-11-25,39.6
2014-11-26,39.45
2014-11-27,39.3
2014-11-28,39.15
2014-12-01,39.1
2014-12-02,40.2
2014-12-03,39.5
2014-12-04,39.2
2014-12-05,38.0
2014-12-08,36.15
2014-12-09,35.65
2014-12-10,36.4
2014-12-11,36.2
2014-12-12,35.55
2014-12-15,34.6
2014-12-16,33.3
2014-12-17,32.9
2014-12-18,34.05
2014-12-19,34.0
2014-12-22,34.6
2014-12-23,35.4
2014-12-24,35.35
2014-12-26,35.3
2014-12-29,35.85
2014-12-30,35.65
2014-12-31,34.8
