Date,AMRUTANJAN
2014-01-01,135.7
2014-01-02,131.1
2014-01-03,132.1
2014-01-06,131.6
2014-01-07,131.55
2014-01-08,132.85
2014-01-09,130.35
2014-01-10,129.75
2014-01-13,128.05
2014-01-14,127.3
2014-01-15,127.75
2014-01-16,126.65
2014-01-17,123.05
2014-01-20,129.65
2014-01-21,127.9
2014-01-22,126.9
2014-01-23,126.55
2014-01-24,125.25
2014-01-27,119.35
2014-01-28,119.5
2014-01-29,123.5
2014-01-30,120.65
2014-01-31,122.6
2014-02-03,129.35
2014-02-04,128.3
2014-02-05,128.8
2014-02-06,127.3
2014-02-07,132.2
2014-02-10,130.65
2014-02-11,128.05
2014-02-12,126.45
2014-02-13,124.5
2014-02-14,125.9
2014-02-17,124.95
2014-02-18,124.7
2014-02-19,124.75
2014-02-20,123.9
2014-02-21,123.45
2014-02-24,123.5
2014-02-25,122.15
2014-02-26,123.05
2014-02-28,122.75
2014-03-03,123.1
2014-03-04,123.9
2014-03-05,124.55
2014-03-06,126.8
2014-03-07,126.5
2014-03-10,125.05
2014-03-11,125.0
2014-03-12,124.45
2014-03-13,126.3
2014-03-14,125.55
2014-03-18,125.35
2014-03-19,125.5
2014-03-20,126.9
2014-03-21,128.1
2014-03-22,127.4
2014-03-24,129.15
2014-03-25,126.35
2014-03-26,124.5
2014-03-27,126.0
2014-03-28,126.05
2014-03-31,126.1
2014-04-01,125.75
2014-04-02,132.25
2014-04-03,141.8
2014-04-04,140.2
2014-04-07,137.3
2014-04-09,142.0
2014-04-10,141.9
2014-04-11,143.55
2014-04-15,140.95
2014-04-16,137.2
2014-04-17,142.0
2014-04-21,141.9
2014-04-22,141.6
2014-04-23,140.6
2014-04-25,136.3
2014-04-28,142.5
2014-04-29,139.25
2014-04-30,136.7
2014-05-02,138.95
2014-05-05,136.25
2014-05-06,136.75
2014-05-07,135.25
2014-05-08,135.0
2014-05-09,135.15
2014-05-12,135.7
2014-05-13,136.1
2014-05-14,135.65
2014-05-15,137.45
2014-05-16,135.3
2014-05-19,138.2
2014-05-20,141.15
2014-05-21,143.8
2014-05-22,156.3
2014-05-23,160.55
2014-05-26,157.85
2014-05-27,156.65
2014-05-28,159.7
2014-05-29,155.85
2014-05-30,153.4
2014-06-02,155.55
2014-06-03,156.25
2014-06-04,161.45
2014-06-05,166.95
2014-06-06,170.8
2014-06-09,181.3
2014-06-10,176.7
2014-06-11,179.25
2014-06-12,177.0
2014-06-13,170.45
2014-06-16,168.75
2014-06-17,168.2
2014-06-18,168.75
2014-06-19,164.45
2014-06-20,167.75
2014-06-23,169.75
2014-06-24,169.55
2014-06-25,169.9
2014-06-26,169.0
2014-06-27,172.4
2014-06-30,171.4
2014-07-01,173.95
2014-07-02,172.25
2014-07-03,172.85
2014-07-04,188.05
2014-07-07,181.2
2014-07-08,170.6
2014-07-09,165.95
2014-07-10,167.75
2014-07-11,156.85
2014-07-14,155.95
2014-07-15,176.65
2014-07-16,173.8
2014-07-17,174.45
2014-07-18,173.6
2014-07-21,175.0
2014-07-22,182.7
2014-07-23,176.8
2014-07-24,183.55
2014-07-25,175.4
2014-07-28,177.2
2014-07-30,177.05
2014-07-31,176.05
2014-08-01,173.6
2014-08-04,173.25
2014-08-05,177.15
2014-08-06,181.45
2014-08-07,179.05
2014-08-08,175.65
2014-08-11,180.45
2014-08-12,202.85
2014-08-13,189.55
2014-08-14,195.35
2014-08-18,194.45
2014-08-19,193.05
2014-08-20,213.25
2014-08-21,214.85
2014-08-22,208.35
2014-08-25,216.9
2014-08-26,217.85
2014-08-27,235.05
2014-08-28,234.55
2014-09-01,229.8
2014-09-02,227.25
2014-09-03,236.15
2014-09-04,243.0
2014-09-05,291.6
2014-09-08,331.1
2014-09-09,336.9
2014-09-10,333.15
2014-09-11,322.05
2014-09-12,311.8
2014-09-15,321.15
2014-09-16,303.05
2014-09-17,294.9
2014-09-18,302.75
2014-09-19,300.45
2014-09-22,297.75
2014-09-23,285.1
2014-09-24,275.0
2014-09-25,263.4
2014-09-26,279.85
2014-09-29,289.35
2014-09-30,291.85
2014-10-01,283.05
2014-10-07,277.7
2014-10-08,272.35
2014-10-09,275.6
2014-10-10,268.65
2014-10-13,265.2
2014-10-14,278.3
2014-10-16,265.8
2014-10-17,261.55
2014-10-20,289.6
2014-10-21,279.35
2014-10-22,287.05
2014-10-23,290.55
2014-10-27,306.15
2014-10-28,303.85
2014-10-29,295.1
2014-10-30,295.8
2014-10-31,300.4
2014-11-03,298.9
2014-11-05,295.35
2014-11-07,291.1
2014-11-10,291.8
2014-11-11,292.8
2014-11-12,288.7
2014-11-13,287.65
2014-11-14,289.2
2014-11-17,290.85
2014-11-18,301.1
2014-11-19,322.25
2014-11-20,386.7
2014-11-21,436.6
2014-11-24,424.2
2014-11-25,450.8
2014-11-26,458.6
2014-11-27,450.2
2014-11-28,435.9
2014-12-01,427.15
2014-12-02,412.55
2014-12-03,453.8
2014-12-04,459.1
2014-12-05,487.8
2014-12-08,509.05
2014-12-09,487.75
2014-12-10,503.8
2014-12-11,506.1
2014-12-12,499.45
2014-12-15,493.6
2014-12-16,456.15
2014-12-17,437.85
2014-12-18,456.3
2014-12-19,453.8
2014-12-22,455.35
2014-12-23,452.2
2014-12-24,445.1
2014-12-26,439.2
2014-12-29,437.75
2014-12-30,443.75
2014-12-31,447.75
