Date,GET&D
2014-01-01,208.05
2014-01-02,202.05
2014-01-03,202.4
2014-01-06,197.55
2014-01-07,197.05
2014-01-08,194.7
2014-01-09,193.9
2014-01-10,189.7
2014-01-13,191.8
2014-01-14,189.65
2014-01-15,189.85
2014-01-16,186.0
2014-01-17,182.95
2014-01-20,183.55
2014-01-21,184.0
2014-01-22,190.0
2014-01-23,192.1
2014-01-24,191.55
2014-01-27,184.95
2014-01-28,184.3
2014-01-29,187.4
2014-01-30,183.0
2014-01-31,184.75
2014-02-03,187.25
2014-02-04,189.9
2014-02-05,184.75
2014-02-06,182.8
2014-02-07,180.1
2014-02-10,172.95
2014-02-11,176.2
2014-02-12,174.7
2014-02-13,180.0
2014-02-14,178.75
2014-02-17,180.6
2014-02-18,188.45
2014-02-19,193.6
2014-02-20,187.65
2014-02-21,185.65
2014-02-24,186.7
2014-02-25,182.55
2014-02-26,185.4
2014-02-28,185.35
2014-03-03,187.0
2014-03-04,194.5
2014-03-05,201.15
2014-03-06,209.15
2014-03-07,207.25
2014-03-10,218.6
2014-03-11,215.5
2014-03-12,210.15
2014-03-13,207.75
2014-03-14,204.25
2014-03-18,213.3
2014-03-19,220.8
2014-03-20,215.2
2014-03-21,217.8
2014-03-22,220.95
2014-03-24,228.0
2014-03-25,229.1
2014-03-26,225.0
2014-03-27,231.4
2014-03-28,230.95
2014-03-31,249.05
2014-04-01,247.15
2014-04-02,249.0
2014-04-03,254.5
2014-04-04,251.7
2014-04-07,253.45
2014-04-09,257.75
2014-04-10,268.05
2014-04-11,264.25
2014-04-15,262.95
2014-04-16,256.9
2014-04-17,261.0
2014-04-21,261.3
2014-04-22,251.85
2014-04-23,257.2
2014-04-25,272.3
2014-04-28,271.45
2014-04-29,266.25
2014-04-30,274.9
2014-05-02,271.75
2014-05-05,270.6
2014-05-06,266.65
2014-05-07,260.35
2014-05-08,260.5
2014-05-09,259.05
2014-05-12,260.4
2014-05-13,273.9
2014-05-14,265.7
2014-05-15,265.05
2014-05-16,274.35
2014-05-19,304.6
2014-05-20,302.95
2014-05-21,316.4
2014-05-22,318.55
2014-05-23,309.5
2014-05-26,298.35
2014-05-27,305.9
2014-05-28,311.0
2014-05-29,308.45
2014-05-30,307.55
2014-06-02,306.6
2014-06-03,307.8
2014-06-04,306.75
2014-06-05,307.55
2014-06-06,322.3
2014-06-09,318.0
2014-06-10,318.85
2014-06-11,316.05
2014-06-12,317.05
2014-06-13,308.0
2014-06-16,307.1
2014-06-17,311.15
2014-06-18,313.1
2014-06-19,318.65
2014-06-20,327.2
2014-06-23,315.3
2014-06-24,324.3
2014-06-25,324.7
2014-06-26,323.75
2014-06-27,326.15
2014-06-30,346.4
2014-07-01,342.65
2014-07-02,336.7
2014-07-03,338.05
2014-07-04,337.45
2014-07-07,341.5
2014-07-08,333.4
2014-07-09,324.95
2014-07-10,335.35
2014-07-11,330.15
2014-07-14,334.35
2014-07-15,328.1
2014-07-16,330.65
2014-07-17,342.15
2014-07-18,334.35
2014-07-21,334.65
2014-07-22,344.95
2014-07-23,355.45
2014-07-24,344.85
2014-07-25,334.85
2014-07-28,334.6
2014-07-30,336.1
2014-07-31,331.1
2014-08-01,326.1
2014-08-04,330.7
2014-08-05,333.5
2014-08-06,329.1
2014-08-07,325.85
2014-08-08,325.5
2014-08-11,326.65
2014-08-12,327.1
2014-08-13,330.15
2014-08-14,320.2
2014-08-18,329.7
2014-08-19,322.45
2014-08-20,325.05
2014-08-21,321.65
2014-08-22,317.4
2014-08-25,335.05
2014-08-26,326.15
2014-08-27,325.15
2014-08-28,328.3
2014-09-01,334.0
2014-09-02,331.9
2014-09-03,334.6
2014-09-04,334.95
2014-09-05,340.4
2014-09-08,345.1
2014-09-09,362.35
2014-09-10,364.2
2014-09-11,355.0
2014-09-12,350.55
2014-09-15,358.15
2014-09-16,353.15
2014-09-17,345.1
2014-09-18,346.45
2014-09-19,336.8
2014-09-22,343.5
2014-09-23,337.45
2014-09-24,332.9
2014-09-25,335.95
2014-09-26,350.4
2014-09-29,338.75
2014-09-30,349.2
2014-10-01,344.6
2014-10-07,334.3
2014-10-08,328.1
2014-10-09,334.9
2014-10-10,332.15
2014-10-13,340.55
2014-10-14,340.85
2014-10-16,341.9
2014-10-17,345.9
2014-10-20,348.55
2014-10-21,359.5
2014-10-22,367.8
2014-10-23,367.5
2014-10-27,368.45
2014-10-28,368.15
2014-10-29,366.6
2014-10-30,367.95
2014-10-31,375.1
2014-11-03,369.1
2014-11-05,374.35
2014-11-07,376.55
2014-11-10,372.05
2014-11-11,374.55
2014-11-12,382.8
2014-11-13,398.45
2014-11-14,401.1
2014-11-17,415.25
2014-11-18,416.15
2014-11-19,405.95
2014-11-20,403.25
2014-11-21,424.45
2014-11-24,450.45
2014-11-25,460.65
2014-11-26,470.7
2014-11-27,464.6
2014-11-28,474.75
2014-12-01,488.65
2014-12-02,477.45
2014-12-03,472.05
2014-12-04,463.45
2014-12-05,452.25
2014-12-08,433.2
2014-12-09,438.6
2014-12-10,441.45
2014-12-11,448.3
2014-12-12,444.4
2014-12-15,434.25
2014-12-16,420.05
2014-12-17,435.8
2014-12-18,438.95
2014-12-19,445.5
2014-12-22,447.05
2014-12-23,456.95
2014-12-24,460.75
2014-12-26,462.8
2014-12-29,467.7
2014-12-30,474.1
2014-12-31,469.9
