Date,SUPRAJIT
2014-01-01,50.7
2014-01-02,51.5
2014-01-03,54.2
2014-01-06,56.15
2014-01-07,58.35
2014-01-08,56.0
2014-01-09,54.0
2014-01-10,53.5
2014-01-13,55.85
2014-01-14,58.9
2014-01-15,55.75
2014-01-16,53.75
2014-01-17,52.55
2014-01-20,54.1
2014-01-21,53.75
2014-01-22,54.6
2014-01-23,55.9
2014-01-24,54.7
2014-01-27,55.15
2014-01-28,56.4
2014-01-29,55.7
2014-01-30,54.9
2014-01-31,54.9
2014-02-03,49.2
2014-02-04,52.25
2014-02-05,52.75
2014-02-06,51.4
2014-02-07,52.4
2014-02-10,53.05
2014-02-11,52.1
2014-02-12,53.2
2014-02-13,53.9
2014-02-14,54.7
2014-02-17,56.25
2014-02-18,57.3
2014-02-19,56.5
2014-02-20,57.1
2014-02-21,57.5
2014-02-24,60.7
2014-02-25,57.75
2014-02-26,58.55
2014-02-28,57.6
2014-03-03,56.85
2014-03-04,57.75
2014-03-05,59.8
2014-03-06,60.15
2014-03-07,59.4
2014-03-10,61.05
2014-03-11,59.4
2014-03-12,64.1
2014-03-13,62.85
2014-03-14,63.15
2014-03-18,62.55
2014-03-19,62.2
2014-03-20,60.5
2014-03-21,61.3
2014-03-22,61.2
2014-03-24,62.45
2014-03-25,64.95
2014-03-26,64.3
2014-03-27,67.2
2014-03-28,67.7
2014-03-31,68.35
2014-04-01,67.5
2014-04-02,68.45
2014-04-03,70.0
2014-04-04,72.35
2014-04-07,73.6
2014-04-09,73.2
2014-04-10,71.55
2014-04-11,69.35
2014-04-15,69.05
2014-04-16,70.65
2014-04-17,73.6
2014-04-21,73.5
2014-04-22,75.8
2014-04-23,74.4
2014-04-25,73.45
2014-04-28,73.4
2014-04-29,71.95
2014-04-30,73.75
2014-05-02,74.05
2014-05-05,72.7
2014-05-06,72.15
2014-05-07,71.5
2014-05-08,73.05
2014-05-09,73.4
2014-05-12,74.3
2014-05-13,74.8
2014-05-14,74.15
2014-05-15,74.15
2014-05-16,74.05
2014-05-19,82.35
2014-05-20,78.75
2014-05-21,79.85
2014-05-22,86.75
2014-05-23,82.3
2014-05-26,87.2
2014-05-27,86.65
2014-05-28,91.1
2014-05-29,87.45
2014-05-30,90.1
2014-06-02,89.8
2014-06-03,93.85
2014-06-04,91.45
2014-06-05,92.2
2014-06-06,91.0
2014-06-09,98.0
2014-06-10,97.55
2014-06-11,100.4
2014-06-12,101.4
2014-06-13,98.25
2014-06-16,99.05
2014-06-17,102.95
2014-06-18,103.65
2014-06-19,102.7
2014-06-20,107.45
2014-06-23,104.05
2014-06-24,105.65
2014-06-25,102.55
2014-06-26,103.25
2014-06-27,106.05
2014-06-30,108.55
2014-07-01,109.6
2014-07-02,112.8
2014-07-03,111.25
2014-07-04,112.7
2014-07-07,113.55
2014-07-08,112.95
2014-07-09,111.6
2014-07-10,112.0
2014-07-11,112.95
2014-07-14,112.45
2014-07-15,114.7
2014-07-16,114.15
2014-07-17,115.85
2014-07-18,114.3
2014-07-21,118.55
2014-07-22,118.65
2014-07-23,118.85
2014-07-24,119.65
2014-07-25,117.4
2014-07-28,118.0
2014-07-30,116.25
2014-07-31,114.9
2014-08-01,111.7
2014-08-04,113.1
2014-08-05,113.35
2014-08-06,115.55
2014-08-07,111.05
2014-08-08,109.6
2014-08-11,110.3
2014-08-12,112.05
2014-08-13,110.55
2014-08-14,111.0
2014-08-18,111.2
2014-08-19,113.0
2014-08-20,111.9
2014-08-21,113.05
2014-08-22,116.45
2014-08-25,119.1
2014-08-26,117.3
2014-08-27,119.4
2014-08-28,117.25
2014-09-01,115.85
2014-09-02,113.95
2014-09-03,116.8
2014-09-04,115.3
2014-09-05,128.3
2014-09-08,133.1
2014-09-09,129.35
2014-09-10,130.8
2014-09-11,128.85
2014-09-12,128.85
2014-09-15,129.95
2014-09-16,124.0
2014-09-17,120.2
2014-09-18,118.2
2014-09-19,124.0
2014-09-22,129.6
2014-09-23,129.85
2014-09-24,129.85
2014-09-25,124.3
2014-09-26,126.3
2014-09-29,125.7
2014-09-30,128.7
2014-10-01,127.55
2014-10-07,124.4
2014-10-08,121.9
2014-10-09,119.2
2014-10-10,119.65
2014-10-13,117.4
2014-10-14,119.05
2014-10-16,116.25
2014-10-17,113.4
2014-10-20,114.3
2014-10-21,114.55
2014-10-22,117.1
2014-10-23,118.3
2014-10-27,117.45
2014-10-28,116.4
2014-10-29,116.75
2014-10-30,115.1
2014-10-31,116.55
2014-11-03,122.0
2014-11-05,122.5
2014-11-07,120.25
2014-11-10,120.95
2014-11-11,121.2
2014-11-12,120.0
2014-11-13,120.15
2014-11-14,121.15
2014-11-17,124.8
2014-11-18,126.25
2014-11-19,123.6
2014-11-20,122.45
2014-11-21,120.4
2014-11-24,122.6
2014-11-25,121.6
2014-11-26,121.5
2014-11-27,120.5
2014-11-28,121.65
2014-12-01,121.65
2014-12-02,122.4
2014-12-03,124.85
2014-12-04,123.35
2014-12-05,129.2
2014-12-08,131.05
2014-12-09,126.1
2014-12-10,124.75
2014-12-11,124.4
2014-12-12,125.65
2014-12-15,129.45
2014-12-16,125.75
2014-12-17,126.9
2014-12-18,129.95
2014-12-19,129.0
2014-12-22,137.35
2014-12-23,139.95
2014-12-24,138.8
2014-12-26,137.25
2014-12-29,140.1
2014-12-30,140.1
2014-12-31,138.25
