Date,IDBIGOLD
2014-01-01,2879.1
2014-01-02,2905.2
2014-01-03,2864.0
2014-01-06,2900.0
2014-01-07,2919.0
2014-01-08,2842.95
2014-01-09,2840.0
2014-01-10,2844.05
2014-01-13,2860.0
2014-01-14,2918.15
2014-01-15,2855.2
2014-01-16,2865.0
2014-01-17,2845.1
2014-01-20,2874.35
2014-01-21,2860.05
2014-01-22,2860.0
2014-01-23,2860.0
2014-01-24,2884.95
2014-01-27,2881.0
2014-01-28,2869.0
2014-01-29,2867.9
2014-01-30,2901.8
2014-01-31,2860.0
2014-02-03,2861.7
2014-02-04,2867.0
2014-02-05,2870.0
2014-02-06,2880.0
2014-02-07,2885.0
2014-02-10,2910.0
2014-02-11,2915.0
2014-02-12,2881.65
2014-02-13,2910.5
2014-02-14,2900.0
2014-02-17,2950.35
2014-02-18,2960.0
2014-02-19,2950.05
2014-02-20,2950.0
2014-02-21,2944.2
2014-02-24,2975.0
2014-02-25,2956.0
2014-02-26,2989.65
2014-02-28,2940.9
2014-03-03,2982.3
2014-03-04,2948.8
2014-03-05,2945.8
2014-03-06,2929.6
2014-03-07,2932.65
2014-03-10,2903.0
2014-03-11,2900.9
2014-03-12,2929.5
2014-03-13,2935.0
2014-03-14,2930.0
2014-03-18,2929.8
2014-03-19,2896.65
2014-03-20,2860.2
2014-03-21,2863.0
2014-03-24,2909.65
2014-03-25,2800.0
2014-03-26,2781.05
2014-03-27,2755.35
2014-03-28,2752.0
2014-03-31,2757.1
2014-04-01,2750.1
2014-04-02,2712.55
2014-04-03,2756.9
2014-04-04,2748.95
2014-04-07,2781.75
2014-04-09,2795.2
2014-04-10,2807.65
2014-04-11,2820.75
2014-04-15,2832.85
2014-04-16,2848.0
2014-04-17,2826.8
2014-04-21,2870.8
2014-04-22,2890.0
2014-04-23,2890.0
2014-04-25,2915.0
2014-04-28,2897.0
2014-04-29,2880.05
2014-04-30,2890.55
2014-05-02,2921.75
2014-05-05,2896.0
2014-05-06,2901.85
2014-05-07,2926.45
2014-05-08,2863.0
2014-05-09,2851.2
2014-05-12,2850.1
2014-05-13,2825.65
2014-05-14,2833.75
2014-05-15,2835.95
2014-05-16,2781.6
2014-05-19,2771.0
2014-05-20,2744.85
2014-05-21,2736.0
2014-05-22,2665.75
2014-05-23,2654.1
2014-05-26,2635.15
2014-05-27,2659.1
2014-05-28,2630.0
2014-05-29,2639.1
2014-05-30,2588.45
2014-06-02,2575.6
2014-06-03,2573.3
2014-06-04,2580.0
2014-06-05,2540.7
2014-06-06,2550.0
2014-06-09,2539.85
2014-06-10,2580.9
2014-06-11,2599.75
2014-06-12,2579.85
2014-06-13,2621.4
2014-06-16,2694.55
2014-06-17,2613.75
2014-06-18,2646.75
2014-06-19,2647.15
2014-06-20,2726.45
2014-06-23,2723.0
2014-06-24,2738.95
2014-06-25,2731.45
2014-06-26,2689.9
2014-06-27,2692.15
2014-06-30,2701.55
2014-07-01,2723.75
2014-07-02,2713.15
2014-07-03,2695.0
2014-07-04,2675.25
2014-07-07,2671.95
2014-07-08,2678.95
2014-07-09,2669.2
2014-07-10,2703.3
2014-07-11,2753.9
2014-07-14,2691.0
2014-07-15,2700.0
2014-07-16,2690.0
2014-07-17,2703.0
2014-07-18,2700.0
2014-07-21,2725.0
2014-07-22,2700.0
2014-07-23,2672.6
2014-07-24,2661.75
2014-07-25,2689.3
2014-07-28,2662.0
2014-07-30,2744.0
2014-07-31,2668.45
2014-08-01,2684.0
2014-08-04,2715.2
2014-08-05,2673.65
2014-08-06,2718.0
2014-08-07,2720.0
2014-08-08,2754.9
2014-08-11,2739.3
2014-08-12,2702.8
2014-08-13,2760.0
2014-08-14,2720.1
2014-08-18,2731.3
2014-08-19,2721.2
2014-08-20,2684.3
2014-08-21,2690.0
2014-08-22,2676.0
2014-08-25,2684.5
2014-08-26,2690.0
2014-08-27,2680.1
2014-08-28,2673.0
2014-09-01,2689.0
2014-09-02,2664.0
2014-09-03,2640.75
2014-09-04,2650.0
2014-09-05,2631.4
2014-09-08,2623.1
2014-09-09,2622.4
2014-09-10,2626.25
2014-09-11,2605.8
2014-09-12,2583.0
2014-09-15,2600.0
2014-09-16,2600.0
2014-09-17,2595.1
2014-09-18,2576.25
2014-09-19,2568.45
2014-09-22,2557.75
2014-09-23,2577.45
2014-09-24,2578.0
2014-09-25,2593.25
2014-09-26,2605.0
2014-09-29,2575.55
2014-09-30,2570.05
2014-10-01,2609.0
2014-10-07,2572.7
2014-10-08,2590.0
2014-10-09,2614.3
2014-10-10,2580.0
2014-10-13,2621.9
2014-10-14,2620.0
2014-10-16,2643.8
2014-10-17,2630.0
2014-10-20,2629.0
2014-10-21,2653.35
2014-10-22,2629.65
2014-10-23,2621.7
2014-10-27,2594.35
2014-10-28,2599.3
2014-10-29,2600.0
2014-10-30,2558.6
2014-10-31,2508.15
2014-11-03,2504.0
2014-11-05,2464.55
2014-11-07,2474.0
2014-11-10,2502.8
2014-11-11,2466.75
2014-11-12,2475.55
2014-11-13,2472.35
2014-11-14,2473.8
2014-11-17,2543.0
2014-11-18,2530.0
2014-11-19,2549.9
2014-11-20,2545.0
2014-11-21,2520.0
2014-11-24,2568.45
2014-11-25,2533.85
2014-11-26,2521.0
2014-11-27,2530.0
2014-11-28,2507.2
2014-12-01,2483.5
2014-12-02,2511.0
2014-12-03,2569.7
2014-12-04,2510.05
2014-12-05,2525.0
2014-12-08,2518.0
2014-12-09,2532.2
2014-12-10,2552.5
2014-12-11,2581.1
2014-12-12,2575.9
2014-12-15,2570.35
2014-12-16,2555.85
2014-12-17,2575.0
2014-12-18,2570.0
2014-12-19,2560.0
2014-12-22,2570.0
2014-12-23,2535.1
2014-12-24,2525.25
2014-12-26,2536.8
2014-12-29,2551.0
2014-12-30,2538.0
2014-12-31,2560.35
