Date,HIMATSEIDE
2014-01-01,54.65
2014-01-02,55.0
2014-01-03,56.7
2014-01-06,56.3
2014-01-07,60.25
2014-01-08,62.0
2014-01-09,58.65
2014-01-10,58.9
2014-01-13,59.45
2014-01-14,62.1
2014-01-15,61.8
2014-01-16,59.85
2014-01-17,57.3
2014-01-20,58.05
2014-01-21,58.5
2014-01-22,59.6
2014-01-23,59.6
2014-01-24,58.0
2014-01-27,56.5
2014-01-28,55.15
2014-01-29,55.75
2014-01-30,56.0
2014-01-31,56.3
2014-02-03,58.25
2014-02-04,57.45
2014-02-05,56.0
2014-02-06,55.1
2014-02-07,53.55
2014-02-10,53.0
2014-02-11,52.55
2014-02-12,53.0
2014-02-13,51.05
2014-02-14,50.6
2014-02-17,50.9
2014-02-18,53.2
2014-02-19,52.55
2014-02-20,53.8
2014-02-21,54.0
2014-02-24,53.15
2014-02-25,52.0
2014-02-26,53.45
2014-02-28,56.1
2014-03-03,54.8
2014-03-04,55.5
2014-03-05,56.85
2014-03-06,56.6
2014-03-07,55.05
2014-03-10,54.95
2014-03-11,57.4
2014-03-12,59.4
2014-03-13,58.7
2014-03-14,57.55
2014-03-18,56.8
2014-03-19,56.55
2014-03-20,55.95
2014-03-21,56.25
2014-03-22,56.0
2014-03-24,55.95
2014-03-25,56.0
2014-03-26,56.4
2014-03-27,56.5
2014-03-28,58.1
2014-03-31,57.4
2014-04-01,57.0
2014-04-02,57.95
2014-04-03,57.55
2014-04-04,56.3
2014-04-07,56.6
2014-04-09,59.6
2014-04-10,58.95
2014-04-11,59.05
2014-04-15,60.25
2014-04-16,60.05
2014-04-17,60.0
2014-04-21,61.5
2014-04-22,61.6
2014-04-23,60.95
2014-04-25,61.0
2014-04-28,60.15
2014-04-29,61.15
2014-04-30,59.4
2014-05-02,60.0
2014-05-05,59.05
2014-05-06,60.15
2014-05-07,60.1
2014-05-08,62.15
2014-05-09,62.5
2014-05-12,63.0
2014-05-13,63.1
2014-05-14,63.4
2014-05-15,63.0
2014-05-16,60.85
2014-05-19,61.4
2014-05-20,66.15
2014-05-21,65.7
2014-05-22,63.1
2014-05-23,63.25
2014-05-26,59.8
2014-05-27,58.1
2014-05-28,59.3
2014-05-29,58.9
2014-05-30,58.3
2014-06-02,62.25
2014-06-03,61.25
2014-06-04,63.35
2014-06-05,61.95
2014-06-06,60.45
2014-06-09,60.3
2014-06-10,59.25
2014-06-11,58.4
2014-06-12,59.05
2014-06-13,61.2
2014-06-16,61.95
2014-06-17,73.7
2014-06-18,71.7
2014-06-19,78.95
2014-06-20,75.25
2014-06-23,73.6
2014-06-24,74.9
2014-06-25,73.8
2014-06-26,72.8
2014-06-27,72.8
2014-06-30,74.35
2014-07-01,74.2
2014-07-02,74.45
2014-07-03,81.85
2014-07-04,81.8
2014-07-07,80.5
2014-07-08,79.1
2014-07-09,78.6
2014-07-10,79.35
2014-07-11,74.1
2014-07-14,75.35
2014-07-15,77.85
2014-07-16,78.35
2014-07-17,80.15
2014-07-18,79.9
2014-07-21,79.8
2014-07-22,79.95
2014-07-23,79.7
2014-07-24,84.75
2014-07-25,81.45
2014-07-28,80.1
2014-07-30,80.7
2014-07-31,81.15
2014-08-01,80.0
2014-08-04,80.15
2014-08-05,80.35
2014-08-06,85.05
2014-08-07,82.5
2014-08-08,80.85
2014-08-11,84.05
2014-08-12,85.95
2014-08-13,80.25
2014-08-14,82.15
2014-08-18,80.2
2014-08-19,82.1
2014-08-20,86.1
2014-08-21,83.95
2014-08-22,89.1
2014-08-25,87.85
2014-08-26,88.35
2014-08-27,90.55
2014-08-28,88.65
2014-09-01,89.3
2014-09-02,86.3
2014-09-03,88.15
2014-09-04,101.4
2014-09-05,97.75
2014-09-08,99.65
2014-09-09,100.65
2014-09-10,102.3
2014-09-11,101.45
2014-09-12,104.3
2014-09-15,102.05
2014-09-16,96.6
2014-09-17,96.55
2014-09-18,101.1
2014-09-19,99.4
2014-09-22,101.6
2014-09-23,98.25
2014-09-24,94.4
2014-09-25,92.1
2014-09-26,94.0
2014-09-29,95.95
2014-09-30,94.8
2014-10-01,93.05
2014-10-07,92.25
2014-10-08,92.4
2014-10-09,94.1
2014-10-10,91.55
2014-10-13,91.2
2014-10-14,90.8
2014-10-16,90.35
2014-10-17,90.6
2014-10-20,90.15
2014-10-21,90.25
2014-10-22,90.25
2014-10-23,91.1
2014-10-27,93.3
2014-10-28,93.3
2014-10-29,96.45
2014-10-30,94.95
2014-10-31,93.15
2014-11-03,92.8
2014-11-05,99.05
2014-11-07,100.75
2014-11-10,100.25
2014-11-11,102.2
2014-11-12,95.35
2014-11-13,92.95
2014-11-14,91.85
2014-11-17,90.9
2014-11-18,90.9
2014-11-19,90.3
2014-11-20,90.75
2014-11-21,89.8
2014-11-24,89.2
2014-11-25,86.4
2014-11-26,86.85
2014-11-27,88.35
2014-11-28,87.2
2014-12-01,91.85
2014-12-02,93.1
2014-12-03,94.35
2014-12-04,92.8
2014-12-05,91.4
2014-12-08,89.2
2014-12-09,92.65
2014-12-10,92.15
2014-12-11,91.55
2014-12-12,89.7
2014-12-15,91.25
2014-12-16,88.85
2014-12-17,87.55
2014-12-18,89.45
2014-12-19,87.6
2014-12-22,87.05
2014-12-23,87.1
2014-12-24,88.95
2014-12-26,87.7
2014-12-29,87.75
2014-12-30,87.15
2014-12-31,88.45
