Date,DENORA
2014-01-01,143.9
2014-01-02,140.0
2014-01-03,141.2
2014-01-07,142.0
2014-01-08,145.0
2014-01-09,145.0
2014-01-13,140.2
2014-01-14,137.15
2014-01-15,137.0
2014-01-16,139.8
2014-01-17,137.05
2014-01-20,134.1
2014-01-21,131.0
2014-01-22,132.55
2014-01-23,131.85
2014-01-24,128.35
2014-01-27,123.15
2014-01-28,129.8
2014-01-29,125.6
2014-01-30,120.75
2014-01-31,123.7
2014-02-03,122.95
2014-02-04,124.8
2014-02-05,125.1
2014-02-06,132.2
2014-02-07,124.3
2014-02-10,125.6
2014-02-11,124.55
2014-02-12,121.75
2014-02-13,104.65
2014-02-14,103.6
2014-02-17,101.1
2014-02-18,102.0
2014-02-19,104.7
2014-02-20,101.75
2014-02-21,101.85
2014-02-24,97.75
2014-02-25,97.0
2014-02-26,97.9
2014-02-28,101.7
2014-03-03,118.2
2014-03-04,118.2
2014-03-05,120.2
2014-03-06,121.35
2014-03-07,118.45
2014-03-10,110.25
2014-03-11,107.95
2014-03-12,110.1
2014-03-13,107.0
2014-03-14,104.75
2014-03-18,105.55
2014-03-19,111.15
2014-03-20,111.25
2014-03-21,108.0
2014-03-22,111.0
2014-03-24,109.95
2014-03-25,109.5
2014-03-26,105.5
2014-03-27,106.05
2014-03-28,105.55
2014-03-31,114.7
2014-04-01,119.6
2014-04-02,114.65
2014-04-03,113.65
2014-04-04,114.3
2014-04-07,118.05
2014-04-09,114.4
2014-04-10,118.0
2014-04-11,118.65
2014-04-15,118.2
2014-04-16,118.55
2014-04-17,125.85
2014-04-21,136.05
2014-04-22,138.8
2014-04-23,132.75
2014-04-25,130.5
2014-04-28,129.25
2014-04-29,132.45
2014-04-30,127.65
2014-05-02,128.2
2014-05-05,127.75
2014-05-06,127.15
2014-05-07,131.3
2014-05-08,123.55
2014-05-09,119.95
2014-05-12,117.45
2014-05-13,116.3
2014-05-14,117.85
2014-05-15,113.25
2014-05-16,114.05
2014-05-19,119.95
2014-05-20,125.35
2014-05-21,123.8
2014-05-22,132.95
2014-05-23,133.55
2014-05-26,130.65
2014-05-27,129.0
2014-05-28,129.25
2014-05-29,131.55
2014-05-30,132.5
2014-06-02,133.75
2014-06-03,131.0
2014-06-04,137.85
2014-06-05,141.65
2014-06-06,145.65
2014-06-09,148.05
2014-06-10,157.3
2014-06-11,154.65
2014-06-12,164.1
2014-06-13,158.3
2014-06-16,154.85
2014-06-17,163.35
2014-06-18,161.1
2014-06-19,157.9
2014-06-20,155.15
2014-06-23,151.05
2014-06-24,154.8
2014-06-25,155.75
2014-06-26,153.75
2014-06-27,150.0
2014-06-30,148.25
2014-07-01,149.45
2014-07-02,147.65
2014-07-03,146.8
2014-07-04,148.85
2014-07-07,153.85
2014-07-08,148.0
2014-07-09,140.0
2014-07-10,141.55
2014-07-11,138.6
2014-07-14,137.9
2014-07-15,137.25
2014-07-16,143.7
2014-07-17,143.35
2014-07-18,155.7
2014-07-21,161.6
2014-07-22,160.0
2014-07-23,152.75
2014-07-24,151.35
2014-07-25,153.45
2014-07-28,148.75
2014-07-30,145.65
2014-07-31,141.75
2014-08-01,138.4
2014-08-04,136.0
2014-08-05,139.65
2014-08-06,137.9
2014-08-07,136.8
2014-08-08,136.75
2014-08-11,135.05
2014-08-12,132.55
2014-08-13,135.95
2014-08-14,135.0
2014-08-18,139.0
2014-08-19,143.05
2014-08-20,141.95
2014-08-21,142.6
2014-08-22,138.9
2014-08-25,141.05
2014-08-26,143.85
2014-08-27,143.65
2014-08-28,156.5
2014-09-01,159.8
2014-09-02,165.7
2014-09-03,161.05
2014-09-04,157.3
2014-09-05,160.8
2014-09-08,156.5
2014-09-09,161.0
2014-09-10,158.15
2014-09-11,161.3
2014-09-12,160.6
2014-09-15,159.95
2014-09-16,156.35
2014-09-17,150.8
2014-09-18,154.0
2014-09-19,170.7
2014-09-22,170.4
2014-09-23,178.7
2014-09-24,172.05
2014-09-25,168.1
2014-09-26,168.95
2014-09-29,171.75
2014-09-30,167.7
2014-10-01,168.85
2014-10-07,171.6
2014-10-08,171.6
2014-10-09,170.3
2014-10-10,168.35
2014-10-13,165.35
2014-10-14,170.9
2014-10-16,164.95
2014-10-17,161.15
2014-10-20,161.75
2014-10-21,162.15
2014-10-22,159.55
2014-10-23,164.55
2014-10-27,165.5
2014-10-28,165.0
2014-10-29,164.3
2014-10-30,161.35
2014-10-31,166.35
2014-11-03,165.15
2014-11-05,161.85
2014-11-07,158.9
2014-11-10,154.8
2014-11-11,152.8
2014-11-12,150.85
2014-11-13,150.1
2014-11-14,149.65
2014-11-17,150.0
2014-11-18,169.35
2014-11-19,168.5
2014-11-20,159.95
2014-11-21,157.8
2014-11-24,154.45
2014-11-25,151.45
2014-11-26,151.2
2014-11-27,149.5
2014-11-28,151.2
2014-12-01,150.75
2014-12-02,148.45
2014-12-03,156.45
2014-12-04,155.0
2014-12-05,159.05
2014-12-08,152.4
2014-12-09,151.15
2014-12-10,154.0
2014-12-11,153.15
2014-12-12,147.0
2014-12-15,144.55
2014-12-16,137.25
2014-12-17,137.95
2014-12-18,141.7
2014-12-19,142.15
2014-12-22,141.7
2014-12-23,144.6
2014-12-24,142.9
2014-12-26,143.1
2014-12-29,142.4
2014-12-30,143.15
2014-12-31,144.55
