Date,SUNDARMFIN
2014-01-01,620.6
2014-01-02,614.75
2014-01-03,614.7
2014-01-06,616.5
2014-01-07,608.4
2014-01-08,604.7
2014-01-09,588.35
2014-01-10,593.55
2014-01-13,599.75
2014-01-14,594.15
2014-01-15,592.35
2014-01-16,600.0
2014-01-17,593.8
2014-01-20,595.8
2014-01-21,594.1
2014-01-22,601.5
2014-01-23,606.05
2014-01-24,600.2
2014-01-27,584.1
2014-01-28,594.5
2014-01-29,602.5
2014-01-30,602.15
2014-01-31,604.45
2014-02-03,609.4
2014-02-04,610.05
2014-02-05,612.25
2014-02-06,619.45
2014-02-07,602.9
2014-02-10,607.2
2014-02-11,604.3
2014-02-12,613.0
2014-02-13,603.6
2014-02-14,600.1
2014-02-17,604.05
2014-02-18,600.1
2014-02-19,595.5
2014-02-20,602.25
2014-02-21,603.0
2014-02-24,606.0
2014-02-25,605.35
2014-02-26,605.2
2014-02-28,604.75
2014-03-03,604.0
2014-03-04,607.1
2014-03-05,605.1
2014-03-06,625.4
2014-03-07,632.7
2014-03-10,618.75
2014-03-11,621.95
2014-03-12,621.2
2014-03-13,627.1
2014-03-14,618.2
2014-03-18,637.6
2014-03-19,633.8
2014-03-20,624.2
2014-03-21,632.65
2014-03-22,624.45
2014-03-24,628.65
2014-03-25,628.2
2014-03-26,640.45
2014-03-27,643.15
2014-03-28,668.95
2014-03-31,662.35
2014-04-01,662.05
2014-04-02,669.45
2014-04-03,664.25
2014-04-04,662.1
2014-04-07,664.95
2014-04-09,674.85
2014-04-10,682.8
2014-04-11,681.65
2014-04-15,684.7
2014-04-16,689.45
2014-04-17,711.9
2014-04-21,721.35
2014-04-22,733.25
2014-04-23,743.4
2014-04-25,745.0
2014-04-28,745.1
2014-04-29,706.6
2014-04-30,720.65
2014-05-02,718.85
2014-05-05,694.4
2014-05-06,694.85
2014-05-07,710.0
2014-05-08,705.35
2014-05-09,719.8
2014-05-12,730.7
2014-05-13,722.8
2014-05-14,743.8
2014-05-15,744.75
2014-05-16,737.15
2014-05-19,776.0
2014-05-20,782.8
2014-05-21,781.4
2014-05-22,824.55
2014-05-23,867.75
2014-05-26,849.15
2014-05-27,846.25
2014-05-28,846.5
2014-05-29,851.2
2014-05-30,891.35
2014-06-02,888.05
2014-06-03,876.5
2014-06-04,918.4
2014-06-05,901.85
2014-06-06,897.65
2014-06-09,886.45
2014-06-10,877.65
2014-06-11,870.5
2014-06-12,879.7
2014-06-13,877.85
2014-06-16,890.0
2014-06-17,905.0
2014-06-18,914.05
2014-06-19,905.65
2014-06-20,904.55
2014-06-23,894.05
2014-06-24,893.8
2014-06-25,889.15
2014-06-26,896.85
2014-06-27,925.65
2014-06-30,931.2
2014-07-01,922.5
2014-07-02,924.6
2014-07-03,928.6
2014-07-04,942.15
2014-07-07,932.5
2014-07-08,923.65
2014-07-09,926.55
2014-07-10,929.6
2014-07-11,921.45
2014-07-14,928.2
2014-07-15,938.75
2014-07-16,935.9
2014-07-17,947.85
2014-07-18,944.7
2014-07-21,945.6
2014-07-22,934.4
2014-07-23,946.9
2014-07-24,957.25
2014-07-25,947.25
2014-07-28,962.3
2014-07-30,945.9
2014-07-31,950.55
2014-08-01,951.4
2014-08-04,977.7
2014-08-05,959.45
2014-08-06,951.45
2014-08-07,942.85
2014-08-08,910.1
2014-08-11,896.05
2014-08-12,890.9
2014-08-13,918.35
2014-08-14,913.05
2014-08-18,914.5
2014-08-19,917.9
2014-08-20,918.85
2014-08-21,920.8
2014-08-22,922.6
2014-08-25,917.15
2014-08-26,913.35
2014-08-27,919.5
2014-08-28,934.5
2014-09-01,984.75
2014-09-02,980.95
2014-09-03,999.15
2014-09-04,1010.5
2014-09-05,1012.35
2014-09-08,1002.7
2014-09-09,1018.45
2014-09-10,1025.15
2014-09-11,1066.8
2014-09-12,1093.05
2014-09-15,1151.4
2014-09-16,1162.1
2014-09-17,1172.7
2014-09-18,1187.5
2014-09-19,1236.85
2014-09-22,1216.15
2014-09-23,1267.1
2014-09-24,1255.9
2014-09-25,1242.05
2014-09-26,1245.25
2014-09-29,1253.7
2014-09-30,1304.8
2014-10-01,1300.9
2014-10-07,1313.9
2014-10-08,1308.45
2014-10-09,1290.35
2014-10-10,1233.6
2014-10-13,1293.05
2014-10-14,1320.5
2014-10-16,1288.65
2014-10-17,1302.3
2014-10-20,1313.4
2014-10-21,1321.15
2014-10-22,1316.05
2014-10-23,1344.3
2014-10-27,1335.1
2014-10-28,1351.0
2014-10-29,1366.15
2014-10-30,1371.3
2014-10-31,1363.25
2014-11-03,1307.55
2014-11-05,1355.4
2014-11-07,1330.1
2014-11-10,1295.6
2014-11-11,1294.65
2014-11-12,1316.45
2014-11-13,1275.4
2014-11-14,1280.55
2014-11-17,1268.8
2014-11-18,1269.7
2014-11-19,1244.5
2014-11-20,1247.9
2014-11-21,1237.8
2014-11-24,1214.2
2014-11-25,1260.1
2014-11-26,1270.05
2014-11-27,1237.95
2014-11-28,1300.25
2014-12-01,1303.1
2014-12-02,1290.9
2014-12-03,1290.45
2014-12-04,1275.85
2014-12-05,1278.1
2014-12-08,1256.75
2014-12-09,1229.95
2014-12-10,1250.45
2014-12-11,1254.1
2014-12-12,1271.35
2014-12-15,1227.75
2014-12-16,1243.25
2014-12-17,1247.1
2014-12-18,1238.0
2014-12-19,1246.7
2014-12-22,1262.25
2014-12-23,1299.35
2014-12-24,1294.2
2014-12-26,1276.3
2014-12-29,1290.2
2014-12-30,1293.05
2014-12-31,1295.6
