Date,LINDEINDIA
2014-01-01,326.15
2014-01-02,322.4
2014-01-03,325.0
2014-01-06,316.35
2014-01-07,315.8
2014-01-08,312.4
2014-01-09,309.15
2014-01-10,304.9
2014-01-13,304.35
2014-01-14,303.5
2014-01-15,300.45
2014-01-16,297.55
2014-01-17,294.2
2014-01-20,291.55
2014-01-21,290.35
2014-01-22,288.6
2014-01-23,287.95
2014-01-24,289.0
2014-01-27,285.95
2014-01-28,289.75
2014-01-29,288.0
2014-01-30,284.65
2014-01-31,282.4
2014-02-03,281.95
2014-02-04,274.9
2014-02-05,281.55
2014-02-06,276.2
2014-02-07,284.7
2014-02-10,280.3
2014-02-11,276.6
2014-02-12,273.85
2014-02-13,270.3
2014-02-14,270.95
2014-02-17,273.1
2014-02-18,276.5
2014-02-19,285.2
2014-02-20,284.35
2014-02-21,287.1
2014-02-24,282.5
2014-02-25,280.6
2014-02-26,280.05
2014-02-28,287.35
2014-03-03,283.4
2014-03-04,296.4
2014-03-05,291.5
2014-03-06,287.5
2014-03-07,288.7
2014-03-10,284.55
2014-03-11,284.55
2014-03-12,283.85
2014-03-13,281.6
2014-03-14,281.05
2014-03-18,279.15
2014-03-19,290.0
2014-03-20,293.1
2014-03-21,296.6
2014-03-22,297.5
2014-03-24,295.4
2014-03-25,297.3
2014-03-26,300.3
2014-03-27,306.5
2014-03-28,309.05
2014-03-31,312.9
2014-04-01,309.0
2014-04-02,316.25
2014-04-03,315.1
2014-04-04,310.85
2014-04-07,312.1
2014-04-09,313.2
2014-04-10,333.2
2014-04-11,333.15
2014-04-15,330.2
2014-04-16,325.1
2014-04-17,326.05
2014-04-21,325.25
2014-04-22,324.85
2014-04-23,319.0
2014-04-25,316.6
2014-04-28,317.45
2014-04-29,326.1
2014-04-30,317.65
2014-05-02,316.05
2014-05-05,298.5
2014-05-06,300.35
2014-05-07,294.35
2014-05-08,289.75
2014-05-09,296.8
2014-05-12,290.3
2014-05-13,288.45
2014-05-14,294.2
2014-05-15,287.4
2014-05-16,305.25
2014-05-19,326.5
2014-05-20,325.4
2014-05-21,320.65
2014-05-22,322.25
2014-05-23,327.15
2014-05-26,327.0
2014-05-27,325.1
2014-05-28,330.0
2014-05-29,337.55
2014-05-30,370.35
2014-06-02,370.05
2014-06-03,358.65
2014-06-04,371.4
2014-06-05,392.3
2014-06-06,392.6
2014-06-09,380.4
2014-06-10,378.5
2014-06-11,365.25
2014-06-12,364.55
2014-06-13,360.25
2014-06-16,361.3
2014-06-17,358.9
2014-06-18,369.15
2014-06-19,375.35
2014-06-20,371.05
2014-06-23,361.65
2014-06-24,366.6
2014-06-25,365.15
2014-06-26,356.55
2014-06-27,361.85
2014-06-30,372.2
2014-07-01,372.35
2014-07-02,372.05
2014-07-03,365.4
2014-07-04,363.95
2014-07-07,361.5
2014-07-08,357.75
2014-07-09,355.6
2014-07-10,368.8
2014-07-11,359.15
2014-07-14,352.35
2014-07-15,351.5
2014-07-16,350.6
2014-07-17,358.55
2014-07-18,349.0
2014-07-21,351.15
2014-07-22,354.65
2014-07-23,369.25
2014-07-24,363.25
2014-07-25,353.1
2014-07-28,364.8
2014-07-30,369.3
2014-07-31,373.05
2014-08-01,375.45
2014-08-04,374.5
2014-08-05,372.9
2014-08-06,369.4
2014-08-07,357.35
2014-08-08,354.95
2014-08-11,360.55
2014-08-12,361.75
2014-08-13,360.95
2014-08-14,356.45
2014-08-18,361.6
2014-08-19,357.25
2014-08-20,358.0
2014-08-21,361.5
2014-08-22,363.6
2014-08-25,358.7
2014-08-26,360.7
2014-08-27,370.4
2014-08-28,379.8
2014-09-01,378.55
2014-09-02,391.3
2014-09-03,400.3
2014-09-04,401.05
2014-09-05,409.95
2014-09-08,415.6
2014-09-09,415.15
2014-09-10,425.25
2014-09-11,425.2
2014-09-12,430.0
2014-09-15,435.8
2014-09-16,421.1
2014-09-17,415.95
2014-09-18,415.05
2014-09-19,415.1
2014-09-22,414.7
2014-09-23,412.3
2014-09-24,409.95
2014-09-25,394.9
2014-09-26,394.9
2014-09-29,391.3
2014-09-30,385.45
2014-10-01,384.7
2014-10-07,387.35
2014-10-08,378.05
2014-10-09,395.5
2014-10-10,390.05
2014-10-13,388.1
2014-10-14,397.3
2014-10-16,395.65
2014-10-17,403.5
2014-10-20,405.0
2014-10-21,403.15
2014-10-22,396.55
2014-10-23,400.55
2014-10-27,404.0
2014-10-28,395.9
2014-10-29,402.45
2014-10-30,410.85
2014-10-31,423.05
2014-11-03,423.55
2014-11-05,434.2
2014-11-07,433.1
2014-11-10,428.6
2014-11-11,421.35
2014-11-12,432.0
2014-11-13,446.05
2014-11-14,450.35
2014-11-17,438.05
2014-11-18,445.0
2014-11-19,446.85
2014-11-20,450.7
2014-11-21,443.0
2014-11-24,434.45
2014-11-25,414.5
2014-11-26,408.75
2014-11-27,420.1
2014-11-28,441.4
2014-12-01,437.35
2014-12-02,425.35
2014-12-03,429.3
2014-12-04,435.4
2014-12-05,431.1
2014-12-08,424.85
2014-12-09,432.65
2014-12-10,441.3
2014-12-11,444.4
2014-12-12,427.9
2014-12-15,422.0
2014-12-16,409.1
2014-12-17,415.6
2014-12-18,425.8
2014-12-19,430.75
2014-12-22,438.95
2014-12-23,435.75
2014-12-24,436.4
2014-12-26,439.05
2014-12-29,441.1
2014-12-30,443.3
2014-12-31,443.8
